household_id,SAMPN,HH_ZONE_ID,HH_WEIGHT,HH_SIZE,HH_VEH,HH_WORKERS
2106,2106,817,,4,2,3
2107,2107,817,,5,3,1
2108,2108,817,,4,2,2
2109,2109,819,,3,2,1
2110,2110,819,,2,2,1
2111,2111,834,,3,0,2
2112,2112,834,,4,0,1
2113,2113,834,,2,1,1
2114,2114,834,,4,2,1
2115,2115,1356,,4,2,1
2116,2116,1356,,1,2,1
2119,2119,819,,1,3,1
2121,2121,835,,1,1,1
2122,2122,835,,4,1,1
2123,2123,835,,3,1,1
2124,2124,835,,3,0,1
2125,2125,835,,2,1,2
2126,2126,835,,5,1,5
2127,2127,835,,2,0,2
2128,2128,835,,2,1,1
2129,2129,835,,4,1,3
2130,2130,251,,4,3,2
2131,2131,251,,5,4,2
2132,2132,250,,9,4,3
2133,2133,250,,1,5,1
2136,2136,257,,1,4,1
2139,2139,250,,1,4,1
2141,2141,819,,5,2,1
2142,2142,819,,3,2,2
2143,2143,1356,,4,2,1
2144,2144,1356,,1,2,1
2147,2147,488,,1,3,1
2149,2149,488,,2,1,1
2150,2150,821,,3,1,3
2151,2151,821,,5,1,1
2152,2152,821,,3,1,1
2153,2153,821,,4,1,2
2154,2154,821,,1,2,1
2156,2156,821,,5,3,1
2157,2157,821,,9,0,2
2158,2158,821,,4,4,1
2159,2159,821,,2,0,2
2160,2160,468,,3,1,2
2161,2161,469,,4,1,1
2162,2162,468,,3,1,1
2163,2163,469,,3,1,2
2164,2164,468,,8,1,3
2165,2165,467,,1,5,1
2166,2166,538,,2,1,1
2167,2167,538,,4,2,2
2168,2168,469,,4,2,2
2169,2169,469,,5,1,2
2170,2170,469,,1,2,1
2172,2172,951,,5,2,1
2173,2173,761,,4,3,2
2174,2174,761,,2,2,2
2175,2175,761,,4,2,1
2176,2176,817,,3,1,3
2177,2177,821,,5,0,1
2178,2178,502,,4,1,1
2179,2179,502,,6,1,2
2180,2180,502,,3,1,2
2181,2181,821,,3,1,1
2182,2182,821,,4,1,2
2183,2183,821,,3,2,1
2184,2184,496,,1,1,1
2186,2186,496,,5,3,2
2187,2187,496,,4,2,1
2188,2188,496,,5,2,3
2189,2189,496,,3,3,2
2190,2190,498,,4,1,1
2191,2191,498,,3,1,2
2192,2192,498,,5,2,2
2193,2193,491,,5,2,1
2194,2194,498,,3,2,2
2195,2195,498,,8,1,2
2196,2196,253,,3,5,2
2197,2197,468,,3,3,3
2198,2198,468,,2,3,2
2199,2199,468,,4,1,2
2200,2200,468,,1,2,1
2203,2203,502,,1,2,1
2205,2205,502,,1,1,1
2208,2208,502,,3,1,2
2209,2209,502,,1,2,1
2211,2211,502,,6,2,1
2212,2212,505,,4,2,1
2213,2213,505,,1,2,1
2217,2217,610,,6,1,2
2218,2218,610,,2,2,1
2219,2219,625,,1,2,1
2221,2221,749,,4,2,1
2222,2222,749,,1,2,1
2224,2224,495,,5,3,1
2225,2225,495,,5,2,1
2226,2226,389,,4,2,1
2227,2227,389,,3,1,2
2228,2228,389,,4,1,2
2229,2229,389,,7,2,3
2230,2230,611,,1,3,1
2232,2232,741,,2,2,2
2233,2233,740,,4,2,1
2234,2234,741,,4,4,1
2235,2235,635,,5,2,1
2236,2236,635,,5,1,1
2237,2237,745,,3,2,2
2238,2238,744,,4,2,2
2239,2239,1342,,5,2,1
2240,2240,1342,,5,3,2
2241,2241,389,,2,2,1
2242,2242,389,,4,2,4
2243,2243,527,,10,1,10
2244,2244,538,,3,0,2
2245,2245,538,,4,1,2
2246,2246,750,,1,3,1
2248,2248,743,,5,4,2
2249,2249,389,,2,2,2
2250,2250,1342,,1,1,1
2252,2252,637,,6,1,3
2253,2253,637,,7,5,4
2254,2254,637,,5,3,4
2255,2255,638,,5,3,3
2256,2256,671,,4,3,2
2257,2257,538,,3,2,2
2258,2258,527,,4,4,1
2259,2259,538,,2,1,1
2260,2260,750,,4,2,1
2261,2261,750,,1,3,1
2263,2263,761,,4,3,1
2264,2264,761,,1,3,1
2266,2266,635,,4,2,2
2267,2267,635,,5,2,1
2268,2268,638,,1,1,1
2270,2270,756,,6,1,2
2271,2271,773,,5,3,1
2272,2272,1022,,1,2,1
2274,2274,821,,2,1,1
2275,2275,821,,1,0,1
2277,2277,1022,,4,2,2
2278,2278,834,,4,1,2
2279,2279,834,,3,2,2
2280,2280,834,,3,9,2
2281,2281,821,,4,2,1
2282,2282,1022,,4,2,1
2283,2283,834,,3,1,1
2284,2284,821,,3,2,2
2285,2285,821,,7,2,2
2286,2286,1022,,4,4,1
2287,2287,821,,3,2,1
2288,2288,821,,6,1,4
2289,2289,821,,1,4,1
2291,2291,817,,1,0,1
2292,2292,817,,3,1,1
2293,2293,817,,3,1,1
2294,2294,817,,3,2,1
2295,2295,1022,,4,1,1
2296,2296,834,,1,1,1
2298,2298,683,,3,2,2
2299,2299,1022,,1,2,1
2300,2300,834,,3,0,2
2301,2301,834,,1,1,1
2317,2317,389,,1,2,1
2320,2320,1022,,3,2,1
2321,2321,1022,,3,1,1
2322,2322,1022,,3,1,2
2323,2323,1022,,5,3,1
2324,2324,1022,,5,2,1
2325,2325,1022,,7,1,1
2326,2326,1022,,1,2,1
2330,2330,819,,5,2,1
2331,2331,819,,7,3,4
2332,2332,819,,4,4,3
2333,2333,819,,7,2,1
2334,2334,18015,,9,4,4
2335,2335,18015,,5,7,3
2336,2336,256,,4,4,2
2337,2337,389,,1,3,1
2339,2339,359,,7,2,3
2340,2340,18015,,4,4,2
2341,2341,18015,,3,2,3
2342,2342,18015,,5,0,2
2343,2343,18015,,4,1,4
2344,2344,18015,,1,0,1
2348,2348,18015,,1,3,1
2350,2350,18015,,1,4,1
2352,2352,18015,,3,2,1
2353,2353,1022,,1,2,1
2354,2354,1022,,4,1,2
2355,2355,1022,,5,2,1
2356,2356,1022,,1,2,1
2358,2358,816,,2,4,1
2359,2359,1022,,2,2,1
2360,2360,1022,,5,2,1
2361,2361,1022,,1,3,1
2363,2363,1022,,1,2,1
2365,2365,816,,4,2,2
2366,2366,816,,1,2,1
2368,2368,255,,1,3,1
2370,2370,18401,,4,4,1
2371,2371,18401,,4,2,1
2372,2372,162,,2,1,1
2373,2373,162,,5,1,1
2374,2374,18401,,4,2,1
2375,2375,18401,,4,2,1
2376,2376,18401,,4,2,2
2377,2377,18401,,5,2,2
2378,2378,18401,,5,2,1
2379,2379,18401,,1,1,1
2381,2381,18401,,4,2,1
2382,2382,18401,,5,2,2
2383,2383,18401,,5,3,1
2384,2384,18401,,7,1,1
2385,2385,18401,,5,3,4
2386,2386,18401,,1,4,1
2388,2388,18401,,3,4,1
2389,2389,18401,,2,2,1
2390,2390,18401,,4,2,1
2391,2391,18401,,3,2,3
2392,2392,18401,,5,2,2
2393,2393,18401,,4,4,1
2394,2394,18401,,6,2,3
2395,2395,18401,,4,3,2
2396,2396,18402,,4,4,3
2397,2397,18401,,2,2,2
2398,2398,18401,,1,2,1
2401,2401,18401,,5,2,1
2402,2402,18401,,4,1,2
2403,2403,18401,,1,2,1
2406,2406,810,,4,4,1
2407,2407,810,,5,2,2
2408,2408,810,,4,3,3
2409,2409,18401,,1,3,1
2411,2411,763,,1,6,1
2413,2413,763,,1,1,1
2415,2415,763,,3,2,1
2416,2416,763,,3,1,2
2417,2417,763,,1,2,1
2418,2418,763,,3,1,1
2419,2419,744,,3,2,2
2420,2420,748,,1,2,1
2422,2422,633,,5,3,1
2423,2423,39029,,3,2,1
2424,2424,638,,4,1,1
2425,2425,18401,,5,2,1
2426,2426,18401,,5,2,3
2427,2427,170,,5,2,2
2428,2428,170,,5,2,3
2429,2429,65,,1,1,1
2432,2432,94,,6,2,2
2433,2433,138,,5,2,1
2434,2434,138,,7,2,1
2435,2435,138,,6,1,1
2436,2436,169,,1,1,1
2439,2439,162,,6,2,3
2440,2440,147,,1,4,1
2442,2442,170,,5,3,3
2443,2443,65,,6,3,5
2444,2444,136,,7,2,4
2445,2445,136,,1,3,1
2447,2447,136,,5,1,1
2448,2448,170,,1,1,1
2450,2450,170,,4,3,2
2451,2451,170,,2,1,2
2452,2452,170,,4,0,2
2453,2453,170,,5,1,3
2454,2454,100,,5,2,1
2455,2455,100,,3,2,2
2456,2456,170,,6,2,4
2457,2457,170,,1,4,1
2460,2460,170,,4,2,1
2461,2461,170,,4,1,1
2462,2462,170,,4,1,1
2463,2463,108,,4,1,3
2464,2464,108,,4,2,3
2465,2465,111,,5,2,3
2466,2466,113,,1,2,1
2468,2468,100,,1,1,1
2469,2469,126,,2,1,2
2470,2470,126,,2,0,2
2471,2471,126,,1,1,1
2473,2473,168,,1,0,1
2476,2476,39048,,1,0,1
2478,2478,39048,,4,0,3
2479,2479,39048,,2,4,1
2480,2480,39004,,5,1,1
2481,2481,39004,,12,1,12
2482,2482,39048,,3,1,3
2483,2483,39004,,3,0,3
2484,2484,531,,3,0,3
2485,2485,531,,4,0,4
2486,2486,39004,,6,0,6
2487,2487,39048,,6,0,5
2488,2488,39048,,4,0,1
2489,2489,39004,,4,1,4
2490,2490,39004,,1,0,1
2492,2492,39004,,5,1,5
2493,2493,39004,,4,0,4
2494,2494,39004,,1,1,1
2496,2496,39004,,4,3,4
2497,2497,39004,,6,0,6
2498,2498,39004,,1,1,1
2501,2501,39004,,1,0,1
2503,2503,531,,3,1,2
2504,2504,39048,,2,1,2
2505,2505,39048,,2,0,2
2506,2506,39048,,1,0,1
2510,2510,16005,,5,0,5
2511,2511,16005,,2,0,2
2512,2512,16005,,3,0,3
2513,2513,16005,,6,0,6
2514,2514,16005,,4,0,4
2515,2515,16005,,6,0,6
2516,2516,16005,,5,0,5
2517,2517,16005,,5,0,5
2518,2518,16005,,6,0,6
2519,2519,16005,,6,0,6
2520,2520,16005,,5,0,5
2521,2521,16005,,5,0,5
2522,2522,16005,,5,0,5
2523,2523,16011,,5,0,5
2524,2524,16011,,3,0,3
2525,2525,16011,,1,0,1
2526,2526,26002,,3,0,1
2527,2527,26002,,3,1,1
2528,2528,26002,,5,1,2
2529,2529,26002,,3,2,2
2530,2530,26002,,2,2,1
2531,2531,26002,,3,1,3
2532,2532,26002,,3,0,2
2533,2533,16005,,3,1,2
2534,2534,26002,,6,1,6
2535,2535,26002,,5,0,5
2536,2536,16005,,5,0,5
2537,2537,16005,,5,0,5
2538,2538,16005,,5,0,5
2539,2539,16005,,5,0,5
2540,2540,16005,,3,0,3
2541,2541,26002,,3,0,3
2542,2542,26002,,3,0,3
2543,2543,26002,,1,0,1
2545,2545,26002,,3,0,3
2546,2546,26002,,6,0,6
2547,2547,26002,,8,0,8
2548,2548,26002,,2,0,2
2549,2549,26002,,2,1,2
2550,2550,26002,,10,2,10
2551,2551,26002,,5,0,5
2552,2552,16005,,7,0,7
2553,2553,16005,,6,0,6
2554,2554,16005,,4,0,4
2555,2555,16005,,3,0,3
2556,2556,16005,,2,0,2
2557,2557,16005,,2,0,1
2558,2558,26002,,3,1,1
2559,2559,26002,,9,0,9
2560,2560,26002,,9,0,9
2561,2561,26002,,1,0,1
2565,2565,26002,,3,1,1
2566,2566,16003,,7,2,7
2567,2567,26002,,6,0,6
2568,2568,26002,,4,0,4
2569,2569,26002,,4,0,4
2570,2570,26002,,4,0,4
2571,2571,26002,,5,0,5
2572,2572,16005,,8,5,8
2573,2573,16005,,1,2,1
2576,2576,16005,,4,0,4
2577,2577,16005,,7,0,7
2578,2578,16005,,3,0,3
2579,2579,16005,,7,0,7
2580,2580,16005,,5,0,5
2581,2581,714,,6,0,6
2582,2582,714,,5,0,5
2583,2583,714,,6,0,6
2584,2584,714,,6,0,6
2585,2585,714,,6,0,6
2586,2586,714,,6,0,6
2587,2587,714,,6,0,6
2588,2588,714,,6,0,6
2589,2589,714,,6,0,6
2590,2590,714,,6,0,6
2591,2591,714,,6,0,6
2592,2592,714,,6,0,6
2593,2593,714,,4,0,4
2594,2594,714,,4,0,4
2595,2595,714,,6,0,6
2596,2596,714,,4,0,4
2597,2597,714,,2,0,2
2598,2598,714,,4,0,4
2599,2599,714,,4,0,4
2600,2600,714,,3,0,3
2601,2601,714,,6,0,6
2602,2602,714,,6,0,6
2603,2603,714,,3,0,3
2604,2604,714,,4,0,4
2605,2605,714,,4,0,4
2606,2606,715,,4,0,4
2607,2607,715,,4,0,4
2608,2608,715,,4,0,4
2609,2609,714,,4,0,4
2610,2610,714,,2,4,2
2611,2611,714,,5,2,5
2612,2612,714,,3,1,3
2613,2613,714,,6,1,6
2614,2614,714,,6,0,6
2615,2615,714,,6,0,6
2616,2616,714,,6,0,6
2617,2617,714,,6,0,6
2618,2618,714,,4,0,4
2619,2619,714,,4,0,4
2620,2620,714,,4,0,4
2621,2621,714,,4,0,4
2622,2622,714,,4,0,4
2623,2623,714,,4,1,4
2624,2624,714,,1,0,1
2626,2626,714,,4,0,4
2627,2627,714,,3,0,3
2628,2628,714,,4,0,4
2629,2629,714,,4,0,4
2630,2630,714,,3,0,3
2631,2631,714,,5,0,5
2632,2632,714,,6,0,6
2633,2633,714,,5,0,5
2634,2634,714,,1,0,1
2639,2639,714,,8,0,8
2640,2640,714,,3,0,3
2641,2641,714,,4,0,4
2642,2642,714,,3,0,3
2643,2643,714,,6,0,6
2644,2644,714,,6,0,6
2645,2645,714,,1,0,1
2647,2647,714,,4,0,4
2648,2648,714,,3,0,3
2649,2649,714,,3,0,3
2650,2650,714,,3,0,3
2651,2651,714,,4,0,4
2652,2652,714,,4,0,4
2653,2653,714,,5,0,5
2654,2654,714,,5,0,5
2655,2655,714,,3,0,3
2656,2656,612,,3,1,1
2657,2657,612,,4,1,1
2658,2658,616,,1,3,1
2660,2660,616,,1,6,1
2661,2661,620,,7,1,3
2662,2662,620,,2,4,1
2663,2663,620,,4,1,3
2664,2664,614,,1,2,1
2667,2667,620,,4,2,1
2668,2668,620,,4,3,1
2669,2669,616,,5,2,3
2670,2670,616,,2,3,1
2671,2671,621,,4,2,2
2672,2672,623,,4,3,2
2673,2673,623,,5,3,2
2674,2674,623,,1,4,1
2676,2676,645,,4,2,1
2677,2677,620,,1,2,1
2679,2679,620,,3,2,1
2680,2680,620,,5,1,2
2681,2681,614,,4,2,2
2682,2682,614,,5,2,2
2683,2683,623,,5,3,2
2684,2684,620,,4,2,2
2685,2685,620,,5,2,2
2686,2686,612,,5,2,2
2687,2687,616,,3,2,2
2688,2688,614,,4,5,1
2689,2689,614,,6,2,4
2690,2690,614,,4,6,2
2691,2691,614,,3,3,1
2692,2692,614,,1,1,1
2694,2694,764,,1,2,1
2700,2700,1457,,4,1,1
2701,2701,1457,,1,2,1
2702,2702,1458,,2,1,2
2703,2703,1458,,1,2,1
2704,2704,1458,,1,1,1
2705,2705,1458,,1,1,1
2708,2708,978,,3,1,1
2709,2709,978,,1,1,1
2710,2710,978,,2,1,2
2711,2711,979,,2,1,1
2712,2712,973,,1,1,1
2713,2713,977,,4,0,2
2714,2714,1457,,5,2,2
2715,2715,1457,,3,1,1
2716,2716,1457,,2,2,1
2717,2717,1457,,2,1,1
2718,2718,1457,,3,1,1
2719,2719,1457,,3,1,1
2720,2720,1457,,1,1,1
2721,2721,1457,,1,1,1
2722,2722,1457,,1,0,1
2723,2723,1457,,1,1,1
2724,2724,1457,,1,1,1
2726,2726,1457,,1,1,1
2727,2727,978,,1,0,1
2729,2729,978,,2,1,2
2730,2730,978,,1,2,1
2731,2731,978,,2,1,2
2732,2732,978,,2,2,2
2733,2733,978,,5,2,2
2734,2734,1457,,5,1,2
2735,2735,1457,,3,2,1
2736,2736,1457,,2,2,1
2737,2737,1457,,3,0,2
2738,2738,1458,,1,2,1
2740,2740,1458,,1,0,1
2741,2741,1458,,4,1,1
2742,2742,1458,,2,2,2
2743,2743,1458,,3,1,1
2744,2744,1458,,1,0,1
2745,2745,1458,,1,1,1
2746,2746,1458,,4,1,1
2747,2747,1458,,2,1,2
2748,2748,1458,,2,2,2
2749,2749,1458,,4,1,1
2750,2750,1458,,2,1,2
2751,2751,1458,,1,1,1
2754,2754,232,,1,1,1
2757,2757,232,,5,3,4
2758,2758,232,,1,4,1
2763,2763,232,,5,3,1
2764,2764,232,,6,2,1
2765,2765,232,,4,3,1
2766,2766,232,,1,2,1
2767,2767,232,,1,1,1
2768,2768,232,,4,0,1
2769,2769,232,,1,1,1
2775,2775,232,,8,1,3
2776,2776,232,,2,5,2
2777,2777,232,,4,2,3
2778,2778,232,,1,6,1
2781,2781,193,,5,2,1
2782,2782,193,,5,2,3
2783,2783,193,,2,2,1
2784,2784,193,,5,1,1
2785,2785,193,,1,1,1
2789,2789,194,,1,3,1
2791,2791,194,,6,2,1
2792,2792,190,,1,2,1
2794,2794,192,,5,2,2
2795,2795,193,,3,2,1
2796,2796,190,,4,5,2
2797,2797,184,,5,1,1
2798,2798,190,,1,1,1
2801,2801,194,,1,1,1
2808,2808,190,,4,2,1
2809,2809,193,,1,2,1
2811,2811,192,,5,2,2
2812,2812,195,,2,2,2
2813,2813,194,,3,3,1
2814,2814,194,,4,2,2
2815,2815,194,,2,1,1
2816,2816,194,,1,2,1
2821,2821,193,,1,2,1
2825,2825,192,,3,2,2
2826,2826,192,,1,2,1
2828,2828,193,,6,2,1
2829,2829,193,,4,2,2
2830,2830,193,,1,2,1
2833,2833,190,,1,2,1
2835,2835,190,,1,2,1
2839,2839,221,,4,1,3
2840,2840,228,,2,2,1
2841,2841,230,,1,3,1
2842,2842,230,,3,4,2
2843,2843,230,,1,5,1
2844,2844,230,,2,1,2
2845,2845,230,,2,3,2
2846,2846,230,,1,3,1
2848,2848,230,,4,0,1
2849,2849,500,,3,1,1
2850,2850,500,,3,1,1
2851,2851,500,,3,1,1
2852,2852,500,,1,1,1
2854,2854,228,,3,2,2
2855,2855,228,,1,1,1
2857,2857,228,,3,1,1
2858,2858,228,,1,5,1
2860,2860,225,,4,4,3
2861,2861,225,,3,6,1
2862,2862,228,,8,1,7
2863,2863,225,,5,2,2
2864,2864,228,,5,2,5
2865,2865,205,,4,0,4
2866,2866,205,,3,0,3
2867,2867,203,,5,0,5
2868,2868,203,,1,0,1
2876,2876,231,,3,1,3
2877,2877,231,,5,0,5
2878,2878,258,,3,0,2
2879,2879,204,,1,1,1
2882,2882,204,,2,0,2
2883,2883,205,,5,0,4
2884,2884,205,,4,0,4
2885,2885,205,,1,0,1
2888,2888,221,,1,2,1
2891,2891,221,,1,6,1
2895,2895,230,,2,1,2
2896,2896,230,,6,0,3
2897,2897,221,,5,4,1
2898,2898,212,,5,2,1
2899,2899,212,,1,2,1
2902,2902,221,,1,1,1
2903,2903,221,,1,0,1
2908,2908,212,,3,2,2
2909,2909,212,,1,3,1
2910,2910,212,,1,2,1
2912,2912,229,,5,1,2
2913,2913,227,,1,1,1
2915,2915,227,,6,6,3
2916,2916,227,,3,4,1
2917,2917,227,,1,1,1
2921,2921,221,,2,1,2
2922,2922,221,,11,0,7
2923,2923,221,,10,9,1
2924,2924,221,,6,4,2
2925,2925,212,,1,2,1
2926,2926,212,,1,1,1
2928,2928,39042,,1,3,1
2937,2937,39042,,1,4,1
2939,2939,39004,,2,0,2
2940,2940,39004,,2,1,1
2941,2941,39004,,12,2,12
2942,2942,39004,,5,1,3
2943,2943,39004,,4,5,1
2944,2944,39004,,1,3,1
2946,2946,532,,1,0,1
2948,2948,533,,6,0,6
2949,2949,533,,1,1,1
2953,2953,39042,,1,1,1
2955,2955,39048,,1,1,1
2958,2958,39004,,6,1,6
2959,2959,39004,,3,2,1
2960,2960,39004,,7,1,7
2961,2961,39004,,8,0,2
2962,2962,39007,,1,3,1
2964,2964,39007,,5,3,1
2965,2965,39007,,1,4,1
2968,2968,532,,4,0,4
2969,2969,532,,1,0,1
2972,2972,193,,4,1,4
2973,2973,531,,1,0,1
2977,2977,39046,,2,1,1
2978,2978,39046,,5,2,5
2979,2979,535,,5,0,2
2980,2980,531,,1,2,1
2982,2982,530,,1,1,1
2984,2984,535,,4,2,3
2985,2985,242,,3,5,1
2986,2986,535,,4,3,1
2987,2987,535,,4,3,1
2988,2988,535,,1,2,1
2990,2990,535,,5,2,5
2991,2991,531,,2,0,2
2992,2992,531,,4,0,2
2993,2993,531,,5,2,1
2994,2994,531,,1,3,1
2996,2996,39043,,4,3,1
2997,2997,39043,,4,1,1
2998,2998,39043,,1,2,1
3002,3002,533,,10,4,5
3003,3003,533,,3,5,2
3004,3004,533,,4,1,3
3005,3005,533,,3,1,3
3006,3006,532,,7,2,3
3007,3007,533,,3,4,2
3008,3008,532,,4,1,1
3009,3009,532,,4,1,4
3010,3010,532,,3,0,3
3011,3011,532,,7,0,1
3012,3012,39046,,3,2,1
3013,3013,39046,,2,2,1
3014,3014,39046,,4,1,1
3015,3015,39046,,6,2,1
3016,3016,39046,,1,2,1
3029,3029,532,,9,1,9
3030,3030,39004,,15,0,15
3031,3031,39004,,3,0,3
3032,3032,533,,1,1,1
3035,3035,533,,1,0,1
3037,3037,573,,3,0,3
3038,3038,567,,7,0,7
3039,3039,567,,2,0,2
3040,3040,567,,7,0,3
3041,3041,644,,5,2,1
3042,3042,644,,4,3,1
3043,3043,644,,4,2,1
3044,3044,644,,1,1,1
3050,3050,644,,12,0,1
3051,3051,533,,4,6,1
3052,3052,573,,1,2,1
3054,3054,644,,1,5,1
3056,3056,572,,1,4,1
3059,3059,513,,8,2,4
3060,3060,522,,5,4,1
3061,3061,522,,4,3,1
3062,3062,522,,7,2,5
3063,3063,768,,5,2,5
3064,3064,768,,4,0,1
3065,3065,768,,3,1,2
3066,3066,572,,1,2,1
3078,3078,645,,3,2,2
3079,3079,644,,1,1,1
3081,3081,567,,4,1,3
3082,3082,567,,6,2,2
3083,3083,567,,5,2,2
3084,3084,567,,4,3,2
3085,3085,567,,10,2,10
3086,3086,567,,1,0,1
3088,3088,684,,8,3,2
3089,3089,39023,,12,4,12
3090,3090,567,,1,0,1
3094,3094,39031,,1,4,1
3096,3096,656,,1,4,1
3100,3100,567,,3,1,3
3101,3101,567,,4,0,1
3102,3102,533,,6,2,4
3103,3103,533,,4,3,1
3104,3104,532,,2,3,1
3105,3105,39046,,2,1,2
3106,3106,39046,,3,2,2
3107,3107,535,,6,2,3
3108,3108,535,,4,3,2
3109,3109,535,,1,2,1
3111,3111,535,,1,2,1
3114,3114,39046,,4,2,1
3115,3115,39046,,1,2,1
3116,3116,39046,,5,2,5
3117,3117,518,,6,4,1
3118,3118,516,,6,2,3
3119,3119,516,,1,3,1
3121,3121,513,,4,1,3
3122,3122,617,,2,2,1
3123,3123,617,,5,2,1
3124,3124,617,,2,1,2
3125,3125,617,,2,0,1
3126,3126,617,,4,2,1
3127,3127,617,,5,2,1
3128,3128,617,,2,1,1
3129,3129,518,,1,1,1
3131,3131,513,,9,2,3
3132,3132,516,,4,6,2
3133,3133,514,,1,2,1
3135,3135,512,,6,1,6
3136,3136,512,,5,2,3
3137,3137,516,,4,2,3
3138,3138,514,,4,4,1
3139,3139,39053,,4,2,1
3140,3140,518,,6,2,3
3141,3141,616,,6,2,1
3142,3142,516,,6,2,3
3143,3143,516,,1,3,1
3145,3145,530,,1,2,1
3146,3146,531,,3,1,2
3147,3147,531,,7,1,2
3148,3148,516,,7,2,2
3149,3149,516,,7,2,4
3150,3150,39054,,3,9,1
3151,3151,39054,,2,1,2
3152,3152,978,,2,2,2
3153,3153,978,,6,1,3
3154,3154,516,,2,2,2
3155,3155,978,,1,2,1
3156,3156,978,,5,0,3
3157,3157,39054,,6,4,3
3158,3158,39054,,4,4,1
3159,3159,978,,1,1,1
3160,3160,978,,1,0,1
3161,3161,978,,3,0,2
3162,3162,978,,6,3,1
3163,3163,516,,4,3,2
3164,3164,516,,5,1,3
3165,3165,39054,,5,3,1
3166,3166,39054,,2,2,1
3167,3167,978,,1,0,1
3169,3169,978,,2,1,1
3170,3170,978,,1,1,1
3171,3171,978,,1,1,1
3172,3172,978,,2,1,1
3173,3173,978,,2,1,1
3174,3174,978,,1,1,1
3176,3176,703,,1,5,1
3178,3178,971,,2,1,1
3179,3179,971,,4,2,1
3180,3180,971,,2,0,1
3181,3181,971,,2,1,2
3182,3182,971,,2,2,1
3183,3183,971,,2,1,1
3184,3184,971,,1,2,1
3185,3185,971,,1,1,1
3186,3186,971,,1,2,1
3187,3187,971,,1,1,1
3189,3189,702,,1,2,1
3191,3191,711,,8,2,5
3192,3192,711,,7,5,2
3193,3193,706,,4,3,1
3194,3194,706,,1,3,1
3196,3196,710,,2,1,2
3197,3197,710,,1,2,1
3199,3199,711,,10,3,4
3200,3200,710,,6,5,3
3201,3201,706,,5,3,1
3202,3202,706,,1,2,1
3204,3204,710,,1,3,1
3206,3206,969,,4,2,2
3207,3207,969,,2,2,2
3208,3208,974,,2,2,2
3209,3209,974,,2,1,1
3210,3210,974,,1,1,1
3213,3213,703,,1,0,1
3214,3214,703,,5,1,1
3215,3215,703,,5,1,5
3216,3216,703,,3,4,1
3217,3217,703,,3,1,1
3218,3218,706,,2,1,1
3219,3219,706,,6,1,2
3220,3220,706,,6,2,2
3221,3221,702,,1,5,1
3223,3223,694,,1,3,1
3225,3225,694,,5,4,1
3226,3226,694,,5,3,2
3227,3227,694,,4,3,1
3228,3228,694,,9,1,4
3229,3229,694,,1,4,1
3233,3233,703,,8,0,7
3234,3234,702,,6,6,2
3235,3235,694,,7,1,1
3236,3236,694,,5,1,4
3237,3237,694,,1,6,1
3239,3239,694,,1,1,1
3241,3241,694,,6,3,4
3242,3242,694,,1,3,1
3245,3245,703,,3,10,1
3246,3246,703,,4,2,4
3247,3247,703,,1,4,1
3249,3249,694,,6,2,1
3250,3250,694,,4,3,4
3251,3251,694,,4,6,2
3252,3252,694,,1,2,1
3253,3253,694,,1,1,1
3255,3255,694,,6,3,3
3256,3256,694,,1,2,1
3258,3258,714,,3,1,1
3259,3259,714,,1,1,1
3261,3261,1431,,3,4,3
3262,3262,697,,2,0,2
3263,3263,697,,3,0,3
3264,3264,714,,3,0,3
3265,3265,714,,2,0,2
3266,3266,697,,3,0,3
3267,3267,714,,4,0,4
3268,3268,697,,1,0,1
3270,3270,1431,,1,5,1
3272,3272,714,,4,3,1
3273,3273,714,,3,1,1
3274,3274,714,,1,1,1
3278,3278,697,,4,3,1
3279,3279,714,,5,1,3
3280,3280,714,,5,1,1
3281,3281,714,,2,1,1
3282,3282,714,,2,1,1
3283,3283,714,,3,1,1
3284,3284,714,,3,1,1
3285,3285,697,,3,0,2
3286,3286,697,,3,0,3
3287,3287,697,,3,0,3
3288,3288,697,,1,0,1
3292,3292,1431,,3,8,3
3293,3293,697,,2,0,2
3294,3294,697,,3,0,3
3295,3295,697,,3,0,3
3296,3296,697,,3,0,3
3297,3297,697,,3,0,3
3298,3298,697,,3,0,3
3299,3299,697,,2,0,2
3300,3300,697,,3,0,3
3301,3301,697,,3,0,3
3302,3302,697,,1,0,1
3303,3303,16009,,3,1,1
3304,3304,16009,,4,1,1
3305,3305,16009,,2,1,1
3306,3306,16009,,1,1,1
3308,3308,16009,,2,1,2
3309,3309,16009,,1,0,1
3311,3311,16009,,2,1,2
3312,3312,16009,,2,0,1
3313,3313,16009,,3,0,1
3314,3314,16009,,2,1,1
3315,3315,16009,,1,1,1
3316,3316,16009,,6,0,6
3317,3317,16009,,6,0,6
3318,3318,16009,,6,0,6
3319,3319,16009,,5,0,5
3320,3320,16009,,4,0,1
3321,3321,16009,,1,1,1
3322,3322,16009,,3,1,3
3323,3323,16009,,2,1,2
3324,3324,16009,,2,2,2
3325,3325,16009,,5,0,5
3326,3326,16009,,5,0,5
3327,3327,16009,,5,0,5
3328,3328,16009,,5,0,5
3329,3329,16009,,5,0,5
3330,3330,16009,,12,0,12
3331,3331,16009,,6,0,6
3332,3332,16009,,5,0,5
3333,3333,16009,,6,0,6
3334,3334,16009,,6,0,6
