trip_id,SAMPN,PERNO,PLANO,TRIP_WEIGHT,TAZ,TPURP,TPURP,TPURP,TPURP,TPURP,TPURP,TPURP,TPURP,TPURP,TPURP,TPURP,MODE,MODE,MODE,MODE,MODE,MODE,MODE,MODE,MODE,MODE,MODE,DEP_HR,DEP_MIN,ARR_HR,ARR_MIN,DRIVER,DRIVER,TOLL_NO,TOLL_NO,TOTTR,TOTTR_NEXT,HHMEM,PER1,PER2,PER3,PER4,PER5,PER6
1164,5061,2,4,35.632480311384235,239,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,19,0,19,5,2,2,2,2,1,0,0,1,,,,,
1165,5061,2,5,35.632480311384235,239,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,21,20,21,25,2,2,2,2,1,1,0,1,,,,,
1166,5062,1,1,48.05634411101617,148,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,0,11,15,1,1,2,2,0,0,0,,,,,,
1167,5062,1,2,48.05634411101617,239,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,18,30,19,0,1,1,2,2,0,0,0,,,,,,
1168,5062,1,3,48.05634411101617,508,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,20,15,20,35,1,1,2,2,1,0,0,2,,,,,
1169,5062,1,4,48.05634411101617,239,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,22,30,22,50,1,1,2,2,1,1,0,2,,,,,
1170,5062,2,1,93.06043362298112,508,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,20,15,20,35,2,2,2,2,1,0,0,1,,,,,
1171,5062,2,2,93.06043362298112,239,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,22,30,22,50,2,2,2,2,1,1,0,1,,,,,
1172,5062,3,1,7.423782940681184,239,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,7,0,7,5,2,2,2,2,0,0,0,,,,,,
1173,5062,3,2,7.423782940681184,239,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,15,5,15,10,2,2,2,2,0,0,0,,,,,,
1174,5062,3,3,7.423782940681184,242,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,17,25,17,30,2,2,2,2,1,0,0,4,,,,,
1175,5062,3,4,7.423782940681184,239,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,22,0,22,10,2,2,2,2,1,1,0,4,,,,,
1176,5062,4,1,7.085597136285263,239,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,7,0,7,5,2,2,2,2,0,0,0,,,,,,
1177,5062,4,2,7.085597136285263,239,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,15,5,15,10,2,2,2,2,0,0,0,,,,,,
1178,5062,4,3,7.085597136285263,242,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,17,25,17,30,2,2,2,2,1,0,0,3,,,,,
1179,5062,4,4,7.085597136285263,239,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,22,0,22,10,2,2,2,2,1,1,0,3,,,,,
1180,5064,1,1,32.22911143683708,161,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0,10,20,1,1,2,2,0,0,0,,,,,,
1181,5064,1,2,32.22911143683708,239,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,14,0,14,20,1,1,2,2,0,0,0,,,,,,
1182,5064,4,1,110.7320524450503,39008,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,7,30,8,0,1,1,2,2,0,0,0,,,,,,
1183,5064,4,2,110.7320524450503,39008,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,3,3,3,3,3,3,13,25,13,28,1,1,2,2,5,0,0,0,,,,,
1184,5064,4,3,110.7320524450503,39008,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,14,30,14,33,1,1,2,2,5,5,0,0,,,,,
1185,5064,4,4,110.7320524450503,572,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,3,3,3,3,3,3,18,0,18,5,1,1,2,2,3,5,0,0,,,,,
1186,5064,4,5,110.7320524450503,239,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,19,0,19,30,1,1,2,2,0,3,0,,,,,,
1187,5064,4,6,110.7320524450503,977,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,20,15,20,40,2,2,2,2,0,0,0,,,,,,
1188,5064,4,7,110.7320524450503,239,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,23,30,23,59,2,2,2,2,0,0,0,,,,,,
1189,5064,5,1,7.085597136285263,366,3,3,3,3,3,3,3,3,3,3,3,10,10,10,10,10,10,10,10,10,10,10,6,30,7,45,2,2,2,2,0,0,0,,,,,,
1190,5064,5,2,7.085597136285263,239,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,15,0,15,40,2,2,2,2,0,0,0,,,,,,
1191,5064,5,3,7.085597136285263,239,9,9,9,9,9,9,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,5,19,30,19,35,2,2,2,2,0,0,0,,,,,,
1192,5064,5,4,7.085597136285263,239,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,21,30,21,35,2,2,2,2,0,0,0,,,,,,
1193,5202,2,1,215.0884137187834,464,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0,10,20,1,1,2,2,0,0,0,,,,,,
1194,5202,2,2,215.0884137187834,492,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,13,0,13,15,2,2,2,2,0,0,0,,,,,,
1195,5202,2,3,215.0884137187834,464,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,15,0,15,30,2,2,2,2,0,0,0,,,,,,
1196,5202,2,4,215.0884137187834,289,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,17,40,18,20,2,2,2,2,0,0,0,,,,,,
1197,8533,2,1,317.8667287550136,478,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,7,0,7,45,2,2,2,2,0,0,0,,,,,,
1198,8533,2,2,317.8667287550136,343,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,13,45,14,0,2,2,2,2,0,0,0,,,,,,
1199,8533,3,1,317.8667287550136,478,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,6,15,7,0,2,2,2,2,0,0,0,,,,,,
1200,8533,3,2,317.8667287550136,343,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,15,30,16,20,2,2,2,2,0,0,0,,,,,,
1201,8533,3,3,317.8667287550136,821,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,19,0,20,0,2,2,2,2,0,0,0,,,,,,
1202,8533,3,4,317.8667287550136,343,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,23,30,23,59,2,2,2,2,0,0,0,,,,,,
1203,8533,4,1,317.8667287550136,478,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,6,15,7,0,2,2,2,2,0,0,0,,,,,,
1204,8533,4,2,317.8667287550136,343,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,15,30,16,20,2,2,2,2,0,0,0,,,,,,
1205,8533,6,1,261.7864504617561,478,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,6,15,7,0,2,2,2,2,0,0,0,,,,,,
1206,8533,6,2,261.7864504617561,343,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,15,30,16,20,2,2,2,2,0,0,0,,,,,,
1207,8534,1,1,261.7864504617561,974,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,6,0,6,30,2,2,2,2,0,0,0,,,,,,
1208,8534,1,2,261.7864504617561,343,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,18,0,18,31,2,2,2,2,0,0,0,,,,,,
1209,8534,2,1,261.7864504617561,974,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,5,0,5,30,2,2,2,2,0,0,0,,,,,,
1210,8534,2,2,261.7864504617561,343,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,20,0,20,30,2,2,2,2,0,0,0,,,,,,
1211,8534,3,1,261.7864504617561,974,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,5,45,6,15,2,2,2,2,0,0,0,,,,,,
1212,8534,3,2,261.7864504617561,343,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,18,0,18,45,2,2,2,2,0,0,0,,,,,,
1213,8534,4,1,261.7864504617561,974,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,5,0,6,0,2,2,2,2,0,0,0,,,,,,
1214,8534,4,2,261.7864504617561,343,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,17,30,18,15,2,2,2,2,0,0,0,,,,,,
1215,8534,5,1,261.7864504617561,974,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,5,0,6,0,2,2,2,2,0,0,0,,,,,,
1216,8534,5,2,261.7864504617561,343,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,17,30,18,15,2,2,2,2,0,0,0,,,,,,
1217,8534,6,1,261.7864504617561,974,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,5,45,6,15,2,2,2,2,0,0,0,,,,,,
1218,8534,6,2,261.7864504617561,343,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,18,0,18,45,2,2,2,2,0,0,0,,,,,,
1219,3684,1,1,65.0461180978213,434,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,10,0,10,20,2,2,2,2,0,0,0,,,,,,
1220,3684,1,2,65.0461180978213,427,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,11,0,11,25,2,2,2,2,0,0,0,,,,,,
1221,3684,1,3,65.0461180978213,435,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,18,0,18,25,2,2,2,2,0,0,0,,,,,,
1222,3684,1,4,65.0461180978213,427,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,19,40,20,0,2,2,2,2,0,0,0,,,,,,
1223,3684,3,1,349.6692610348523,445,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,9,0,9,15,1,1,2,2,1,0,0,4,,,,,
1224,3684,3,2,349.6692610348523,427,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,11,0,11,20,1,1,2,2,1,1,0,4,,,,,
1225,3684,3,5,349.6692610348523,432,10,10,10,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,4,4,4,4,19,35,19,40,2,2,2,2,0,1,0,,,,,,
1226,3684,3,6,349.6692610348523,427,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,20,30,20,35,2,2,2,2,0,0,0,,,,,,
1227,3684,3,3,349.6692610348523,326,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,30,16,0,1,1,2,2,0,0,0,,,,,,
1228,3684,3,4,349.6692610348523,427,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,17,20,18,15,1,1,2,2,0,0,0,,,,,,
1229,3684,4,1,90.15599356427823,445,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,9,0,9,15,2,2,2,2,1,0,0,3,,,,,
1230,3684,4,2,90.15599356427823,427,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,11,0,11,20,2,2,2,2,1,1,0,3,,,,,
1231,3684,4,3,90.15599356427823,432,10,10,10,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,4,4,4,4,19,35,19,40,2,2,2,2,0,1,0,,,,,,
1232,3684,4,4,90.15599356427823,427,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,20,30,20,35,2,2,2,2,0,0,0,,,,,,
1233,3684,5,1,205.2103412968061,894,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,30,10,30,1,1,2,2,0,0,0,,,,,,
1234,3684,5,2,205.2103412968061,427,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,14,0,15,15,1,1,2,2,0,0,0,,,,,,
1235,3684,5,3,205.2103412968061,894,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,0,17,20,1,1,2,2,0,0,0,,,,,,
1236,3684,5,4,205.2103412968061,502,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,19,30,20,30,1,1,2,2,0,0,0,,,,,,
1237,3684,5,5,205.2103412968061,484,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,23,0,23,10,1,1,2,2,2,0,0,0,,,,,
1238,3684,5,6,205.2103412968061,427,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,23,12,23,25,1,1,2,2,0,2,0,,,,,,
1239,4046,1,1,297.1245649936063,14,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,9,0,9,20,2,2,2,2,0,0,0,,,,,,
1240,4046,1,2,297.1245649936063,71,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,14,0,14,20,2,2,2,2,0,0,0,,,,,,
1241,4046,1,3,297.1245649936063,14,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,16,0,16,20,2,2,2,2,0,0,0,,,,,,
1242,4046,1,4,297.1245649936063,71,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,23,0,23,20,2,2,2,2,0,0,0,,,,,,
1243,4046,2,1,83.07549055934955,14,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,9,0,9,20,2,2,2,2,0,0,0,,,,,,
1244,4046,2,2,83.07549055934955,71,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,14,0,15,21,2,2,2,2,0,0,0,,,,,,
1245,4046,2,3,83.07549055934955,14,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,16,0,16,20,2,2,2,2,0,0,0,,,,,,
1246,4046,2,4,83.07549055934955,71,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,23,0,23,20,2,2,2,2,0,0,0,,,,,,
1247,4046,3,1,83.07549055934955,14,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,9,0,9,20,2,2,2,2,0,0,0,,,,,,
1248,4046,3,2,83.07549055934955,71,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,14,0,14,20,2,2,2,2,0,0,0,,,,,,
1249,4046,3,3,83.07549055934955,14,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,16,0,16,20,2,2,2,2,0,0,0,,,,,,
1250,4046,3,4,83.07549055934955,71,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,23,0,23,20,2,2,2,2,0,0,0,,,,,,
1251,4046,4,1,83.07549055934955,14,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,9,0,9,20,2,2,2,2,0,0,0,,,,,,
1252,4046,4,2,83.07549055934955,71,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,14,0,14,20,2,2,2,2,0,0,0,,,,,,
1253,4046,4,3,83.07549055934955,14,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,16,0,16,20,2,2,2,2,0,0,0,,,,,,
1254,4046,4,4,83.07549055934955,71,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,23,0,23,20,2,2,2,2,0,0,0,,,,,,
1255,4046,5,1,83.07549055934955,14,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,9,0,9,20,2,2,2,2,0,0,0,,,,,,
1256,4046,5,2,83.07549055934955,71,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,14,0,14,20,2,2,2,2,0,0,0,,,,,,
1257,4046,5,3,83.07549055934955,14,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,16,0,16,20,2,2,2,2,0,0,0,,,,,,
1258,4046,5,4,83.07549055934955,71,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,23,0,23,20,2,2,2,2,0,0,0,,,,,,
1259,4046,6,1,83.07549055934955,14,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,9,0,9,20,2,2,2,2,0,0,0,,,,,,
1260,4046,6,2,83.07549055934955,71,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,14,0,14,20,2,2,2,2,0,0,0,,,,,,
1261,4046,6,3,83.07549055934955,14,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,16,0,16,20,2,2,2,2,0,0,0,,,,,,
1262,4046,6,4,83.07549055934955,71,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,23,0,23,20,2,2,2,2,0,0,0,,,,,,
1263,4046,7,1,83.07549055934955,14,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,9,0,9,20,2,2,2,2,0,0,0,,,,,,
1264,4046,7,2,83.07549055934955,71,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,14,0,14,20,2,2,2,2,0,0,0,,,,,,
1265,4046,7,3,83.07549055934955,14,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,16,0,16,20,2,2,2,2,0,0,0,,,,,,
1266,4046,7,4,83.07549055934955,71,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,23,0,23,20,2,2,2,2,0,0,0,,,,,,
1267,4046,8,1,161.78217316055466,56,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,8,50,9,0,2,2,2,2,0,0,0,,,,,,
1268,4046,8,2,161.78217316055466,146,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,9,0,9,20,2,2,2,2,0,0,0,,,,,,
1269,4046,8,3,161.78217316055466,56,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,17,30,17,50,2,2,2,2,0,0,0,,,,,,
1270,4046,8,4,161.78217316055466,71,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,17,50,18,0,2,2,2,2,0,0,0,,,,,,
1271,4047,1,1,192.1541164616637,1119,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,4,0,4,50,2,2,2,2,0,0,0,,,,,,
1272,4047,1,3,192.1541164616637,71,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,14,30,15,30,2,2,2,2,0,0,0,,,,,,
1273,4047,2,1,161.78217316055466,1031,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,4,0,5,0,2,2,2,2,0,0,0,,,,,,
1274,4047,2,2,161.78217316055466,56,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,14,0,15,15,2,2,2,2,0,0,0,,,,,,
1275,4047,2,3,161.78217316055466,71,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,15,15,15,25,2,2,2,2,0,0,0,,,,,,
1276,4047,2,4,161.78217316055466,56,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,15,30,16,0,2,2,2,2,0,0,0,,,,,,
1277,4047,3,1,190.45634207587963,56,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,3,50,4,0,2,2,2,2,0,0,0,,,,,,
1278,4047,3,2,190.45634207587963,853,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,4,0,4,30,2,2,2,2,0,0,0,,,,,,
1279,4047,3,3,190.45634207587963,71,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,16,0,16,10,2,2,2,2,0,0,0,,,,,,
1280,4047,4,1,226.2113891855794,69,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,12,30,12,40,2,2,2,2,0,0,0,,,,,,
1281,4047,4,2,226.2113891855794,71,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,22,30,23,40,2,2,2,2,0,0,0,,,,,,
1282,4048,1,1,171.27456141340133,58,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,8,30,8,40,2,2,2,2,0,0,0,,,,,,
1283,4048,1,2,171.27456141340133,71,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,20,0,20,10,2,2,2,2,0,0,0,,,,,,
1284,4048,2,1,162.04644114054236,68,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,6,50,6,55,2,2,2,2,0,0,0,,,,,,
1285,4048,2,2,162.04644114054236,71,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,6,55,8,15,2,2,2,2,0,0,0,,,,,,
1286,4048,3,1,52.692964358010215,490,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,14,0,15,0,2,2,2,2,0,0,0,,,,,,
1287,4048,3,2,52.692964358010215,71,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,17,0,17,45,2,2,2,2,0,0,0,,,,,,
1288,4048,4,1,192.1541164616637,68,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,17,45,18,45,2,2,2,2,0,0,0,,,,,,
1289,4048,4,2,192.1541164616637,71,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,18,45,18,55,2,2,2,2,0,0,0,,,,,,
1290,4048,5,1,289.8067751627905,9,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,7,30,7,50,2,2,2,2,0,0,0,,,,,,
1291,4048,5,2,289.8067751627905,71,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,7,50,8,15,2,2,2,2,0,0,0,,,,,,
1292,4048,6,1,289.8067751627905,9,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,18,30,19,30,2,2,2,2,0,0,0,,,,,,
1293,4048,6,2,289.8067751627905,71,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,19,30,19,40,2,2,2,2,0,0,0,,,,,,
1294,4048,7,1,289.8067751627905,9,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,18,30,19,30,2,2,2,2,0,0,0,,,,,,
1295,4048,7,2,289.8067751627905,71,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,19,30,19,40,2,2,2,2,0,0,0,,,,,,
1296,4135,1,1,190.50705423518076,47,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,9,0,9,5,2,2,2,2,0,0,0,,,,,,
1297,4135,1,2,190.50705423518076,45,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,16,0,16,5,2,2,2,2,0,0,0,,,,,,
1298,4136,1,1,224.27240270332965,56,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,8,0,8,5,2,2,2,2,0,0,0,,,,,,
1299,4136,1,2,224.27240270332965,1435,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,8,5,8,20,2,2,2,2,0,0,0,,,,,,
1300,4136,1,3,224.27240270332965,689,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8,20,8,45,2,2,2,2,0,0,0,,,,,,
1301,4136,1,4,224.27240270332965,1435,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,20,0,20,20,2,2,2,2,0,0,0,,,,,,
1302,4136,1,5,224.27240270332965,56,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,20,20,20,30,2,2,2,2,0,0,0,,,,,,
1303,4136,1,6,224.27240270332965,45,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,20,30,20,35,2,2,2,2,0,0,0,,,,,,
1304,4136,2,1,190.50705423518076,56,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,8,0,8,5,2,2,2,2,0,0,0,,,,,,
1305,4136,2,2,190.50705423518076,1435,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,8,5,8,15,2,2,2,2,0,0,0,,,,,,
1306,4136,2,3,190.50705423518076,689,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8,15,8,45,2,2,2,2,0,0,0,,,,,,
1307,4136,2,4,190.50705423518076,1435,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,20,0,20,20,2,2,2,2,0,0,0,,,,,,
1308,4136,2,5,190.50705423518076,56,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,20,20,20,30,2,2,2,2,0,0,0,,,,,,
1309,4136,2,6,190.50705423518076,45,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,20,30,20,35,2,2,2,2,0,0,0,,,,,,
1310,4136,3,1,190.50705423518076,30,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,8,0,8,10,2,2,2,2,0,0,0,,,,,,
1311,4136,3,2,190.50705423518076,45,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,20,0,20,10,2,2,2,2,0,0,0,,,,,,
1312,4136,4,1,201.68484279110407,30,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,8,0,8,10,2,2,2,2,0,0,0,,,,,,
