person_id,SAMPN,PERNO,STAZ,WTAZ,PER_WEIGHT,STUDE,STUDE,STUDE,SCHOL,SCHOL,SCHOL,SCHOL,SCHOL,SCHOL,SCHOL,SCHOL,SCHOL,EMPLY,EMPLY,EMPLY,EMPLY,AGE,PER_GENDER,PER_GENDER,EMPLY_LOC_TYPE,EMPLY_LOC_TYPE,EMPLY_LOC_TYPE,EMPLY_LOC_TYPE
3566,2252,4,-9,1351,65.94812705760012,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,25,2,2,1,1,1,1
3567,2252,5,-9,1351,65.94812705760012,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,27,2,2,1,1,1,1
3568,2252,6,-9,-9,86.88390357766262,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,45,1,1,0,0,0,0
3569,2253,1,-9,184,90.29777112786324,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,48,1,1,3,3,3,3
3570,2253,2,-9,184,61.02677539153726,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,38,2,2,1,1,1,1
3571,2253,3,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,78,2,2,0,0,0,0
3572,2253,4,-9,184,51.19743324421743,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,80,1,1,1,1,1,1
3573,2253,5,-9,1457,56.890176781287295,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,44,2,2,3,3,3,3
3574,2253,6,-9,-9,1.0,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,7,1,1,0,0,0,0
3575,2253,7,-9,-9,185.17023316388813,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,37,1,1,0,0,0,0
3576,2254,1,502,16003,48.37938469480251,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,28,2,2,1,1,1,1
3577,2254,2,-9,427,347.33420731709055,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,26,1,1,3,3,3,3
3578,2254,3,-9,430,162.97301819052427,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,58,1,1,1,1,1,1
3579,2254,4,-9,802,244.97192110715443,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,53,1,1,0,0,0,0
3580,2254,5,-9,-9,86.88390357766262,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,45,1,1,2,2,2,2
3581,2255,1,1367,-9,36.02305188496535,2,2,2,7,7,7,7,7,7,7,7,7,4,4,4,4,22,1,1,0,0,0,0
3582,2255,2,-9,74,57.47679609893583,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,50,2,2,1,1,1,1
3583,2255,3,-9,169,596.4263226397827,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,55,1,1,1,1,1,1
3584,2255,4,-9,-9,53.01966118365884,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,3,26,2,2,2,2,2,2
3585,2255,5,-9,-9,160.770719003307,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,40,1,1,2,2,2,2
3586,2256,1,-9,502,61.315246488718,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,37,2,2,1,1,1,1
3587,2256,2,-9,589,308.1966310356953,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,40,1,1,3,3,3,3
3588,2256,3,366,-9,41.44640239390308,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,10,1,1,0,0,0,0
3589,2256,4,366,-9,31.51704706372185,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,13,2,2,0,0,0,0
3590,2257,1,-9,39041,27.34776304284917,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,45,2,2,0,0,0,0
3591,2257,2,-9,723,204.4961786809055,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,36,1,1,1,1,1,1
3592,2257,3,-9,54,475.612326357064,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,28,1,1,3,3,3,3
3593,2258,1,-9,1011,212.7053993900054,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,34,1,1,3,3,3,3
3594,2258,2,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,32,2,2,0,0,0,0
3595,2258,3,196,-9,104.6668436138053,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,6,2,2,0,0,0,0
3596,2258,4,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,3,2,2,0,0,0,0
3597,2259,1,-9,731,102.19482867281567,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,52,1,1,1,1,1,1
3598,2259,2,-9,-9,35.78023809611202,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,49,2,2,0,0,0,0
3599,2260,1,-9,781,102.19482867281567,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,46,1,1,3,3,3,3
3600,2260,2,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,40,2,2,0,0,0,0
3601,2260,3,751,-9,24.420452869166564,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,17,2,2,0,0,0,0
3602,2260,4,751,-9,24.420452869166564,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,16,2,2,0,0,0,0
3603,2262,1,-9,149,47.38968628250076,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,46,1,1,1,1,1,1
3604,2262,2,-9,502,153.51844484402653,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,42,2,2,1,1,1,1
3605,2262,3,1356,-9,24.420452869166564,2,2,2,7,7,7,7,7,7,7,7,7,4,4,4,4,19,2,2,0,0,0,0
3606,2263,1,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,45,1,1,2,2,2,2
3607,2263,2,-9,1367,56.33727489313107,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,42,2,2,0,0,0,0
3608,2263,3,1367,-9,24.420452869166564,2,2,2,7,7,7,7,7,7,7,7,7,4,4,4,4,19,2,2,0,0,0,0
3609,2263,4,1367,-9,24.420452869166564,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,17,2,2,0,0,0,0
3610,2265,1,-9,160,72.83157142034374,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,31,1,1,3,3,3,3
3611,2265,2,-9,-9,122.89930331216868,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,29,2,2,0,0,0,0
3612,2265,3,503,-9,211.284112233256,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,6,1,1,0,0,0,0
3613,2265,4,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,5,2,2,0,0,0,0
3614,2265,5,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,5,2,2,0,0,0,0
3615,2266,1,-9,464,28.56761038576749,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,40,2,2,3,3,3,3
3616,2266,2,-9,-9,83.0554562295561,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,50,1,1,2,2,2,2
3617,2266,3,-9,-9,40.50198425389878,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,16,2,2,0,0,0,0
3618,2266,4,-9,-9,40.50198425389878,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,17,2,2,0,0,0,0
3619,2267,1,-9,21004,72.83157142034374,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,42,1,1,1,1,1,1
3620,2267,2,-9,-9,122.89930331216868,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,39,2,2,0,0,0,0
3621,2267,3,-9,-9,52.317540556833634,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,16,1,1,0,0,0,0
3622,2267,4,-9,-9,52.317540556833634,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,16,1,1,0,0,0,0
3623,2267,5,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,3,1,1,0,0,0,0
3624,2269,1,-9,777,72.83157142034374,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,42,1,1,1,1,1,1
3625,2269,2,-9,494,122.89930331216868,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,42,2,2,1,1,1,1
3626,2269,3,494,-9,19.6332795075822,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,18,2,2,0,0,0,0
3627,2269,4,542,-9,52.317540556833634,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,15,1,1,0,0,0,0
3628,2269,5,756,-9,116.54261924200338,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,12,2,2,0,0,0,0
3629,2270,1,-9,422,72.83157142034374,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,43,1,1,1,1,1,1
3630,2270,2,-9,667,122.89930331216868,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,43,2,2,1,1,1,1
3631,2270,3,799,-9,12.022614734518168,2,2,2,7,7,7,7,7,7,7,7,7,4,4,4,4,19,1,1,0,0,0,0
3632,2270,4,667,-9,85.43606524731153,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,17,2,2,0,0,0,0
3633,2270,5,541,-9,68.34990102525953,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,13,1,1,0,0,0,0
3634,2270,6,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,1,2,2,0,0,0,0
3635,2271,1,-9,508,167.64712127461155,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,40,1,1,1,1,1,1
3636,2271,2,-9,-9,63.64610796016649,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,38,2,2,0,0,0,0
3637,2271,3,1356,-9,24.420452869166564,2,2,2,7,7,7,7,7,7,7,7,7,4,4,4,4,19,2,2,0,0,0,0
3638,2271,4,1356,-9,36.02305188496535,2,2,2,7,7,7,7,7,7,7,7,7,4,4,4,4,20,1,1,0,0,0,0
3639,2271,5,1356,-9,24.420452869166564,2,2,2,7,7,7,7,7,7,7,7,7,4,4,4,4,22,2,2,0,0,0,0
3640,2273,1,-9,831,167.61019126585708,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,25,1,1,1,1,1,1
3641,2273,2,-9,-9,561.6205183548011,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,24,2,2,0,0,0,0
3642,2273,3,-9,-9,202.889561979976,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,62,1,1,0,0,0,0
3643,2273,4,-9,-9,116.48398777320192,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,3,59,2,2,2,2,2,2
3644,2274,1,-9,-9,219.20797973382852,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,35,1,1,0,0,0,0
3645,2274,2,-9,-9,225.1341669361273,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,23,2,2,0,0,0,0
3646,2276,1,-9,827,190.4998214156712,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,39,1,1,1,1,1,1
3647,2276,2,-9,-9,50.47991504885288,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,37,2,2,0,0,0,0
3648,2276,3,805,-9,137.6418326547759,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,6,1,1,0,0,0,0
3649,2276,4,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,3,1,1,0,0,0,0
3650,2277,1,-9,827,98.52286126174836,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,51,1,1,1,1,1,1
3651,2277,2,-9,829,34.13797325716529,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,45,2,2,3,3,3,3
3652,2277,3,828,-9,41.44640239390308,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,13,1,1,0,0,0,0
3653,2277,4,828,-9,41.44640239390308,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,10,1,1,0,0,0,0
3654,2278,1,-9,971,107.6406844077514,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,48,1,1,1,1,1,1
3655,2278,2,-9,-9,59.82712631860321,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,35,2,2,2,2,2,2
3656,2278,3,12001,-9,36.02305188496535,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,18,1,1,0,0,0,0
3657,2278,4,12001,-9,31.51704706372185,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,14,2,2,0,0,0,0
3658,2279,1,-9,9,48.25620141032882,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,67,1,1,1,1,1,1
3659,2279,2,-9,39054,53.23436684866476,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,60,2,2,3,3,3,3
3660,2279,3,-9,-9,12.022614734518168,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,17,1,1,0,0,0,0
3661,2280,1,-9,897,78.75317049623207,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,49,1,1,1,1,1,1
3662,2280,2,-9,834,47.451090829142274,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,48,2,2,1,1,1,1
3663,2280,3,-9,823,24.420452869166564,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,18,2,2,0,0,0,0
3664,2281,1,-9,730,193.0724447172709,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,40,1,1,3,3,3,3
3665,2281,2,-9,-9,47.741849262178434,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,39,2,2,0,0,0,0
3666,2281,3,866,-9,40.50198425389878,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,16,2,2,0,0,0,0
3667,2281,4,866,-9,137.6418326547759,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,8,1,1,0,0,0,0
3668,2282,1,-9,1360,260.5977126713254,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,36,1,1,3,3,3,3
3669,2282,2,-9,-9,59.82712631860321,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,34,2,2,0,0,0,0
3670,2282,3,1380,-9,41.44640239390308,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,12,1,1,0,0,0,0
3671,2282,4,1380,-9,104.6668436138053,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,9,2,2,0,0,0,0
3672,2283,1,-9,9,78.75317049623207,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,57,1,1,1,1,1,1
3673,2283,2,-9,-9,35.026122303126805,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,53,2,2,0,0,0,0
3674,2283,3,1367,-9,36.02305188496535,2,2,2,8,8,8,8,8,8,8,8,8,4,4,4,4,24,1,1,0,0,0,0
3675,2284,1,-9,22,72.66791785194819,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,47,2,2,1,1,1,1
3676,2284,2,-9,16003,34.94587195273203,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,52,2,2,1,1,1,1
3677,2284,3,-9,-9,35.026122303126805,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,49,2,2,0,0,0,0
3678,2285,1,-9,39048,140.72008339921868,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,56,1,1,0,0,0,0
3679,2285,2,-9,-9,29.56898459794809,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,55,2,2,0,0,0,0
3680,2285,3,-9,-9,142.56507503381684,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,3,19,2,2,2,2,2,2
3681,2285,4,-9,-9,24.420452869166564,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,18,2,2,0,0,0,0
3682,2285,5,-9,581,585.5191519171935,3,3,3,0,0,0,0,0,0,0,0,0,2,2,2,2,22,2,2,1,1,1,1
3683,2285,6,-9,-9,142.56507503381684,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,24,2,2,0,0,0,0
3684,2285,7,-9,592,675.8767228782034,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,26,1,1,1,1,1,1
3685,2286,1,-9,30002,183.98123437554116,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,36,1,1,1,1,1,1
3686,2286,2,-9,-9,59.79629339301928,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,34,2,2,0,0,0,0
3687,2286,3,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,1,2,2,0,0,0,0
3688,2286,4,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,3,1,1,0,0,0,0
3689,2287,1,-9,0,91.16394034759207,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,62,1,1,1,1,1,1
3690,2287,2,-9,-9,75.39238806615977,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,3,27,2,2,2,2,2,2
3691,2287,3,-9,-9,225.1341669361273,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,3,24,2,2,2,2,2,2
3692,2288,1,-9,1360,179.1947748924133,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,27,1,1,1,1,1,1
3693,2288,2,-9,1356,34.15716700992533,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,46,2,2,1,1,1,1
3694,2288,3,-9,0,308.256826986194,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,24,1,1,1,1,1,1
3695,2288,4,1033,-9,36.02305188496535,2,2,2,7,7,7,7,7,7,7,7,7,4,4,4,4,20,1,1,0,0,0,0
3696,2288,5,-9,-9,178.56164321379563,3,3,3,0,0,0,0,0,0,0,0,0,2,2,2,2,24,2,2,2,2,2,2
3697,2288,6,-9,976,36.02305188496535,2,2,2,7,7,7,7,7,7,7,7,7,4,4,4,4,19,1,1,0,0,0,0
3698,2290,1,-9,18402,46.40833697237689,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,49,2,2,1,1,1,1
3699,2291,1,-9,-9,190.4998214156712,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,35,1,1,2,2,2,2
3700,2292,1,-9,-9,164.56577960812527,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,40,1,1,2,2,2,2
3701,2292,2,-9,-9,47.741849262178434,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,30,2,2,0,0,0,0
3702,2292,3,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,1,1,1,0,0,0,0
3703,2293,1,-9,1370,236.42658430066456,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,36,1,1,1,1,1,1
3704,2293,2,-9,-9,47.741849262178434,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,36,2,2,0,0,0,0
3705,2293,3,817,-9,104.6668436138053,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,6,2,2,0,0,0,0
3706,2294,1,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,43,2,2,0,0,0,0
3707,2294,2,-9,802,33.838060957412964,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,52,1,1,1,1,1,1
3708,2294,3,1031,-9,41.44640239390308,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,13,1,1,0,0,0,0
3709,2295,1,-9,821,145.11044291148835,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,36,1,1,1,1,1,1
3710,2295,2,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,32,2,2,0,0,0,0
3711,2295,3,870,-9,137.6418326547759,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,6,1,1,0,0,0,0
3712,2295,4,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,2,1,1,0,0,0,0
3713,2297,1,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,33,2,2,2,2,2,2
3714,2297,2,-9,194,233.63823022038216,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,38,1,1,1,1,1,1
3715,2297,3,196,-9,41.44640239390308,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,12,1,1,0,0,0,0
3716,2298,1,-9,618,103.66647529827372,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,32,2,2,3,3,3,3
3717,2298,2,-9,0,164.56577960812527,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,36,1,1,1,1,1,1
3718,2298,3,16003,-9,104.6668436138053,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,7,2,2,0,0,0,0
3719,2299,1,-9,970,234.26980044418903,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,22,2,2,1,1,1,1
3720,2300,1,-9,-9,49.39783675634672,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,49,2,2,0,0,0,0
3721,2300,2,-9,1352,93.29440677626484,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,54,1,1,1,1,1,1
3722,2300,3,1033,1361,219.66206994159967,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,24,2,2,3,3,3,3
3723,2316,1,-9,194,75.06808688034808,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,55,1,1,1,1,1,1
3724,2316,2,-9,-9,101.01896459016082,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,48,2,2,0,0,0,0
3725,2316,3,-9,183,119.74138612599404,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,26,1,1,1,1,1,1
3726,2316,4,1356,-9,27.702418495266325,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,18,1,1,0,0,0,0
3727,2319,1,-9,906,89.38460481816234,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,48,1,1,1,1,1,1
3728,2319,2,-9,-9,50.47991504885288,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,37,2,2,2,2,2,2
3729,2319,3,816,-9,59.74520980585075,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,15,1,1,0,0,0,0
3730,2319,4,816,-9,104.6668436138053,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,6,2,2,0,0,0,0
3731,2320,1,-9,187,27.24722287282959,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,58,2,2,1,1,1,1
3732,2320,2,-9,-9,24.420452869166564,2,2,2,7,7,7,7,7,7,7,7,7,4,4,4,4,22,2,2,0,0,0,0
3733,2320,3,-9,-9,36.02305188496535,2,2,2,7,7,7,7,7,7,7,7,7,4,4,4,4,19,1,1,0,0,0,0
3734,2321,1,-9,1361,175.69725571500035,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,30,1,1,3,3,3,3
3735,2321,2,-9,-9,63.64610796016649,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,28,2,2,0,0,0,0
3736,2321,3,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,2,1,1,0,0,0,0
3737,2322,1,-9,0,164.56577960812527,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,36,1,1,1,1,1,1
3738,2322,2,-9,834,64.67752285238306,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,30,2,2,1,1,1,1
3739,2322,3,558,-9,137.6418326547759,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,6,1,1,0,0,0,0
3740,2323,1,-9,884,89.38460481816234,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,48,1,1,1,1,1,1
3741,2323,2,-9,-9,50.47991504885288,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,43,2,2,0,0,0,0
3742,2323,3,-9,-9,12.022614734518168,2,2,2,7,7,7,7,7,7,7,7,7,4,4,4,4,19,1,1,0,0,0,0
3743,2323,4,982,-9,137.6418326547759,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,7,1,1,0,0,0,0
3744,2323,5,982,-9,104.6668436138053,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,6,2,2,0,0,0,0
3745,2324,1,-9,831,82.4390786984171,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,50,1,1,1,1,1,1
3746,2324,2,-9,-9,39.41931062742482,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,45,2,2,0,0,0,0
3747,2324,3,1356,-9,36.02305188496535,2,2,2,7,7,7,7,7,7,7,7,7,4,4,4,4,20,1,1,0,0,0,0
3748,2324,4,1356,-9,24.420452869166564,2,2,2,7,7,7,7,7,7,7,7,7,4,4,4,4,19,2,2,0,0,0,0
3749,2324,5,1356,-9,36.02305188496535,2,2,2,7,7,7,7,7,7,7,7,7,4,4,4,4,21,1,1,0,0,0,0
3750,2325,1,-9,-9,190.4998214156712,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,39,1,1,2,2,2,2
3751,2325,2,-9,-9,202.889561979976,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,61,1,1,0,0,0,0
3752,2325,3,-9,-9,39.41931062742482,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,58,2,2,0,0,0,0
3753,2325,4,-9,-9,100.84727025912412,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,3,49,1,1,2,2,2,2
3754,2325,5,-9,-9,63.64610796016649,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,41,2,2,0,0,0,0
3755,2325,6,-9,-9,50.47991504885288,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,38,2,2,0,0,0,0
3756,2325,7,-9,-9,190.05782761204907,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,20,2,2,0,0,0,0
3757,2329,1,-9,1040,77.21606806532685,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,47,1,1,1,1,1,1
3758,2329,2,-9,-9,47.741849262178434,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,40,2,2,0,0,0,0
3759,2329,3,1356,-9,36.02305188496535,2,2,2,7,7,7,7,7,7,7,7,7,4,4,4,4,20,1,1,0,0,0,0
3760,2329,4,801,-9,59.74520980585075,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,17,1,1,0,0,0,0
3761,2329,5,801,-9,41.44640239390308,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,10,1,1,0,0,0,0
3762,2330,1,-9,894,105.0155545202954,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,50,1,1,1,1,1,1
3763,2330,2,-9,-9,29.56898459794809,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,45,2,2,0,0,0,0
3764,2330,3,187,-9,36.02305188496535,2,2,2,7,7,7,7,7,7,7,7,7,4,4,4,4,21,1,1,0,0,0,0
3765,2330,4,761,-9,40.50198425389878,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,16,2,2,0,0,0,0
3766,2330,5,761,-9,41.44640239390308,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,12,1,1,0,0,0,0
3767,2331,1,-9,1,89.38460481816234,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,54,1,1,1,1,1,1
3768,2331,2,-9,750,28.94928699716257,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,46,2,2,1,1,1,1
3769,2331,3,-9,563,109.03837462184266,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,24,1,1,1,1,1,1
3770,2331,4,-9,39033,62.48831964289284,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,21,2,2,1,1,1,1
