person_id,SAMPN,PERNO,STAZ,WTAZ,PER_WEIGHT,STUDE,STUDE,STUDE,SCHOL,SCHOL,SCHOL,SCHOL,SCHOL,SCHOL,SCHOL,SCHOL,SCHOL,EMPLY,EMPLY,EMPLY,EMPLY,AGE,PER_GENDER,PER_GENDER,EMPLY_LOC_TYPE,EMPLY_LOC_TYPE,EMPLY_LOC_TYPE,EMPLY_LOC_TYPE
26,1011,2,-9,0,209.97561620265023,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,33,1,1,1,1,1,1
27,1011,3,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,1,2,2,0,0,0,0
28,1012,1,-9,589,57.66464412285913,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,52,1,1,1,1,1,1
29,1012,2,-9,700,122.89930331216868,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,40,2,2,1,1,1,1
30,1012,3,-9,1,19.6332795075822,2,2,2,8,8,8,8,8,8,8,8,8,4,4,4,4,23,2,2,0,0,0,0
31,1012,4,293,-9,19.6332795075822,2,2,2,7,7,7,7,7,7,7,7,7,4,4,4,4,21,2,2,0,0,0,0
32,1012,5,805,-9,12.022614734518168,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,18,1,1,0,0,0,0
33,1012,6,-9,27006,72.83157142034374,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,27,1,1,1,1,1,1
34,1013,1,-9,581,309.8154443934197,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,58,1,1,1,1,1,1
35,1013,2,-9,-9,32.837805178401666,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,53,2,2,0,0,0,0
36,1013,3,-9,581,1047.5932202568044,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,3,21,1,1,1,1,1,1
37,1013,4,-9,-9,160.770719003307,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,25,1,1,2,2,2,2
38,1013,5,-9,-9,158.3254962204404,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,3,22,2,2,2,2,2,2
39,1014,1,-9,-9,186.106694428997,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,40,1,1,2,2,2,2
40,1014,2,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,40,2,2,0,0,0,0
41,1014,3,-9,-9,1.0,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,16,1,1,0,0,0,0
42,1015,1,-9,589,67.14118849276261,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,40,1,1,1,1,1,1
43,1016,1,-9,801,38.17209017467859,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,46,1,1,1,1,1,1
44,1016,2,-9,801,23.12427761331719,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,42,2,2,1,1,1,1
45,1018,1,-9,767,192.07186104921357,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,42,1,1,1,1,1,1
46,1018,2,-9,673,67.05503969626547,3,3,3,0,0,0,0,0,0,0,0,0,2,2,2,2,43,2,2,1,1,1,1
47,1018,3,819,-9,104.6668436138053,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,6,2,2,0,0,0,0
48,1018,4,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,5,1,1,0,0,0,0
49,1020,1,-9,1367,80.53794651522033,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,57,1,1,1,1,1,1
50,1020,2,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,58,2,2,2,2,2,2
51,1021,1,-9,-9,56.06041730332288,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,41,2,2,0,0,0,0
52,1021,2,-9,1375,33.05771954993011,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,47,1,1,1,1,1,1
53,1021,3,621,-9,41.44640239390308,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,10,1,1,0,0,0,0
54,1021,4,-9,-9,8.177862492039745,2,2,2,8,8,8,8,8,8,8,8,8,4,4,4,4,26,2,2,0,0,0,0
55,1022,1,-9,831,171.645491519999,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,43,1,1,1,1,1,1
56,1022,2,-9,-9,56.06041730332288,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,37,2,2,0,0,0,0
57,1022,3,-9,-9,56.06041730332288,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,3,26,2,2,2,2,2,2
58,1022,4,-9,-9,1.0,2,2,2,7,7,7,7,7,7,7,7,7,4,4,4,4,21,1,1,0,0,0,0
59,1023,1,-9,834,217.0697833335328,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,41,1,1,1,1,1,1
60,1023,2,-9,1361,74.0993957191541,3,3,3,0,0,0,0,0,0,0,0,0,2,2,2,2,31,2,2,1,1,1,1
61,1024,1,-9,802,197.2464672310612,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,44,2,2,3,3,3,3
62,1024,2,-9,-9,185.6436096256712,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,44,1,1,2,2,2,2
63,1025,1,-9,1367,198.2008217621376,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,35,1,1,1,1,1,1
64,1027,1,-9,0,85.11027124474252,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,46,1,1,1,1,1,1
65,1027,2,-9,-9,63.258300649292366,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,39,2,2,0,0,0,0
66,1027,3,805,-9,104.6668436138053,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,8,2,2,0,0,0,0
67,1027,4,805,-9,59.74520980585075,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,15,1,1,0,0,0,0
68,1027,5,805,-9,31.51704706372185,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,13,2,2,0,0,0,0
69,1027,6,-9,-9,1.0,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,13,2,2,0,0,0,0
70,1027,7,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,5,2,2,0,0,0,0
71,1028,1,-9,971,193.39242143191703,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,27,1,1,1,1,1,1
72,1028,2,-9,913,83.0554562295561,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,60,1,1,1,1,1,1
73,1028,3,-9,971,31.23523028481065,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,56,2,2,1,1,1,1
74,1028,4,-9,1360,47.28749435964792,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,32,2,2,1,1,1,1
75,1029,1,-9,1373,103.0789303525926,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,45,1,1,3,3,3,3
76,1029,2,-9,17,19.82914882118773,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,42,2,2,1,1,1,1
77,1029,3,635,-9,137.6418326547759,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,9,1,1,0,0,0,0
78,1029,4,635,-9,137.6418326547759,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,7,1,1,0,0,0,0
79,1030,1,-9,884,71.74854970232029,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,49,1,1,1,1,1,1
80,1030,2,-9,610,13.163742922391055,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,45,2,2,3,3,3,3
81,1030,3,765,-9,41.44640239390308,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,12,1,1,0,0,0,0
82,1031,1,-9,198,72.38267401630289,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,55,1,1,1,1,1,1
83,1031,2,-9,198,27.674483614535205,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,50,2,2,1,1,1,1
84,1031,3,-9,1359,141.20829598624522,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,24,2,2,1,1,1,1
85,1031,4,803,-9,36.02305188496535,2,2,2,7,7,7,7,7,7,7,7,7,4,4,4,4,20,1,1,0,0,0,0
86,1031,5,803,-9,40.50198425389878,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,16,2,2,0,0,0,0
87,1032,1,-9,853,179.4013635118778,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,40,1,1,1,1,1,1
88,1032,2,-9,-9,48.49048401374046,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,38,2,2,0,0,0,0
89,1032,3,18401,-9,31.51704706372185,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,14,2,2,0,0,0,0
90,1032,4,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,5,2,2,0,0,0,0
91,1033,1,-9,-9,30.03265263302696,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,45,2,2,0,0,0,0
92,1033,2,-9,3,32.176918788423016,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,48,1,1,1,1,1,1
93,1033,3,1367,-9,36.02305188496535,2,2,2,7,7,7,7,7,7,7,7,7,4,4,4,4,21,1,1,0,0,0,0
94,1033,4,1368,-9,36.02305188496535,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,18,1,1,0,0,0,0
95,1033,5,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,5,2,2,0,0,0,0
96,1033,6,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,3,2,2,0,0,0,0
97,1035,1,-9,198,154.26466897454625,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,36,1,1,1,1,1,1
98,1035,2,-9,-9,48.49048401374046,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,30,2,2,0,0,0,0
99,1038,1,-9,1356,163.25647757101473,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,35,1,1,1,1,1,1
100,1038,2,-9,657,21.25407547374737,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,32,2,2,1,1,1,1
101,1038,3,764,-9,137.6418326547759,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,6,1,1,0,0,0,0
102,1038,4,764,-9,104.6668436138053,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,8,2,2,0,0,0,0
103,1040,1,-9,503,128.8578939686865,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,40,2,2,1,1,1,1
104,1040,2,-9,589,294.6735023499009,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,45,1,1,1,1,1,1
105,1040,3,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,1,1,1,0,0,0,0
106,1040,4,1367,-9,112.67813461115504,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,6,2,2,0,0,0,0
107,1041,1,-9,1379,522.0933439008098,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,35,1,1,1,1,1,1
108,1041,2,-9,1379,165.56163258415813,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,35,2,2,1,1,1,1
109,1041,3,-9,592,628.0192174903499,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,30,1,1,1,1,1,1
110,1041,4,-9,592,628.0192174903499,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,30,1,1,1,1,1,1
111,1042,1,-9,1354,92.09869929800696,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,52,1,1,1,1,1,1
112,1042,2,-9,-9,32.77264720681246,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,46,2,2,0,0,0,0
113,1042,3,-9,-9,1.0,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,18,1,1,0,0,0,0
114,1042,4,986,-9,59.74520980585075,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,17,1,1,0,0,0,0
115,1042,5,986,-9,31.51704706372185,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,12,2,2,0,0,0,0
116,1043,1,-9,2,80.30508383981427,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,44,1,1,1,1,1,1
117,1043,2,-9,-9,52.914457636762045,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,40,2,2,0,0,0,0
118,1043,3,858,-9,31.51704706372185,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,10,2,2,0,0,0,0
119,1043,4,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,5,2,2,0,0,0,0
120,1043,5,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,4,1,1,0,0,0,0
121,1043,6,-9,-9,216.83925695349296,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,40,1,1,2,2,2,2
122,1044,1,-9,-9,52.914457636762045,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,35,2,2,2,2,2,2
123,1044,2,-9,41005,207.28446436171055,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,43,1,1,1,1,1,1
124,1044,3,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,4,2,2,0,0,0,0
125,1044,4,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,3,2,2,0,0,0,0
126,1046,1,-9,821,1204.655216405748,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,35,1,1,1,1,1,1
127,1046,2,-9,-9,59.82712631860321,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,34,2,2,0,0,0,0
128,1047,1,-9,506,223.2720571048014,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,62,1,1,1,1,1,1
129,1047,2,-9,-9,30.995035973337057,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,56,2,2,0,0,0,0
130,1047,3,706,-9,31.51704706372185,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,13,2,2,0,0,0,0
131,1048,1,-9,910,179.06541447041687,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,32,1,1,1,1,1,1
132,1048,2,-9,624,108.66609641110313,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,34,2,2,0,0,0,0
133,1048,3,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,2,1,1,0,0,0,0
134,1049,1,685,1383,177.0109026214836,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,35,1,1,1,1,1,1
135,1049,2,-9,227,44.68300292007497,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,35,2,2,1,1,1,1
136,1049,3,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,4,1,1,0,0,0,0
137,1049,4,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,5,2,2,0,0,0,0
138,1051,1,-9,58,57.66464412285913,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,62,1,1,1,1,1,1
139,1051,2,-9,149,71.15416233818317,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,27,1,1,1,1,1,1
140,1051,3,-9,604,74.25539309203923,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,50,2,2,1,1,1,1
141,1051,4,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,55,2,2,0,0,0,0
142,1052,1,-9,1347,83.88038187587645,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,54,1,1,3,3,3,3
143,1052,2,-9,503,27.945674651698084,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,46,2,2,1,1,1,1
144,1052,3,-9,-9,1.0,2,2,2,8,8,8,8,8,8,8,8,8,4,4,4,4,23,1,1,0,0,0,0
145,1052,4,-9,765,24.420452869166564,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,17,2,2,0,0,0,0
146,1053,1,-9,16003,71.58416249998888,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,56,1,1,1,1,1,1
147,1053,2,-9,-9,30.03265263302696,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,50,2,2,0,0,0,0
148,1053,3,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,29,1,1,2,2,2,2
149,1054,1,-9,39030,33.09423870407179,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,51,1,1,1,1,1,1
150,1054,2,-9,-9,30.03265263302696,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,54,2,2,0,0,0,0
151,1054,3,-9,-9,24.420452869166564,2,2,2,7,7,7,7,7,7,7,7,7,4,4,4,4,20,2,2,0,0,0,0
152,1054,4,652,-9,41.44640239390308,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,10,1,1,0,0,0,0
153,1055,1,-9,148,39.03451654182018,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,59,1,1,1,1,1,1
154,1055,2,-9,293,94.60874761275466,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,56,2,2,1,1,1,1
155,1056,1,-9,16003,152.56285128943566,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,44,1,1,1,1,1,1
156,1056,2,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,39,2,2,0,0,0,0
157,1056,3,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,2,2,2,0,0,0,0
158,1057,1,-9,635,57.66464412285913,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,57,1,1,1,1,1,1
159,1057,2,-9,-9,74.25539309203923,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,51,2,2,0,0,0,0
160,1057,3,897,-9,19.6332795075822,2,2,2,7,7,7,7,7,7,7,7,7,4,4,4,4,19,2,2,0,0,0,0
161,1058,1,635,-9,152.91319945902092,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,36,1,1,2,2,2,2
162,1058,2,-9,-9,48.49048401374046,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,38,2,2,0,0,0,0
163,1058,3,635,-9,41.44640239390308,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,10,1,1,0,0,0,0
164,1058,4,635,-9,137.6418326547759,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,8,1,1,0,0,0,0
165,1058,5,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,2,2,2,0,0,0,0
166,1061,1,-9,-9,57.66464412285913,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,62,1,1,0,0,0,0
167,1061,2,-9,-9,73.67215001211913,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,61,2,2,0,0,0,0
168,1061,3,-9,1344,72.83157142034374,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,30,1,1,1,1,1,1
169,1061,4,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,26,2,2,2,2,2,2
170,1061,5,-9,502,122.89930331216868,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,26,2,2,1,1,1,1
171,1061,6,-9,1031,19.6332795075822,2,2,2,7,7,7,7,7,7,7,7,7,4,4,4,4,19,2,2,0,0,0,0
172,1061,7,-9,906,72.83157142034374,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,28,1,1,1,1,1,1
173,1062,1,-9,0,218.8190820438225,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,44,1,1,1,1,1,1
174,1062,2,-9,-9,85.64060729060327,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,38,2,2,0,0,0,0
175,1062,3,195,-9,31.51704706372185,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,12,2,2,0,0,0,0
176,1062,4,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,3,1,1,0,0,0,0
177,1063,1,-9,776,215.00733735401013,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,26,1,1,1,1,1,1
178,1063,2,-9,250,311.23956013400806,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,24,1,1,1,1,1,1
179,1063,3,-9,184,215.15580573822348,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,27,1,1,1,1,1,1
180,1063,4,-9,689,395.58208244670055,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,23,1,1,1,1,1,1
181,1063,5,-9,489,596.1826078833308,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,23,1,1,1,1,1,1
182,1063,6,-9,1344,370.9052436226868,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,24,1,1,1,1,1,1
183,1064,1,-9,485,74.43367854085538,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,37,1,1,3,3,3,3
184,1064,2,-9,485,24.267032503395573,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,39,2,2,3,3,3,3
185,1064,3,464,-9,104.6668436138053,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,7,2,2,0,0,0,0
186,1064,4,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,1,2,2,0,0,0,0
187,1065,1,-9,689,249.33247346000564,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,36,1,1,1,1,1,1
188,1065,2,-9,-9,85.64060729060327,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,35,2,2,0,0,0,0
189,1065,3,486,-9,137.6418326547759,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,7,1,1,0,0,0,0
190,1065,4,-9,-9,1.0,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,8,2,2,0,0,0,0
191,1066,1,-9,840,220.9924428424595,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,40,1,1,1,1,1,1
192,1066,2,-9,187,59.19608122695325,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,38,2,2,1,1,1,1
193,1066,3,195,-9,40.50198425389878,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,16,2,2,0,0,0,0
194,1069,1,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,27,1,1,2,2,2,2
195,1069,2,-9,491,375.7695074003151,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,26,1,1,1,1,1,1
196,1070,1,-9,464,128.21173965721175,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,41,1,1,1,1,1,1
197,1070,2,-9,-9,213.63937297182568,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,37,2,2,0,0,0,0
198,1070,3,519,-9,104.6668436138053,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,7,2,2,0,0,0,0
199,1071,1,-9,730,103.17224545612832,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,58,1,1,1,1,1,1
200,1071,2,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,34,2,2,0,0,0,0
201,1071,3,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,1,1,1,0,0,0,0
202,1072,1,-9,0,355.1179830045407,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,22,1,1,1,1,1,1
203,1072,2,-9,489,115.47442257690614,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,22,1,1,1,1,1,1
204,1072,3,-9,489,34.15043058217552,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,45,1,1,1,1,1,1
205,1072,4,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,21,1,1,2,2,2,2
206,1072,5,-9,-9,1.0,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,24,1,1,2,2,2,2
