1,HH_ID
2,PER_ID
3,TOUR_ID
4,TRIP_ID
5,TRIP_NUM
6,DAYNO
7,ORIG_PLACENO
8,ORIG_X
9,ORIG_Y
10,ORIG_TAZ
11,ORIG_MAZ
12,DEST_PLACENO
13,DEST_X
14,DEST_Y
15,DEST_TAZ
16,DEST_MAZ
17,ORIG_PURP
18,DEST_PURP
19,ORIG_ARR_HR
20,ORIG_ARR_MIN
21,ORIG_ARR_BIN
22,ORIG_DEP_HR
23,ORIG_DEP_MIN
24,ORIG_DEP_BIN
25,DEST_ARR_HR
26,DEST_ARR_MIN
27,DEST_ARR_BIN
28,DEST_DEP_HR
29,DEST_DEP_MIN
30,DEST_DEP_BIN
31,TRIP_DUR_HR
32,TRIP_DUR_MIN
33,TRIP_DUR_BIN
34,TRIPMODE
35,ISDRIVER
36,CHAUFFUER_ID
37,AUTO_OCC
38,TOURMODE
39,TOURPURP
40,BOARDING_PLACENO
41,BOARDING_PNAME
42,BOARDING_X
43,BOARDING_Y
44,BOARDING_TAP
45,ALIGHTING_PLACENO
46,ALIGHTING_PNAME
47,ALIGHTING_X
48,ALIGHTING_Y
49,ALIGHTING_TAP
50,TRANSIT_NUM_XFERS
51,TRANSIT_ROUTE_1
52,TRANSIT_MODE_1
53,XFER_1_PLACENO
54,XFER_1_PNAME
55,XFER_1_X
56,XFER_1_Y
57,XFER_1_TAP
58,TRANSIT_ROUTE_2
59,TRANSIT_MODE_2
60,XFER_2_PLACENO
61,XFER_2_PNAME
62,XFER_2_X
63,XFER_2_Y
64,XFER_2_TAP
65,TRANSIT_ROUTE_3
66,TRANSIT_MODE_3
67,XFER_3_PLACENO
68,XFER_3_PNAME
69,XFER_3_X
70,XFER_3_Y
71,XFER_3_TAP
72,PARKING_PLACENO
73,PARKING_PNAME
74,PARKING_X
75,PARKING_Y
76,SUBTOUR
77,IS_INBOUND
78,TRIPS_ON_JOURNEY
79,TRIPS_ON_TOUR
80,ORIG_IS_TOUR_ORIG
81,ORIG_IS_TOUR_DEST
82,DEST_IS_TOUR_DEST
83,DEST_IS_TOUR_ORIG
84,PEREXPFACT
85,HHEXPFACT
86,PERSONTYPE
87,FULLY_JOINT
88,PARTIAL_TOUR
89,JTRIP_ID
90,ESCORT_EVENT
91,ESCORT_TYPE
92,ESCORTED
93,ESCORTING
94,NUM_PERSONS_ESCORTED
95,ESCORT_PERS_1
96,ESCORT_PERS_2
97,ESCORT_PERS_3
98,ESCORT_PERS_4
99,ESCORT_PERS_5
100,DEST_ESCORTING
101,JOINT
102,NUM_UL_JTRIPS
103,DIST
104,ERRO
105,TRIP_WEIGHT
