1,HH_ID
2,PER_ID
3,TOUR_ID
4,ORIG_PLACENO
5,DEST_PLACENO
6,ORIG_X
7,ORIG_Y
8,ORIG_TAZ
9,ORIG_MAZ
10,DEST_X
11,DEST_Y
12,DEST_TAZ
13,DEST_MAZ
14,DEST_MODE
15,ORIG_MODE
16,TOURPURP
17,TOURMODE
18,DRIVER
19,ANCHOR_DEPART_HOUR
20,ANCHOR_DEPART_MIN
21,ANCHOR_DEPART_BIN
22,PRIMDEST_ARRIVE_HOUR
23,PRIMDEST_ARRIVE_MIN
24,PRIMDEST_ARRIVE_BIN
25,PRIMDEST_DEPART_HOUR
26,PRIMDEST_DEPART_MIN
27,PRIMDEST_DEPART_BIN
28,ANCHOR_ARRIVE_HOUR
29,ANCHOR_ARRIVE_MIN
30,ANCHOR_ARRIVE_BIN
31,TOUR_DUR_HR
32,TOUR_DUR_MIN
33,TOUR_DUR_BIN
34,MAJOR_UNIV_DEST
35,SPEC_EVENT_DEST
36,IS_SUBTOUR
37,PARENT_TOUR_ID
38,PARENT_TOUR_MODE
39,NUM_SUBTOURS
40,CHILD_TOUR_ID_1
41,CHILD_TOUR_ID_2
42,CHILD_TOUR_ID_3
43,ESCORTED_TOUR
44,CHAUFFUER_ID
45,ESCORTING_TOUR
46,NUM_PERSONS_ESCORTED
47,ESCORT_PERS_1
48,ESCORT_PERS_2
49,ESCORT_PERS_3
50,ESCORT_PERS_4
51,ESCORT_PERS_5
52,OUTBOUND_STOPS
53,INBOUND_STOPS
54,OSTOP_1_PLACENO
55,OSTOP_1_X
56,OSTOP_1_Y
57,OSTOP_1_TAZ
58,OSTOP_1_MAZ
59,OSTOP_1_ARR_HR
60,OSTOP_1_ARR_MIN
61,OSTOP_1_ARR_BIN
62,OSTOP_1_DEP_HR
63,OSTOP_1_DEP_MIN
64,OSTOP_1_DEP_BIN
65,OSTOP_1_DUR_HR
66,OSTOP_1_DUR_MIN
67,OSTOP_1_DUR_BIN
68,OSTOP_1_PURP
69,OSTOP_1_MODE
70,OSTOP_1_ESCORT_ID
71,OSTOP_1_PUDO
72,OSTOP_1_MAJUNIV
73,OSTOP_1_SPECEVENT
74,OSTOP_2_PLACENO
75,OSTOP_2_X
76,OSTOP_2_Y
77,OSTOP_2_TAZ
78,OSTOP_2_MAZ
79,OSTOP_2_ARR_HR
80,OSTOP_2_ARR_MIN
