household_id,has_labourer,household_id,hh_floors,hh_units,hh_under6yr,hh_over6yr,hh_maids,hh_under6yr_present,hh_over6yr_present,hh_tenure,hh_veh,hh_bikes,ptdist,hhincome,hhproptype,hhproptype_other,geocode,community,road,building,poi,emirate,interviewer_id,interviewer_company,interview_date,interview_time,interviewer_company_name,interviewer_company_num,home_zone_id
1,False,1011,40,407,1,2,0,1,2,2,1,0,1,5,3,,"25.078233,55.150970",JLT,-,-,-,1,i4019,i4,2014-04-23,20:07:00,,393,834
2,False,1012,2,1,0,6,0,0,6,1,9,0,3,9,1,,"25.170592,55.230224",Al safa,-,-,-,1,i4016,i4,2014-05-01,17:57:00,,353,674
3,False,1013,1,1,0,5,0,0,5,2,3,0,1,8,4,,"25.181136,55.236425",al wasl road,-,-,-,1,i4001,i4,2014-05-01,20:01:00,,353,667
4,False,1014,2,1,0,3,0,0,3,2,1,0,1,6,4,,"25.175039,55.233228",Al Safa 1,-,-,-,1,i4002,i4,2014-05-01,18:33:00,,353,671
5,False,1015,2,1,0,1,0,0,1,2,2,0,1,10,4,,"25.175019,55.233314",al wasl road,-,-,-,1,i4002,i4,2014-05-01,18:48:00,,353,671
6,False,1016,1,1,0,2,0,0,2,2,2,0,1,10,4,,"25.160609,55.221062",al safa 1,-,-,-,1,i4002,i4,2014-05-01,20:05:00,,357,684
7,False,1018,2,0,1,3,0,1,3,2,2,1,1,8,1,,"25.174631,55.233872",Al Safa ,6D,-,-,1,i4003,i4,2014-05-01,18:06:00,,353,671
8,False,1020,1,1,0,2,0,0,2,2,2,0,2,5,4,,"25.181564,55.236447",al wasl road,-,-,-,1,i4007,i4,2014-05-01,19:52:00,,353,667
9,False,1021,2,1,0,4,0,0,4,2,1,0,2,6,4,,"25.171349,55.231082",Safa 1,-,-,-,1,i4010,i4,2014-05-01,20:03:00,,353,671
10,False,1022,1,1,0,4,0,0,4,2,2,0,1,4,4,,"25.174068,55.231898",Al Safa 1,-,-,-,1,i4010,i4,2014-05-01,20:19:00,,353,671
11,False,1023,12,120,0,2,0,0,2,2,2,0,2,9,3,,"25.112978,55.140767",Palm Jumeirah,-,-,-,1,i4021,i4,2014-05-01,12:22:00,,381,892
12,False,1024,2,1,0,2,0,0,2,2,2,0,3,9,4,,"25.144430,55.210912",Al Safa 1,25,-,-,1,i4021,i4,2014-05-01,18:51:00,,363,755
13,False,1025,2,1,0,1,0,0,1,2,1,0,3,5,4,,"25.144624,55.210719",Al safa 1,25,-,-,1,i4021,i4,2014-05-01,19:39:00,,363,755
14,False,1027,36,540,1,6,0,1,6,2,2,0,2,8,3,,"25.067476,55.138428",JLT,-,-,-,1,i4016,i4,2014-05-01,13:27:00,,393,835
15,False,1028,2,1,0,4,0,0,4,2,4,0,2,8,1,,"25.159609,55.210408",Umm Suqueim,Jumeira Road,-,-,1,i4016,i4,2014-05-01,19:25:00,,356,635
16,False,1029,2,1,0,4,0,0,4,2,2,2,2,7,1,,"25.159561,55.210505",Umm Suqueim 1,Jumeira Road,-,-,1,i4016,i4,2014-05-01,19:59:00,,356,635
17,False,1030,2,1,0,3,0,0,3,2,3,1,2,8,1,,"25.159580,55.210483",Umm Suqeium 3,Jumeira Road,-,-,1,i4016,i4,2014-05-01,20:29:00,,356,635
18,False,1031,2,1,0,5,0,0,5,2,3,0,2,6,1,,"25.159425,55.210751",Umm Suqeium 1,Jumeira Road,-,-,1,i4016,i4,2014-05-01,20:54:00,,356,635
19,False,1032,2,1,1,3,0,1,3,2,3,1,2,7,1,,"25.160609,55.211610",Umm Suqeuim 1,-,-,-,1,i4016,i4,2014-05-01,21:11:00,,356,635
20,False,1033,2,1,2,4,0,2,4,2,2,0,2,7,1,,"25.160580,55.211642",Umm Suqeuim 1,-,-,-,1,i4016,i4,2014-05-01,21:28:00,,356,635
21,False,1035,2,1,0,2,0,0,2,2,2,0,4,6,1,,"25.160221,55.209914",UMM SUQUEIM 1,43 STREET A,0,0,1,i4015,i4,2014-05-01,19:55:00,,356,635
22,False,1038,2,1,0,4,0,0,4,2,2,0,4,6,1,,"25.159891,55.210268",UMM SUQUEIM 1,43 STREET A,-,-,1,i4015,i4,2014-05-01,20:46:00,,356,635
23,False,1040,2,1,1,3,0,1,3,2,2,0,4,8,1,,"25.160007,55.210054",UMM SUQUEIM 1,-,-,-,1,i4015,i4,2014-05-01,21:12:00,,356,635
24,False,1041,2,1,0,4,0,0,4,2,4,0,4,9,1,,"25.160017,55.209979",UMM SUQUEIM 1,-,-,-,1,i4015,i4,2014-05-01,21:24:00,,356,635
25,False,1042,2,1,0,5,0,0,5,2,3,0,2,6,1,,"25.197913,55.239934",Jumeirah 2,14B,65A,Jumeirah Beach Park Plaza,1,i4014,i4,2014-05-01,18:04:00,,342,610
26,False,1043,2,1,2,4,0,2,4,1,3,0,2,6,1,,"25.202505,55.243807",Jumeirah 2,-,-,-,1,i4014,i4,2014-05-01,20:07:00,,342,607
27,False,1044,1,1,2,2,0,2,2,1,1,0,2,10,1,,"25.197214,55.238507",Jumeirah,-,-,Beach Park Plaza,1,i4017,i4,2014-05-01,17:54:00,,342,610
28,False,1046,2,1,0,2,0,0,2,1,2,1,4,9,1,,"25.050234,55.163491",Jumeirah Islands,Cluster 28,11,-,1,i4009,i4,2014-05-01,13:28:00,,393,825
29,False,1047,1,1,0,3,0,0,3,2,3,0,2,9,1,,"25.197408,55.238850",Jumeirah 2,14B Street,101,-,1,i4009,i4,2014-05-01,17:44:00,,342,610
30,False,1048,1,1,1,2,0,1,2,2,2,0,4,7,1,,"25.201777,55.242369",Jumeirah 2,25A Street,5A,-,1,i4009,i4,2014-05-01,18:59:00,,342,607
31,False,1049,1,1,2,2,0,2,2,2,2,4,4,6,1,,"25.170378,55.218036",Al Jumeirah 2,14A Street,26,-,1,i4009,i4,2014-05-01,19:38:00,,356,629
32,False,1051,2,1,0,4,0,0,4,2,4,0,2,10,1,,"25.160036,55.209936",umm squeim 1,-,-,-,1,i4011,i4,2014-05-01,19:19:00,,356,635
33,False,1052,2,1,0,4,0,0,4,2,2,0,2,10,1,,"25.159978,55.209936",umm squeim 1,-,-,-,1,i4011,i4,2014-05-01,19:57:00,,356,635
34,False,1053,2,1,0,3,0,0,3,2,3,0,2,9,1,,"25.159862,55.210183",umm squiem 1,-,-,-,1,i4011,i4,2014-05-01,20:24:00,,356,635
35,False,1054,2,1,0,4,0,0,4,2,2,0,2,8,1,,"25.159327,55.210258",Umm squiem 1,-,-,-,1,i4011,i4,2014-05-01,20:43:00,,356,635
36,False,1055,2,1,0,2,0,0,2,2,2,0,2,7,1,,"25.159386,55.210279",umm squeim 1,-,-,-,1,i4011,i4,2014-05-01,21:05:00,,356,635
37,False,1056,2,1,1,2,0,1,2,2,2,0,2,8,1,,"25.159599,55.210419",umm squeim1 ,-,-,-,1,i4011,i4,2014-05-01,21:18:00,,356,635
38,False,1057,2,4,0,3,0,0,3,1,3,0,1,10,1,,"25.160891,55.209743",Umm Sequiem 1,,,,1,i4005,i4,2014-05-01,17:40:00,,356,635
39,False,1058,2,5,1,4,0,1,4,2,1,0,1,8,1,,"25.159687,55.209689",Umm Sequiem 1,,,,1,i4005,i4,2014-05-01,18:02:00,,356,635
40,False,1061,2,6,0,7,0,0,7,1,7,0,1,9,1,,"25.161891,55.210043",Umm Sequiem 1,,,,1,i4018,i4,2014-05-01,19:44:00,,356,635
41,False,1062,5,56,1,3,0,1,3,2,1,0,1,5,3,,"25.247801,55.306399",al karama ,-,-,-,1,i4001,i4,2014-05-03,17:13:00,,318,488
42,False,1063,3,24,0,6,0,0,6,2,1,0,1,2,3,,"25.248209,55.306635",Al karama,-,-,-,1,i4001,i4,2014-05-03,18:20:00,,318,488
43,False,1064,4,56,1,3,0,1,3,2,1,0,1,3,3,,"25.246986,55.306914",Al karama,-,-,-,1,i4001,i4,2014-05-03,19:43:00,,318,488
44,False,1065,5,56,0,4,0,0,4,2,0,0,2,4,3,,"25.246831,55.307322",Karama,-,-,-,1,i4002,i4,2014-05-03,17:04:00,,318,488
45,False,1066,3,42,0,3,0,0,3,2,2,0,2,5,3,,"25.246656,55.306764",Karama,-,-,-,1,i4002,i4,2014-05-03,17:49:00,,318,488
46,False,1069,4,32,0,2,0,0,2,2,0,0,1,10,3,,"25.245744,55.305991",Karama,-,-,-,1,i4002,i4,2014-05-03,20:34:00,,318,489
47,False,1070,5,70,0,3,0,0,3,2,1,0,2,2,3,,"25.247821,55.306399",Al Karama,18A,-,- ,1,i4003,i4,2014-05-03,17:08:00,,318,488
48,False,1071,5,70,1,2,0,1,2,2,1,0,2,2,3,,"25.246579,55.306785",Al karama,20A,-,-,1,i4003,i4,2014-05-03,17:29:00,,318,488
49,False,1072,3,40,0,5,0,0,3,2,0,0,2,1,3,,"25.246113,55.306699",Al karama,-,Al Target,-,1,i4003,i4,2014-05-03,18:08:00,,318,488
50,False,1073,4,56,0,2,0,0,2,2,1,0,3,1,3,,"25.247530,55.307021",Al Karama,18A,AL Arti Palace,-,1,i4003,i4,2014-05-03,19:33:00,,318,488
51,False,1074,5,24,0,5,0,0,5,2,2,0,3,6,3,,"25.246501,55.305004",Al Karama,12c,Al waleed,-,1,i4003,i4,2014-05-03,20:40:00,,318,489
52,False,1075,5,50,0,1,0,0,1,2,0,0,2,6,3,,"25.247937,55.306377",Al Karama,-,-,-,1,i4006,i4,2014-05-03,17:05:00,,318,488
53,False,1076,3,24,0,1,0,0,1,2,0,0,3,3,3,,"25.247937,55.306485",Al karma,,,,1,i4006,i4,2014-05-03,18:26:00,,318,488
54,False,1077,3,45,0,2,0,0,2,2,1,0,3,5,3,,"25.250421,55.306957",AL Karama,-,-,-,1,i4006,i4,2014-05-03,18:35:00,,318,486
55,False,1078,3,42,0,3,0,0,3,2,2,0,2,5,3,,"25.247724,55.307000",Al Karama,-,-,-,1,i4006,i4,2014-05-03,19:10:00,,318,488
56,False,1001,40,407,0,3,0,0,2,1,2,0,1,5,3,,"25.078243,55.151056",JLT,-,-,-,1,i4005,i4,2014-04-23,18:21:00,,393,834
57,False,1003,40,407,1,2,0,1,2,2,1,0,3,3,3,,"25.078194,55.150981",JLT,-,-,-,1,i4012,i4,2014-04-23,20:03:00,,393,834
58,False,1004,40,407,0,6,0,0,6,2,1,0,3,5,3,,"25.078185,55.150981",JLT,-,-,-,1,i4012,i4,2014-04-23,20:29:00,,393,834
59,False,1005,40,407,0,2,0,0,1,2,2,1,4,3,3,,"25.078194,55.151067",JLT,-,Gold Crest View 1,.,1,i4013,i4,2014-04-23,19:10:00,,393,834
60,False,1006,40,407,0,3,0,0,3,2,0,0,3,10,3,,"25.078194,55.151067",JLT,-,,-,1,i4013,i4,2014-04-23,17:35:00,,393,834
61,False,1007,40,407,0,2,0,0,2,2,0,0,3,10,3,,"25.078156,55.151110",JLT,-,Gold Crest V1,-,1,i4016,i4,2014-04-23,18:11:00,,393,834
62,False,1008,40,407,1,2,0,1,2,1,2,0,4,7,3,,"25.078146,55.151088",JLT,-,-,Gold Crest V1,1,i4016,i4,2014-04-23,18:45:00,,393,834
63,False,1009,40,407,1,2,0,1,2,2,1,0,2,6,3,,"25.078165,55.150970",JLT,-,-,-,1,i4016,i4,2014-04-23,20:05:00,,393,834
64,False,1010,40,407,0,4,0,0,3,1,3,0,1,7,3,,"25.078209,55.150986",JLT,-,-,-,1,i4019,i4,2014-04-23,17:20:00,,393,834
65,False,1080,4,56,0,3,0,0,3,2,1,0,3,3,3,,"25.246967,55.306807",Al karama,-,Al Arti building,-,1,i4007,i4,2014-05-03,19:45:00,,318,488
66,False,1081,3,24,0,3,0,0,3,2,1,0,2,4,3,,"25.247006,55.306828",Al karama,-,D,-,1,i4007,i4,2014-05-03,20:15:00,,318,488
67,False,1082,5,56,0,3,0,0,3,2,0,0,1,2,3,,"25.246889,55.306399",Al Karama,-,-,-,1,i4010,i4,2014-05-03,17:02:00,,318,489
68,False,1084,3,42,0,1,0,0,1,3,1,0,1,2,3,,"25.247064,55.306420",Al Karama,-,-,-,1,i4010,i4,2014-05-03,17:49:00,,318,489
69,False,1085,3,42,2,2,0,2,2,3,1,0,1,2,3,,"25.245996,55.306549",Al Karama,-,-,-,1,i4010,i4,2014-05-03,17:54:00,,318,488
70,False,1087,3,42,0,4,0,0,4,2,1,0,1,2,3,,"25.247665,55.305948",Al Karama,-,-,-,1,i4010,i4,2014-05-03,19:35:00,,318,488
71,False,1088,3,42,2,2,0,2,2,3,1,0,1,2,3,,"25.247743,55.305884",Al Karama,-,-,-,1,i4010,i4,2014-05-03,19:46:00,,318,488
72,False,1090,5,45,0,2,0,0,2,2,1,0,2,5,3,,"25.247646,55.306184",Al Karama,-,Al Shraifi,-,1,i4021,i4,2014-05-03,18:27:00,,318,488
73,False,1091,3,24,0,4,0,0,4,2,1,0,2,5,3,,"25.247976,55.307257",Al Karama,-,-,-,1,i4021,i4,2014-05-03,18:52:00,,318,488
74,False,1092,5,40,0,1,0,0,1,2,1,0,1,4,3,,"25.247161,55.305626",Al Karama,-,-,-,1,i4021,i4,2014-05-03,20:38:00,,318,489
75,False,1093,4,32,0,2,0,0,2,2,0,0,2,3,3,,"25.247258,55.305240",Al Karama,-,-,-,1,i4021,i4,2014-05-03,20:48:00,,318,489
76,False,1094,3,16,0,2,0,0,2,2,1,0,1,5,3,,"25.242707,55.297762",Karama,-,-,Karama Metro Station,1,i4016,i4,2014-05-03,16:54:00,,318,493
77,False,1095,3,16,0,3,0,0,3,2,1,0,1,5,3,,"25.242474,55.297601",Karama,-,-,Karama Metro Station,1,i4016,i4,2014-05-03,17:30:00,,318,493
78,False,1096,3,16,2,4,0,2,4,2,4,0,1,6,3,,"25.242542,55.297633",Karama,-,-,KArama Metro Station,1,i4016,i4,2014-05-03,17:55:00,,318,493
79,False,1097,3,36,0,2,0,0,2,2,2,0,2,10,3,,"25.240067,55.297558",Karama,-,-,Karama Metro Station,1,i4016,i4,2014-05-03,19:52:00,,318,495
80,False,1098,3,36,0,3,0,0,3,2,2,0,2,5,3,,"25.240038,55.297612",Karama,-,-,Karama Metro Station,1,i4016,i4,2014-05-03,20:08:00,,318,495
81,False,1099,3,12,2,6,0,2,6,2,3,0,1,6,3,,"25.247588,55.302386",Karama,-,-,Pizza Inn,1,i4016,i4,2014-05-03,17:53:00,,318,487
82,False,1100,3,12,0,3,0,0,3,2,2,0,2,6,3,,"25.242677,55.297655",Karama,-,-,Karama Metro Station,1,i4016,i4,2014-05-03,19:13:00,,318,493
83,False,1101,3,36,0,3,0,0,3,2,2,1,1,7,3,,"25.242697,55.297676",Karama,-,-,Karama MEtro Station,1,i4016,i4,2014-05-03,19:35:00,,318,493
84,False,1102,3,36,0,3,0,0,3,2,1,0,1,10,3,,"25.240009,55.297590",Karama,-,-,Sana,1,i4016,i4,2014-05-03,22:40:00,,318,495
85,False,1103,3,36,0,4,0,0,4,2,3,0,2,10,3,,"25.240067,55.297494",Karama,-,-,Sana,1,i4016,i4,2014-05-03,22:51:00,,318,495
86,False,1104,3,36,0,2,0,0,2,2,0,2,2,10,3,,"25.240028,55.297462",Karama,,,Sana,1,i4016,i4,2014-05-03,23:08:00,,318,495
87,False,1105,3,24,0,7,0,0,7,2,5,0,1,6,3,,"25.242988,55.298020",Karama,-,Mustafawi,Karama Metro Station,1,i4016,i4,2014-05-03,23:27:00,,318,493
88,False,1106,3,36,0,2,0,0,2,2,1,0,2,9,3,,"25.240106,55.297515",Karama,-,-,Sana,1,i4016,i4,2014-05-03,23:56:00,,318,495
89,False,1107,3,36,0,3,0,0,3,2,2,0,2,8,3,,"25.241891,55.297333",KARAMA,-,-,-,1,i4015,i4,2014-05-03,16:59:00,,318,493
90,False,1108,3,60,0,4,0,0,4,2,1,0,2,6,3,,"25.241629,55.297730",AL KARAMA,-,-,KARAMA METRO STATION,1,i4015,i4,2014-05-03,19:30:00,,318,493
91,False,1109,3,60,0,4,0,0,4,2,2,0,2,6,3,,"25.240659,55.297365",AL KARAMA,,SPORT HOSPITALITY,-,1,i4015,i4,2014-05-03,19:53:00,,318,493
92,False,1110,2,26,0,6,0,0,6,2,2,0,3,7,3,,"25.241833,55.297751",AL KARAMA,-,SPORT HOSPITALITY,0,1,i4015,i4,2014-05-03,20:08:00,,318,493
93,False,1111,3,60,0,3,0,0,3,2,1,0,3,5,3,,"25.240717,55.297322",AL KARAMA,,-,-,1,i4015,i4,2014-05-03,20:25:00,,318,493
94,False,1113,3,36,0,3,0,0,3,2,1,0,2,5,3,,"25.241882,55.297794",Al Karama,-,-,Sana Fashion,1,i4014,i4,2014-05-03,19:21:00,,318,493
95,False,1114,3,36,0,2,0,0,2,2,2,0,2,5,3,,"25.241891,55.297805",Al Karama,-,-,Al Karama Metro Station,1,i4014,i4,2014-05-03,19:34:00,,318,493
96,False,1116,3,60,0,3,0,0,3,2,1,0,3,5,3,,"25.240572,55.297183",Al Karama,-,-,-,1,i4014,i4,2014-05-03,20:05:00,,318,493
97,False,1117,3,60,0,3,0,0,3,2,2,0,3,5,3,,"25.240882,55.297129",Al Karama,-,-,-,1,i4014,i4,2014-05-03,22:58:00,,318,493
98,False,1118,3,60,0,4,0,0,4,2,1,0,3,5,3,,"25.240387,55.296367",Al Karama,-,Sana Fashion,-,1,i4014,i4,2014-05-03,23:11:00,,318,493
99,False,1120,3,60,0,5,0,0,5,2,1,0,3,5,3,,"25.240300,55.296561",Al Karama,-,Sana Fashion,-,1,i4014,i4,2014-05-03,01:26:00,,318,493
100,False,1121,3,16,0,2,0,0,2,2,0,0,1,2,3,,"25.242270,55.297376",0,Karama,-,-,1,i4017,i4,2014-05-03,17:01:00,,318,493
101,False,1122,3,16,0,1,0,0,1,2,1,0,1,2,3,,"25.242348,55.297537",Al Karama,-,-,-,1,i4017,i4,2014-05-03,17:27:00,,318,493
102,False,1124,3,36,0,2,0,0,2,2,2,0,2,7,3,,"25.239465,55.298127",Al Karama,-,-,-,1,i4017,i4,2014-05-03,20:23:00,,318,495
103,False,1125,3,50,0,5,0,0,5,2,1,0,2,9,3,,"25.238534,55.298781",Al Karama,-,-,-,1,i4017,i4,2014-05-03,01:13:00,,318,495
104,False,1126,3,50,0,3,0,0,3,2,2,0,2,6,3,,"25.239727,55.298309",Al Karama,-,-,-,1,i4017,i4,2014-05-03,01:48:00,,318,495
105,False,1127,3,26,0,3,0,0,3,2,1,0,3,1,3,,"25.248946,55.302215",Al Karama,4B Street,202,-,1,i4009,i4,2014-05-03,17:16:00,,318,487
106,False,1130,3,33,0,2,0,0,2,2,1,0,3,2,3,,"25.249451,55.302365",Al Karama,4A Street,Alamani 47,-,1,i4009,i4,2014-05-03,20:12:00,,318,487
107,False,1131,3,26,0,2,0,0,2,2,1,0,3,10,3,,"25.247898,55.303223",karama 1,-,-,-,1,i4011,i4,2014-05-03,17:49:00,,318,489
108,False,1132,3,26,1,2,0,1,2,2,1,0,3,10,3,,"25.247782,55.303137",karama 1,-,-,-,1,i4011,i4,2014-05-03,18:05:00,,318,489
109,False,1134,3,33,0,2,0,0,2,2,0,0,3,4,3,,"25.247316,55.302880",karama,-,-,-,1,i4011,i4,2014-05-03,18:49:00,,318,489
110,False,1135,3,33,1,2,0,1,2,2,1,0,3,10,3,,"25.246579,55.302644",karama,-,-,-,1,i4011,i4,2014-05-03,20:08:00,,318,489
111,False,1136,3,33,2,2,0,2,2,2,0,0,3,10,3,,"25.247374,55.302923",karama,-,-,-,1,i4011,i4,2014-05-03,20:19:00,,318,489
112,False,1137,3,33,1,2,0,1,2,2,0,0,3,10,3,,"25.246423,55.302386",Karama,-,-,-,1,i4011,i4,2014-05-03,20:31:00,,318,489
113,False,1139,4,80,0,8,0,0,8,2,0,0,1,1,3,,"25.245239,55.299811",al karama,-,-,-,1,i4008,i4,2014-05-03,16:22:00,,318,490
114,False,1141,4,80,0,9,0,0,9,2,1,0,1,2,3,,"25.242454,55.298299",al karama,-,-,-,1,i4008,i4,2014-05-03,18:35:00,,318,493
115,False,1142,3,26,1,3,0,1,3,1,2,0,2,4,3,,"25.248733,55.301507",Al Karma,-,Star building,,1,i4005,i4,2014-05-03,18:58:00,,318,487
116,False,1143,2,26,1,3,0,1,3,1,1,0,2,4,3,,"25.248228,55.301571",Al Karama,-,Star Building,-,1,i4005,i4,2014-05-03,19:25:00,,318,487
117,False,1144,3,33,1,2,0,1,2,1,1,0,2,3,3,,"25.248655,55.301743",Al Karma,-,Al Amani,-,1,i4005,i4,2014-05-03,19:51:00,,318,487
118,False,1145,3,33,0,1,0,0,1,2,1,0,2,6,3,,"25.248170,55.301464",Al Karma,-,Al Amani,-,1,i4005,i4,2014-05-03,20:13:00,,318,487
119,False,1146,3,26,1,3,0,1,3,2,1,0,3,10,3,,"25.248306,55.301421",Al Karama,-,-,-,1,i4005,i4,2014-05-03,20:29:00,,318,487
120,False,1147,3,33,0,2,0,0,2,2,1,0,3,5,3,,"25.248257,55.301410",Al Karama,Sheikh Khalifa Bin Zayed Road,Al Amani,Burjuman,1,i4018,i4,2014-05-03,18:52:00,,318,487
121,False,1148,3,26,1,3,0,1,3,2,1,0,3,3,3,,"25.248257,55.301410",Al Karama,-,-,-,1,i4018,i4,2014-05-03,19:26:00,,318,487
122,False,1149,3,33,0,4,0,0,4,2,1,0,3,7,3,,"25.247481,55.301056",Al Karama,Sheikh Khalifa Bin Zayed Road,Al Amani,Burjuman,1,i4018,i4,2014-05-03,19:45:00,,318,487
123,False,1151,3,26,0,3,0,0,3,2,2,0,3,5,3,,"25.247481,55.301056",Al Karama,Sheikh Khalifa Bin Zayed Road,Star Building,Burjuman,1,i4018,i4,2014-05-03,20:49:00,,318,487
124,False,1154,2,1,0,3,0,0,3,2,2,0,3,6,1,,"25.204990,55.250920",Jumeirah 2,26A,-,-,1,i4014,i4,2014-05-05,17:42:00,,342,605
125,False,1155,1,2,0,3,0,0,3,1,4,0,3,10,1,,"25.203699,55.248828",Jumeria 2,22 A Street,31,-,1,i4004,i4,2014-05-05,18:08:00,,342,605
126,False,1156,1,2,0,3,0,0,3,2,1,0,3,10,1,,"25.204048,55.249043",Jumeira 2,22 A Street,29,-,1,i4004,i4,2014-05-05,18:37:00,,342,605
127,False,1157,1,2,0,3,0,0,3,1,2,0,2,10,1,,"25.206184,55.249815",Jumeira 2,5 B street,28,-,1,i4004,i4,2014-05-05,19:47:00,,342,605
128,False,1158,1,2,0,3,0,0,3,2,3,0,2,10,1,,"25.206514,55.250094",Jumeira 2,5 B Street,29,-,1,i4004,i4,2014-05-05,20:04:00,,342,605
129,False,1159,1,1,0,4,0,0,4,2,2,0,2,7,1,,"25.207038,55.251274",Jumeirah 2,22A Street,54,-,1,i4009,i4,2014-05-05,17:20:00,,342,605
130,False,1161,1,1,1,4,0,1,4,2,2,0,2,6,1,,"25.206747,55.251124",Jumeirah 2,22A,50B,-,1,i4009,i4,2014-05-05,18:18:00,,342,605
131,False,1162,1,1,2,2,0,2,2,2,2,1,3,6,1,,"25.206708,55.251038",Jumeirah 2,22A Street,50A,-,1,i4009,i4,2014-05-05,18:37:00,,342,605
132,False,1163,1,1,0,5,0,0,5,2,2,0,3,6,1,,"25.206669,55.251102",Jumeirah 2,22A,44B,-,1,i4009,i4,2014-05-05,19:12:00,,342,605
133,False,1164,1,1,1,2,0,1,2,2,1,1,3,6,1,,"25.206436,55.250952",Jmeirah,22A Dtreet,46B,-,1,i4009,i4,2014-05-05,19:52:00,,342,605
134,False,1165,2,1,0,2,0,0,2,2,1,0,2,8,1,,"25.182535,55.238206",al safa ,-,-,-,1,i4001,i4,2014-05-05,18:25:00,,353,667
135,False,1166,2,1,0,3,0,0,3,2,2,0,2,7,1,,"25.179428,55.235889",al safa,-,-,-,1,i4001,i4,2014-05-05,19:53:00,,353,667
136,False,1167,2,1,0,3,0,0,3,2,2,0,2,7,1,,"25.180224,55.238829",al safa,-,-,-,1,i4001,i4,2014-05-05,20:15:00,,353,667
137,False,1168,2,1,1,5,0,1,5,2,4,0,2,7,1,,"25.179389,55.236275",AL SAFA ,-,-,-,1,i4001,i4,2014-05-05,20:43:00,,353,667
138,False,1169,2,1,0,4,0,0,4,2,2,0,1,7,1,,"25.182399,55.239580",Al Safa 1,6c ,-,-,1,i4003,i4,2014-05-05,17:34:00,,353,667
139,False,1170,2,1,0,4,0,0,4,2,2,0,2,7,1,,"25.178088,55.236769",Al Safa 1,6C,-,-,1,i4003,i4,2014-05-05,18:27:00,,353,667
140,False,1172,1,1,0,3,0,0,3,2,2,0,2,7,1,,"25.179544,55.236361",Al Safa 1,4a,-,-,1,i4003,i4,2014-05-05,20:46:00,,353,667
141,False,1173,2,1,0,4,0,0,4,2,2,0,2,6,4,,"25.182981,55.238485",al safa 1,-,-,-,1,i4006,i4,2014-05-05,19:12:00,,353,667
142,False,1175,1,1,0,3,0,0,3,2,2,0,2,6,4,,"25.182166,55.240095",Al safa 1,-,-,-,1,i4007,i4,2014-05-05,18:23:00,,353,667
143,False,1176,2,1,0,2,0,0,2,2,2,0,2,6,4,,"25.180534,55.238485",AL safa 1,-,-,-,1,i4007,i4,2014-05-05,19:25:00,,353,667
144,False,1177,2,1,0,2,0,0,2,2,2,0,2,3,4,,"25.177816,55.237048",Al Safa,-,-,-,1,i4010,i4,2014-05-05,18:25:00,,353,667
145,False,1179,2,1,0,4,0,0,4,2,2,0,2,3,4,,"25.181564,55.239794",Al Safa,-,-,-,1,i4010,i4,2014-05-05,19:52:00,,353,667
146,False,1181,2,1,0,3,0,0,3,2,2,0,2,7,4,,"25.180942,55.239258",Al Safa 1,6C,-,-,1,i4021,i4,2014-05-05,17:59:00,,353,667
147,False,1182,2,1,0,3,0,0,2,2,2,0,2,7,4,,"25.180301,55.238807",Al Safa 1,6C,-,-,1,i4021,i4,2014-05-05,18:43:00,,353,667
148,False,1184,1,1,0,2,0,0,2,1,1,0,2,10,4,,"25.182185,55.238314",al safa 1,-,-,-,1,i4002,i4,2014-05-05,20:40:00,,353,667
149,False,1186,1,1,0,5,0,0,5,1,6,0,1,9,1,,"25.170223,55.224752",Umm Suqeim 1,-,-,-,1,i4011,i4,2014-05-05,18:26:00,,356,626
150,False,1188,1,1,0,5,0,0,5,1,2,0,3,10,1,,"25.169485,55.224205",umm squeim 1,-,-,-,1,i4011,i4,2014-05-05,19:51:00,,356,626
151,False,1189,1,1,1,5,0,1,5,2,5,2,2,10,1,,"25.166620,55.223991",Umm Sequiem,Al Wasl Road,-,-,1,i4016,i4,2014-05-05,19:22:00,,356,626
152,False,1190,2,1,0,4,0,0,4,2,2,0,2,10,1,,"25.166688,55.223894",Umm Seqeuim,Al Wasl,-,-,1,i4016,i4,2014-05-05,19:46:00,,356,626
153,False,1191,2,1,1,2,0,1,2,2,2,0,2,10,1,,"25.167047,55.223765",Umm Suqeuim,Al Wasl Road,-,-,1,i4016,i4,2014-05-05,20:13:00,,356,626
154,False,1192,2,1,0,2,0,0,2,2,2,0,2,10,1,,"25.169504,55.224710",Umm Suqeium,Al Wasl Road,-,-,1,i4016,i4,2014-05-05,20:25:00,,356,626
155,False,1193,1,1,0,1,0,0,1,2,3,0,3,10,1,,"25.206087,55.251800",Jumeirah 2,26A,Villa 6,,1,i4017,i4,2014-05-05,19:05:00,,342,605
156,False,1194,1,1,0,3,0,0,3,1,2,0,2,7,1,,"25.204999,55.250974",Jumeirah 2,26A,Villa 14,-,1,i4017,i4,2014-05-05,19:18:00,,342,605
157,False,1195,1,3,0,4,0,0,4,1,2,1,3,5,1,,"25.169795,55.225439",Umm Sequim,-,-,-,1,i4005,i4,2014-05-05,19:01:00,,356,626
158,False,1196,1,3,0,4,0,0,4,1,4,0,3,5,1,,"25.164717,55.232123",Umm Seqeim,-,-,-,1,i4005,i4,2014-05-05,19:37:00,,357,678
