household_id,has_labourer,household_id,hh_floors,hh_units,hh_under6yr,hh_over6yr,hh_maids,hh_under6yr_present,hh_over6yr_present,hh_tenure,hh_veh,hh_bikes,ptdist,hhincome,hhproptype,hhproptype_other,geocode,community,road,building,poi,emirate,interviewer_id,interviewer_company,interview_date,interview_time,interviewer_company_name,interviewer_company_num,home_zone_id
2778,False,4889,12,75,1,2,0,1,2,3,2,0,2,4,3,,"25.096773,55.179820	",al thanyah1/ 383,hessa street,green view building 1,,1,ttf-b-20,tf,2014-05-28,00:38:00,,383,1377
2779,False,4890,12,75,0,1,0,0,1,3,1,0,2,5,3,,"25.096773,55.179820",al thanyah1 /383,hessa street,green view building 1,,1,ttf-b-20,tf,2014-05-28,00:51:00,,383,1377
2780,False,4891,12,75,0,2,0,0,2,3,1,0,2,3,3,,"25.096773,55.179820",al thanyah1/ 383,hessa street,green view building,,1,ttf-b-20,tf,2014-05-28,01:00:00,,383,1377
2781,False,4892,12,75,0,2,0,0,2,2,2,0,2,4,3,,"25.096773,55.179820",l thanyh1/ 383,hessa street,green view building 1,,1,ttf-b-20,tf,2014-05-28,07:51:00,,383,1377
2782,False,4893,11,85,0,3,0,0,3,2,1,0,2,4,3,,"25.096054,55.179241",al thanyah1/ 383,hessa street,green view building 2,,1,ttf-b-20,tf,2014-05-28,08:18:00,,383,1377
2783,False,4895,12,94,0,2,0,0,2,2,1,0,2,4,3,,"25.098609,55.179176",Al Thaniya First,Al Hessa Street,Al Mir Tower,,1,TTF-E-36,tf,2014-05-28,20:49:00,,383,1377
2784,False,4896,12,94,0,3,0,0,3,2,2,0,2,4,3,,"25.098638,55.179155",Al Thaniya First,Al Hessa Street,Mir Tower,,1,TTF-E-36,tf,2014-05-28,21:46:00,,383,1377
2785,False,4897,12,94,0,1,0,0,1,2,1,0,2,3,3,,"25.098590,55.179198",Al Taniyah First,Al Hessa Street,,,1,TTF-E-36,tf,2014-05-28,22:13:00,,383,1377
2786,False,4898,12,94,0,5,0,0,5,2,5,2,2,7,3,,"25.098638,55.179176",Al Thaniya First,Al Hessa Street,Mir Tower,,1,TTF-E-36,tf,2014-05-28,23:57:00,,383,1377
2787,False,4899,12,94,0,2,0,0,2,2,1,0,2,4,3,,"25.098648,55.179187",Al Thaniya First,Al Hessa Street,Mir Tower,,1,TTF-E-36,tf,2014-05-28,00:27:00,,383,1377
2788,False,4900,12,94,0,2,0,0,2,2,1,0,2,4,3,,"25.098628,55.179166",Al Thaniyah First,Al Hessa STreet,Mir Tower,,1,TTF-E-36,tf,2014-05-28,00:46:00,,383,1377
2789,False,4901,12,94,0,1,0,0,1,2,0,0,2,2,3,,"25.098619,55.179155",Al Thaniyah First,Al Hessa Street,Mir Tower,,1,TTF-E-36,tf,2014-05-28,00:59:00,,383,1377
2790,False,4902,12,94,0,2,0,0,2,2,0,0,2,3,3,,"25.098628,55.179166",Al Thaniyah First,Al Hessa Street,Mir Tower,,1,TTF-E-36,tf,2014-05-28,01:08:00,,383,1377
2791,False,4904,13,82,0,3,0,0,3,2,2,0,1,5,3,,"25.097997,55.180335",al thanayh 1 / 383,-,-,-,1,TTF-B-03,tf,2014-05-28,18:06:00,,383,1377
2792,False,4905,13,82,0,5,0,0,5,2,2,0,1,7,3,,"25.097997,55.180335",al thanayah 1 / 383,-,al sarayar bldg,-,1,TTF-B-03,tf,2014-05-28,18:25:00,,383,1377
2793,False,4906,13,82,0,5,0,0,5,2,1,0,1,6,3,,"25.097997,55.180335",al thanyah 1 / 383,-,al sarayar bldg,-,1,TTF-B-03,tf,2014-05-28,19:15:00,,383,1377
2794,False,4907,13,82,0,5,0,0,5,2,2,0,1,6,3,,"25.097997,55.180335",al thanya 1 / 383,-,al saraya bldg,-,1,TTF-B-03,tf,2014-05-28,19:28:00,,383,1377
2795,False,4909,12,94,1,2,0,1,2,2,1,0,3,5,3,,"25.098211,55.179659",383/al thanyah 1,,,,1,TTF-D-17,tf,2014-05-28,18:21:00,,383,1377
2796,False,4910,12,94,0,2,0,0,2,2,1,0,3,7,3,,"25.098211,55.179659",383/al thanyah 1,,,,1,TTF-D-17,tf,2014-05-28,18:40:00,,383,1377
2797,False,4911,12,94,1,3,0,1,3,2,2,0,3,10,3,,"25.098152,55.179584",383/al thanyah 1,,,,1,TTF-D-17,tf,2014-05-28,18:57:00,,383,1377
2798,False,4912,12,94,0,4,0,0,4,2,2,0,3,5,3,,"25.098143,55.179734",383/al thanyah 1,,,,1,TTF-D-17,tf,2014-05-28,19:17:00,,383,1377
2799,False,4913,12,94,0,2,0,0,2,2,2,0,1,5,3,,"25.098191,55.179648",383/al thanyah 1,,,,1,TTF-D-17,tf,2014-05-28,19:39:00,,383,1377
2800,False,4914,12,94,0,1,0,0,1,2,1,0,3,7,3,,"25.098191,55.179648",383/al thanyah 1,,,,1,TTF-D-17,tf,2014-05-28,19:53:00,,383,1377
2801,False,4915,12,94,0,3,0,0,3,2,1,0,3,6,3,,"25.098191,55.179648",383/al thanyah 1,,,,1,TTF-D-17,tf,2014-05-28,20:09:00,,383,1377
2802,False,4916,12,94,0,5,0,0,5,2,2,0,3,5,3,,"25.098191,55.179648",383/al thanyah 1,,,,1,TTF-D-17,tf,2014-05-28,20:22:00,,383,1377
2803,False,4928,13,82,0,4,0,0,4,2,1,0,1,7,3,,"25.096510,55.180517",AL THANYA - 383,,,,1,TTF-B-02,tf,2014-05-28,21:32:00,,383,1377
2804,False,4930,13,82,0,1,0,0,1,2,1,0,1,6,3,,"25.096705,55.180442",AL THANYA - 383,,,,1,TTF-B-02,tf,2014-05-28,09:06:00,,383,1377
2805,False,4931,13,82,0,4,0,0,4,2,1,0,1,6,3,,"25.096909,55.180936",AL THANYA - 383,,,,1,TTF-B-02,tf,2014-05-28,09:46:00,,383,1377
2806,False,4932,13,82,0,1,0,0,1,3,1,0,1,5,3,,"25.096831,55.180721",AL THANYA - 383,,,,1,TTF-B-02,tf,2014-05-28,09:35:00,,383,1377
2807,False,4934,3,50,0,4,0,0,4,2,0,1,1,7,3,,"25.236564,55.277549",322,,,,1,TTF-C-27,tf,2014-05-28,07:08:00,,322,528
2808,False,4935,1,3,1,4,0,1,4,2,2,0,3,2,1,,"25.239853,55.275854",Al hudaiba,-,-,-,1,Ttf-C-31,tf,2014-05-28,19:46:00,,322,525
2809,False,4936,1,3,0,4,0,0,4,2,0,0,3,2,1,,"25.239688,55.276294",Al Hudaiba,-,-,-,1,Ttf-C-31,tf,2014-05-28,02:25:00,,322,525
2810,False,4937,1,4,0,5,0,0,5,2,2,0,3,4,1,,"25.239688,55.276294",Al hudaiba,-,-,-,1,Ttf-C-31,tf,2014-05-28,02:48:00,,322,525
2811,False,4938,1,6,0,5,0,0,5,2,2,0,3,2,1,,"25.239630,55.276530",Al hudaiba,-,-,-,1,Ttf-C-31,tf,2014-05-28,18:33:00,,322,525
2812,False,4940,1,0,0,7,0,0,7,1,1,0,4,2,1,,"25.091876,55.195291",375 al barsha 3,umm sequim,-,al barsha park,1,TTF-B-28,tf,2014-05-28,23:55:00,,375,807
2813,False,4944,1,1,0,6,3,0,6,1,5,0,3,10,1,,"25.097589,55.192008",275,-,-,-,1,ttf-b-28,tf,2014-05-28,22:52:00,,375,804
2814,False,4945,1,1,0,5,0,0,5,1,4,0,4,10,1,,"25.097220,55.193328",375,-,-,-,1,ttf-b-28,tf,2014-05-28,23:42:00,,375,804
2815,False,4946,2,6,0,8,0,0,8,1,5,0,2,10,1,,"25.096530,55.207157",376/ Al BArsha 2,45A Street,,MOE,1,TTF-D-16,tf,2014-05-28,18:36:00,,376,809
2816,False,4948,1,0,0,5,0,0,5,1,3,0,1,4,1,,"25.092119,55.199465",375- Al Barsha 3,-,-,Sharaf Dg metro station,1,TTF-D-23,tf,2014-05-28,17:43:00,,375,807
2817,False,4950,1,0,1,4,0,1,4,1,2,0,1,10,1,,"25.092119,55.199465",375- Al Barsha 3,27 a street ,,Sharaf dg metro station,1,TTF-D-23,tf,2014-05-28,19:09:00,,375,807
2818,False,4953,1,0,2,3,2,2,3,1,4,0,3,7,1,,"25.089058,55.192716",al barsha 3/ 375,39 strt,villa 61,bus stop/barsha park,1,TTF-D-22,tf,2014-05-28,00:02:00,,375,807
2819,False,4954,1,1,0,8,0,0,8,3,0,0,4,1,5,,"25.207950,55.536511",283,Emirates road,-,Emirates road	,1,TTF-E-35,tf,2014-05-28,18:57:00,,283,1143
2820,False,4955,1,1,0,7,0,0,7,2,1,0,4,1,1,,"25.208397,55.538764",283,,,Emirates Road,1,TTF-E-34,tf,2014-05-28,18:04:00,,283,1143
2821,False,4956,1,1,0,7,0,0,7,3,1,0,4,2,2,,"25.227150,55.540695",283,E611,,Aleyas,1,TTF-D-18,tf,2014-05-28,20:46:00,,282,1133
2822,False,4967,2,9,0,10,3,0,10,1,8,0,1,10,1,,"25.134679,55.360837","Nad Al Sheba 4, 617",-,-,-,1,TTF-A-24,tf,2014-05-29,18:33:00,,617,870
2823,False,4968,1,1,0,1,2,0,1,1,5,0,9,9,1,,"25.135339,55.358005",617/Nad al sheba 4,-,-,-,1,TTF-A-15,tf,2014-05-29,19:02:00,,617,870
2824,False,4970,6,42,0,4,0,0,4,2,0,0,1,4,3,,"25.257126,55.294125","Al Raffa, 316",13 Street,Al  Musalah Building,Near Al  Khaleej Center,1,TTF-A-08,tf,2014-05-29,14:52:00,,316,448
2825,False,4972,1,0,0,5,2,0,5,1,2,0,3,6,1,,"25.155851,55.345860",Nad Al Sheba 2/615,Dubai- Al Ain,-,,1,TTF-A-14,tf,2014-05-29,17:06:00,,615,850
2826,False,4973,2,14,0,1,0,0,1,2,1,0,3,3,3,,"25.259048,55.287527",316,Khalid Bin Al Walid,Miniraffa,Palm Beach Hotel,1,TTF-E-33,tf,2014-05-29,16:14:00,,316,444
2827,False,4974,2,14,0,1,0,0,1,2,0,0,3,2,3,,"25.259048,55.287527",316,Khalid Bin Al Waleed,Miniraffa,Palm Beach Hotel,1,TTF-E-33,tf,2014-05-29,20:53:00,,316,444
2828,False,4975,2,10,0,1,0,0,1,2,0,0,3,2,3,,"25.255176,55.289383",316,Al Kuwait Road,Select Home,-,1,TTF-E-33,tf,2014-05-29,21:18:00,,316,451
2829,False,4979,2,10,0,7,0,0,7,1,6,0,4,9,1,,"25.157133,55.345087","nad al shibba 2, 613",dubai- al ain road,10,-,1,TTF-A-06,tf,2014-05-29,23:08:00,,615,846
2830,False,4980,2,40,1,2,0,1,2,2,0,0,2,3,3,,"25.160930,55.400620",Al Warsan 1,France R,,,1,TTF-E-36,tf,2014-05-29,17:58:00,,621,27005
2831,False,4981,3,60,0,1,0,0,1,2,1,0,2,2,3,,"25.160415,55.400319",Al Warsan 1,France R,,,1,TTF-E-36,tf,2014-05-29,18:47:00,,621,27005
2832,False,4982,3,60,0,2,0,0,2,2,2,0,2,5,3,,"25.160949,55.400609",Al Warsan 1,France R,,,1,TTF-E-36,tf,2014-05-29,19:16:00,,621,27005
2833,False,4983,3,60,2,2,0,2,2,2,1,0,2,3,3,,"25.160998,55.400641",Al Warsan 1,France R,,,1,TTF-E-36,tf,2014-05-29,19:40:00,,621,27005
2834,False,4986,3,50,0,2,0,0,2,2,1,0,2,3,2,,"25.163717,55.398763",al warsan,manama road,r18,,1,ttf-b-20,tf,2014-05-29,21:48:00,,621,27005
2835,False,4987,3,50,1,3,0,1,3,2,1,0,2,3,3,,"25.163998,55.398817",al warsan1,manama road,r18,,1,ttf-b-20,tf,2014-05-29,22:09:00,,621,27005
2836,False,4988,3,50,0,2,0,0,2,2,1,0,3,4,3,,"25.163833,55.398699",al warsan1,manama road,r18,,1,ttf-b-20,tf,2014-05-29,22:18:00,,621,27005
2837,False,4989,3,50,0,3,0,0,3,2,0,0,3,3,3,,"25.163969,55.398721",al warsan1,manama road,r18,,1,ttf-b-20,tf,2014-05-29,22:24:00,,621,27005
2838,False,4990,2,40,0,1,0,0,1,3,0,0,3,10,3,,"25.162416,55.397412",al warsan,,,,1,TTF-B-02,tf,2014-05-29,17:46:00,,621,27005
2839,False,4991,2,40,0,3,0,0,1,3,0,0,3,4,3,,"25.162377,55.398130",AL WARSAN ,,,,1,TTF-B-02,tf,2014-05-29,18:08:00,,621,27005
2840,False,4992,2,40,1,2,0,1,2,2,1,0,4,5,3,,"25.163173,55.397744",AL WARSAN,,,,1,TTF-B-02,tf,2014-05-29,18:24:00,,621,27005
2841,False,4993,2,40,0,2,0,0,2,2,1,0,3,2,3,,"25.161386,55.398109",AL WARSAN,,,,1,TTF-B-02,tf,2014-05-29,21:41:00,,621,27005
2842,False,4994,2,40,0,3,0,0,3,2,1,0,3,5,3,,"25.185641,55.253420",343,,,,1,TTF-B-02,tf,2014-05-29,21:59:00,,343,39029
2843,False,4995,2,40,0,4,0,0,4,3,0,0,3,3,3,,"25.161911,55.398431",AL WARSAN,=,=,,1,TTF-B-02,tf,2014-05-29,22:11:00,,621,27005
2844,False,4996,2,40,0,2,0,0,2,2,2,0,2,6,3,,"25.160638,55.398753",al warsan 1,manama st,France -R 28,-,1,TTF-B-03,tf,2014-05-29,17:59:00,,621,27005
2845,False,4998,2,40,1,2,0,1,2,2,1,0,2,6,3,,"25.160279,55.398903",al warsan 1,manama st,france-R 28,,1,TTF-B-03,tf,2014-05-29,21:37:00,,621,27005
2846,False,4999,2,40,0,2,0,0,2,2,1,0,4,3,3,,"25.161202,55.400072",621/ al warsan 1 ,,,,1,TTF-D-17,tf,2014-05-29,18:02:00,,621,27005
2847,False,5001,3,60,0,2,0,0,2,2,1,0,4,3,3,,"25.162581,55.400609",362/al warsan 1,,,,1,TTF-D-17,tf,2014-05-29,19:09:00,,621,27005
2848,False,5002,3,60,0,1,0,0,1,2,1,0,4,3,3,,"25.162581,55.400609",262/ al warsan 1,,,,1,TTF-D-17,tf,2014-05-29,19:24:00,,621,27005
2849,False,5003,3,60,0,5,0,0,5,2,0,0,4,4,3,,"25.160376,55.403173",al warsan 1,,,,1,TTF-D-17,tf,2014-05-29,21:11:00,,621,27005
2850,False,5004,1,1,0,5,0,0,5,2,2,0,3,3,1,,"25.246549,55.282184",322,-,-,-,1,TTF-C-01,tf,2014-05-29,21:49:00,,322,523
2851,False,5006,3,60,0,4,0,0,4,2,1,0,2,3,3,,"25.240009,55.277721",322,,,,1,TTF-C-27,tf,2014-05-29,08:12:00,,322,526
2852,False,5007,3,60,0,5,0,0,5,2,4,0,2,6,3,,"25.240038,55.277946",322,,,,1,TTF-C-27,tf,2014-05-29,08:35:00,,322,526
2853,False,5009,1,0,0,2,0,0,2,1,2,0,4,3,1,,"25.089058,55.194819",375 al barsha 3,umm sequim,-,al barsha park,1,TTF-B-28,tf,2014-05-29,00:37:00,,375,807
2854,False,5013,1,1,0,6,0,0,6,1,3,0,3,10,1,,"25.081926,55.208874",375,-,-,-,1,TTF-B-28,tf,2014-05-29,18:44:00,,376,809
2855,False,5014,1,0,1,5,0,1,5,1,2,0,1,5,1,,"25.092109,55.191375",375- Al Barsha 3,37a street,p-,Emirates Identity Authority,1,TTF-D-23,tf,2014-05-29,18:00:00,,375,807
2856,False,5016,1,0,0,3,0,0,3,1,3,0,1,7,1,,"25.092109,55.191375",375- Al Barsha 3,35 a street,-,Emirates Identity Authority,1,TTF-D-23,tf,2014-05-29,19:20:00,,375,807
2857,False,5017,1,0,0,4,0,0,4,1,4,0,1,10,1,,"25.092109,55.191375",375- Al Barsha 3,35 a street,0,Emirates Identity Authority,1,TTF-D-23,tf,2014-05-29,19:44:00,,375,807
2858,False,5018,1,0,0,5,0,0,5,1,5,0,9,6,1,,"25.083928,55.205140",al barsha 3/375,52 strt,villa 21,barsha park,1,TTF-D-22,tf,2014-05-29,00:23:00,,376,809
2859,False,5021,1,0,1,4,0,1,4,2,5,0,9,8,1,,"25.084977,55.208058",al barsha 3/375,31d strt,villa 77,barsha park,1,TTF-D-22,tf,2014-05-29,00:46:00,,376,809
2860,False,5024,2,4,1,2,0,1,2,1,2,0,2,5,1,,"25.082800,55.245008","Al Barsha south 1, 671",-,-,-,1,TTF-A-24,tf,2014-05-31,12:06:00,,671,984
2861,False,5026,2,6,1,4,0,1,4,1,4,0,2,7,1,,"25.083150,55.244579","Al Barsha  South 1,671",-,-,-,1,TTF-A-24,tf,2014-05-31,15:22:00,,671,984
2862,False,5027,1,1,0,4,0,0,4,2,2,0,4,5,3,,"25.084588,55.243292",671/Al Barsha South 1,Al Hissa Street,-,-,1,TTF-A-15,tf,2014-05-31,12:34:00,,671,984
2863,False,5028,2,1,0,9,1,0,9,1,3,0,4,5,1,,"25.082645,55.241489",671/Al Barsha south 1,Al Hessa Street,-,-,1,TTF-A-15,tf,2014-05-31,13:57:00,,671,984
2864,False,5029,1,1,0,5,2,0,5,1,6,0,9,9,1,,"25.070906,55.226984",672/Al Barsha south 2,Al Hessa Street,-,-,1,TTF-A-15,tf,2014-05-31,17:34:00,,672,886
2865,False,5035,1,6,1,2,0,1,2,1,2,0,4,8,1,,"25.088922,55.233293",Al Barsha South 1,Umm Suqeim Street,-,Near Al Barsha Police Station,1,TTF-A-08,tf,2014-05-31,19:26:00,,671,983
2866,False,5036,1,8,0,6,4,0,6,1,6,0,4,9,1,,"25.086473,55.229108","Al Barsha South First,  671",Umm Suqeim Street,-,-,1,TTF-A-08,tf,2014-05-31,19:56:00,,671,983
2867,False,5037,1,16,2,12,5,2,12,1,10,0,4,9,1,,"25.087154,55.227842","Al Barsha South First, 671",Umm Seqeim Street,-,Al Barsha Police Station,1,TTF-A-08,tf,2014-05-31,21:28:00,,671,983
2868,False,5038,1,0,1,4,0,1,4,1,1,0,4,7,1,,"25.087037,55.233936",Al Barsha South 1/671,Hessa Street,-,Close to Aswaaq,1,TTF-A-14,tf,2014-05-31,13:44:00,,671,984
2869,False,5039,1,0,0,5,2,0,5,1,2,0,4,8,1,,"25.088747,55.235996",Al Barshaa South1/671,Hessa Street,-,Close to Aswaaq,1,TTF-A-14,tf,2014-05-31,15:11:00,,671,984
2870,False,5040,1,0,2,6,2,2,6,1,4,0,4,8,1,,"25.090205,55.236833",Al Barsha South 1/671,Hessa,-,Close to Aswaaq,1,TTF-A-14,tf,2014-05-31,18:44:00,,671,984
2871,False,5041,1,0,0,3,1,0,3,1,2,0,4,6,1,,"25.082140,55.233164",Al Barsha South 1/671,Hessa,-,Close to Aswaq,1,TTF-A-14,tf,2014-05-31,19:32:00,,671,984
2872,False,5042,1,1,0,4,0,0,4,1,6,0,4,7,1,,"25.084744,55.241489",671,Al Hassa Street,-,Asmak,1,TTF-E-33,tf,2014-05-31,13:44:00,,671,984
2873,False,5043,1,1,0,4,0,0,4,3,1,0,4,2,4,,"25.083928,55.243120",671,Al Hassa street,mosque building,-,1,TTF-E-33,tf,2014-05-31,15:21:00,,671,984
2874,False,5044,1,1,1,6,2,1,6,2,2,0,4,10,1,,"25.082781,55.240738",671,Hessa Street,Villa 2,Aswak Supermarket,1,TTF-E-33,tf,2014-05-31,17:10:00,,671,984
2875,False,5045,2,1,3,3,2,3,3,2,2,0,4,7,1,,"25.082859,55.240824",671,Hessa Road,-,Asawk Mall,1,TTF-E-33,tf,2014-05-31,19:00:00,,671,984
2876,False,5046,2,1,0,9,0,0,9,1,7,0,4,8,1,,"25.074482,55.233893",672,Hessa Street,-,Miracle Garden,1,TTF-E-33,tf,2014-05-31,20:05:00,,672,886
2877,False,5047,2,1,1,2,0,1,2,2,2,0,4,7,1,,"25.075299,55.229366",672,Hessa Road,-,Miracle Garden,1,TTF-E-33,tf,2014-05-31,21:57:00,,672,886
2878,False,5048,2,1,0,6,0,0,6,2,3,2,3,10,1,,"25.218074,55.370493",al kheeran/ 412,al rebat street,20/3,,1,ttf-b-20,tf,2014-05-31,14:06:00,,412,247
2879,False,5050,2,1,0,5,0,0,5,2,2,3,3,5,1,,"25.219249,55.366062",al kheeran/ 412,rebat street,41791,,1,ttf-b-20,tf,2014-05-31,16:15:00,,412,239
2880,False,5051,10,170,0,3,0,0,3,2,1,0,1,3,3,,"25.165766,55.407668",Al Warsan 1,Central District,Rivera Dreams,,1,TTF-E-36,tf,2014-05-31,15:41:00,,621,27007
2881,False,5052,10,170,0,1,0,0,1,2,1,0,1,4,3,,"25.165775,55.407679",Al Warsan 1,Central District,,,1,TTF-E-36,tf,2014-05-31,16:55:00,,621,27007
2882,False,5053,10,170,1,2,0,1,2,2,1,0,1,3,3,,"25.165775,55.407690",Al Warsan 1,Central District,Rivera Heights,,1,TTF-E-36,tf,2014-05-31,17:11:00,,621,27007
2883,False,5054,10,170,0,3,0,0,3,2,1,0,1,3,3,,"25.165814,55.407668",Al Warsan 1,Central District,Rivera Dream,,1,TTF-E-36,tf,2014-05-31,17:44:00,,621,27007
2884,False,5055,10,170,1,2,0,1,2,2,1,0,1,3,3,,"25.165775,55.407690",Al Warsan 1,Central District,Rivera Dream,,1,TTF-E-36,tf,2014-05-31,18:11:00,,621,27007
2885,False,5056,10,170,1,2,0,1,2,2,1,0,1,3,3,,"25.165775,55.407658",Al Warsan 1,Central District,Rivera Dream,,1,TTF-E-36,tf,2014-05-31,18:29:00,,621,27007
2886,False,5057,10,615,0,6,0,0,6,2,0,0,1,4,3,,"25.165911,55.407561",Al Warsan 1,Central District,Rivera Dream,,1,TTF-E-36,tf,2014-05-31,19:00:00,,621,27007
2887,False,5059,4,64,0,3,0,0,2,2,1,2,2,7,3,,"25.220084,55.367435",AL Kheeran / 412,al rebat st,al badia bldg no 8,al badia golf course,1,TTF-B-03,tf,2014-05-31,16:24:00,,412,239
2888,False,5060,4,64,1,3,0,1,3,2,1,0,2,7,3,,"25.220084,55.367435",al kheeran / 412,al rebat st,al badia bldg 8,al badia golf course,1,TTF-B-03,tf,2014-05-31,16:30:00,,412,239
2889,False,5061,4,64,0,2,0,0,2,2,1,0,2,7,3,,"25.220084,55.367435",al kheeran / 412,al rebat st,al badia bldg 8,al badia golf course,1,TTF-B-03,tf,2014-05-31,16:40:00,,412,239
2890,False,5062,4,64,0,4,0,0,4,2,1,0,2,7,3,,"25.220084,55.367435",al kheeran / 412,al rebat st,8,al badia golf course,1,TTF-B-03,tf,2014-05-31,16:46:00,,412,239
2891,False,5064,2,0,0,5,0,0,5,2,4,2,2,8,3,,"25.220084,55.367435",al kheeran / 412,al rebat st,41763,al badia golf course,1,TTF-B-03,tf,2014-05-31,17:09:00,,412,239
2892,False,5065,10,170,0,2,0,0,2,2,1,0,1,5,3,,"25.166203,55.407561",621/ al warsan 1,,,,1,TTF-D-17,tf,2014-05-31,15:41:00,,621,27007
2893,False,5066,10,170,0,3,0,0,3,2,1,0,1,7,3,,"25.166203,55.407561",621/ alwarsan 1,,,,1,TTF-D-17,tf,2014-05-31,13:19:00,,621,27007
2894,False,5067,10,170,1,2,0,1,2,2,1,0,1,10,3,,"25.166203,55.407561",621/ al warsan 1,,,,1,TTF-D-17,tf,2014-05-31,14:07:00,,621,27007
2895,False,5068,10,170,0,2,0,0,2,2,1,0,1,5,3,,"25.166203,55.407561",621/ al warsan 1,,,,1,TTF-D-17,tf,2014-05-31,14:31:00,,621,27007
2896,False,5081,3,48,0,4,0,0,4,2,1,0,3,6,3,,"25.220346,55.364646",213,-,-,-,1,i436,i4,2014-05-31,16:22:00,,412,239
2897,False,5082,3,48,0,4,0,0,4,2,2,2,3,6,3,,"25.220375,55.364624",412,,,,1,i436,i4,2014-05-31,17:43:00,,412,239
2898,False,5084,3,48,0,8,0,0,8,2,1,5,3,8,3,,"25.220482,55.364367",412,,,,1,i436,i4,2014-05-31,19:46:00,,412,239
2899,False,5085,32,70,0,3,0,0,3,2,1,0,2,2,3,,"25.131842,55.387788",626,-,-,-,1,TTF-C-01,tf,2014-05-31,11:46:00,,626,1415
2900,False,5086,8,90,0,6,0,0,6,2,0,0,3,2,3,,"25.133630,55.385985",-,-,-,-,1,TTF-C-01,tf,2014-05-31,23:26:00,,626,1415
2901,False,5087,20,50,0,8,0,0,8,2,0,0,3,2,3,,"25.131143,55.386543",-,-,-,-,1,TTF-C-01,tf,2014-05-31,23:38:00,,626,1415
2902,False,5088,10,24,0,7,0,0,7,2,0,0,3,1,3,,"25.132192,55.384440","Latitude=25.132192, Longitude=55.384440",-,-,-,1,TTF-C-01,tf,2014-05-31,23:52:00,,626,1415
2903,False,5092,7,70,3,2,0,3,2,2,1,0,3,3,3,,"25.110122,55.382466",626,,,,1,TTF-C-27,tf,2014-05-31,06:04:00,,626,1030
2904,False,5094,7,70,1,2,1,1,2,2,1,0,3,3,3,,"25.110802,55.383174",262,,,,1,TTF-C-27,tf,2014-05-31,06:44:00,,626,1030
2905,False,5095,32,300,0,2,0,0,2,2,1,0,9,2,3,,"25.118185,55.387208",silicon ousais,-,-,-,1,Ttf-C-31,tf,2014-05-31,11:49:00,,626,1030
2906,False,5096,32,300,2,4,0,2,4,2,1,0,9,5,3,,"25.118224,55.387595",silicon oasais,-,-,-,1,Ttf-C-31,tf,2014-05-31,19:34:00,,626,1030
2907,False,5097,32,300,0,8,0,0,8,2,1,0,9,1,3,,"25.118437,55.386844",626,-,-,-,1,Ttf-C-31,tf,2014-05-31,21:22:00,,626,1030
2908,False,5099,32,300,0,6,0,0,6,2,0,0,9,1,3,,"25.118437,55.386844",626,-,-,-,1,Ttf-C-31,tf,2014-05-31,22:06:00,,626,1030
2909,False,5110,3,15,0,3,0,0,3,2,0,0,3,2,3,,"25.258989,55.299017",al humriya/313,musallah rd,-,fahidi ms,1,TTF-D-22,tf,2014-05-31,01:31:00,,313,459
2910,False,5111,3,15,0,2,0,0,2,2,0,0,3,2,3,,"25.258989,55.299017",al humriya/313,al musallah rd,-,fahidi ms,1,TTF-D-22,tf,2014-05-31,01:35:00,,313,459
2911,False,5112,3,15,0,1,0,0,1,2,1,0,3,3,3,,"25.258989,55.299017",al humriya/313,musallah rd,-,fahidi ms,1,TTF-D-22,tf,2014-05-31,01:38:00,,313,459
2912,False,5113,3,15,0,4,0,0,4,2,0,0,3,4,3,,"25.258989,55.299017",al humriya/313,musallah rd,-,fahidi ms,1,TTF-D-22,tf,2014-05-31,01:42:00,,313,459
2913,False,5118,3,6,1,3,0,1,2,2,0,0,3,4,3,,"25.258854,55.299028",al humriya/313,musallah rd,-,fahidi ms,1,TTF-D-22,tf,2014-05-31,03:04:00,,313,459
2914,False,5119,3,45,0,1,0,0,1,2,0,0,1,1,3,,"25.161444,55.419867",621/ Al Warsan 1,Manama street D67,I11,International City,1,TTF-E-35,tf,2014-05-31,14:58:00,,621,27007
2915,False,5120,3,48,0,1,0,0,1,2,0,0,1,2,3,,"25.161658,55.419009",621/ Al Warsan 1,Manama road,I11,International City,1,TTF-E-35,tf,2014-05-31,15:59:00,,621,27007
2916,False,5121,3,48,0,1,0,0,1,2,1,0,1,2,3,,"25.161658,55.419009",621/ Al Warsan 1,Manama road,I11,International City,1,TTF-E-35,tf,2014-05-31,20:13:00,,621,27007
2917,False,5122,3,48,0,1,0,0,1,2,0,0,1,1,3,,"25.161658,55.419009",621/ Al Warsan 1,Manama,G01,International City,1,TTF-E-35,tf,2014-05-31,20:44:00,,621,27007
2918,False,5123,3,48,0,5,0,0,5,2,1,0,1,3,3,,"25.161658,55.419009",621/ Al Warsan 1,Manama,G01,International City,1,TTF-E-35,tf,2014-05-31,21:05:00,,621,27007
2919,False,5124,3,48,0,1,0,0,1,2,1,0,1,1,3,,"25.161658,55.419009",621/ Al Warsan 1,Manama,G01,International City,1,TTF-E-35,tf,2014-05-31,21:43:00,,621,27007
2920,False,5125,3,48,0,2,0,0,2,2,0,0,1,2,3,,"25.161658,55.419009",621/ Al Warsan 1,Manama,G01,International City,1,TTF-E-35,tf,2014-05-31,22:12:00,,621,27007
