vehicle_id,has_labourer,household_id,vehicle_num,vehtype,vehtype_other,veh_ownership,veh_ownership_other,interviewer_id,interviewer_company,interview_date,interview_time
881,False,1581,3,1,,1,,i4014,i4,2014-05-17,20:05:00
882,False,1582,1,1,,1,,i4007,i4,2014-05-17,17:17:00
883,False,1582,2,1,,2,,i4007,i4,2014-05-17,17:17:00
884,False,1583,1,1,,1,,i4007,i4,2014-05-17,18:14:00
885,False,1584,1,1,,1,,i4007,i4,2014-05-17,18:39:00
886,False,1584,2,1,,2,,i4007,i4,2014-05-17,18:40:00
887,False,1585,1,1,,1,,i4007,i4,2014-05-17,19:51:00
888,False,1586,1,1,,1,,i4007,i4,2014-05-17,20:53:00
889,False,1587,1,1,,1,,i4018,i4,2014-05-17,18:26:00
890,False,1588,1,1,,1,,i4018,i4,2014-05-17,18:43:00
891,False,1589,1,1,,1,,i4018,i4,2014-05-17,18:53:00
892,False,1589,2,1,,1,,i4018,i4,2014-05-17,18:53:00
893,False,1590,1,1,,1,,i4018,i4,2014-05-17,19:06:00
894,False,1590,2,1,,1,,i4018,i4,2014-05-17,19:06:00
895,False,1591,1,1,,1,,i4018,i4,2014-05-17,19:22:00
896,False,1592,1,1,,2,,i4018,i4,2014-05-17,23:17:00
897,False,1593,1,1,,1,,i4018,i4,2014-05-17,23:26:00
898,False,1593,2,1,,1,,i4018,i4,2014-05-17,23:26:00
899,False,1594,1,1,,1,,i4021,i4,2014-05-17,17:45:00
900,False,1595,1,1,,1,,i4021,i4,2014-05-17,18:35:00
901,False,1596,1,1,,1,,i4021,i4,2014-05-17,20:27:00
902,False,1597,1,1,,1,,i4015,i4,2014-05-17,18:43:00
903,False,1597,2,1,,1,,i4015,i4,2014-05-17,18:43:00
904,False,1597,3,1,,1,,i4015,i4,2014-05-17,18:43:00
905,False,1598,1,1,,1,,i4015,i4,2014-05-17,19:05:00
906,False,1598,2,1,,1,,i4015,i4,2014-05-17,19:05:00
907,False,1598,3,1,,1,,i4015,i4,2014-05-17,19:05:00
908,False,1600,1,1,,1,,i4015,i4,2014-05-17,22:07:00
909,False,1600,2,1,,1,,i4015,i4,2014-05-17,22:07:00
910,False,1601,1,1,,1,,i4015,i4,2014-05-17,22:31:00
911,False,1602,1,1,,1,,i4015,i4,2014-05-17,22:51:00
912,False,1603,1,1,,1,,i4015,i4,2014-05-17,23:04:00
913,False,1604,1,1,,1,,I4005,i4,2014-05-17,17:12:00
914,False,1604,2,1,,1,,I4005,i4,2014-05-17,17:12:00
915,False,1605,1,1,,1,,I4005,i4,2014-05-17,17:46:00
916,False,1605,2,1,,1,,I4005,i4,2014-05-17,17:46:00
917,False,1607,1,1,,1,,i4016,i4,2014-05-17,23:06:00
918,False,1607,2,1,,2,,i4016,i4,2014-05-17,23:06:00
919,False,1608,1,1,,1,,i4016,i4,2014-05-17,23:20:00
920,False,1608,2,1,,1,,i4016,i4,2014-05-17,23:20:00
921,False,1608,3,1,,1,,i4016,i4,2014-05-17,23:20:00
922,False,1608,4,1,,1,,i4016,i4,2014-05-17,23:20:00
923,False,1609,1,1,,1,,i4003,i4,2014-05-19,20:40:00
924,False,1609,2,1,,1,,i4003,i4,2014-05-19,20:40:00
925,False,1610,1,1,,1,,i4003,i4,2014-05-19,21:06:00
926,False,1610,2,1,,1,,i4003,i4,2014-05-19,21:07:00
927,False,1611,1,1,,1,,i4003,i4,2014-05-19,21:24:00
928,False,1611,2,1,,1,,i4003,i4,2014-05-19,21:24:00
929,False,1612,1,1,,1,,i4003,i4,2014-05-19,21:36:00
930,False,1614,1,1,,1,,i4004,i4,2014-05-19,19:01:00
931,False,1614,2,1,,1,,i4004,i4,2014-05-19,19:07:00
932,False,1615,1,1,,1,,i4004,i4,2014-05-19,19:20:00
933,False,1615,2,1,,1,,i4004,i4,2014-05-19,19:20:00
934,False,1616,1,1,,1,,i4004,i4,2014-05-19,21:13:00
935,False,1616,2,1,,1,,i4004,i4,2014-05-19,21:14:00
936,False,1617,1,1,,1,,i4001,i4,2014-05-19,19:13:00
937,False,1619,1,1,,1,,i4001,i4,2014-05-19,20:14:00
938,False,1621,1,1,,1,,i4002,i4,2014-05-19,20:52:00
939,False,1621,2,1,,1,,i4002,i4,2014-05-19,20:52:00
940,False,1622,1,1,,1,,i4002,i4,2014-05-19,21:05:00
941,False,1624,1,1,,1,,i4008,i4,2014-05-19,19:08:00
942,False,1625,1,1,,1,,i4008,i4,2014-05-19,19:42:00
943,False,1626,1,1,,1,,i4008,i4,2014-05-19,19:52:00
944,False,1627,1,1,,1,,i4021,i4,2014-05-19,19:19:00
945,False,1627,2,1,,3,,i4021,i4,2014-05-19,19:19:00
946,False,1628,1,1,,1,,i4021,i4,2014-05-19,20:14:00
947,False,1628,2,1,,1,,i4021,i4,2014-05-19,20:15:00
948,False,1629,1,1,,1,,i4021,i4,2014-05-19,20:42:00
949,False,1630,1,1,,1,,i4014,i4,2014-05-19,18:59:00
950,False,1634,1,1,,1,,i4014,i4,2014-05-19,20:43:00
951,False,1635,1,1,,1,,i4014,i4,2014-05-19,21:00:00
952,False,1637,1,1,,1,,i4007,i4,2014-05-19,19:27:00
953,False,1637,2,1,,1,,i4007,i4,2014-05-19,19:28:00
954,False,1639,1,1,,1,,i4007,i4,2014-05-19,20:34:00
955,False,1639,2,1,,2,,i4007,i4,2014-05-19,20:34:00
956,False,1640,1,1,,1,,i4010,i4,2014-05-19,20:48:00
957,False,1641,1,1,,1,,i4010,i4,2014-05-19,20:54:00
958,False,1641,2,1,,1,,i4010,i4,2014-05-19,20:54:00
959,False,1642,1,1,,1,,i4012,i4,2014-05-19,20:28:00
960,False,1643,1,1,,1,,i4012,i4,2014-05-19,20:43:00
961,False,1643,2,1,,1,,i4012,i4,2014-05-19,20:43:00
962,False,1643,3,1,,1,,i4012,i4,2014-05-19,20:43:00
963,False,1644,1,1,,1,,i4012,i4,2014-05-19,21:05:00
964,False,1645,1,1,,1,,i4018,i4,2014-05-19,17:53:00
965,False,1645,2,1,,1,,i4018,i4,2014-05-19,17:53:00
966,False,1646,1,1,,1,,i4018,i4,2014-05-19,18:17:00
967,False,1647,1,1,,1,,i4018,i4,2014-05-19,18:54:00
968,False,1648,1,1,,1,,i4018,i4,2014-05-19,19:29:00
969,False,1650,1,1,,1,,i4018,i4,2014-05-19,20:15:00
970,False,1651,1,1,,1,,i4018,i4,2014-05-19,20:42:00
971,False,1651,2,1,,1,,i4018,i4,2014-05-19,20:42:00
972,False,1651,3,1,,1,,i4018,i4,2014-05-19,20:42:00
973,False,1653,1,1,,2,,i4015,i4,2014-05-19,20:28:00
974,False,1654,1,1,,1,,i4015,i4,2014-05-19,20:38:00
975,False,1654,2,1,,1,,i4015,i4,2014-05-19,20:38:00
976,False,1656,1,1,,1,,i4015,i4,2014-05-19,21:09:00
977,False,1656,2,1,,1,,i4015,i4,2014-05-19,21:09:00
978,False,1657,1,1,,1,,i4015,i4,2014-05-19,21:20:00
979,False,1659,1,1,,1,,i4015,i4,2014-05-19,22:37:00
980,False,1659,2,1,,1,,i4015,i4,2014-05-19,22:37:00
981,False,1660,1,1,,1,,i4015,i4,2014-05-19,22:53:00
982,False,1661,1,1,,1,,i4015,i4,2014-05-19,23:09:00
983,False,1662,1,1,,1,,i4015,i4,2014-05-19,23:22:00
984,False,1665,1,1,,3,,i4016,i4,2014-05-19,21:23:00
985,False,1665,2,1,,3,,i4016,i4,2014-05-19,21:23:00
986,False,1666,1,1,,3,,i4016,i4,2014-05-19,21:42:00
987,False,1666,2,1,,3,,i4016,i4,2014-05-19,21:42:00
988,False,1669,1,1,,1,,i4016,i4,2014-05-19,23:00:00
989,False,1670,1,1,,1,,i4016,i4,2014-05-19,23:43:00
990,False,1671,1,1,,1,,i4016,i4,2014-05-19,23:52:00
991,False,1677,1,1,,1,,i4004,i4,2014-05-20,18:12:00
992,False,1677,2,1,,1,,i4004,i4,2014-05-20,18:12:00
993,False,1678,1,1,,1,,i4004,i4,2014-05-20,19:00:00
994,False,1678,2,1,,1,,i4004,i4,2014-05-20,19:00:00
995,False,1673,1,1,,1,,i4001,i4,2014-05-20,19:09:00
996,False,1673,2,1,,1,,i4001,i4,2014-05-20,19:09:00
997,False,1673,3,1,,1,,i4001,i4,2014-05-20,19:09:00
998,False,1674,1,1,,1,,i4003,i4,2014-05-20,19:59:00
999,False,1674,2,1,,1,,i4003,i4,2014-05-20,19:59:00
1000,False,1675,1,1,,1,,i4003,i4,2014-05-20,20:14:00
1001,False,1675,2,1,,1,,i4003,i4,2014-05-20,20:14:00
1002,False,1676,1,1,,3,,i4003,i4,2014-05-20,20:34:00
1003,False,1677,1,1,,1,,i4004,i4,2014-05-20,18:12:00
1004,False,1677,2,1,,1,,i4004,i4,2014-05-20,18:12:00
1005,False,1678,1,1,,1,,i4004,i4,2014-05-20,19:00:00
1006,False,1678,2,1,,1,,i4004,i4,2014-05-20,19:00:00
1007,False,1725,1,1,,1,,i4023,i4,2014-05-21,02:08:00
1008,False,1725,2,1,,1,,i4023,i4,2014-05-21,02:08:00
1009,False,1726,1,1,,1,,i4023,i4,2014-05-21,11:59:00
1010,False,1727,1,1,,1,,i4023,i4,2014-05-21,01:33:00
1011,False,1727,2,1,,1,,i4023,i4,2014-05-21,01:33:00
1012,False,1729,1,1,,1,,i4023,i4,2014-05-21,03:04:00
1013,False,1729,2,1,,1,,i4023,i4,2014-05-21,03:04:00
1014,False,1732,1,1,,1,,i4024,i4,2014-05-21,18:50:00
1015,False,1733,1,1,,1,,i4024,i4,2014-05-21,20:37:00
1016,False,1733,2,1,,1,,i4024,i4,2014-05-21,20:37:00
1017,False,1735,1,1,,3,,i4024,i4,2014-05-21,22:43:00
1018,False,1736,1,1,,1,,i4024,i4,2014-05-21,23:13:00
1019,False,1736,2,1,,1,,i4024,i4,2014-05-21,23:13:00
1020,False,1737,1,1,,1,,i4018,i4,2014-05-21,18:41:00
1021,False,1737,2,1,,1,,i4018,i4,2014-05-21,18:41:00
1022,False,1738,1,1,,1,,i4018,i4,2014-05-21,19:04:00
1023,False,1739,1,1,,1,,i4018,i4,2014-05-21,19:20:00
1024,False,1739,2,1,,1,,i4018,i4,2014-05-21,19:20:00
1025,False,1739,3,1,,1,,i4018,i4,2014-05-21,19:20:00
1026,False,1740,1,1,,1,,i4018,i4,2014-05-21,20:41:00
1027,False,1740,2,1,,1,,i4018,i4,2014-05-21,20:41:00
1028,False,1741,1,1,,1,,i4018,i4,2014-05-21,21:04:00
1029,False,1741,2,1,,1,,i4018,i4,2014-05-21,21:04:00
1030,False,1741,3,1,,1,,i4018,i4,2014-05-21,21:04:00
1031,False,1741,4,1,,1,,i4018,i4,2014-05-21,21:04:00
1032,False,1742,1,1,,1,,i4015,i4,2014-05-21,20:20:00
1033,False,1742,2,1,,1,,i4015,i4,2014-05-21,20:20:00
1034,False,1743,1,1,,1,,i4015,i4,2014-05-21,20:37:00
1035,False,1744,1,1,,1,,i4015,i4,2014-05-21,00:08:00
1036,False,1744,2,1,,1,,i4015,i4,2014-05-21,00:08:00
1037,False,1744,3,1,,1,,i4015,i4,2014-05-21,00:08:00
1038,False,1745,1,1,,1,,i4015,i4,2014-05-21,00:17:00
1039,False,1746,1,1,,1,,i4015,i4,2014-05-21,00:27:00
1040,False,1746,2,1,,1,,i4015,i4,2014-05-21,00:27:00
1041,False,1748,1,1,,1,,i4015,i4,2014-05-21,01:02:00
1042,False,1750,1,1,,1,,i4004,i4,2014-05-21,20:03:00
1043,False,1750,2,1,,1,,i4004,i4,2014-05-21,20:03:00
1044,False,1750,3,1,,1,,i4004,i4,2014-05-21,20:03:00
1045,False,1751,1,1,,1,,i4003,i4,2014-05-21,19:18:00
1046,False,1752,1,1,,1,,i4014,i4,2014-05-21,19:02:00
1047,False,1752,2,1,,1,,i4014,i4,2014-05-21,19:02:00
1048,False,1753,1,1,,1,,i4014,i4,2014-05-21,19:35:00
1049,False,1754,1,1,,1,,i4016,i4,2014-05-21,19:42:00
1050,False,1755,1,1,,1,,i4016,i4,2014-05-21,20:13:00
1051,False,1755,2,1,,1,,i4016,i4,2014-05-21,20:13:00
1052,False,1810,1,1,,1,,i4001,i4,2014-05-22,17:55:00
1053,False,1810,2,1,,1,,i4001,i4,2014-05-22,17:55:00
1054,False,1811,1,1,,1,,i4001,i4,2014-05-22,19:36:00
1055,False,1811,2,1,,1,,i4001,i4,2014-05-22,19:36:00
1056,False,1811,3,1,,1,,i4001,i4,2014-05-22,19:36:00
1057,False,1811,4,1,,1,,i4001,i4,2014-05-22,19:36:00
1058,False,1812,1,1,,1,,i4002,i4,2014-05-22,18:02:00
1059,False,1812,2,1,,1,,i4002,i4,2014-05-22,18:02:00
1060,False,1812,3,1,,1,,i4002,i4,2014-05-22,18:02:00
1061,False,1812,4,1,,1,,i4002,i4,2014-05-22,18:02:00
1062,False,1812,5,1,,1,,i4002,i4,2014-05-22,18:03:00
1063,False,1813,1,1,,1,,i4002,i4,2014-05-22,19:50:00
1064,False,1813,2,1,,1,,i4002,i4,2014-05-22,19:50:00
1065,False,1813,3,1,,1,,i4002,i4,2014-05-22,19:50:00
1066,False,1814,1,1,,1,,i4006,i4,2014-05-22,18:05:00
1067,False,1814,2,1,,1,,i4006,i4,2014-05-22,18:05:00
1068,False,1814,3,1,,1,,i4006,i4,2014-05-22,18:05:00
1069,False,1814,4,1,,1,,i4006,i4,2014-05-22,18:05:00
1070,False,1814,5,1,,1,,i4006,i4,2014-05-22,18:05:00
1071,False,1815,1,1,,1,,i4006,i4,2014-05-22,19:50:00
1072,False,1817,1,1,,1,,i4008,i4,2014-05-22,20:23:00
1073,False,1817,2,1,,1,,i4008,i4,2014-05-22,20:23:00
1074,False,1818,1,1,,1,,i4010,i4,2014-05-22,17:56:00
1075,False,1818,2,1,,1,,i4010,i4,2014-05-22,17:56:00
1076,False,1818,3,1,,1,,i4010,i4,2014-05-22,17:56:00
1077,False,1818,4,1,,1,,i4010,i4,2014-05-22,17:56:00
1078,False,1818,5,1,,1,,i4010,i4,2014-05-22,17:57:00
1079,False,1821,1,1,,1,,i4023,i4,2014-05-22,18:13:00
1080,False,1822,1,1,,1,,i4023,i4,2014-05-22,19:43:00
1081,False,1823,1,1,,2,,i4023,i4,2014-05-22,20:12:00
1082,False,1827,1,1,,4,Borrowed from friend,i4014,i4,2014-05-22,17:50:00
1083,False,1828,1,1,,1,,i4014,i4,2014-05-22,18:45:00
1084,False,1829,1,1,,1,,i4014,i4,2014-05-22,19:40:00
1085,False,1829,2,1,,1,,i4014,i4,2014-05-22,19:41:00
1086,False,1830,1,1,,1,,i4003,i4,2014-05-22,18:56:00
1087,False,1830,2,1,,1,,i4003,i4,2014-05-22,18:57:00
1088,False,1830,3,1,,1,,i4003,i4,2014-05-22,18:57:00
1089,False,1830,4,1,,2,,i4003,i4,2014-05-22,18:57:00
1090,False,1831,1,1,,1,,i4026,i4,2014-05-22,18:33:00
1091,False,1832,1,1,,1,,i4026,i4,2014-05-22,19:05:00
1092,False,1833,1,1,,1,,i4026,i4,2014-05-22,19:20:00
1093,False,1834,1,1,,1,,i4026,i4,2014-05-22,20:41:00
1094,False,1836,1,1,,1,,i4018,i4,2014-05-22,17:56:00
1095,False,1836,2,1,,1,,i4018,i4,2014-05-22,17:56:00
1096,False,1836,3,1,,1,,i4018,i4,2014-05-22,17:56:00
1097,False,1836,4,1,,1,,i4018,i4,2014-05-22,17:56:00
1098,False,1836,5,1,,2,,i4018,i4,2014-05-22,17:56:00
1099,False,1837,1,1,,1,,i4018,i4,2014-05-22,20:22:00
1100,False,1837,2,1,,1,,i4018,i4,2014-05-22,20:22:00
1101,False,1837,3,1,,1,,i4018,i4,2014-05-22,20:22:00
1102,False,1837,4,1,,1,,i4018,i4,2014-05-22,20:22:00
1103,False,1837,5,1,,1,,i4018,i4,2014-05-22,20:22:00
1104,False,1837,6,1,,1,,i4018,i4,2014-05-22,20:22:00
1105,False,1841,1,1,,1,,I4005,i4,2014-05-22,18:57:00
1106,False,1842,1,1,,1,,I4005,i4,2014-05-22,19:07:00
1107,False,1843,1,1,,1,,I4005,i4,2014-05-22,19:19:00
1108,False,1845,1,1,,1,,I4005,i4,2014-05-22,20:58:00
1109,False,1845,2,1,,1,,I4005,i4,2014-05-22,20:59:00
1110,False,1846,1,1,,1,,i4016,i4,2014-05-22,17:56:00
1111,False,1846,1,1,,1,,i4016,i4,2014-05-22,17:56:00
1112,False,1847,1,1,,1,,i4016,i4,2014-05-22,20:16:00
1113,False,1847,2,1,,2,,i4016,i4,2014-05-22,20:16:00
1114,False,1849,1,1,,1,,i4016,i4,2014-05-22,21:16:00
1115,False,1852,1,1,,1,,i4015,i4,2014-05-22,18:33:00
1116,False,1853,1,1,,1,,i4015,i4,2014-05-22,18:56:00
1117,False,1853,2,1,,1,,i4015,i4,2014-05-22,18:56:00
1118,False,1854,1,1,,1,,i4015,i4,2014-05-22,20:12:00
1119,False,1855,1,1,,1,,i4015,i4,2014-05-22,20:28:00
1120,False,1855,2,1,,3,,i4015,i4,2014-05-22,20:28:00
1121,False,1856,1,1,,1,,i4015,i4,2014-05-22,20:37:00
1122,False,1856,2,1,,1,,i4015,i4,2014-05-22,20:37:00
1123,False,1756,1,1,,1,,i4004,i4,2014-05-24,18:29:00
1124,False,1756,2,1,,1,,i4004,i4,2014-05-24,18:29:00
1125,False,1756,3,1,,1,,i4004,i4,2014-05-24,18:29:00
1126,False,1757,1,1,,1,,i4004,i4,2014-05-24,19:48:00
1127,False,1759,1,1,,1,,i4001,i4,2014-05-24,17:28:00
1128,False,1759,2,1,,1,,i4001,i4,2014-05-24,17:28:00
1129,False,1759,3,1,,1,,i4001,i4,2014-05-24,17:28:00
1130,False,1760,1,1,,1,,i4001,i4,2014-05-24,18:07:00
1131,False,1760,2,1,,1,,i4001,i4,2014-05-24,18:07:00
1132,False,1761,1,1,,1,,i4001,i4,2014-05-24,18:59:00
1133,False,1761,2,1,,1,,i4001,i4,2014-05-24,18:59:00
1134,False,1761,3,1,,1,,i4001,i4,2014-05-24,18:59:00
1135,False,1762,1,1,,1,,i4002,i4,2014-05-24,16:50:00
1136,False,1762,2,1,,1,,i4002,i4,2014-05-24,16:50:00
1137,False,1762,3,1,,1,,i4002,i4,2014-05-24,16:51:00
1138,False,1763,1,1,,1,,i4002,i4,2014-05-24,17:20:00
1139,False,1763,2,1,,1,,i4002,i4,2014-05-24,17:20:00
1140,False,1763,3,1,,1,,i4002,i4,2014-05-24,17:20:00
1141,False,1764,1,1,,1,,i4002,i4,2014-05-24,17:53:00
1142,False,1764,2,1,,1,,i4002,i4,2014-05-24,17:55:00
1143,False,1764,3,1,,1,,i4002,i4,2014-05-24,17:55:00
1144,False,1765,1,1,,1,,i4002,i4,2014-05-24,19:05:00
1145,False,1765,2,1,,1,,i4002,i4,2014-05-24,19:05:00
1146,False,1766,1,1,,1,,i4002,i4,2014-05-24,19:46:00
1147,False,1766,2,1,,1,,i4002,i4,2014-05-24,19:46:00
1148,False,1766,3,1,,1,,i4002,i4,2014-05-24,19:46:00
1149,False,1766,4,1,,1,,i4002,i4,2014-05-24,19:46:00
1150,False,1767,1,1,,1,,i4003,i4,2014-05-24,19:00:00
1151,False,1767,2,1,,1,,i4003,i4,2014-05-24,19:00:00
1152,False,1768,1,1,,1,,i4003,i4,2014-05-24,19:29:00
1153,False,1768,2,1,,1,,i4003,i4,2014-05-24,19:29:00
1154,False,1769,1,1,,1,,i4003,i4,2014-05-24,19:56:00
1155,False,1769,2,1,,1,,i4003,i4,2014-05-24,19:56:00
1156,False,1770,1,1,,1,,i4006,i4,2014-05-24,19:01:00
1157,False,1770,2,1,,1,,i4006,i4,2014-05-24,19:01:00
1158,False,1771,1,1,,1,,i4006,i4,2014-05-24,19:32:00
1159,False,1772,1,1,,1,,i4006,i4,2014-05-24,19:55:00
1160,False,1772,2,1,,1,,i4006,i4,2014-05-24,19:55:00
1161,False,1773,1,1,,1,,i4021,i4,2014-05-24,19:36:00
1162,False,1773,2,1,,1,,i4021,i4,2014-05-24,19:36:00
1163,False,1775,1,1,,1,,i4023,i4,2014-05-24,19:12:00
1164,False,1775,2,1,,1,,i4023,i4,2014-05-24,19:12:00
1165,False,1777,1,1,,1,,i4025,i4,2014-05-24,17:58:00
1166,False,1777,2,1,,1,,i4025,i4,2014-05-24,17:58:00
1167,False,1779,1,1,,1,,i4025,i4,2014-05-24,18:37:00
1168,False,1779,2,1,,1,,i4025,i4,2014-05-24,18:38:00
1169,False,1780,1,1,,1,,i4025,i4,2014-05-24,18:51:00
1170,False,1780,2,1,,1,,i4025,i4,2014-05-24,18:51:00
1171,False,1781,1,1,,1,,i4025,i4,2014-05-24,19:27:00
1172,False,1782,1,1,,1,,i4025,i4,2014-05-24,19:37:00
1173,False,1782,2,1,,1,,i4025,i4,2014-05-24,19:37:00
1174,False,1783,1,1,,1,,i4025,i4,2014-05-24,19:53:00
1175,False,1784,1,1,,1,,i4027,i4,2014-05-24,17:57:00
1176,False,1784,2,1,,1,,i4027,i4,2014-05-24,17:57:00
1177,False,1785,1,1,,1,,i4027,i4,2014-05-24,18:15:00
1178,False,1786,1,1,,2,,i4027,i4,2014-05-24,18:49:00
1179,False,1787,1,1,,1,,i4008,i4,2014-05-24,16:54:00
1180,False,1787,2,1,,1,,i4008,i4,2014-05-24,16:54:00
1181,False,1788,1,1,,1,,i4008,i4,2014-05-24,17:20:00
1182,False,1788,2,1,,1,,i4008,i4,2014-05-24,17:20:00
1183,False,1789,1,1,,1,,i4008,i4,2014-05-24,17:54:00
1184,False,1789,2,1,,1,,i4008,i4,2014-05-24,17:54:00
1185,False,1789,3,1,,1,,i4008,i4,2014-05-24,17:54:00
1186,False,1790,1,1,,1,,i4008,i4,2014-05-24,19:21:00
1187,False,1790,2,1,,1,,i4008,i4,2014-05-24,19:21:00
1188,False,1790,3,1,,1,,i4008,i4,2014-05-24,19:21:00
1189,False,1791,1,1,,1,,i4008,i4,2014-05-24,20:14:00
1190,False,1791,2,1,,1,,i4008,i4,2014-05-24,20:14:00
1191,False,1791,3,1,,1,,i4008,i4,2014-05-24,20:14:00
1192,False,1792,1,1,,1,,i4007,i4,2014-05-24,18:00:00
1193,False,1794,1,1,,1,,i4018,i4,2014-05-24,18:27:00
1194,False,1794,2,1,,1,,i4018,i4,2014-05-24,18:27:00
1195,False,1794,3,1,,1,,i4018,i4,2014-05-24,18:27:00
1196,False,1794,4,1,,1,,i4018,i4,2014-05-24,18:27:00
1197,False,1795,1,1,,1,,i4018,i4,2014-05-24,19:53:00
1198,False,1795,2,1,,1,,i4018,i4,2014-05-24,19:53:00
1199,False,1795,3,1,,1,,i4018,i4,2014-05-24,19:53:00
1200,False,1796,1,1,,1,,i4018,i4,2014-05-24,20:26:00
1201,False,1796,2,1,,1,,i4018,i4,2014-05-24,20:26:00
1202,False,1796,3,1,,1,,i4018,i4,2014-05-24,20:26:00
1203,False,1796,4,1,,1,,i4018,i4,2014-05-24,20:26:00
1204,False,1796,5,1,,1,,i4018,i4,2014-05-24,20:26:00
1205,False,1797,1,1,,1,,I4005,i4,2014-05-24,18:57:00
1206,False,1797,2,1,,1,,I4005,i4,2014-05-24,18:58:00
1207,False,1797,3,1,,1,,I4005,i4,2014-05-24,18:58:00
1208,False,1798,1,1,,1,,I4005,i4,2014-05-24,19:45:00
1209,False,1798,2,1,,1,,I4005,i4,2014-05-24,19:45:00
1210,False,1799,1,1,,1,,I4005,i4,2014-05-24,20:16:00
1211,False,1799,2,1,,1,,I4005,i4,2014-05-24,20:16:00
1212,False,1800,1,1,,1,,I4005,i4,2014-05-24,20:44:00
1213,False,1800,2,1,,1,,I4005,i4,2014-05-24,20:44:00
1214,False,1800,3,4,,1,,I4005,i4,2014-05-24,20:44:00
1215,False,1801,1,1,,1,,i4016,i4,2014-05-24,18:13:00
1216,False,1801,2,1,,1,,i4016,i4,2014-05-24,18:13:00
1217,False,1802,1,1,,1,,i4016,i4,2014-05-24,18:52:00
1218,False,1802,2,1,,1,,i4016,i4,2014-05-24,18:52:00
1219,False,1802,3,1,,1,,i4016,i4,2014-05-24,18:52:00
1220,False,1804,1,1,,1,,i4016,i4,2014-05-24,20:24:00
1221,False,1804,2,1,,1,,i4016,i4,2014-05-24,20:24:00
1222,False,1804,3,1,,1,,i4016,i4,2014-05-24,20:24:00
1223,False,1804,4,1,,2,,i4016,i4,2014-05-24,20:24:00
1224,False,1805,1,1,,1,,i4016,i4,2014-05-24,20:59:00
1225,False,1805,2,1,,3,,i4016,i4,2014-05-24,21:00:00
1226,False,1807,1,1,,1,,i4015,i4,2014-05-24,19:14:00
1227,False,1807,2,1,,1,,i4015,i4,2014-05-24,19:14:00
1228,False,1808,1,1,,1,,i4015,i4,2014-05-24,19:42:00
1229,False,1808,2,1,,1,,i4015,i4,2014-05-24,19:43:00
1230,False,1862,1,1,,1,,i4003,i4,2014-05-27,17:38:00
1231,False,1863,1,1,,1,,i4003,i4,2014-05-27,19:58:00
1232,False,1863,2,1,,1,,i4003,i4,2014-05-27,19:58:00
1233,False,1864,1,1,,1,,i4008,i4,2014-05-27,18:49:00
1234,False,1864,2,1,,1,,i4008,i4,2014-05-27,18:49:00
1235,False,1865,1,1,,1,,i4008,i4,2014-05-27,19:27:00
1236,False,1867,1,1,,1,,i4008,i4,2014-05-27,20:03:00
1237,False,1867,2,1,,1,,i4008,i4,2014-05-27,20:03:00
1238,False,1868,1,1,,1,,i4008,i4,2014-05-27,20:19:00
1239,False,1868,2,1,,1,,i4008,i4,2014-05-27,20:20:00
1240,False,1869,1,1,,1,,i4008,i4,2014-05-27,20:36:00
1241,False,1870,1,1,,1,,i4010,i4,2014-05-27,17:36:00
1242,False,1870,2,1,,1,,i4010,i4,2014-05-27,17:36:00
1243,False,1871,1,1,,1,,i4010,i4,2014-05-27,18:08:00
1244,False,1871,2,1,,1,,i4010,i4,2014-05-27,18:08:00
1245,False,1871,3,1,,1,,i4010,i4,2014-05-27,18:08:00
1246,False,1872,1,1,,1,,i4010,i4,2014-05-27,18:25:00
1247,False,1872,2,1,,1,,i4010,i4,2014-05-27,18:25:00
1248,False,1872,3,1,,1,,i4010,i4,2014-05-27,18:25:00
1249,False,1873,1,1,,1,,i4010,i4,2014-05-27,19:44:00
1250,False,1873,2,1,,1,,i4010,i4,2014-05-27,19:44:00
1251,False,1874,1,1,,1,,i4023,i4,2014-05-27,17:40:00
1252,False,1874,2,1,,1,,i4023,i4,2014-05-27,17:40:00
1253,False,1875,1,1,,1,,i4023,i4,2014-05-27,20:16:00
1254,False,1876,1,1,,1,,i4023,i4,2014-05-27,20:39:00
1255,False,1876,2,1,,1,,i4023,i4,2014-05-27,20:39:00
1256,False,1879,1,1,,1,,i4023,i4,2014-05-27,22:06:00
1257,False,1879,2,1,,1,,i4023,i4,2014-05-27,22:06:00
1258,False,1879,3,1,,1,,i4023,i4,2014-05-27,22:06:00
1259,False,1880,1,1,,1,,i4023,i4,2014-05-27,22:45:00
1260,False,1880,2,1,,1,,i4023,i4,2014-05-27,22:45:00
1261,False,1882,1,1,,1,,i4025,i4,2014-05-27,18:04:00
1262,False,1882,2,1,,1,,i4025,i4,2014-05-27,18:04:00
1263,False,1882,3,1,,1,,i4025,i4,2014-05-27,18:04:00
1264,False,1882,4,1,,1,,i4025,i4,2014-05-27,18:04:00
1265,False,1883,1,1,,1,,i4025,i4,2014-05-27,19:35:00
1266,False,1883,2,1,,1,,i4025,i4,2014-05-27,19:35:00
1267,False,1884,1,1,,1,,i4026,i4,2014-05-27,18:15:00
1268,False,1884,2,1,,1,,i4026,i4,2014-05-27,18:15:00
1269,False,1884,3,1,,1,,i4026,i4,2014-05-27,18:16:00
