vehicle_id,has_labourer,household_id,vehicle_num,vehtype,vehtype_other,veh_ownership,veh_ownership_other,interviewer_id,interviewer_company,interview_date,interview_time
75,False,1199,2,1,,1,,i4018,i4,2014-05-05,19:06:00
76,False,1199,3,1,,3,,i4018,i4,2014-05-05,19:07:00
77,False,1200,1,1,,1,,i4018,i4,2014-05-05,19:45:00
78,False,1200,2,1,,1,,i4018,i4,2014-05-05,19:46:00
79,False,1200,3,1,,1,,i4018,i4,2014-05-05,19:46:00
80,False,1200,4,1,,1,,i4018,i4,2014-05-05,19:46:00
81,False,1200,5,1,,1,,i4018,i4,2014-05-05,19:46:00
82,False,1201,1,1,,1,,i4018,i4,2014-05-05,20:28:00
83,False,1201,2,1,,1,,i4018,i4,2014-05-05,20:28:00
84,False,1202,1,1,,1,,i4018,i4,2014-05-05,20:39:00
85,False,1202,2,1,,1,,i4018,i4,2014-05-05,20:39:00
86,False,1203,1,1,,1,,i4018,i4,2014-05-05,20:49:00
87,False,1204,1,1,,1,,i4015,i4,2014-05-05,19:20:00
88,False,1204,2,1,,1,,i4015,i4,2014-05-05,19:20:00
89,False,1263,1,1,,1,,i4015,i4,2014-05-05,20:08:00
90,False,1263,2,1,,1,,i4015,i4,2014-05-05,20:08:00
91,False,1264,1,1,,1,,I4015,i4,2014-04-28,18:29:00
92,False,1265,1,1,,1,,I4015,i4,2014-04-28,19:28:00
93,False,1265,2,1,,1,,I4015,i4,2014-04-28,19:28:00
94,False,1265,3,1,,1,,I4015,i4,2014-04-28,19:28:00
95,False,1266,1,1,,1,,I4015,i4,2014-04-28,20:32:00
96,False,1266,2,1,,1,,I4015,i4,2014-04-28,20:32:00
97,False,1268,1,1,,1,,I4011,i4,2014-04-28,18:43:00
98,False,1272,1,1,,1,,i4016,i4,2014-04-28,19:44:00
99,False,1272,2,1,,1,,i4016,i4,2014-04-28,19:44:00
100,False,1272,3,1,,1,,i4016,i4,2014-04-28,19:44:00
101,False,1272,4,1,,1,,i4016,i4,2014-04-28,19:44:00
102,False,1272,5,1,,1,,i4016,i4,2014-04-28,19:44:00
103,False,1273,1,1,,1,,i4016,i4,2014-04-28,20:39:00
104,False,1273,2,1,,1,,i4016,i4,2014-04-28,20:39:00
105,False,1096,2,1,,1,,i4016,i4,2014-05-03,17:55:00
106,False,1096,3,1,,1,,i4016,i4,2014-05-03,17:55:00
107,False,1096,4,1,,1,,i4016,i4,2014-05-03,17:55:00
108,False,1097,1,1,,1,,i4016,i4,2014-05-03,19:52:00
109,False,1097,2,1,,1,,i4016,i4,2014-05-03,19:52:00
110,False,1098,1,1,,1,,i4016,i4,2014-05-03,20:08:00
111,False,1098,2,1,,1,,i4016,i4,2014-05-03,20:08:00
112,False,1099,1,1,,1,,i4016,i4,2014-05-03,17:53:00
113,False,1099,2,1,,1,,i4016,i4,2014-05-03,17:53:00
114,False,1099,3,1,,1,,i4016,i4,2014-05-03,17:53:00
115,False,1100,1,1,,1,,i4016,i4,2014-05-03,19:13:00
116,False,1100,2,1,,1,,i4016,i4,2014-05-03,19:13:00
117,False,1101,1,1,,1,,i4016,i4,2014-05-03,19:35:00
118,False,1101,2,1,,1,,i4016,i4,2014-05-03,19:35:00
119,False,1102,1,1,,1,,i4016,i4,2014-05-03,22:40:00
120,False,1103,1,1,,1,,i4016,i4,2014-05-03,22:51:00
121,False,1103,2,1,,1,,i4016,i4,2014-05-03,22:51:00
122,False,1103,3,1,,1,,i4016,i4,2014-05-03,22:51:00
123,False,1105,1,1,,1,,i4016,i4,2014-05-03,23:27:00
124,False,1105,2,1,,1,,i4016,i4,2014-05-03,23:27:00
125,False,1105,3,1,,1,,i4016,i4,2014-05-03,23:27:00
126,False,1105,4,1,,1,,i4016,i4,2014-05-03,23:27:00
127,False,1105,5,1,,1,,i4016,i4,2014-05-03,23:27:00
128,False,1106,1,1,,1,,i4016,i4,2014-05-03,23:56:00
129,False,1107,1,1,,1,,i4015,i4,2014-05-03,16:59:00
130,False,1107,2,1,,1,,i4015,i4,2014-05-03,17:00:00
131,False,1108,1,1,,1,,i4015,i4,2014-05-03,19:30:00
132,False,1109,1,1,,1,,i4015,i4,2014-05-03,19:53:00
133,False,1109,2,1,,1,,i4015,i4,2014-05-03,19:53:00
134,False,1110,1,1,,1,,i4015,i4,2014-05-03,20:08:00
135,False,1110,2,1,,1,,i4015,i4,2014-05-03,20:08:00
136,False,1111,1,1,,1,,i4015,i4,2014-05-03,20:25:00
137,False,1013,2,1,,1,,i4001,i4,2014-05-01,17:45:00
138,False,1013,3,1,,1,,i4001,i4,2014-05-01,17:45:00
139,False,1014,1,1,,1,,i4002,i4,2014-05-01,17:54:00
140,False,1015,1,1,,1,,i4002,i4,2014-05-01,17:58:00
141,False,1015,2,1,,1,,i4002,i4,2014-05-01,17:58:00
142,False,1016,1,1,,1,,i4002,i4,2014-05-01,17:59:00
143,False,1016,2,1,,1,,i4002,i4,2014-05-01,17:59:00
144,False,1018,1,1,,1,,i4003,i4,2014-05-01,17:59:00
145,False,1018,2,1,,2,,i4003,i4,2014-05-01,17:59:00
146,False,1020,1,1,,1,,i4007,i4,2014-05-01,18:05:00
147,False,1020,2,1,,1,,i4007,i4,2014-05-01,18:05:00
148,False,1021,1,1,,1,,i4010,i4,2014-05-01,18:06:00
149,False,1022,1,1,,1,,i4010,i4,2014-05-01,18:06:00
150,False,1022,2,1,,1,,i4010,i4,2014-05-01,18:33:00
151,False,1023,1,1,,1,,i4021,i4,2014-05-01,18:48:00
152,False,1023,2,1,,1,,i4021,i4,2014-05-01,18:49:00
153,False,1024,1,1,,1,,i4021,i4,2014-05-01,18:52:00
154,False,1024,2,1,,1,,i4021,i4,2014-05-01,18:52:00
155,False,1025,1,1,,1,,i4021,i4,2014-05-01,18:52:00
156,False,1027,1,1,,1,,i4016,i4,2014-05-01,18:53:00
157,False,1027,2,1,,1,,i4016,i4,2014-05-01,18:59:00
158,False,1028,1,1,,1,,i4016,i4,2014-05-01,18:59:00
159,False,1028,2,1,,1,,i4016,i4,2014-05-01,19:19:00
160,False,1028,3,1,,1,,i4016,i4,2014-05-01,19:19:00
161,False,1028,4,1,,1,,i4016,i4,2014-05-01,19:19:00
162,False,1029,1,1,,1,,i4016,i4,2014-05-01,19:19:00
163,False,1029,2,1,,1,,i4016,i4,2014-05-01,19:25:00
164,False,1030,1,1,,1,,i4016,i4,2014-05-01,19:25:00
165,False,1030,2,1,,1,,i4016,i4,2014-05-01,19:25:00
166,False,1030,3,1,,1,,i4016,i4,2014-05-01,19:25:00
167,False,1031,1,1,,1,,i4016,i4,2014-05-01,19:27:00
168,False,1113,1,1,,3,,i4014,i4,2014-05-03,19:21:00
169,False,1114,1,1,,1,,i4014,i4,2014-05-03,19:34:00
170,False,1114,2,1,,1,,i4014,i4,2014-05-03,19:34:00
171,False,1275,1,1,,1,,I4009,i4,2014-04-28,18:43:00
172,False,1275,2,1,,1,,I4009,i4,2014-04-28,18:43:00
173,False,1275,3,1,,1,,I4009,i4,2014-04-28,18:43:00
174,False,1275,4,1,,1,,I4009,i4,2014-04-28,18:43:00
175,False,1279,1,1,,1,,i4007,i4,2014-04-28,20:59:00
176,False,1284,1,1,,1,,i4002,i4,2014-04-28,18:22:00
177,False,1033,2,1,,1,,i4016,i4,2014-05-01,19:42:00
178,False,1035,1,1,,1,,i4015,i4,2014-05-01,19:44:00
179,False,1035,2,1,,1,,i4015,i4,2014-05-01,19:44:00
180,False,1038,1,1,,1,,i4015,i4,2014-05-01,19:53:00
181,False,1038,2,1,,1,,i4015,i4,2014-05-01,19:55:00
182,False,1040,1,1,,1,,i4015,i4,2014-05-01,19:58:00
183,False,1040,2,1,,1,,i4015,i4,2014-05-01,19:59:00
184,False,1041,1,1,,1,,i4015,i4,2014-05-01,19:59:00
185,False,1041,2,1,,1,,i4015,i4,2014-05-01,20:01:00
186,False,1041,3,1,,1,,i4015,i4,2014-05-01,20:02:00
187,False,1041,4,1,,1,,i4015,i4,2014-05-01,20:02:00
188,False,1042,1,1,,1,,i4014,i4,2014-05-01,20:03:00
189,False,1042,2,1,,2,,i4014,i4,2014-05-01,20:05:00
190,False,1042,3,4,,1,,i4014,i4,2014-05-01,20:05:00
191,False,1043,1,1,,1,,i4014,i4,2014-05-01,20:05:00
192,False,1043,2,1,,1,,i4014,i4,2014-05-01,20:05:00
193,False,1043,3,1,,1,,i4014,i4,2014-05-01,20:05:00
194,False,1044,1,1,,1,,i4017,i4,2014-05-01,20:06:00
195,False,1046,1,1,,1,,i4009,i4,2014-05-01,20:07:00
196,False,1182,2,1,,1,,i4021,i4,2014-05-05,18:43:00
197,False,1184,1,1,,1,,i4002,i4,2014-05-05,20:40:00
198,False,1186,1,1,,1,,i4011,i4,2014-05-05,18:26:00
199,False,1186,2,1,,1,,i4011,i4,2014-05-05,18:26:00
200,False,1186,3,1,,1,,i4011,i4,2014-05-05,18:26:00
201,False,1186,4,1,,1,,i4011,i4,2014-05-05,18:26:00
202,False,1186,5,1,,1,,i4011,i4,2014-05-05,18:26:00
203,False,1186,6,1,,1,,i4011,i4,2014-05-05,18:26:00
204,False,1188,1,1,,1,,i4011,i4,2014-05-05,19:51:00
205,False,1188,2,1,,1,,i4011,i4,2014-05-05,19:51:00
206,False,1189,1,1,,1,,i4016,i4,2014-05-05,19:22:00
207,False,1189,2,1,,1,,i4016,i4,2014-05-05,19:22:00
208,False,1189,3,4,,1,,i4016,i4,2014-05-05,19:22:00
209,False,1189,4,4,,1,,i4016,i4,2014-05-05,19:22:00
210,False,1189,5,4,,1,,i4016,i4,2014-05-05,19:22:00
211,False,1190,1,1,,1,,i4016,i4,2014-05-05,19:46:00
212,False,1190,2,1,,1,,i4016,i4,2014-05-05,19:46:00
213,False,1191,1,1,,1,,i4016,i4,2014-05-05,20:13:00
214,False,1191,2,1,,1,,i4016,i4,2014-05-05,20:13:00
215,False,1192,1,1,,1,,i4016,i4,2014-05-05,20:25:00
216,False,1192,2,1,,1,,i4016,i4,2014-05-05,20:25:00
217,False,1193,1,1,,1,,i4017,i4,2014-05-05,19:06:00
218,False,1193,2,1,,1,,i4017,i4,2014-05-05,19:06:00
219,False,1193,3,1,,1,,i4017,i4,2014-05-05,19:06:00
220,False,1194,1,1,,1,,i4017,i4,2014-05-05,19:18:00
221,False,1194,2,1,,1,,i4017,i4,2014-05-05,19:19:00
222,False,1195,1,1,,1,,i4005,i4,2014-05-05,19:01:00
223,False,1195,2,1,,1,,i4005,i4,2014-05-05,19:01:00
224,False,1196,1,1,,1,,i4005,i4,2014-05-05,19:37:00
225,False,1196,2,1,,1,,i4005,i4,2014-05-05,19:37:00
226,False,1196,3,1,,1,,i4005,i4,2014-05-05,19:37:00
227,False,1196,4,1,,1,,i4005,i4,2014-05-05,19:37:00
228,False,1197,1,1,,1,,i4005,i4,2014-05-05,20:02:00
229,False,1198,1,1,,1,,i4005,i4,2014-05-05,20:14:00
230,False,1198,2,1,,1,,i4005,i4,2014-05-05,20:14:00
231,False,1199,1,1,,1,,i4018,i4,2014-05-05,19:06:00
232,False,1163,2,1,,1,,i4009,i4,2014-05-05,19:13:00
233,False,1164,1,1,,1,,i4009,i4,2014-05-05,19:52:00
234,False,1165,1,1,,1,,i4001,i4,2014-05-05,18:26:00
235,False,1166,1,1,,1,,i4001,i4,2014-05-05,19:53:00
236,False,1166,2,1,,1,,i4001,i4,2014-05-05,19:53:00
237,False,1167,1,1,,1,,i4001,i4,2014-05-05,20:15:00
238,False,1167,2,1,,1,,i4001,i4,2014-05-05,20:15:00
239,False,1168,1,1,,1,,i4001,i4,2014-05-05,20:44:00
240,False,1168,2,1,,1,,i4001,i4,2014-05-05,20:44:00
241,False,1168,3,1,,1,,i4001,i4,2014-05-05,20:44:00
242,False,1168,4,1,,1,,i4001,i4,2014-05-05,20:44:00
243,False,1169,1,1,,1,,i4003,i4,2014-05-05,17:34:00
244,False,1169,2,1,,1,,i4003,i4,2014-05-05,17:34:00
245,False,1170,1,1,,1,,i4003,i4,2014-05-05,18:25:00
246,False,1170,2,1,,2,,i4003,i4,2014-05-05,18:26:00
247,False,1172,1,1,,1,,i4003,i4,2014-05-05,20:46:00
248,False,1172,2,1,,1,,i4003,i4,2014-05-05,20:46:00
249,False,1173,1,1,,1,,i4006,i4,2014-05-05,19:12:00
250,False,1173,2,1,,1,,i4006,i4,2014-05-05,19:12:00
251,False,1175,1,1,,1,,i4007,i4,2014-05-05,18:23:00
252,False,1175,2,1,,1,,i4007,i4,2014-05-05,18:24:00
253,False,1176,1,1,,1,,i4007,i4,2014-05-05,19:25:00
254,False,1176,2,1,,1,,i4007,i4,2014-05-05,19:25:00
255,False,1177,1,1,,1,,i4010,i4,2014-05-05,18:25:00
256,False,1177,2,1,,1,,i4010,i4,2014-05-05,18:25:00
257,False,1179,1,1,,1,,i4010,i4,2014-05-05,19:53:00
258,False,1179,2,1,,1,,i4010,i4,2014-05-05,19:53:00
259,False,1181,1,1,,1,,i4021,i4,2014-05-05,17:59:00
260,False,1181,2,1,,1,,i4021,i4,2014-05-05,18:00:00
261,False,1182,1,1,,1,,i4021,i4,2014-05-05,18:43:00
262,False,1679,1,1,,1,,i4004,i4,2014-05-20,20:12:00
263,False,1679,2,1,,3,,i4004,i4,2014-05-20,20:12:00
264,False,1680,1,1,,1,,i4004,i4,2014-05-20,20:42:00
265,False,1680,2,1,,1,,i4004,i4,2014-05-20,20:42:00
266,False,1681,1,1,,1,,i4021,i4,2014-05-20,19:50:00
267,False,1681,2,1,,1,,i4021,i4,2014-05-20,19:51:00
268,False,1682,1,1,,1,,i4021,i4,2014-05-20,20:19:00
269,False,1682,2,1,,1,,i4021,i4,2014-05-20,20:19:00
270,False,1683,1,1,,1,,i4021,i4,2014-05-20,20:37:00
271,False,1683,2,1,,1,,i4021,i4,2014-05-20,20:37:00
272,False,1685,1,1,,1,,i4008,i4,2014-05-20,19:06:00
273,False,1685,2,1,,1,,i4008,i4,2014-05-20,19:06:00
274,False,1687,1,1,,1,,i4014,i4,2014-05-20,19:24:00
275,False,1687,2,1,,1,,i4014,i4,2014-05-20,19:24:00
276,False,1688,1,1,,1,,i4014,i4,2014-05-20,19:44:00
277,False,1688,2,1,,1,,i4014,i4,2014-05-20,19:44:00
278,False,1688,3,1,,1,,i4014,i4,2014-05-20,19:44:00
279,False,1689,1,1,,1,,i4014,i4,2014-05-20,20:34:00
280,False,1689,2,1,,1,,i4014,i4,2014-05-20,20:35:00
281,False,1690,1,1,,1,,i4014,i4,2014-05-20,20:43:00
282,False,1690,2,1,,1,,i4014,i4,2014-05-20,20:43:00
283,False,1690,3,1,,1,,i4014,i4,2014-05-20,20:44:00
284,False,1691,1,1,,1,,i4014,i4,2014-05-20,20:56:00
285,False,1691,2,1,,1,,i4014,i4,2014-05-20,20:56:00
286,False,1693,1,1,,1,,i4007,i4,2014-05-20,19:37:00
287,False,1694,1,1,,1,,i4007,i4,2014-05-20,19:59:00
288,False,1694,2,1,,1,,i4007,i4,2014-05-20,19:59:00
289,False,1695,1,1,,1,,i4007,i4,2014-05-20,20:17:00
290,False,1695,2,1,,1,,i4007,i4,2014-05-20,20:17:00
291,False,1696,1,1,,1,,i4012,i4,2014-05-20,19:30:00
292,False,1696,2,1,,1,,i4012,i4,2014-05-20,19:30:00
293,False,1697,1,1,,1,,i4012,i4,2014-05-20,19:41:00
294,False,1697,2,1,,1,,i4012,i4,2014-05-20,19:41:00
295,False,1698,1,1,,1,,i4015,i4,2014-05-20,19:36:00
296,False,1698,2,1,,1,,i4015,i4,2014-05-20,19:36:00
297,False,1699,1,1,,1,,i4015,i4,2014-05-20,19:50:00
298,False,1700,1,1,,1,,i4015,i4,2014-05-20,19:58:00
299,False,1700,2,1,,1,,i4015,i4,2014-05-20,19:59:00
300,False,1701,1,1,,1,,i4015,i4,2014-05-20,20:15:00
301,False,1701,2,1,,1,,i4015,i4,2014-05-20,20:16:00
302,False,1703,1,1,,1,,i4015,i4,2014-05-20,20:50:00
303,False,1703,2,1,,1,,i4015,i4,2014-05-20,20:50:00
304,False,1704,1,1,,1,,i4015,i4,2014-05-20,21:01:00
305,False,1704,2,1,,1,,i4015,i4,2014-05-20,21:01:00
306,False,1704,3,1,,1,,i4015,i4,2014-05-20,21:01:00
307,False,1705,1,1,,1,,i4016,i4,2014-05-20,17:26:00
308,False,1705,2,-1,,-1,,i4016,i4,2014-05-20,17:26:00
309,False,1706,1,1,,1,,i4016,i4,2014-05-20,17:46:00
310,False,1706,2,1,,1,,i4016,i4,2014-05-20,17:46:00
311,False,1707,1,1,,1,,i4016,i4,2014-05-20,18:57:00
312,False,1707,2,1,,1,,i4016,i4,2014-05-20,18:57:00
313,False,1707,3,1,,1,,i4016,i4,2014-05-20,18:57:00
314,False,1708,1,1,,1,,i4016,i4,2014-05-20,19:27:00
315,False,1709,1,1,,1,,i4001,i4,2014-05-21,18:13:00
316,False,1709,2,1,,1,,i4001,i4,2014-05-21,18:13:00
317,False,1711,1,1,,1,,i4001,i4,2014-05-21,20:38:00
318,False,1712,1,1,,1,,i4001,i4,2014-05-21,20:50:00
319,False,1713,1,1,,1,,i4008,i4,2014-05-21,17:53:00
320,False,1713,2,1,,1,,i4008,i4,2014-05-21,17:53:00
321,False,1714,1,1,,1,,i4008,i4,2014-05-21,19:47:00
322,False,1714,2,1,,1,,i4008,i4,2014-05-21,19:47:00
323,False,1714,3,1,,1,,i4008,i4,2014-05-21,19:47:00
324,False,1046,2,1,,1,,i4009,i4,2014-05-01,20:07:00
325,False,1047,1,1,,1,,i4009,i4,2014-05-01,20:07:00
326,False,1047,2,1,,1,,i4009,i4,2014-05-01,20:14:00
327,False,1047,3,1,,1,,i4009,i4,2014-05-01,20:14:00
328,False,1048,1,1,,1,,i4009,i4,2014-05-01,20:19:00
329,False,1048,2,1,,1,,i4009,i4,2014-05-01,20:19:00
330,False,1049,1,1,,1,,i4009,i4,2014-05-01,20:20:00
331,False,1049,2,1,,1,,i4009,i4,2014-05-01,20:20:00
332,False,1051,1,1,,1,,i4011,i4,2014-05-01,20:24:00
333,False,1051,2,1,,1,,i4011,i4,2014-05-01,20:27:00
334,False,1051,3,1,,1,,i4011,i4,2014-05-01,20:27:00
335,False,1051,4,1,,1,,i4011,i4,2014-05-01,20:30:00
336,False,1052,1,1,,1,,i4011,i4,2014-05-01,20:30:00
337,False,1052,2,1,,2,,i4011,i4,2014-05-01,20:30:00
338,False,1053,1,1,,1,,i4011,i4,2014-05-01,20:30:00
339,False,1053,2,1,,1,,i4011,i4,2014-05-01,20:30:00
340,False,1053,3,1,,2,,i4011,i4,2014-05-01,20:30:00
341,False,1054,1,1,,1,,i4011,i4,2014-05-01,20:37:00
342,False,1054,2,1,,1,,i4011,i4,2014-05-01,20:43:00
343,False,1055,1,1,,1,,i4011,i4,2014-05-01,20:43:00
344,False,1055,2,1,,2,,i4011,i4,2014-05-01,20:46:00
345,False,1056,1,1,,1,,i4011,i4,2014-05-01,20:46:00
346,False,1056,2,1,,1,,i4011,i4,2014-05-01,20:54:00
347,False,1057,1,1,,1,,i4005,i4,2014-05-01,20:54:00
348,False,1057,2,1,,1,,i4005,i4,2014-05-01,20:54:00
349,False,1057,3,1,,1,,i4005,i4,2014-05-01,20:58:00
350,False,1058,1,1,,1,,i4005,i4,2014-05-01,20:58:00
351,False,1061,1,1,,1,,i4018,i4,2014-05-01,21:19:00
352,False,1061,2,1,,1,,i4018,i4,2014-05-01,21:24:00
353,False,1061,3,1,,1,,i4018,i4,2014-05-01,21:24:00
354,False,1061,4,1,,1,,i4018,i4,2014-05-01,21:24:00
355,False,1061,5,1,,1,,i4018,i4,2014-05-01,21:24:00
356,False,1061,6,1,,1,,i4018,i4,2014-05-01,21:28:00
357,False,1061,7,1,,1,,i4018,i4,2014-05-01,21:28:00
358,False,1062,1,1,,1,,i4001,i4,2014-05-03,17:13:00
359,False,1063,1,1,,2,,i4001,i4,2014-05-03,18:20:00
360,False,1064,1,1,,1,,i4001,i4,2014-05-03,19:43:00
361,False,1066,1,1,,1,,i4002,i4,2014-05-03,17:49:00
362,False,1066,2,1,,1,,i4002,i4,2014-05-03,17:50:00
363,False,1070,1,1,,2,,i4003,i4,2014-05-03,17:09:00
364,False,1071,1,1,,1,,i4003,i4,2014-05-03,17:30:00
365,False,1073,1,1,,2,,i4003,i4,2014-05-03,19:33:00
366,False,1074,1,1,,1,,i4003,i4,2014-05-03,20:40:00
367,False,1074,2,1,,1,,i4003,i4,2014-05-03,20:41:00
368,False,1077,1,1,,1,,i4006,i4,2014-05-03,18:36:00
369,False,1078,1,1,,1,,i4006,i4,2014-05-03,19:10:00
370,False,1078,2,1,,1,,i4006,i4,2014-05-03,19:10:00
371,False,1080,1,1,,1,,i4007,i4,2014-05-03,19:45:00
372,False,1081,1,1,,1,,i4007,i4,2014-05-03,20:15:00
373,False,1084,1,1,,1,,i4010,i4,2014-05-03,17:49:00
374,False,1085,1,1,,1,,i4010,i4,2014-05-03,17:55:00
375,False,1087,1,1,,1,,i4010,i4,2014-05-03,19:35:00
376,False,1088,1,1,,2,,i4010,i4,2014-05-03,19:46:00
377,False,1090,1,1,,1,,i4021,i4,2014-05-03,18:28:00
378,False,1091,1,1,,1,,i4021,i4,2014-05-03,18:52:00
379,False,1092,1,1,,1,,i4021,i4,2014-05-03,20:38:00
380,False,1094,1,1,,1,,i4016,i4,2014-05-03,16:55:00
381,False,1095,1,1,,1,,i4016,i4,2014-05-03,17:30:00
382,False,1096,1,1,,1,,i4016,i4,2014-05-03,17:55:00
383,False,1116,1,1,,1,,i4014,i4,2014-05-03,20:06:00
384,False,1117,1,1,,1,,i4014,i4,2014-05-03,22:58:00
385,False,1117,2,1,,1,,i4014,i4,2014-05-03,22:58:00
386,False,1118,1,1,,1,,i4014,i4,2014-05-03,23:11:00
387,False,1120,1,1,,1,,i4014,i4,2014-05-03,01:26:00
388,False,1122,1,1,,1,,i4017,i4,2014-05-03,17:27:00
389,False,1124,1,1,,1,,i4017,i4,2014-05-03,20:23:00
390,False,1124,2,1,,1,,i4017,i4,2014-05-03,20:23:00
391,False,1125,1,1,,1,,i4017,i4,2014-05-03,01:13:00
392,False,1126,1,1,,1,,i4017,i4,2014-05-03,01:48:00
393,False,1285,1,1,,1,,i4002,i4,2014-04-28,20:00:00
394,False,1286,1,1,,2,,i4002,i4,2014-04-28,20:17:00
395,False,1287,1,1,,1,,i4002,i4,2014-04-28,20:39:00
