person_id,is_labourer,household_id,person_num,relationship,relationship_other,nationality,nationality_other,gender,age,occ,occ_other,occ_sector,occ_sector_other,occ_level,occ_level_other,nol,license,auto_availability,interviewer_id,interviewer_company,interview_date,interview_time,code_hp
29,False,1012,2,2,,1,,2,40,1,,5,,1,,2,1,1,i4016,i4,2014-05-01,18:05:00,101202
30,False,1012,3,4,,1,,2,23,3,,<NA>,,<NA>,,2,1,1,i4016,i4,2014-05-01,18:06:00,101203
31,False,1012,4,4,,1,,2,21,3,,<NA>,,<NA>,,2,1,1,i4016,i4,2014-05-01,18:07:00,101204
32,False,1012,5,4,,1,,1,18,3,,<NA>,,<NA>,,2,1,1,i4016,i4,2014-05-01,18:08:00,101205
33,False,1012,6,4,,1,,1,27,1,,5,,1,,2,1,1,i4016,i4,2014-05-01,18:09:00,101206
34,False,1013,1,1,,5,,1,58,1,,5,,1,,2,1,1,i4001,i4,2014-05-01,20:04:00,101301
35,False,1013,2,2,,5,,2,53,7,,<NA>,,<NA>,,1,2,3,i4001,i4,2014-05-01,20:05:00,101302
36,False,1013,3,4,,5,,1,21,8,,<NA>,,<NA>,,1,1,1,i4001,i4,2014-05-01,20:06:00,101303
37,False,1013,4,4,,5,,1,25,1,,7,oil company,1,,2,1,1,i4001,i4,2014-05-01,20:07:00,101304
38,False,1013,5,10,wife of Sohaib,5,,2,22,8,,<NA>,,<NA>,,1,1,2,i4001,i4,2014-05-01,20:09:00,101305
39,False,1014,1,1,,4,,1,40,1,,5,,1,,1,1,1,i4002,i4,2014-05-01,18:34:00,101401
40,False,1014,2,2,,4,,2,40,7,,<NA>,,<NA>,,1,1,1,i4002,i4,2014-05-01,18:35:00,101402
41,False,1014,3,4,,4,,1,16,5,,<NA>,,<NA>,,1,2,4,i4002,i4,2014-05-01,18:36:00,101403
42,False,1015,1,1,,4,,1,40,1,,5,,1,,1,1,1,i4002,i4,2014-05-01,18:49:00,101501
43,False,1016,1,1,,4,,1,46,1,,3,,2,,1,1,1,i4002,i4,2014-05-01,20:06:00,101601
44,False,1016,2,2,,4,,2,42,1,,3,,2,,1,1,1,i4002,i4,2014-05-01,20:06:00,101602
45,False,1018,1,1,,4,,1,42,1,,3,,2,,2,1,1,i4003,i4,2014-05-01,18:07:00,101801
46,False,1018,2,2,,4,,2,43,2,,3,,2,,2,1,1,i4003,i4,2014-05-01,18:08:00,101802
47,False,1018,3,4,,4,,2,6,5,,<NA>,,<NA>,,2,2,3,i4003,i4,2014-05-01,18:08:00,101803
48,False,1018,4,4,,4,,1,5,9,,<NA>,,<NA>,,2,2,3,i4003,i4,2014-05-01,18:08:00,101804
49,False,1020,1,1,,4,,1,57,1,,5,,2,,2,1,1,i4007,i4,2014-05-01,19:55:00,102001
50,False,1020,2,2,,4,,2,58,1,,3,,2,,2,1,1,i4007,i4,2014-05-01,19:55:00,102002
51,False,1021,1,1,,4,,2,41,7,,<NA>,,<NA>,,2,1,1,i4010,i4,2014-05-01,20:04:00,102101
52,False,1021,2,3,,5,,1,47,1,,5,,1,,2,1,2,i4010,i4,2014-05-01,20:04:00,102102
53,False,1021,3,4,,4,,1,10,5,,<NA>,,<NA>,,2,2,3,i4010,i4,2014-05-01,20:05:00,102103
54,False,1021,4,4,,4,,2,26,3,,<NA>,,<NA>,,2,1,2,i4010,i4,2014-05-01,20:05:00,102104
55,False,1022,1,1,,2,,1,43,1,,5,,2,,2,1,1,i4010,i4,2014-05-01,20:20:00,102201
56,False,1022,2,2,,2,,2,37,7,,<NA>,,<NA>,,2,1,1,i4010,i4,2014-05-01,20:21:00,102202
57,False,1022,3,4,,2,,2,26,8,,<NA>,,<NA>,,2,1,2,i4010,i4,2014-05-01,20:21:00,102203
58,False,1022,4,4,,2,,1,21,3,,<NA>,,<NA>,,2,1,2,i4010,i4,2014-05-01,20:22:00,102204
59,False,1023,1,1,,3,,1,41,1,,2,,1,,1,1,1,i4021,i4,2014-05-01,12:23:00,102301
60,False,1023,2,2,,4,,2,31,2,,4,,2,,1,1,1,i4021,i4,2014-05-01,12:24:00,102302
61,False,1024,1,1,,6,Egyptian Expat,2,44,1,,1,,1,,1,1,1,i4021,i4,2014-05-01,18:55:00,102401
62,False,1024,2,3,,6,Egyptian Expat ,1,44,1,,1,,1,,1,1,1,i4021,i4,2014-05-01,18:56:00,102402
63,False,1025,1,1,,5,,1,35,1,,3,,2,,1,1,1,i4021,i4,2014-05-01,19:40:00,102501
64,False,1027,1,1,,3,,1,46,1,,2,,1,,1,1,1,i4016,i4,2014-05-01,13:28:00,102701
65,False,1027,2,2,,3,,2,39,7,,<NA>,,<NA>,,1,1,1,i4016,i4,2014-05-01,13:28:00,102702
66,False,1027,3,4,,3,,2,8,5,,<NA>,,<NA>,,1,2,3,i4016,i4,2014-05-01,14:16:00,102703
67,False,1027,4,4,,3,,1,15,5,,<NA>,,<NA>,,1,2,3,i4016,i4,2014-05-01,14:16:00,102704
68,False,1027,5,4,,3,,2,13,5,,<NA>,,<NA>,,1,2,3,i4016,i4,2014-05-01,14:17:00,102705
69,False,1027,6,4,,3,,2,13,5,,<NA>,,<NA>,,1,2,3,i4016,i4,2014-05-01,14:17:00,102706
70,False,1027,7,4,,3,,2,5,9,,<NA>,,<NA>,,1,2,4,i4016,i4,2014-05-01,14:18:00,102707
71,False,1028,1,1,,5,,1,27,1,,5,,2,,1,1,1,i4016,i4,2014-05-01,19:33:00,102801
72,False,1028,2,5,,5,,1,60,1,,7,Terminal 3,1,,1,1,1,i4016,i4,2014-05-01,19:34:00,102802
73,False,1028,3,5,,5,,2,56,1,,5,,1,,1,1,1,i4016,i4,2014-05-01,19:36:00,102803
74,False,1028,4,6,,5,,2,32,1,,4,BBC,1,,1,1,1,i4016,i4,2014-05-01,19:36:00,102804
75,False,1029,1,1,,4,,1,45,1,,7,-1,1,,2,1,1,i4016,i4,2014-05-01,20:01:00,102901
76,False,1029,2,2,,4,,2,42,1,,7,-1,1,,1,1,1,i4016,i4,2014-05-01,20:03:00,102902
77,False,1029,3,4,,4,,1,9,5,,<NA>,,<NA>,,1,2,3,i4016,i4,2014-05-01,20:03:00,102903
78,False,1029,4,4,,4,,1,7,5,,<NA>,,<NA>,,2,2,3,i4016,i4,2014-05-01,20:04:00,102904
79,False,1030,1,1,,4,,1,49,1,,7,Dint Want to Mention,1,,2,1,1,i4016,i4,2014-05-01,20:32:00,103001
80,False,1030,2,2,,4,,2,45,1,,7,Dint Want To Mention,1,,2,1,1,i4016,i4,2014-05-01,20:34:00,103002
81,False,1030,3,4,,4,,1,12,5,,<NA>,,<NA>,,2,2,3,i4016,i4,2014-05-01,20:35:00,103003
82,False,1031,1,1,,5,,1,55,1,,4,Emirates,1,,2,1,1,i4016,i4,2014-05-01,20:55:00,103101
83,False,1031,2,2,,5,,2,50,1,,4,Emirates,1,,2,1,1,i4016,i4,2014-05-01,20:55:00,103102
84,False,1031,3,4,,5,,2,24,1,,7,Dubai Internet City,2,,1,1,1,i4016,i4,2014-05-01,20:56:00,103103
85,False,1031,4,4,,5,,1,20,3,,<NA>,,<NA>,,1,1,2,i4016,i4,2014-05-01,20:56:00,103104
86,False,1031,5,4,,5,,2,16,5,,<NA>,,<NA>,,1,2,3,i4016,i4,2014-05-01,20:57:00,103105
87,False,1032,1,1,,4,,1,40,1,,7,Car Market,1,,2,1,1,i4016,i4,2014-05-01,21:13:00,103201
88,False,1032,2,2,,4,,2,38,7,,<NA>,,<NA>,,1,1,1,i4016,i4,2014-05-01,21:13:00,103202
89,False,1032,3,4,,4,,2,14,5,,<NA>,,<NA>,,2,2,3,i4016,i4,2014-05-01,21:16:00,103203
90,False,1032,4,4,,4,,2,5,9,,<NA>,,<NA>,,2,2,3,i4016,i4,2014-05-01,21:16:00,103204
91,False,1033,1,1,,4,,2,45,7,,<NA>,,<NA>,,1,1,1,i4016,i4,2014-05-01,21:29:00,103301
92,False,1033,2,3,,3,,1,48,1,,7,Dint Mention,1,,2,1,1,i4016,i4,2014-05-01,21:30:00,103302
93,False,1033,3,4,,2,,1,21,3,,<NA>,,<NA>,,1,1,2,i4016,i4,2014-05-01,21:30:00,103303
94,False,1033,4,4,,2,,1,18,3,,<NA>,,<NA>,,1,2,3,i4016,i4,2014-05-01,21:31:00,103304
95,False,1033,5,4,,2,,2,5,9,,<NA>,,<NA>,,2,2,3,i4016,i4,2014-05-01,21:31:00,103305
96,False,1033,6,4,,2,,2,3,9,,<NA>,,<NA>,,2,2,3,i4016,i4,2014-05-01,21:32:00,103306
97,False,1035,1,1,,4,,1,36,1,,4,,2,,1,1,1,i4015,i4,2014-05-01,19:56:00,103501
98,False,1035,2,2,,5,,2,30,7,,<NA>,,<NA>,,1,1,1,i4015,i4,2014-05-01,19:57:00,103502
99,False,1038,1,1,,4,,1,35,1,,5,,1,,1,1,1,i4015,i4,2014-05-01,20:46:00,103801
100,False,1038,2,2,,4,,2,32,1,,7,JOURNALISM,2,,1,1,1,i4015,i4,2014-05-01,20:47:00,103802
101,False,1038,3,4,,4,,1,6,5,,<NA>,,<NA>,,1,2,4,i4015,i4,2014-05-01,20:47:00,103803
102,False,1038,4,4,,4,,2,8,5,,<NA>,,<NA>,,2,2,4,i4015,i4,2014-05-01,20:48:00,103804
103,False,1040,1,1,,4,,2,40,1,,3,,2,,1,1,1,i4015,i4,2014-05-01,21:13:00,104001
104,False,1040,2,3,,4,,1,45,1,,5,,1,,1,1,1,i4015,i4,2014-05-01,21:13:00,104002
105,False,1040,3,4,,4,,1,1,9,,<NA>,,<NA>,,<NA>,2,4,i4015,i4,2014-05-01,21:14:00,104003
106,False,1040,4,4,,4,,2,6,7,,<NA>,,<NA>,,2,2,4,i4015,i4,2014-05-01,21:15:00,104004
107,False,1041,1,1,,4,,1,35,1,,7,REAL ESTATE,2,,1,1,1,i4015,i4,2014-05-01,21:25:00,104101
108,False,1041,2,2,,4,,2,35,1,,7,REAL ESTATE,1,,1,1,1,i4015,i4,2014-05-01,21:26:00,104102
109,False,1041,3,9,,4,,1,30,1,,5,,2,,1,1,1,i4015,i4,2014-05-01,21:26:00,104103
110,False,1041,4,9,,4,,1,30,1,,5,,2,,1,1,1,i4015,i4,2014-05-01,21:26:00,104104
111,False,1042,1,1,,4,,1,52,1,,6,,2,,2,1,1,i4014,i4,2014-05-01,18:05:00,104201
112,False,1042,2,2,,4,,2,46,7,,<NA>,,<NA>,,2,1,1,i4014,i4,2014-05-01,18:06:00,104202
113,False,1042,3,4,,4,,1,18,4,,<NA>,,<NA>,,1,2,3,i4014,i4,2014-05-01,18:07:00,104203
114,False,1042,4,4,,4,,1,17,5,,<NA>,,<NA>,,1,2,3,i4014,i4,2014-05-01,18:07:00,104204
115,False,1042,5,4,,4,,2,12,5,,<NA>,,<NA>,,1,2,3,i4014,i4,2014-05-01,18:08:00,104205
116,False,1043,1,1,,5,,1,44,1,,5,,1,,2,1,1,i4014,i4,2014-05-01,20:08:00,104301
117,False,1043,2,2,,5,,2,40,7,,<NA>,,<NA>,,2,1,1,i4014,i4,2014-05-01,20:08:00,104302
118,False,1043,3,4,,5,,2,10,5,,<NA>,,<NA>,,2,2,3,i4014,i4,2014-05-01,20:09:00,104303
119,False,1043,4,4,,5,,2,5,9,,<NA>,,<NA>,,2,2,3,i4014,i4,2014-05-01,20:09:00,104304
120,False,1043,5,4,,5,,1,4,9,,<NA>,,<NA>,,2,2,3,i4014,i4,2014-05-01,20:10:00,104305
121,False,1043,6,8,,5,,1,40,1,,4,,4,,2,1,1,i4014,i4,2014-05-01,20:12:00,104306
122,False,1044,1,1,,5,,2,35,1,,7,Events and Exibitions,2,,2,1,1,i4017,i4,2014-05-01,17:57:00,104401
123,False,1044,2,3,,5,,1,43,1,,7,Events and Exibitions,2,,2,1,1,i4017,i4,2014-05-01,17:58:00,104402
124,False,1044,3,4,,5,,2,4,9,,<NA>,,<NA>,,2,2,3,i4017,i4,2014-05-01,17:59:00,104403
125,False,1044,4,4,,5,,2,3,9,,<NA>,,<NA>,,2,2,3,i4017,i4,2014-05-01,17:59:00,104404
126,False,1046,1,1,,4,,1,35,1,,2,,1,,2,1,1,i4009,i4,2014-05-01,13:28:00,104601
127,False,1046,2,2,,4,,2,34,7,,<NA>,,<NA>,,2,1,1,i4009,i4,2014-05-01,13:29:00,104602
128,False,1047,1,1,,4,,1,62,1,,7,Lawer,1,,2,1,1,i4009,i4,2014-05-01,17:46:00,104701
129,False,1047,2,2,,3,,2,56,7,,<NA>,,<NA>,,2,1,1,i4009,i4,2014-05-01,17:47:00,104702
130,False,1047,3,4,,4,,2,13,5,,<NA>,,<NA>,,2,2,3,i4009,i4,2014-05-01,17:47:00,104703
131,False,1048,1,1,,3,,1,32,1,,7,Jullary,1,,2,1,1,i4009,i4,2014-05-01,19:00:00,104801
132,False,1048,2,2,,4,,2,34,7,,<NA>,,<NA>,,2,1,1,i4009,i4,2014-05-01,19:01:00,104802
133,False,1048,3,4,,4,,1,2,9,,<NA>,,<NA>,,2,2,3,i4009,i4,2014-05-01,19:02:00,104803
134,False,1049,1,1,,4,,1,35,1,,4,,1,,1,1,1,i4009,i4,2014-05-01,19:39:00,104901
135,False,1049,2,2,,4,,2,35,1,,7,Catring,2,,1,1,1,i4009,i4,2014-05-01,19:40:00,104902
136,False,1049,3,4,,4,,1,4,9,,<NA>,,<NA>,,2,2,3,i4009,i4,2014-05-01,19:41:00,104903
137,False,1049,4,4,,4,,2,5,9,,<NA>,,<NA>,,2,2,3,i4009,i4,2014-05-01,19:41:00,104904
138,False,1051,1,1,,1,,1,62,1,,7,OWN BUSINESS,1,,2,1,1,i4011,i4,2014-05-01,19:23:00,105101
139,False,1051,2,4,,4,,1,27,1,,5,,1,,2,1,1,i4011,i4,2014-05-01,19:26:00,105102
140,False,1051,3,2,,1,,2,50,1,,2,,1,,1,1,1,i4011,i4,2014-05-01,19:29:00,105103
141,False,1051,4,7,,2,,2,55,7,,<NA>,,<NA>,,2,2,4,i4011,i4,2014-05-01,19:30:00,105104
142,False,1052,1,1,,5,,1,54,1,,6,,2,,1,1,1,i4011,i4,2014-05-01,20:00:00,105201
143,False,1052,2,2,,5,,2,46,1,,2,,2,,1,1,1,i4011,i4,2014-05-01,20:02:00,105202
144,False,1052,3,4,,5,,1,23,3,,<NA>,,<NA>,,1,2,4,i4011,i4,2014-05-01,20:03:00,105203
145,False,1052,4,4,,5,,2,17,3,,<NA>,,<NA>,,1,2,4,i4011,i4,2014-05-01,20:04:00,105204
146,False,1053,1,1,,5,,1,56,1,,5,,1,,1,1,1,i4011,i4,2014-05-01,20:25:00,105301
147,False,1053,2,2,,5,,2,50,7,,<NA>,,<NA>,,1,1,1,i4011,i4,2014-05-01,20:26:00,105302
148,False,1053,3,4,,5,,1,29,1,,7,they didnt want to mention,2,,1,1,1,i4011,i4,2014-05-01,20:29:00,105303
149,False,1054,1,1,,6,South Africa,1,51,1,,5,,1,,1,1,1,i4011,i4,2014-05-01,20:45:00,105401
150,False,1054,2,2,,6,South africa,2,54,7,,<NA>,,<NA>,,2,1,1,i4011,i4,2014-05-01,20:45:00,105402
151,False,1054,3,4,,6,South Africa,2,20,3,,<NA>,,<NA>,,1,1,4,i4011,i4,2014-05-01,20:46:00,105403
152,False,1054,4,4,,6,South Africa,1,10,5,,<NA>,,<NA>,,2,2,3,i4011,i4,2014-05-01,20:47:00,105404
153,False,1055,1,1,,6,south africa,1,59,1,,5,,1,,1,1,1,i4011,i4,2014-05-01,21:06:00,105501
154,False,1055,2,2,,6,south africa,2,56,1,,3,,2,,1,1,1,i4011,i4,2014-05-01,21:07:00,105502
155,False,1056,1,1,,4,,1,44,1,,5,,1,,1,1,1,i4011,i4,2014-05-01,21:19:00,105601
156,False,1056,2,2,,4,,2,39,7,,<NA>,,<NA>,,1,2,4,i4011,i4,2014-05-01,21:20:00,105602
157,False,1056,3,4,,4,,2,2,9,,<NA>,,<NA>,,2,2,4,i4011,i4,2014-05-01,21:21:00,105603
158,False,1057,1,1,,1,,1,57,1,,5,,1,,2,1,1,i4005,i4,2014-05-01,17:41:00,105701
159,False,1057,2,2,,1,,2,51,7,,<NA>,,<NA>,,2,1,1,i4005,i4,2014-05-01,17:42:00,105702
160,False,1057,3,4,,1,,2,19,3,,<NA>,,<NA>,,2,1,1,i4005,i4,2014-05-01,17:43:00,105703
161,False,1058,1,1,,4,,1,36,1,,4,,2,,1,1,1,i4005,i4,2014-05-01,18:03:00,105801
162,False,1058,2,2,,4,,2,38,7,,<NA>,,<NA>,,2,1,2,i4005,i4,2014-05-01,18:03:00,105802
163,False,1058,3,4,,4,,1,10,5,,<NA>,,<NA>,,2,2,3,i4005,i4,2014-05-01,18:04:00,105803
164,False,1058,4,4,,4,,1,8,5,,<NA>,,<NA>,,2,2,3,i4005,i4,2014-05-01,18:04:00,105804
165,False,1058,5,4,,4,,2,2,9,,<NA>,,<NA>,,2,2,3,i4005,i4,2014-05-01,18:05:00,105805
166,False,1061,1,1,,1,,1,62,7,,<NA>,,<NA>,,2,1,1,i4018,i4,2014-05-01,19:45:00,106101
167,False,1061,2,2,,1,,2,61,6,,<NA>,,<NA>,,2,1,1,i4018,i4,2014-05-01,19:48:00,106102
168,False,1061,3,4,,1,,1,30,1,,1,,2,,2,1,1,i4018,i4,2014-05-01,19:50:00,106103
169,False,1061,4,7,,1,,2,26,1,,1,,2,,2,1,1,i4018,i4,2014-05-01,19:52:00,106104
170,False,1061,5,4,,1,,2,26,1,,4,,2,,2,1,1,i4018,i4,2014-05-01,19:53:00,106105
171,False,1061,6,4,,1,,2,19,3,,<NA>,,<NA>,,2,1,1,i4018,i4,2014-05-01,19:54:00,106106
172,False,1061,7,4,,1,,1,28,1,,1,,2,,2,1,1,i4018,i4,2014-05-01,19:55:00,106107
173,False,1062,1,1,,5,,1,44,1,,5,,2,,1,1,1,i4001,i4,2014-05-03,17:14:00,106201
174,False,1062,2,2,,5,,2,38,7,,<NA>,,<NA>,,1,2,3,i4001,i4,2014-05-03,17:18:00,106202
175,False,1062,3,4,,5,,2,12,5,,<NA>,,<NA>,,1,2,3,i4001,i4,2014-05-03,17:19:00,106203
176,False,1062,4,4,,5,,1,3,9,,<NA>,,<NA>,,1,2,3,i4001,i4,2014-05-03,17:20:00,106204
177,False,1063,1,1,,5,,1,26,1,,5,,2,,1,2,4,i4001,i4,2014-05-03,18:21:00,106301
178,False,1063,2,9,,5,,1,24,1,,5,,1,,1,1,1,i4001,i4,2014-05-03,18:23:00,106302
179,False,1063,3,9,,5,,1,27,1,,5,,2,,1,2,4,i4001,i4,2014-05-03,18:26:00,106303
180,False,1063,4,9,,5,,1,23,1,,5,,2,,1,2,4,i4001,i4,2014-05-03,18:27:00,106304
181,False,1063,5,9,,5,,1,23,1,,5,,2,,1,2,4,i4001,i4,2014-05-03,18:27:00,106305
182,False,1063,6,9,,5,,1,24,1,,5,,2,,1,2,4,i4001,i4,2014-05-03,18:29:00,106306
183,False,1064,1,1,,5,,1,37,1,,1,,1,,1,1,1,i4001,i4,2014-05-03,19:45:00,106401
184,False,1064,2,2,,5,,2,39,1,,1,,1,,1,1,1,i4001,i4,2014-05-03,19:46:00,106402
185,False,1064,3,4,,5,,2,7,5,,<NA>,,<NA>,,1,2,3,i4001,i4,2014-05-03,19:47:00,106403
186,False,1064,4,4,,5,,2,1,9,,<NA>,,<NA>,,2,2,3,i4001,i4,2014-05-03,19:49:00,106404
187,False,1065,1,1,,4,,1,36,1,,5,,2,,1,2,4,i4002,i4,2014-05-03,17:05:00,106501
188,False,1065,2,2,,5,,2,35,7,,<NA>,,<NA>,,1,2,4,i4002,i4,2014-05-03,17:06:00,106502
189,False,1065,3,4,,5,,1,7,5,,<NA>,,<NA>,,1,2,4,i4002,i4,2014-05-03,17:06:00,106503
190,False,1065,4,4,,5,,2,8,5,,<NA>,,<NA>,,1,2,4,i4002,i4,2014-05-03,17:07:00,106504
191,False,1066,1,1,,5,,1,40,1,,5,,2,,1,1,1,i4002,i4,2014-05-03,17:50:00,106601
192,False,1066,2,2,,5,,2,38,1,,5,,2,,1,1,1,i4002,i4,2014-05-03,17:51:00,106602
193,False,1066,3,4,,5,,2,16,5,,<NA>,,<NA>,,1,2,4,i4002,i4,2014-05-03,17:51:00,106603
194,False,1069,1,1,,5,,1,27,1,,5,,2,,1,2,4,i4002,i4,2014-05-03,20:35:00,106901
195,False,1069,2,9,,5,,1,26,1,,5,,2,,1,2,4,i4002,i4,2014-05-03,20:35:00,106902
196,False,1070,1,1,,5,,1,41,1,,1,,2,,1,1,2,i4003,i4,2014-05-03,17:10:00,107001
197,False,1070,2,2,,5,,2,37,7,,<NA>,,<NA>,,2,2,3,i4003,i4,2014-05-03,17:10:00,107002
198,False,1070,3,4,,5,,2,7,5,,<NA>,,<NA>,,2,2,3,i4003,i4,2014-05-03,17:11:00,107003
199,False,1071,1,1,,5,,1,58,1,,1,,2,,2,1,1,i4003,i4,2014-05-03,17:30:00,107101
200,False,1071,2,4,,5,,2,34,7,,<NA>,,<NA>,,1,1,2,i4003,i4,2014-05-03,17:31:00,107102
201,False,1071,3,4,,5,,1,1,9,Baby,<NA>,,<NA>,,2,2,3,i4003,i4,2014-05-03,17:32:00,107103
202,False,1072,1,1,,5,,1,22,1,,7,Lulu Supermarket,4,,1,2,4,i4003,i4,2014-05-03,18:04:00,107201
203,False,1072,2,9,,5,,1,22,1,,7,Lulu,4,,1,2,4,i4003,i4,2014-05-03,18:05:00,107202
204,False,1072,3,9,,5,,1,45,1,,7,Al Lulu ,4,,1,2,4,i4003,i4,2014-05-03,18:06:00,107203
205,False,1072,4,9,,5,,1,21,1,,7,Lulu Hypermarket,3,,1,2,4,i4003,i4,2014-05-03,18:17:00,107204
206,False,1072,5,9,,5,,1,24,1,,7,Lulu Hypermarket,3,,1,2,4,i4003,i4,2014-05-03,18:17:00,107205
207,False,1073,1,1,,5,,1,45,1,,7,Driver,4,,1,1,2,i4003,i4,2014-05-03,19:33:00,107301
208,False,1073,2,2,,5,,2,43,7,,<NA>,,<NA>,,1,2,3,i4003,i4,2014-05-03,19:34:00,107302
209,False,1074,1,1,,5,,1,50,1,,7,Chemical engineer,2,,1,1,1,i4003,i4,2014-05-03,20:41:00,107401
210,False,1074,2,2,,5,,2,50,7,,<NA>,,<NA>,,1,1,1,i4003,i4,2014-05-03,20:42:00,107402
211,False,1074,3,4,,5,,1,19,3,,<NA>,,<NA>,,1,2,3,i4003,i4,2014-05-03,20:43:00,107403
212,False,1074,4,4,,5,,1,16,3,,<NA>,,<NA>,,1,2,3,i4003,i4,2014-05-03,20:43:00,107404
213,False,1074,5,7,,5,,2,80,7,,<NA>,,<NA>,,2,2,3,i4003,i4,2014-05-03,20:44:00,107405
214,False,1075,1,1,,5,,1,48,1,,5,,1,,1,2,3,i4006,i4,2014-05-03,17:06:00,107501
215,False,1076,1,1,,5,,1,28,1,,7,Engineering,2,,1,2,3,i4006,i4,2014-05-03,18:28:00,107601
216,False,1077,1,1,,5,,1,32,1,,5,,1,,2,1,2,i4006,i4,2014-05-03,18:38:00,107701
217,False,1077,2,2,,5,,2,32,7,,<NA>,,<NA>,,2,1,2,i4006,i4,2014-05-03,18:39:00,107702
218,False,1078,1,1,,5,,1,59,1,,7,Mechanic,3,,1,1,1,i4006,i4,2014-05-03,19:11:00,107801
219,False,1078,2,2,,5,,2,57,1,,2,,2,,1,2,3,i4006,i4,2014-05-03,19:12:00,107802
220,False,1078,3,7,,5,,1,35,1,,7,IT,2,,1,1,1,i4006,i4,2014-05-03,19:13:00,107803
221,False,1080,1,1,,5,,1,40,1,,5,,2,,2,1,1,i4007,i4,2014-05-03,19:47:00,108001
222,False,1080,2,2,,5,,2,35,1,,5,,2,,2,2,3,i4007,i4,2014-05-03,19:52:00,108002
223,False,1080,3,4,,5,,2,10,5,,<NA>,,<NA>,,2,2,3,i4007,i4,2014-05-03,19:54:00,108003
