person_id,is_labourer,household_id,person_num,relationship,relationship_other,nationality,nationality_other,gender,age,occ,occ_other,occ_sector,occ_sector_other,occ_level,occ_level_other,nol,license,auto_availability,interviewer_id,interviewer_company,interview_date,interview_time,code_hp
2669,False,1961,1,1,,5,,1,37,1,,6,,2,,1,1,1,i4026,i4,2014-05-28,19:30:00,196101
2670,False,1962,1,1,,5,,1,39,1,,6,,2,,<NA>,1,1,i4026,i4,2014-05-28,19:43:00,196201
2671,False,1964,1,1,,5,,1,45,1,,5,,1,,2,1,1,i4027,i4,2014-05-28,18:35:00,196401
2672,False,1964,2,2,,5,,2,35,7,,<NA>,,<NA>,,2,2,3,i4027,i4,2014-05-28,18:36:00,196402
2673,False,1964,3,4,,5,,2,16,5,,<NA>,,<NA>,,2,2,3,i4027,i4,2014-05-28,18:37:00,196403
2674,False,1964,4,4,,5,,1,14,5,,<NA>,,<NA>,,2,2,3,i4027,i4,2014-05-28,18:38:00,196404
2675,False,1965,1,1,,5,,1,61,8,,<NA>,,<NA>,,2,2,4,i4027,i4,2014-05-28,19:00:00,196501
2676,False,1965,2,2,,3,,2,49,7,,<NA>,,<NA>,,2,2,4,i4027,i4,2014-05-28,19:01:00,196502
2677,False,1965,3,4,,5,,2,17,5,,<NA>,,<NA>,,2,2,4,i4027,i4,2014-05-28,19:02:00,196503
2678,False,1966,1,1,,5,,1,45,1,,5,Finance,1,,1,1,1,i4003,i4,2014-05-28,17:03:00,196601
2679,False,1966,2,2,,5,,2,44,7,,<NA>,,<NA>,,1,2,3,i4003,i4,2014-05-28,17:04:00,196602
2680,False,1966,3,4,,5,,1,19,3,,<NA>,,<NA>,,1,1,2,i4003,i4,2014-05-28,17:05:00,196603
2681,False,1967,1,1,,5,,1,35,1,,5,Finance ,1,,2,1,1,i4003,i4,2014-05-28,17:49:00,196701
2682,False,1967,2,2,,5,,2,31,1,,5,Finance,1,,1,1,2,i4003,i4,2014-05-28,17:49:00,196702
2683,False,1969,1,1,,5,,1,31,1,,5,,1,,1,2,4,i4004,i4,2014-05-28,19:59:00,196901
2684,False,1969,2,9,,5,,1,29,1,,5,,1,,1,2,4,i4004,i4,2014-05-28,20:00:00,196902
2685,False,1970,1,1,,5,,1,45,1,,1,,1,,1,1,1,i4004,i4,2014-05-28,20:20:00,197001
2686,False,1970,2,2,,5,,2,45,1,,5,,1,,1,1,1,i4004,i4,2014-05-28,20:20:00,197002
2687,False,1970,3,4,,5,,2,14,5,,<NA>,,<NA>,,1,2,4,i4004,i4,2014-05-28,20:21:00,197003
2688,False,1970,4,4,,5,,2,11,5,,<NA>,,<NA>,,1,2,4,i4004,i4,2014-05-28,20:21:00,197004
2689,False,1970,5,7,,5,,2,45,1,,5,,3,,1,2,4,i4004,i4,2014-05-28,20:22:00,197005
2690,False,1971,1,1,,5,,1,34,1,,5,,2,,2,1,1,i4007,i4,2014-05-28,19:19:00,197101
2691,False,1971,2,2,,5,,2,29,7,,<NA>,,<NA>,,2,2,4,i4007,i4,2014-05-28,19:20:00,197102
2692,False,1972,1,1,,5,,1,33,1,,5,,3,,1,2,4,i4007,i4,2014-05-28,19:29:00,197201
2693,False,1972,2,2,,5,,2,28,1,,2,,2,,1,2,4,i4007,i4,2014-05-28,19:30:00,197202
2694,False,1972,3,4,,5,,1,7,5,,<NA>,,<NA>,,2,2,4,i4007,i4,2014-05-28,19:30:00,197203
2695,False,1972,4,4,,5,,2,12,5,,<NA>,,<NA>,,2,2,4,i4007,i4,2014-05-28,19:31:00,197204
2696,False,1973,1,1,,5,,1,38,1,,7,Steel trading,2,,1,1,1,i4012,i4,2014-05-28,20:06:00,197301
2697,False,1973,2,2,,5,,2,36,7,,<NA>,,<NA>,,2,2,3,i4012,i4,2014-05-28,20:08:00,197302
2698,False,1973,3,4,,5,,1,9,5,,<NA>,,<NA>,,2,2,3,i4012,i4,2014-05-28,20:09:00,197303
2699,False,1976,1,1,,1,,1,61,7,,<NA>,,<NA>,,2,1,1,i4018,i4,2014-05-28,18:00:00,197601
2700,False,1976,2,2,,1,,2,56,7,,<NA>,,<NA>,,2,1,1,i4018,i4,2014-05-28,18:00:00,197602
2701,False,1976,3,4,,1,,1,24,1,,1,,2,,2,1,1,i4018,i4,2014-05-28,18:01:00,197603
2702,False,1976,4,4,,1,,2,20,3,,<NA>,,<NA>,,2,2,3,i4018,i4,2014-05-28,18:01:00,197604
2703,False,1976,5,4,,1,,2,16,5,,<NA>,,<NA>,,2,2,3,i4018,i4,2014-05-28,18:02:00,197605
2704,False,1976,6,4,,1,,2,11,5,,<NA>,,<NA>,,2,2,3,i4018,i4,2014-05-28,18:02:00,197606
2705,False,1976,7,4,,1,,1,7,5,,<NA>,,<NA>,,2,2,3,i4018,i4,2014-05-28,18:03:00,197607
2706,False,1977,1,1,,5,,1,55,1,,7,Oil&Gas,2,,2,1,1,i4018,i4,2014-05-28,20:04:00,197701
2707,False,1977,2,2,,5,,2,45,7,,<NA>,,<NA>,,1,2,3,i4018,i4,2014-05-28,20:04:00,197702
2708,False,1977,3,4,,5,,2,16,5,,<NA>,,<NA>,,2,2,3,i4018,i4,2014-05-28,20:05:00,197703
2709,False,1977,4,4,,5,,2,8,5,,<NA>,,<NA>,,2,2,3,i4018,i4,2014-05-28,20:05:00,197704
2710,False,1978,1,1,,5,,1,47,1,,5,,2,,2,1,1,i4018,i4,2014-05-28,20:17:00,197801
2711,False,1978,2,2,,5,,2,42,7,,<NA>,,<NA>,,2,1,1,i4018,i4,2014-05-28,20:17:00,197802
2712,False,1978,3,4,,5,,1,10,5,,<NA>,,<NA>,,2,2,3,i4018,i4,2014-05-28,20:18:00,197803
2713,False,1978,4,4,,5,,1,8,5,,<NA>,,<NA>,,2,2,3,i4018,i4,2014-05-28,20:18:00,197804
2714,False,1979,1,1,,5,,1,55,1,,5,,1,,2,1,1,i4024,i4,2014-05-28,18:12:00,197901
2715,False,1979,2,2,,5,,2,55,7,,<NA>,,<NA>,,2,2,3,i4024,i4,2014-05-28,18:12:00,197902
2716,False,1979,3,4,,5,,1,23,3,,<NA>,,<NA>,,2,2,3,i4024,i4,2014-05-28,18:12:00,197903
2717,False,1979,4,4,,5,,1,13,5,,<NA>,,<NA>,,2,2,3,i4024,i4,2014-05-28,18:13:00,197904
2718,False,1983,1,1,,4,,1,52,1,,5,,1,,1,1,1,I4005,i4,2014-05-28,18:33:00,198301
2719,False,1983,2,2,,4,,2,51,1,,1,,1,,1,2,3,I4005,i4,2014-05-28,18:34:00,198302
2720,False,1983,3,4,,4,,1,25,1,,7,Sales,1,,1,1,1,I4005,i4,2014-05-28,18:35:00,198303
2721,False,1983,4,4,,4,,2,19,7,,<NA>,,<NA>,,1,2,3,I4005,i4,2014-05-28,18:36:00,198304
2722,False,1984,1,1,,5,,1,51,1,,5,,1,,1,1,1,I4005,i4,2014-05-28,19:34:00,198401
2723,False,1984,2,2,,5,,2,51,1,,5,,1,,1,2,4,I4005,i4,2014-05-28,19:34:00,198402
2724,False,1984,3,4,,5,,2,21,3,,<NA>,,<NA>,,1,2,4,I4005,i4,2014-05-28,19:35:00,198403
2725,False,1984,4,4,,5,,2,18,3,,<NA>,,<NA>,,1,2,4,I4005,i4,2014-05-28,19:36:00,198404
2726,False,1985,1,1,,5,,1,42,1,,7,Petroleum,1,,1,1,1,i4016,i4,2014-05-28,17:11:00,198501
2727,False,1985,2,2,,5,,2,38,7,,<NA>,,<NA>,,1,2,3,i4016,i4,2014-05-28,17:11:00,198502
2728,False,1985,3,4,,5,,1,14,5,,<NA>,,<NA>,,2,2,3,i4016,i4,2014-05-28,17:12:00,198503
2729,False,1985,4,4,,5,,1,8,5,,<NA>,,<NA>,,2,2,3,i4016,i4,2014-05-28,17:12:00,198504
2730,False,1986,1,1,,5,,1,45,1,,7,-1,1,,1,1,1,i4016,i4,2014-05-28,18:42:00,198601
2731,False,1986,2,2,,5,,2,40,1,,7,-1,1,,1,1,1,i4016,i4,2014-05-28,18:43:00,198602
2732,False,1986,3,4,,5,,1,10,5,,<NA>,,<NA>,,2,2,3,i4016,i4,2014-05-28,18:44:00,198603
2733,False,1986,4,4,,5,,2,15,5,,<NA>,,<NA>,,2,2,3,i4016,i4,2014-05-28,18:44:00,198604
2734,False,1987,1,1,,5,,1,42,1,,7,Chemical/water treatment,1,,1,1,1,i4016,i4,2014-05-28,19:06:00,198701
2735,False,1987,2,2,,5,,2,39,9,,<NA>,,<NA>,,2,1,2,i4016,i4,2014-05-28,19:06:00,198702
2736,False,1987,3,4,,5,,2,11,5,,<NA>,,<NA>,,2,2,3,i4016,i4,2014-05-28,19:07:00,198703
2737,False,1988,1,1,,3,,1,55,1,,4,,1,,1,1,1,i4015,i4,2014-05-28,17:28:00,198801
2738,False,1988,2,2,,6,SUDAN,2,50,7,,<NA>,,<NA>,,2,1,4,i4015,i4,2014-05-28,17:28:00,198802
2739,False,1988,3,4,,6,SUDAN,2,16,3,,<NA>,,<NA>,,1,2,4,i4015,i4,2014-05-28,17:29:00,198803
2740,False,1988,4,4,,6,SUDAN,1,15,5,,<NA>,,<NA>,,2,2,4,i4015,i4,2014-05-28,17:29:00,198804
2741,False,1988,5,4,,6,SUDAN,2,11,5,,<NA>,,<NA>,,2,2,4,i4015,i4,2014-05-28,17:29:00,198805
2742,False,1988,6,4,,6,SUDAN,1,13,5,,<NA>,,<NA>,,2,2,4,i4015,i4,2014-05-28,17:30:00,198806
2743,False,1988,7,4,,6,SUDAN,1,3,9,,<NA>,,<NA>,,2,2,4,i4015,i4,2014-05-28,17:30:00,198807
2744,False,1989,1,1,,1,,1,40,1,,1,,1,,1,1,1,i4015,i4,2014-05-28,17:55:00,198901
2745,False,1989,2,2,,1,,2,35,7,,<NA>,,<NA>,,2,2,4,i4015,i4,2014-05-28,17:55:00,198902
2746,False,1989,3,4,,1,,1,12,5,,<NA>,,<NA>,,2,2,4,i4015,i4,2014-05-28,17:56:00,198903
2747,False,1989,4,4,,1,,1,14,5,,<NA>,,<NA>,,2,2,4,i4015,i4,2014-05-28,17:56:00,198904
2748,False,1992,1,1,,1,,1,30,1,,5,,2,,2,1,1,i4010,i4,2014-05-29,19:57:00,199201
2749,False,1994,1,1,,1,,1,27,1,,1,,2,,2,1,1,i4028,i4,2014-07-29,19:58:00,199401
2750,False,1994,2,5,,1,,1,61,6,,<NA>,,<NA>,,2,1,1,i4028,i4,2014-07-29,19:59:00,199402
2751,False,2000,1,1,,1,,1,55,1,,7,Private,1,,2,1,1,i4003,i4,2014-05-31,19:34:00,200001
2752,False,2000,2,2,,1,,2,48,7,,<NA>,,<NA>,,2,1,1,i4003,i4,2014-05-31,19:35:00,200002
2753,False,2000,3,4,,1,,1,20,3,,<NA>,,<NA>,,2,1,1,i4003,i4,2014-05-31,19:36:00,200003
2754,False,2000,4,4,,1,,1,16,5,,<NA>,,<NA>,,2,2,3,i4003,i4,2014-05-31,19:36:00,200004
2755,False,2001,1,1,,1,,1,44,1,,1,,2,,1,1,1,i4005,i4,2014-05-31,18:56:00,200101
2756,False,2001,2,2,,1,,2,40,7,,<NA>,,<NA>,,2,1,1,i4005,i4,2014-05-31,18:56:00,200102
2757,False,2001,3,4,,1,,2,12,5,,<NA>,,<NA>,,2,2,3,i4005,i4,2014-05-31,18:57:00,200103
2758,False,2001,4,4,,1,,2,8,5,,<NA>,,<NA>,,2,2,3,i4005,i4,2014-05-31,18:57:00,200104
2759,False,2001,5,4,,1,,2,6,5,,<NA>,,<NA>,,2,2,3,i4005,i4,2014-05-31,18:57:00,200105
2760,False,2003,1,1,,1,,2,28,7,,<NA>,,<NA>,,2,1,2,i4014,i4,2014-05-31,19:52:00,200301
2761,False,2003,2,3,,1,,1,32,1,,7,REAL ESTATE,1,,2,1,2,i4014,i4,2014-05-31,19:53:00,200302
2762,False,2003,3,8,,5,,1,40,1,,7,DRIVER,3,,2,1,2,i4014,i4,2014-05-31,19:53:00,200303
2763,False,2003,4,4,,1,,1,4,9,,<NA>,,<NA>,,2,2,3,i4014,i4,2014-05-31,19:54:00,200304
2764,False,2003,5,4,,1,,2,2,9,,<NA>,,<NA>,,2,2,3,i4014,i4,2014-05-31,19:54:00,200305
2765,False,2003,6,4,,1,,1,1,9,,<NA>,,<NA>,,2,2,3,i4014,i4,2014-05-31,19:55:00,200306
2766,False,2004,1,1,,5,,1,34,1,,5,,1,,1,1,1,i4025,i4,2014-05-31,18:25:00,200401
2767,False,2004,2,2,,5,,2,34,1,,5,,2,,1,1,1,i4025,i4,2014-05-31,18:25:00,200402
2768,False,2004,3,8,,5,,2,50,1,,7,Maid,4,,1,2,4,i4025,i4,2014-05-31,18:26:00,200403
2769,False,2004,4,8,,5,,2,53,1,,7,Maid,4,,1,2,4,i4025,i4,2014-05-31,18:27:00,200404
2770,False,2004,5,4,,5,,2,2,9,Child,<NA>,,<NA>,,2,2,4,i4025,i4,2014-05-31,18:27:00,200405
2771,False,2005,1,1,,1,,1,42,1,,1,,1,,2,1,1,i4025,i4,2014-05-31,19:47:00,200501
2772,False,2005,2,2,,1,,2,39,7,,<NA>,,<NA>,,2,1,1,i4025,i4,2014-05-31,19:47:00,200502
2773,False,2005,3,4,,1,,1,14,5,,<NA>,,<NA>,,2,2,3,i4025,i4,2014-05-31,19:48:00,200503
2774,False,2005,4,4,,1,,2,16,3,,<NA>,,<NA>,,2,2,3,i4025,i4,2014-05-31,19:48:00,200504
2775,False,2005,5,4,,1,,2,11,5,,<NA>,,<NA>,,2,2,3,i4025,i4,2014-05-31,19:49:00,200505
2776,False,2005,6,4,,1,,1,5,9,,<NA>,,<NA>,,2,2,3,i4025,i4,2014-05-31,19:49:00,200506
2777,False,2005,7,4,,1,,1,2,9,,<NA>,,<NA>,,2,2,4,i4025,i4,2014-05-31,19:50:00,200507
2778,False,2005,8,4,,1,,2,4,9,,<NA>,,<NA>,,2,2,4,i4025,i4,2014-05-31,19:50:00,200508
2779,False,2006,1,1,,4,,1,53,1,,5,,1,,2,1,1,i4027,i4,2014-05-31,19:52:00,200601
2780,False,2006,2,2,,5,,2,50,7,,<NA>,,<NA>,,2,1,1,i4027,i4,2014-05-31,19:53:00,200602
2781,False,2006,3,4,,4,,1,25,3,,<NA>,,<NA>,,2,1,1,i4027,i4,2014-05-31,19:53:00,200603
2782,False,2006,4,4,,4,,2,21,3,,<NA>,,<NA>,,2,1,2,i4027,i4,2014-05-31,19:54:00,200604
2783,False,2007,1,1,,1,,1,65,2,,2,,1,,1,1,1,I4002,i4,2014-05-31,19:36:00,200701
2784,False,2007,2,2,,1,,2,65,7,,<NA>,,<NA>,,1,1,1,I4002,i4,2014-05-31,19:36:00,200702
2785,False,2007,3,4,,1,,1,28,1,,5,,2,,1,1,1,I4002,i4,2014-05-31,19:37:00,200703
2786,False,2007,4,4,,1,,2,21,3,,<NA>,,<NA>,,1,1,1,I4002,i4,2014-05-31,19:37:00,200704
2787,False,2008,1,1,,5,,1,42,1,,5,,2,,1,1,1,i4026,i4,2014-05-31,19:14:00,200801
2788,False,2008,2,2,,4,,2,39,7,,<NA>,,<NA>,,1,1,1,i4026,i4,2014-05-31,19:15:00,200802
2789,False,2008,3,4,,4,,2,19,3,,<NA>,,<NA>,,1,2,3,i4026,i4,2014-05-31,19:21:00,200803
2790,False,2008,4,4,,4,,1,22,2,,5,,3,,1,1,1,i4026,i4,2014-05-31,19:22:00,200804
2791,False,2009,1,1,,5,,1,37,1,,6,,2,,1,1,1,i4026,i4,2014-05-31,19:58:00,200901
2792,False,2009,2,2,,5,,2,40,7,,<NA>,,<NA>,,1,1,1,i4026,i4,2014-05-31,19:59:00,200902
2793,False,2009,3,4,,5,,2,21,2,,5,,3,,1,1,3,i4026,i4,2014-05-31,20:00:00,200903
2794,False,2009,4,4,,5,,2,24,1,,3,,2,,1,1,2,i4026,i4,2014-05-31,20:01:00,200904
2795,False,2010,1,1,,1,,1,29,8,,<NA>,,<NA>,,2,1,1,i4023,i4,2014-05-31,20:26:00,201001
2796,False,2010,2,5,,1,,1,65,2,,1,,1,,2,1,1,i4023,i4,2014-05-31,20:26:00,201002
2797,False,2010,3,5,,1,,2,50,7,,<NA>,,<NA>,,2,1,1,i4023,i4,2014-05-31,20:27:00,201003
2798,False,2010,4,6,,1,,1,24,1,,4,,1,,2,1,1,i4023,i4,2014-05-31,20:27:00,201004
2799,False,2010,5,6,,1,,2,27,1,,1,,1,,2,1,1,i4023,i4,2014-05-31,20:28:00,201005
2800,False,2010,6,6,,1,,2,22,8,,<NA>,,<NA>,,2,1,1,i4023,i4,2014-05-31,20:28:00,201006
2801,False,2010,7,6,,1,,1,24,1,,4,,1,,2,1,1,i4023,i4,2014-05-31,20:29:00,201007
2802,False,2011,1,1,,1,,1,38,1,,5,,2,,2,1,1,i4028,i4,2014-05-31,19:31:00,201101
2803,False,2013,1,1,,4,,1,55,1,,5,,1,,2,1,1,i4021,i4,2014-05-31,19:28:00,201301
2804,False,2013,2,4,,4,,2,20,3,,<NA>,,<NA>,,2,1,1,i4021,i4,2014-05-31,19:29:00,201302
2805,False,2013,3,4,,4,,1,14,5,,<NA>,,<NA>,,2,2,3,i4021,i4,2014-05-31,19:29:00,201303
2806,False,2013,4,4,,4,,2,16,4,,<NA>,,<NA>,,2,2,3,i4021,i4,2014-05-31,19:30:00,201304
2807,False,2014,1,1,,5,,1,50,1,,7,entrepreneur,1,,1,1,1,i4016,i4,2014-05-31,19:05:00,201401
2808,False,2014,2,2,,5,,2,45,7,,<NA>,,<NA>,,2,1,1,i4016,i4,2014-05-31,19:06:00,201402
2809,False,2014,3,4,,5,,1,20,3,,<NA>,,<NA>,,2,1,2,i4016,i4,2014-05-31,19:07:00,201403
2810,False,2014,4,4,,5,,2,22,3,,<NA>,,<NA>,,2,1,2,i4016,i4,2014-05-31,19:07:00,201404
2811,False,2015,1,1,,4,,1,50,1,,7,Construction,1,,2,1,1,i4016,i4,2014-05-31,19:56:00,201501
2812,False,2015,2,2,,4,,2,45,7,,<NA>,,<NA>,,2,1,1,i4016,i4,2014-05-31,19:57:00,201502
2813,False,2015,3,4,,4,,1,7,5,,<NA>,,<NA>,,2,2,3,i4016,i4,2014-05-31,19:57:00,201503
2814,False,2016,1,1,,5,,1,18,3,,<NA>,,<NA>,,1,2,3,TTF-D-25,tf,2014-06-03,17:44:00,201601
2815,False,2016,2,5,,5,,1,35,1,,5,,1,,2,1,1,TTF-D-25,tf,2014-06-03,17:45:00,201602
2816,False,2016,3,5,,5,,2,30,8,,<NA>,,<NA>,,2,2,3,TTF-D-25,tf,2014-06-03,17:45:00,201603
2817,False,2016,4,6,,5,,1,15,5,,<NA>,,<NA>,,1,2,3,TTF-D-25,tf,2014-06-03,17:46:00,201604
2818,False,2020,1,1,,1,,1,23,2,,5,,2,,2,1,1,i4008,i4,2014-06-03,20:53:00,202001
2819,False,2020,2,6,,1,,1,26,1,,1,,2,,2,1,1,i4008,i4,2014-06-03,20:54:00,202002
2820,False,2020,3,5,,1,,1,46,1,,1,,1,,2,1,1,i4008,i4,2014-06-03,20:55:00,202003
2821,False,2020,4,5,,1,,2,46,7,,<NA>,,<NA>,,2,1,1,i4008,i4,2014-06-03,20:56:00,202004
2822,False,2020,5,6,,1,,2,4,9,,<NA>,,<NA>,,2,2,3,i4008,i4,2014-06-03,20:56:00,202005
2823,False,2020,6,6,,1,,1,5,9,,<NA>,,<NA>,,2,2,3,i4008,i4,2014-06-03,20:57:00,202006
2824,False,2021,1,1,,2,,1,35,1,,1,,1,,2,1,1,i4025,i4,2014-06-03,17:59:00,202101
2825,False,2021,2,2,,2,,2,32,7,,<NA>,,<NA>,,2,1,2,i4025,i4,2014-06-03,18:00:00,202102
2826,False,2021,3,4,,2,,2,5,9,,<NA>,,<NA>,,2,2,4,i4025,i4,2014-06-03,18:00:00,202103
2827,False,2021,4,4,,2,,2,2,9,,<NA>,,<NA>,,2,2,4,i4025,i4,2014-06-03,18:01:00,202104
2828,False,2022,1,1,,2,,1,33,1,,1,,3,,2,1,1,i4025,i4,2014-06-03,20:49:00,202201
2829,False,2022,2,2,,2,,2,35,7,,<NA>,,<NA>,,2,1,1,i4025,i4,2014-06-03,20:50:00,202202
2830,False,2022,3,4,,2,,2,18,3,,<NA>,,<NA>,,2,2,3,i4025,i4,2014-06-03,20:50:00,202203
2831,False,2022,4,4,,2,,2,17,3,,<NA>,,<NA>,,2,2,4,i4025,i4,2014-06-03,20:51:00,202204
2832,False,2022,5,4,,2,,2,16,3,,<NA>,,<NA>,,2,2,3,i4025,i4,2014-06-03,20:51:00,202205
2833,False,2022,6,4,,2,,2,10,5,,<NA>,,<NA>,,2,2,3,i4025,i4,2014-06-03,20:52:00,202206
2834,False,2022,7,4,,2,,1,8,5,,<NA>,,<NA>,,2,2,3,i4025,i4,2014-06-03,20:52:00,202207
2835,False,2022,8,4,,2,,1,6,5,,<NA>,,<NA>,,2,2,3,i4025,i4,2014-06-03,20:53:00,202208
2836,False,2023,1,1,,5,,1,46,1,,5,,2,,1,1,1,I4027,i4,2014-06-03,18:09:00,202301
2837,False,2023,2,2,,5,,2,39,7,,<NA>,,<NA>,,1,1,1,I4027,i4,2014-06-03,18:10:00,202302
2838,False,2023,3,4,,5,,1,20,3,,<NA>,,<NA>,,1,2,3,I4027,i4,2014-06-03,18:12:00,202303
2839,False,2023,4,4,,5,,2,20,3,,<NA>,,<NA>,,1,2,3,I4027,i4,2014-06-03,19:07:00,202304
2840,False,2023,5,4,,5,,2,17,5,,<NA>,,<NA>,,2,2,3,I4027,i4,2014-06-03,19:08:00,202305
2841,False,2024,1,1,,6,African Expat,1,40,1,,5,,2,,1,1,1,i4018,i4,2014-06-03,17:35:00,202401
2842,False,2024,2,2,,6,African Expat,2,40,7,,<NA>,,<NA>,,1,1,2,i4018,i4,2014-06-03,17:36:00,202402
2843,False,2024,3,4,,6,African Expat,1,3,9,,<NA>,,<NA>,,2,2,3,i4018,i4,2014-06-03,17:36:00,202403
2844,False,2024,4,4,,6,African Expat,2,1,9,,<NA>,,<NA>,,2,2,3,i4018,i4,2014-06-03,17:37:00,202404
2845,False,2026,1,1,,1,,1,26,1,,1,,2,,1,1,1,i4028,i4,2014-06-03,18:53:00,202601
2846,False,2026,2,6,,1,,1,24,1,,1,,2,,2,1,1,i4028,i4,2014-06-03,18:54:00,202602
2847,False,2026,3,6,,1,,1,24,1,,1,,2,,2,1,1,i4028,i4,2014-06-03,18:54:00,202603
2848,False,2026,4,6,,1,,1,21,3,,<NA>,,<NA>,,1,1,1,i4028,i4,2014-06-03,18:55:00,202604
2849,False,2026,5,5,,1,,1,64,6,,<NA>,,<NA>,,2,1,1,i4028,i4,2014-06-03,18:55:00,202605
2850,False,2026,6,5,,1,,2,61,6,,<NA>,,<NA>,,2,1,2,i4028,i4,2014-06-03,18:56:00,202606
2851,False,2027,1,3,,5,,1,62,6,,<NA>,,<NA>,,2,1,1,i4028,i4,2014-06-03,19:50:00,202701
2852,False,2027,2,2,,5,,2,57,7,,<NA>,,<NA>,,2,1,2,i4028,i4,2014-06-03,19:51:00,202702
2853,False,2027,3,1,,5,,1,36,1,,5,,2,,2,1,1,i4028,i4,2014-06-03,19:51:00,202703
2854,False,2028,1,1,,3,,1,48,1,,1,,2,,2,1,1,i4003,i4,2014-06-03,17:54:00,202801
2855,False,2028,2,2,,3,,2,43,7,,<NA>,,<NA>,,2,1,1,i4003,i4,2014-06-03,17:55:00,202802
2856,False,2028,3,4,,3,,1,14,5,,<NA>,,<NA>,,2,2,3,i4003,i4,2014-06-03,17:55:00,202803
2857,False,2028,4,4,,3,,2,8,5,,<NA>,,<NA>,,2,2,3,i4003,i4,2014-06-03,17:57:00,202804
2858,False,2029,1,1,,1,,1,30,1,,7,Private,1,,1,1,1,i4003,i4,2014-06-03,19:59:00,202901
2859,False,2029,2,5,,1,,1,63,1,,1,,1,,2,1,1,i4003,i4,2014-06-03,20:00:00,202902
2860,False,2029,3,2,,1,,2,23,7,,<NA>,,<NA>,,<NA>,1,1,i4003,i4,2014-06-03,20:01:00,202903
2861,False,2029,4,6,,1,,2,25,3,,<NA>,,<NA>,,2,1,2,i4003,i4,2014-06-03,20:01:00,202904
2862,False,2029,5,6,,1,,2,26,3,,<NA>,,<NA>,,2,1,2,i4003,i4,2014-06-03,20:02:00,202905
2863,False,2029,6,5,,1,,2,49,7,,<NA>,,<NA>,,2,1,2,i4003,i4,2014-06-03,20:02:00,202906
2864,False,2029,7,4,,1,,2,2,9,Baby,<NA>,,<NA>,,2,2,3,i4003,i4,2014-06-03,20:03:00,202907
2865,False,2030,1,1,,5,,1,40,1,,5,,1,,1,1,1,I4002,i4,2014-06-03,17:41:00,203001
2866,False,2030,2,6,,5,,1,24,1,,5,,2,,1,1,1,I4002,i4,2014-06-03,17:41:00,203002
2867,False,2030,3,2,,5,,2,37,7,,<NA>,,<NA>,,1,1,1,I4002,i4,2014-06-03,17:50:00,203003
2868,False,2030,4,4,,5,,2,10,5,,<NA>,,<NA>,,1,2,4,I4002,i4,2014-06-03,17:51:00,203004
2869,False,2031,1,1,,5,,1,35,1,,3,,2,,1,1,1,I4002,i4,2014-06-03,18:58:00,203101
2870,False,2031,2,2,,4,,2,32,2,,3,,2,,1,1,1,I4002,i4,2014-06-03,18:59:00,203102
2871,False,2031,3,4,,3,,2,7,5,,<NA>,,<NA>,,1,2,4,I4002,i4,2014-06-03,19:00:00,203103
2872,False,2032,1,1,,5,,1,34,1,,5,,2,,2,1,1,i4004,i4,2014-06-03,18:08:00,203201
2873,False,2032,2,2,,5,,2,30,7,,<NA>,,<NA>,,2,1,1,i4004,i4,2014-06-03,18:08:00,203202
2874,False,2032,3,4,,5,,2,6,5,,<NA>,,<NA>,,2,2,4,i4004,i4,2014-06-03,18:09:00,203203
2875,False,2032,4,4,,5,,1,4,9,,<NA>,,<NA>,,2,2,4,i4004,i4,2014-06-03,18:09:00,203204
2876,False,2033,1,1,,5,,1,63,1,,1,,1,,2,1,1,i4004,i4,2014-06-03,18:25:00,203301
2877,False,2033,2,2,,5,,2,58,7,,<NA>,,<NA>,,1,2,4,i4004,i4,2014-06-03,18:26:00,203302
2878,False,2033,3,4,,5,,2,31,1,,5,,1,,2,1,1,i4004,i4,2014-06-03,18:26:00,203303
2879,False,2033,4,10,Son-In-Law,5,,1,32,1,,5,,1,,2,1,1,i4004,i4,2014-06-03,18:27:00,203304
2880,False,2033,5,4,,5,,2,6,5,,<NA>,,<NA>,,2,2,4,i4004,i4,2014-06-03,18:28:00,203305
2881,False,2033,6,7,,5,,2,2,9,Child,<NA>,,<NA>,,2,2,4,i4004,i4,2014-06-03,18:28:00,203306
2882,False,2034,1,1,,1,,1,40,1,,5,,1,,2,1,1,i4004,i4,2014-06-03,20:28:00,203401
2883,False,2034,2,2,,1,,2,40,1,,1,,1,,2,1,1,i4004,i4,2014-06-03,20:28:00,203402
2884,False,2034,3,4,,1,,1,14,5,,<NA>,,<NA>,,2,2,4,i4004,i4,2014-06-03,20:29:00,203403
2885,False,2034,4,4,,1,,1,10,5,,<NA>,,<NA>,,2,2,4,i4004,i4,2014-06-03,20:29:00,203404
2886,False,2034,5,4,,1,,1,12,5,,<NA>,,<NA>,,2,2,4,i4004,i4,2014-06-03,20:30:00,203405
2887,False,2034,6,4,,1,,2,6,5,,<NA>,,<NA>,,2,2,4,i4004,i4,2014-06-03,20:31:00,203406
2888,False,2034,7,4,,1,,1,3,9,Child,<NA>,,<NA>,,2,2,4,i4004,i4,2014-06-03,20:31:00,203407
2889,False,2034,8,4,,1,,2,1,9,Child,<NA>,,<NA>,,2,2,4,i4004,i4,2014-06-03,20:32:00,203408
2890,False,2036,1,1,,4,,2,35,1,,1,,1,,2,1,1,i4010,i4,2014-06-03,17:31:00,203601
