vehicle_id,has_labourer,household_id,vehicle_num,vehtype,vehtype_other,veh_ownership,veh_ownership_other,interviewer_id,interviewer_company,interview_date,interview_time,person_id,wt
52,0.0,1008,1.0,1,,1,,i4016,i4,2014-04-23,18:45:00,100801,1
53,0.0,1008,2.0,1,,1,,i4016,i4,2014-04-23,18:45:00,100801,1
54,0.0,1009,1.0,1,,1,,i4016,i4,2014-04-23,20:05:00,100901,1
55,0.0,1010,1.0,1,,1,,i4019,i4,2014-04-23,17:21:00,101001,1
56,0.0,1010,2.0,1,,1,,i4019,i4,2014-04-23,17:21:00,101001,1
57,0.0,1010,3.0,1,,1,,i4019,i4,2014-04-23,17:21:00,101001,1
58,0.0,1011,1.0,1,,3,,i4019,i4,2014-04-23,20:08:00,101103,1
59,0.0,1012,1.0,1,,1,,i4016,i4,2014-05-01,12:22:00,101201,1
60,0.0,1012,2.0,1,,1,,i4016,i4,2014-05-01,12:23:00,101201,1
61,0.0,1012,3.0,1,,1,,i4016,i4,2014-05-01,13:27:00,101201,1
62,0.0,1012,4.0,1,,1,,i4016,i4,2014-05-01,13:27:00,101201,1
63,0.0,1012,5.0,1,,1,,i4016,i4,2014-05-01,13:28:00,101201,1
64,0.0,1012,6.0,1,,1,,i4016,i4,2014-05-01,13:28:00,101201,1
65,0.0,1012,7.0,1,,1,,i4016,i4,2014-05-01,17:40:00,101201,1
66,0.0,1012,8.0,1,,1,,i4016,i4,2014-05-01,17:40:00,101201,1
67,0.0,1012,9.0,1,,1,,i4016,i4,2014-05-01,17:41:00,101201,1
68,0.0,1013,1.0,1,,1,,i4001,i4,2014-05-01,17:44:00,101301,1
69,0.0,1031,2.0,1,,1,,i4016,i4,2014-05-01,19:27:00,103101,1
70,0.0,1031,3.0,1,,1,,i4016,i4,2014-05-01,19:38:00,103101,1
71,0.0,1032,1.0,1,,1,,i4016,i4,2014-05-01,19:39:00,103201,1
72,0.0,1032,2.0,1,,1,,i4016,i4,2014-05-01,19:39:00,103201,1
73,0.0,1032,3.0,1,,1,,i4016,i4,2014-05-01,19:42:00,103201,1
74,0.0,1033,1.0,1,,1,,i4016,i4,2014-05-01,19:42:00,103301,1
75,0.0,1199,2.0,1,,1,,i4018,i4,2014-05-05,19:06:00,119901,1
76,0.0,1199,3.0,1,,3,,i4018,i4,2014-05-05,19:07:00,119903,1
77,0.0,1200,1.0,1,,1,,i4018,i4,2014-05-05,19:45:00,120001,1
78,0.0,1200,2.0,1,,1,,i4018,i4,2014-05-05,19:46:00,120001,1
79,0.0,1200,3.0,1,,1,,i4018,i4,2014-05-05,19:46:00,120001,1
80,0.0,1200,4.0,1,,1,,i4018,i4,2014-05-05,19:46:00,120001,1
81,0.0,1200,5.0,1,,1,,i4018,i4,2014-05-05,19:46:00,120001,1
82,0.0,1201,1.0,1,,1,,i4018,i4,2014-05-05,20:28:00,120101,1
83,0.0,1201,2.0,1,,1,,i4018,i4,2014-05-05,20:28:00,120101,1
84,0.0,1202,1.0,1,,1,,i4018,i4,2014-05-05,20:39:00,120201,1
85,0.0,1202,2.0,1,,1,,i4018,i4,2014-05-05,20:39:00,120201,1
86,0.0,1203,1.0,1,,1,,i4018,i4,2014-05-05,20:49:00,120301,1
87,0.0,1204,1.0,1,,1,,i4015,i4,2014-05-05,19:20:00,120401,1
88,0.0,1204,2.0,1,,1,,i4015,i4,2014-05-05,19:20:00,120401,1
89,0.0,1263,1.0,1,,1,,i4015,i4,2014-05-05,20:08:00,126301,1
90,0.0,1263,2.0,1,,1,,i4015,i4,2014-05-05,20:08:00,126301,1
91,0.0,1264,1.0,1,,1,,I4015,i4,2014-04-28,18:29:00,126401,1
92,0.0,1265,1.0,1,,1,,I4015,i4,2014-04-28,19:28:00,126501,1
93,0.0,1265,2.0,1,,1,,I4015,i4,2014-04-28,19:28:00,126501,1
94,0.0,1265,3.0,1,,1,,I4015,i4,2014-04-28,19:28:00,126501,1
95,0.0,1266,1.0,1,,1,,I4015,i4,2014-04-28,20:32:00,126601,1
96,0.0,1266,2.0,1,,1,,I4015,i4,2014-04-28,20:32:00,126601,1
97,0.0,1268,1.0,1,,1,,I4011,i4,2014-04-28,18:43:00,126801,1
98,0.0,1272,1.0,1,,1,,i4016,i4,2014-04-28,19:44:00,127201,1
99,0.0,1272,2.0,1,,1,,i4016,i4,2014-04-28,19:44:00,127201,1
100,0.0,1272,3.0,1,,1,,i4016,i4,2014-04-28,19:44:00,127201,1
101,0.0,1272,4.0,1,,1,,i4016,i4,2014-04-28,19:44:00,127201,1
102,0.0,1272,5.0,1,,1,,i4016,i4,2014-04-28,19:44:00,127201,1
103,0.0,1273,1.0,1,,1,,i4016,i4,2014-04-28,20:39:00,127301,1
104,0.0,1273,2.0,1,,1,,i4016,i4,2014-04-28,20:39:00,127301,1
105,0.0,1096,2.0,1,,1,,i4016,i4,2014-05-03,17:55:00,109601,1
106,0.0,1096,3.0,1,,1,,i4016,i4,2014-05-03,17:55:00,109601,1
107,0.0,1096,4.0,1,,1,,i4016,i4,2014-05-03,17:55:00,109601,1
108,0.0,1097,1.0,1,,1,,i4016,i4,2014-05-03,19:52:00,109701,1
109,0.0,1097,2.0,1,,1,,i4016,i4,2014-05-03,19:52:00,109701,1
110,0.0,1098,1.0,1,,1,,i4016,i4,2014-05-03,20:08:00,109801,1
111,0.0,1098,2.0,1,,1,,i4016,i4,2014-05-03,20:08:00,109801,1
112,0.0,1099,1.0,1,,1,,i4016,i4,2014-05-03,17:53:00,109901,1
113,0.0,1099,2.0,1,,1,,i4016,i4,2014-05-03,17:53:00,109901,1
114,0.0,1099,3.0,1,,1,,i4016,i4,2014-05-03,17:53:00,109901,1
115,0.0,1100,1.0,1,,1,,i4016,i4,2014-05-03,19:13:00,110001,1
116,0.0,1100,2.0,1,,1,,i4016,i4,2014-05-03,19:13:00,110001,1
117,0.0,1101,1.0,1,,1,,i4016,i4,2014-05-03,19:35:00,110101,1
118,0.0,1101,2.0,1,,1,,i4016,i4,2014-05-03,19:35:00,110101,1
119,0.0,1102,1.0,1,,1,,i4016,i4,2014-05-03,22:40:00,110201,1
120,0.0,1103,1.0,1,,1,,i4016,i4,2014-05-03,22:51:00,110301,1
121,0.0,1103,2.0,1,,1,,i4016,i4,2014-05-03,22:51:00,110301,1
122,0.0,1103,3.0,1,,1,,i4016,i4,2014-05-03,22:51:00,110301,1
123,0.0,1105,1.0,1,,1,,i4016,i4,2014-05-03,23:27:00,110501,1
124,0.0,1105,2.0,1,,1,,i4016,i4,2014-05-03,23:27:00,110501,1
125,0.0,1105,3.0,1,,1,,i4016,i4,2014-05-03,23:27:00,110501,1
126,0.0,1105,4.0,1,,1,,i4016,i4,2014-05-03,23:27:00,110501,1
127,0.0,1105,5.0,1,,1,,i4016,i4,2014-05-03,23:27:00,110501,1
128,0.0,1106,1.0,1,,1,,i4016,i4,2014-05-03,23:56:00,110601,1
129,0.0,1107,1.0,1,,1,,i4015,i4,2014-05-03,16:59:00,110701,1
130,0.0,1107,2.0,1,,1,,i4015,i4,2014-05-03,17:00:00,110701,1
131,0.0,1108,1.0,1,,1,,i4015,i4,2014-05-03,19:30:00,110801,1
132,0.0,1109,1.0,1,,1,,i4015,i4,2014-05-03,19:53:00,110901,1
133,0.0,1109,2.0,1,,1,,i4015,i4,2014-05-03,19:53:00,110901,1
134,0.0,1110,1.0,1,,1,,i4015,i4,2014-05-03,20:08:00,111001,1
135,0.0,1110,2.0,1,,1,,i4015,i4,2014-05-03,20:08:00,111001,1
136,0.0,1111,1.0,1,,1,,i4015,i4,2014-05-03,20:25:00,111101,1
137,0.0,1013,2.0,1,,1,,i4001,i4,2014-05-01,17:45:00,101301,1
138,0.0,1013,3.0,1,,1,,i4001,i4,2014-05-01,17:45:00,101301,1
139,0.0,1014,1.0,1,,1,,i4002,i4,2014-05-01,17:54:00,101401,1
140,0.0,1015,1.0,1,,1,,i4002,i4,2014-05-01,17:58:00,101501,1
141,0.0,1015,2.0,1,,1,,i4002,i4,2014-05-01,17:58:00,101501,1
142,0.0,1016,1.0,1,,1,,i4002,i4,2014-05-01,17:59:00,101601,1
143,0.0,1016,2.0,1,,1,,i4002,i4,2014-05-01,17:59:00,101601,1
144,0.0,1018,1.0,1,,1,,i4003,i4,2014-05-01,17:59:00,101801,1
145,0.0,1018,2.0,1,,2,,i4003,i4,2014-05-01,17:59:00,101802,1
146,0.0,1020,1.0,1,,1,,i4007,i4,2014-05-01,18:05:00,102001,1
147,0.0,1020,2.0,1,,1,,i4007,i4,2014-05-01,18:05:00,102001,1
148,0.0,1021,1.0,1,,1,,i4010,i4,2014-05-01,18:06:00,102101,1
149,0.0,1022,1.0,1,,1,,i4010,i4,2014-05-01,18:06:00,102201,1
150,0.0,1022,2.0,1,,1,,i4010,i4,2014-05-01,18:33:00,102201,1
151,0.0,1023,1.0,1,,1,,i4021,i4,2014-05-01,18:48:00,102301,1
152,0.0,1023,2.0,1,,1,,i4021,i4,2014-05-01,18:49:00,102301,1
153,0.0,1024,1.0,1,,1,,i4021,i4,2014-05-01,18:52:00,102401,1
154,0.0,1024,2.0,1,,1,,i4021,i4,2014-05-01,18:52:00,102401,1
155,0.0,1025,1.0,1,,1,,i4021,i4,2014-05-01,18:52:00,102501,1
156,0.0,1027,1.0,1,,1,,i4016,i4,2014-05-01,18:53:00,102701,1
157,0.0,1027,2.0,1,,1,,i4016,i4,2014-05-01,18:59:00,102701,1
158,0.0,1028,1.0,1,,1,,i4016,i4,2014-05-01,18:59:00,102801,1
159,0.0,1028,2.0,1,,1,,i4016,i4,2014-05-01,19:19:00,102801,1
160,0.0,1028,3.0,1,,1,,i4016,i4,2014-05-01,19:19:00,102801,1
161,0.0,1028,4.0,1,,1,,i4016,i4,2014-05-01,19:19:00,102801,1
162,0.0,1029,1.0,1,,1,,i4016,i4,2014-05-01,19:19:00,102901,1
163,0.0,1029,2.0,1,,1,,i4016,i4,2014-05-01,19:25:00,102901,1
164,0.0,1030,1.0,1,,1,,i4016,i4,2014-05-01,19:25:00,103001,1
165,0.0,1030,2.0,1,,1,,i4016,i4,2014-05-01,19:25:00,103001,1
166,0.0,1030,3.0,1,,1,,i4016,i4,2014-05-01,19:25:00,103001,1
167,0.0,1031,1.0,1,,1,,i4016,i4,2014-05-01,19:27:00,103101,1
168,0.0,1113,1.0,1,,3,,i4014,i4,2014-05-03,19:21:00,111303,1
169,0.0,1114,1.0,1,,1,,i4014,i4,2014-05-03,19:34:00,111401,1
170,0.0,1114,2.0,1,,1,,i4014,i4,2014-05-03,19:34:00,111401,1
171,0.0,1275,1.0,1,,1,,I4009,i4,2014-04-28,18:43:00,127501,1
172,0.0,1275,2.0,1,,1,,I4009,i4,2014-04-28,18:43:00,127501,1
173,0.0,1275,3.0,1,,1,,I4009,i4,2014-04-28,18:43:00,127501,1
174,0.0,1275,4.0,1,,1,,I4009,i4,2014-04-28,18:43:00,127501,1
175,0.0,1279,1.0,1,,1,,i4007,i4,2014-04-28,20:59:00,127901,1
176,0.0,1284,1.0,1,,1,,i4002,i4,2014-04-28,18:22:00,128401,1
177,0.0,1033,2.0,1,,1,,i4016,i4,2014-05-01,19:42:00,103301,1
178,0.0,1035,1.0,1,,1,,i4015,i4,2014-05-01,19:44:00,103501,1
179,0.0,1035,2.0,1,,1,,i4015,i4,2014-05-01,19:44:00,103501,1
180,0.0,1038,1.0,1,,1,,i4015,i4,2014-05-01,19:53:00,103801,1
181,0.0,1038,2.0,1,,1,,i4015,i4,2014-05-01,19:55:00,103801,1
182,0.0,1040,1.0,1,,1,,i4015,i4,2014-05-01,19:58:00,104001,1
183,0.0,1040,2.0,1,,1,,i4015,i4,2014-05-01,19:59:00,104001,1
184,0.0,1041,1.0,1,,1,,i4015,i4,2014-05-01,19:59:00,104101,1
185,0.0,1041,2.0,1,,1,,i4015,i4,2014-05-01,20:01:00,104101,1
186,0.0,1041,3.0,1,,1,,i4015,i4,2014-05-01,20:02:00,104101,1
187,0.0,1041,4.0,1,,1,,i4015,i4,2014-05-01,20:02:00,104101,1
188,0.0,1042,1.0,1,,1,,i4014,i4,2014-05-01,20:03:00,104201,1
189,0.0,1042,2.0,1,,2,,i4014,i4,2014-05-01,20:05:00,104202,1
190,0.0,1042,3.0,4,,1,,i4014,i4,2014-05-01,20:05:00,104201,1
191,0.0,1043,1.0,1,,1,,i4014,i4,2014-05-01,20:05:00,104301,1
192,0.0,1043,2.0,1,,1,,i4014,i4,2014-05-01,20:05:00,104301,1
193,0.0,1043,3.0,1,,1,,i4014,i4,2014-05-01,20:05:00,104301,1
194,0.0,1044,1.0,1,,1,,i4017,i4,2014-05-01,20:06:00,104401,1
195,0.0,1046,1.0,1,,1,,i4009,i4,2014-05-01,20:07:00,104601,1
196,0.0,1182,2.0,1,,1,,i4021,i4,2014-05-05,18:43:00,118201,1
197,0.0,1184,1.0,1,,1,,i4002,i4,2014-05-05,20:40:00,118401,1
198,0.0,1186,1.0,1,,1,,i4011,i4,2014-05-05,18:26:00,118601,1
199,0.0,1186,2.0,1,,1,,i4011,i4,2014-05-05,18:26:00,118601,1
200,0.0,1186,3.0,1,,1,,i4011,i4,2014-05-05,18:26:00,118601,1
201,0.0,1186,4.0,1,,1,,i4011,i4,2014-05-05,18:26:00,118601,1
202,0.0,1186,5.0,1,,1,,i4011,i4,2014-05-05,18:26:00,118601,1
203,0.0,1186,6.0,1,,1,,i4011,i4,2014-05-05,18:26:00,118601,1
204,0.0,1188,1.0,1,,1,,i4011,i4,2014-05-05,19:51:00,118801,1
205,0.0,1188,2.0,1,,1,,i4011,i4,2014-05-05,19:51:00,118801,1
206,0.0,1189,1.0,1,,1,,i4016,i4,2014-05-05,19:22:00,118901,1
207,0.0,1189,2.0,1,,1,,i4016,i4,2014-05-05,19:22:00,118901,1
208,0.0,1189,3.0,4,,1,,i4016,i4,2014-05-05,19:22:00,118901,1
209,0.0,1189,4.0,4,,1,,i4016,i4,2014-05-05,19:22:00,118901,1
210,0.0,1189,5.0,4,,1,,i4016,i4,2014-05-05,19:22:00,118901,1
211,0.0,1190,1.0,1,,1,,i4016,i4,2014-05-05,19:46:00,119001,1
212,0.0,1190,2.0,1,,1,,i4016,i4,2014-05-05,19:46:00,119001,1
213,0.0,1191,1.0,1,,1,,i4016,i4,2014-05-05,20:13:00,119101,1
214,0.0,1191,2.0,1,,1,,i4016,i4,2014-05-05,20:13:00,119101,1
215,0.0,1192,1.0,1,,1,,i4016,i4,2014-05-05,20:25:00,119201,1
216,0.0,1192,2.0,1,,1,,i4016,i4,2014-05-05,20:25:00,119201,1
217,0.0,1193,1.0,1,,1,,i4017,i4,2014-05-05,19:06:00,119301,1
218,0.0,1193,2.0,1,,1,,i4017,i4,2014-05-05,19:06:00,119301,1
219,0.0,1193,3.0,1,,1,,i4017,i4,2014-05-05,19:06:00,119301,1
220,0.0,1194,1.0,1,,1,,i4017,i4,2014-05-05,19:18:00,119401,1
221,0.0,1194,2.0,1,,1,,i4017,i4,2014-05-05,19:19:00,119401,1
222,0.0,1195,1.0,1,,1,,i4005,i4,2014-05-05,19:01:00,119501,1
223,0.0,1195,2.0,1,,1,,i4005,i4,2014-05-05,19:01:00,119501,1
224,0.0,1196,1.0,1,,1,,i4005,i4,2014-05-05,19:37:00,119601,1
225,0.0,1196,2.0,1,,1,,i4005,i4,2014-05-05,19:37:00,119601,1
226,0.0,1196,3.0,1,,1,,i4005,i4,2014-05-05,19:37:00,119601,1
227,0.0,1196,4.0,1,,1,,i4005,i4,2014-05-05,19:37:00,119601,1
228,0.0,1197,1.0,1,,1,,i4005,i4,2014-05-05,20:02:00,119701,1
229,0.0,1198,1.0,1,,1,,i4005,i4,2014-05-05,20:14:00,119801,1
230,0.0,1198,2.0,1,,1,,i4005,i4,2014-05-05,20:14:00,119801,1
231,0.0,1199,1.0,1,,1,,i4018,i4,2014-05-05,19:06:00,119901,1
232,0.0,1163,2.0,1,,1,,i4009,i4,2014-05-05,19:13:00,116301,1
233,0.0,1164,1.0,1,,1,,i4009,i4,2014-05-05,19:52:00,116401,1
234,0.0,1165,1.0,1,,1,,i4001,i4,2014-05-05,18:26:00,116501,1
235,0.0,1166,1.0,1,,1,,i4001,i4,2014-05-05,19:53:00,116601,1
236,0.0,1166,2.0,1,,1,,i4001,i4,2014-05-05,19:53:00,116601,1
237,0.0,1167,1.0,1,,1,,i4001,i4,2014-05-05,20:15:00,116701,1
238,0.0,1167,2.0,1,,1,,i4001,i4,2014-05-05,20:15:00,116701,1
239,0.0,1168,1.0,1,,1,,i4001,i4,2014-05-05,20:44:00,116801,1
240,0.0,1168,2.0,1,,1,,i4001,i4,2014-05-05,20:44:00,116801,1
241,0.0,1168,3.0,1,,1,,i4001,i4,2014-05-05,20:44:00,116801,1
242,0.0,1168,4.0,1,,1,,i4001,i4,2014-05-05,20:44:00,116801,1
243,0.0,1169,1.0,1,,1,,i4003,i4,2014-05-05,17:34:00,116901,1
244,0.0,1169,2.0,1,,1,,i4003,i4,2014-05-05,17:34:00,116901,1
245,0.0,1170,1.0,1,,1,,i4003,i4,2014-05-05,18:25:00,117001,1
246,0.0,1170,2.0,1,,2,,i4003,i4,2014-05-05,18:26:00,117002,1
247,0.0,1172,1.0,1,,1,,i4003,i4,2014-05-05,20:46:00,117201,1
248,0.0,1172,2.0,1,,1,,i4003,i4,2014-05-05,20:46:00,117201,1
249,0.0,1173,1.0,1,,1,,i4006,i4,2014-05-05,19:12:00,117301,1
250,0.0,1173,2.0,1,,1,,i4006,i4,2014-05-05,19:12:00,117301,1
251,0.0,1175,1.0,1,,1,,i4007,i4,2014-05-05,18:23:00,117501,1
252,0.0,1175,2.0,1,,1,,i4007,i4,2014-05-05,18:24:00,117501,1
253,0.0,1176,1.0,1,,1,,i4007,i4,2014-05-05,19:25:00,117601,1
254,0.0,1176,2.0,1,,1,,i4007,i4,2014-05-05,19:25:00,117601,1
255,0.0,1177,1.0,1,,1,,i4010,i4,2014-05-05,18:25:00,117701,1
256,0.0,1177,2.0,1,,1,,i4010,i4,2014-05-05,18:25:00,117701,1
257,0.0,1179,1.0,1,,1,,i4010,i4,2014-05-05,19:53:00,117901,1
258,0.0,1179,2.0,1,,1,,i4010,i4,2014-05-05,19:53:00,117901,1
259,0.0,1181,1.0,1,,1,,i4021,i4,2014-05-05,17:59:00,118101,1
260,0.0,1181,2.0,1,,1,,i4021,i4,2014-05-05,18:00:00,118101,1
261,0.0,1182,1.0,1,,1,,i4021,i4,2014-05-05,18:43:00,118201,1
262,0.0,1679,1.0,1,,1,,i4004,i4,2014-05-20,20:12:00,167901,1
263,0.0,1679,2.0,1,,3,,i4004,i4,2014-05-20,20:12:00,167903,1
264,0.0,1680,1.0,1,,1,,i4004,i4,2014-05-20,20:42:00,168001,1
265,0.0,1680,2.0,1,,1,,i4004,i4,2014-05-20,20:42:00,168001,1
266,0.0,1681,1.0,1,,1,,i4021,i4,2014-05-20,19:50:00,168101,1
267,0.0,1681,2.0,1,,1,,i4021,i4,2014-05-20,19:51:00,168101,1
268,0.0,1682,1.0,1,,1,,i4021,i4,2014-05-20,20:19:00,168201,1
269,0.0,1682,2.0,1,,1,,i4021,i4,2014-05-20,20:19:00,168201,1
270,0.0,1683,1.0,1,,1,,i4021,i4,2014-05-20,20:37:00,168301,1
271,0.0,1683,2.0,1,,1,,i4021,i4,2014-05-20,20:37:00,168301,1
272,0.0,1685,1.0,1,,1,,i4008,i4,2014-05-20,19:06:00,168501,1
273,0.0,1685,2.0,1,,1,,i4008,i4,2014-05-20,19:06:00,168501,1
274,0.0,1687,1.0,1,,1,,i4014,i4,2014-05-20,19:24:00,168701,1
275,0.0,1687,2.0,1,,1,,i4014,i4,2014-05-20,19:24:00,168701,1
276,0.0,1688,1.0,1,,1,,i4014,i4,2014-05-20,19:44:00,168801,1
277,0.0,1688,2.0,1,,1,,i4014,i4,2014-05-20,19:44:00,168801,1
278,0.0,1688,3.0,1,,1,,i4014,i4,2014-05-20,19:44:00,168801,1
279,0.0,1689,1.0,1,,1,,i4014,i4,2014-05-20,20:34:00,168901,1
280,0.0,1689,2.0,1,,1,,i4014,i4,2014-05-20,20:35:00,168901,1
281,0.0,1690,1.0,1,,1,,i4014,i4,2014-05-20,20:43:00,169001,1
282,0.0,1690,2.0,1,,1,,i4014,i4,2014-05-20,20:43:00,169001,1
283,0.0,1690,3.0,1,,1,,i4014,i4,2014-05-20,20:44:00,169001,1
284,0.0,1691,1.0,1,,1,,i4014,i4,2014-05-20,20:56:00,169101,1
285,0.0,1691,2.0,1,,1,,i4014,i4,2014-05-20,20:56:00,169101,1
286,0.0,1693,1.0,1,,1,,i4007,i4,2014-05-20,19:37:00,169301,1
287,0.0,1694,1.0,1,,1,,i4007,i4,2014-05-20,19:59:00,169401,1
288,0.0,1694,2.0,1,,1,,i4007,i4,2014-05-20,19:59:00,169401,1
289,0.0,1695,1.0,1,,1,,i4007,i4,2014-05-20,20:17:00,169501,1
290,0.0,1695,2.0,1,,1,,i4007,i4,2014-05-20,20:17:00,169501,1
291,0.0,1696,1.0,1,,1,,i4012,i4,2014-05-20,19:30:00,169601,1
292,0.0,1696,2.0,1,,1,,i4012,i4,2014-05-20,19:30:00,169601,1
293,0.0,1697,1.0,1,,1,,i4012,i4,2014-05-20,19:41:00,169701,1
294,0.0,1697,2.0,1,,1,,i4012,i4,2014-05-20,19:41:00,169701,1
295,0.0,1698,1.0,1,,1,,i4015,i4,2014-05-20,19:36:00,169801,1
296,0.0,1698,2.0,1,,1,,i4015,i4,2014-05-20,19:36:00,169801,1
297,0.0,1699,1.0,1,,1,,i4015,i4,2014-05-20,19:50:00,169901,1
298,0.0,1700,1.0,1,,1,,i4015,i4,2014-05-20,19:58:00,170001,1
299,0.0,1700,2.0,1,,1,,i4015,i4,2014-05-20,19:59:00,170001,1
300,0.0,1701,1.0,1,,1,,i4015,i4,2014-05-20,20:15:00,170101,1
301,0.0,1701,2.0,1,,1,,i4015,i4,2014-05-20,20:16:00,170101,1
302,0.0,1703,1.0,1,,1,,i4015,i4,2014-05-20,20:50:00,170301,1
303,0.0,1703,2.0,1,,1,,i4015,i4,2014-05-20,20:50:00,170301,1
304,0.0,1704,1.0,1,,1,,i4015,i4,2014-05-20,21:01:00,170401,1
305,0.0,1704,2.0,1,,1,,i4015,i4,2014-05-20,21:01:00,170401,1
306,0.0,1704,3.0,1,,1,,i4015,i4,2014-05-20,21:01:00,170401,1
307,0.0,1705,1.0,1,,1,,i4016,i4,2014-05-20,17:26:00,170501,1
308,0.0,1705,2.0,-1,,-1,,i4016,i4,2014-05-20,17:26:00,-1,1
309,0.0,1706,1.0,1,,1,,i4016,i4,2014-05-20,17:46:00,170601,1
310,0.0,1706,2.0,1,,1,,i4016,i4,2014-05-20,17:46:00,170601,1
311,0.0,1707,1.0,1,,1,,i4016,i4,2014-05-20,18:57:00,170701,1
312,0.0,1707,2.0,1,,1,,i4016,i4,2014-05-20,18:57:00,170701,1
313,0.0,1707,3.0,1,,1,,i4016,i4,2014-05-20,18:57:00,170701,1
314,0.0,1708,1.0,1,,1,,i4016,i4,2014-05-20,19:27:00,170801,1
