vehicle_id,has_labourer,household_id,vehicle_num,vehtype,vehtype_other,veh_ownership,veh_ownership_other,interviewer_id,interviewer_company,interview_date,interview_time,person_id,wt
914,0.0,1604,2.0,1,,1,,I4005,i4,2014-05-17,17:12:00,160401,1
915,0.0,1605,1.0,1,,1,,I4005,i4,2014-05-17,17:46:00,160501,1
916,0.0,1605,2.0,1,,1,,I4005,i4,2014-05-17,17:46:00,160501,1
917,0.0,1607,1.0,1,,1,,i4016,i4,2014-05-17,23:06:00,160701,1
918,0.0,1607,2.0,1,,2,,i4016,i4,2014-05-17,23:06:00,160702,1
919,0.0,1608,1.0,1,,1,,i4016,i4,2014-05-17,23:20:00,160801,1
920,0.0,1608,2.0,1,,1,,i4016,i4,2014-05-17,23:20:00,160801,1
921,0.0,1608,3.0,1,,1,,i4016,i4,2014-05-17,23:20:00,160801,1
922,0.0,1608,4.0,1,,1,,i4016,i4,2014-05-17,23:20:00,160801,1
923,0.0,1609,1.0,1,,1,,i4003,i4,2014-05-19,20:40:00,160901,1
924,0.0,1609,2.0,1,,1,,i4003,i4,2014-05-19,20:40:00,160901,1
925,0.0,1610,1.0,1,,1,,i4003,i4,2014-05-19,21:06:00,161001,1
926,0.0,1610,2.0,1,,1,,i4003,i4,2014-05-19,21:07:00,161001,1
927,0.0,1611,1.0,1,,1,,i4003,i4,2014-05-19,21:24:00,161101,1
928,0.0,1611,2.0,1,,1,,i4003,i4,2014-05-19,21:24:00,161101,1
929,0.0,1612,1.0,1,,1,,i4003,i4,2014-05-19,21:36:00,161201,1
930,0.0,1614,1.0,1,,1,,i4004,i4,2014-05-19,19:01:00,161401,1
931,0.0,1614,2.0,1,,1,,i4004,i4,2014-05-19,19:07:00,161401,1
932,0.0,1615,1.0,1,,1,,i4004,i4,2014-05-19,19:20:00,161501,1
933,0.0,1615,2.0,1,,1,,i4004,i4,2014-05-19,19:20:00,161501,1
934,0.0,1616,1.0,1,,1,,i4004,i4,2014-05-19,21:13:00,161601,1
935,0.0,1616,2.0,1,,1,,i4004,i4,2014-05-19,21:14:00,161601,1
936,0.0,1617,1.0,1,,1,,i4001,i4,2014-05-19,19:13:00,161701,1
937,0.0,1619,1.0,1,,1,,i4001,i4,2014-05-19,20:14:00,161901,1
938,0.0,1621,1.0,1,,1,,i4002,i4,2014-05-19,20:52:00,162101,1
939,0.0,1621,2.0,1,,1,,i4002,i4,2014-05-19,20:52:00,162101,1
940,0.0,1622,1.0,1,,1,,i4002,i4,2014-05-19,21:05:00,162201,1
941,0.0,1624,1.0,1,,1,,i4008,i4,2014-05-19,19:08:00,162401,1
942,0.0,1625,1.0,1,,1,,i4008,i4,2014-05-19,19:42:00,162501,1
943,0.0,1626,1.0,1,,1,,i4008,i4,2014-05-19,19:52:00,162601,1
944,0.0,1627,1.0,1,,1,,i4021,i4,2014-05-19,19:19:00,162701,1
945,0.0,1627,2.0,1,,3,,i4021,i4,2014-05-19,19:19:00,162703,1
946,0.0,1628,1.0,1,,1,,i4021,i4,2014-05-19,20:14:00,162801,1
947,0.0,1628,2.0,1,,1,,i4021,i4,2014-05-19,20:15:00,162801,1
948,0.0,1629,1.0,1,,1,,i4021,i4,2014-05-19,20:42:00,162901,1
949,0.0,1630,1.0,1,,1,,i4014,i4,2014-05-19,18:59:00,163001,1
950,0.0,1634,1.0,1,,1,,i4014,i4,2014-05-19,20:43:00,163401,1
951,0.0,1635,1.0,1,,1,,i4014,i4,2014-05-19,21:00:00,163501,1
952,0.0,1637,1.0,1,,1,,i4007,i4,2014-05-19,19:27:00,163701,1
953,0.0,1637,2.0,1,,1,,i4007,i4,2014-05-19,19:28:00,163701,1
954,0.0,1639,1.0,1,,1,,i4007,i4,2014-05-19,20:34:00,163901,1
955,0.0,1639,2.0,1,,2,,i4007,i4,2014-05-19,20:34:00,163902,1
956,0.0,1640,1.0,1,,1,,i4010,i4,2014-05-19,20:48:00,164001,1
957,0.0,1641,1.0,1,,1,,i4010,i4,2014-05-19,20:54:00,164101,1
958,0.0,1641,2.0,1,,1,,i4010,i4,2014-05-19,20:54:00,164101,1
959,0.0,1642,1.0,1,,1,,i4012,i4,2014-05-19,20:28:00,164201,1
960,0.0,1643,1.0,1,,1,,i4012,i4,2014-05-19,20:43:00,164301,1
961,0.0,1643,2.0,1,,1,,i4012,i4,2014-05-19,20:43:00,164301,1
962,0.0,1643,3.0,1,,1,,i4012,i4,2014-05-19,20:43:00,164301,1
963,0.0,1644,1.0,1,,1,,i4012,i4,2014-05-19,21:05:00,164401,1
964,0.0,1645,1.0,1,,1,,i4018,i4,2014-05-19,17:53:00,164501,1
965,0.0,1645,2.0,1,,1,,i4018,i4,2014-05-19,17:53:00,164501,1
966,0.0,1646,1.0,1,,1,,i4018,i4,2014-05-19,18:17:00,164601,1
967,0.0,1647,1.0,1,,1,,i4018,i4,2014-05-19,18:54:00,164701,1
968,0.0,1648,1.0,1,,1,,i4018,i4,2014-05-19,19:29:00,164801,1
969,0.0,1650,1.0,1,,1,,i4018,i4,2014-05-19,20:15:00,165001,1
970,0.0,1651,1.0,1,,1,,i4018,i4,2014-05-19,20:42:00,165101,1
971,0.0,1651,2.0,1,,1,,i4018,i4,2014-05-19,20:42:00,165101,1
972,0.0,1651,3.0,1,,1,,i4018,i4,2014-05-19,20:42:00,165101,1
973,0.0,1653,1.0,1,,2,,i4015,i4,2014-05-19,20:28:00,165302,1
974,0.0,1654,1.0,1,,1,,i4015,i4,2014-05-19,20:38:00,165401,1
975,0.0,1654,2.0,1,,1,,i4015,i4,2014-05-19,20:38:00,165401,1
976,0.0,1656,1.0,1,,1,,i4015,i4,2014-05-19,21:09:00,165601,1
977,0.0,1656,2.0,1,,1,,i4015,i4,2014-05-19,21:09:00,165601,1
978,0.0,1657,1.0,1,,1,,i4015,i4,2014-05-19,21:20:00,165701,1
979,0.0,1659,1.0,1,,1,,i4015,i4,2014-05-19,22:37:00,165901,1
980,0.0,1659,2.0,1,,1,,i4015,i4,2014-05-19,22:37:00,165901,1
981,0.0,1660,1.0,1,,1,,i4015,i4,2014-05-19,22:53:00,166001,1
982,0.0,1661,1.0,1,,1,,i4015,i4,2014-05-19,23:09:00,166101,1
983,0.0,1662,1.0,1,,1,,i4015,i4,2014-05-19,23:22:00,166201,1
984,0.0,1665,1.0,1,,3,,i4016,i4,2014-05-19,21:23:00,166503,1
985,0.0,1665,2.0,1,,3,,i4016,i4,2014-05-19,21:23:00,166503,1
986,0.0,1666,1.0,1,,3,,i4016,i4,2014-05-19,21:42:00,166603,1
987,0.0,1666,2.0,1,,3,,i4016,i4,2014-05-19,21:42:00,166603,1
988,0.0,1669,1.0,1,,1,,i4016,i4,2014-05-19,23:00:00,166901,1
989,0.0,1670,1.0,1,,1,,i4016,i4,2014-05-19,23:43:00,167001,1
990,0.0,1671,1.0,1,,1,,i4016,i4,2014-05-19,23:52:00,167101,1
991,0.0,1677,1.0,1,,1,,i4004,i4,2014-05-20,18:12:00,167701,1
992,0.0,1677,2.0,1,,1,,i4004,i4,2014-05-20,18:12:00,167701,1
993,0.0,1678,1.0,1,,1,,i4004,i4,2014-05-20,19:00:00,167801,1
994,0.0,1678,2.0,1,,1,,i4004,i4,2014-05-20,19:00:00,167801,1
995,0.0,1673,1.0,1,,1,,i4001,i4,2014-05-20,19:09:00,167301,1
996,0.0,1673,2.0,1,,1,,i4001,i4,2014-05-20,19:09:00,167301,1
997,0.0,1673,3.0,1,,1,,i4001,i4,2014-05-20,19:09:00,167301,1
998,0.0,1674,1.0,1,,1,,i4003,i4,2014-05-20,19:59:00,167401,1
999,0.0,1674,2.0,1,,1,,i4003,i4,2014-05-20,19:59:00,167401,1
1000,0.0,1675,1.0,1,,1,,i4003,i4,2014-05-20,20:14:00,167501,1
1001,0.0,1675,2.0,1,,1,,i4003,i4,2014-05-20,20:14:00,167501,1
1002,0.0,1676,1.0,1,,3,,i4003,i4,2014-05-20,20:34:00,167603,1
1003,0.0,1677,1.0,1,,1,,i4004,i4,2014-05-20,18:12:00,167701,1
1004,0.0,1677,2.0,1,,1,,i4004,i4,2014-05-20,18:12:00,167701,1
1005,0.0,1678,1.0,1,,1,,i4004,i4,2014-05-20,19:00:00,167801,1
1006,0.0,1678,2.0,1,,1,,i4004,i4,2014-05-20,19:00:00,167801,1
1007,0.0,1725,1.0,1,,1,,i4023,i4,2014-05-21,02:08:00,172501,1
1008,0.0,1725,2.0,1,,1,,i4023,i4,2014-05-21,02:08:00,172501,1
1009,0.0,1726,1.0,1,,1,,i4023,i4,2014-05-21,11:59:00,172601,1
1010,0.0,1727,1.0,1,,1,,i4023,i4,2014-05-21,01:33:00,172701,1
1011,0.0,1727,2.0,1,,1,,i4023,i4,2014-05-21,01:33:00,172701,1
1012,0.0,1729,1.0,1,,1,,i4023,i4,2014-05-21,03:04:00,172901,1
1013,0.0,1729,2.0,1,,1,,i4023,i4,2014-05-21,03:04:00,172901,1
1014,0.0,1732,1.0,1,,1,,i4024,i4,2014-05-21,18:50:00,173201,1
1015,0.0,1733,1.0,1,,1,,i4024,i4,2014-05-21,20:37:00,173301,1
1016,0.0,1733,2.0,1,,1,,i4024,i4,2014-05-21,20:37:00,173301,1
1017,0.0,1735,1.0,1,,3,,i4024,i4,2014-05-21,22:43:00,173503,1
1018,0.0,1736,1.0,1,,1,,i4024,i4,2014-05-21,23:13:00,173601,1
1019,0.0,1736,2.0,1,,1,,i4024,i4,2014-05-21,23:13:00,173601,1
1020,0.0,1737,1.0,1,,1,,i4018,i4,2014-05-21,18:41:00,173701,1
1021,0.0,1737,2.0,1,,1,,i4018,i4,2014-05-21,18:41:00,173701,1
1022,0.0,1738,1.0,1,,1,,i4018,i4,2014-05-21,19:04:00,173801,1
1023,0.0,1739,1.0,1,,1,,i4018,i4,2014-05-21,19:20:00,173901,1
1024,0.0,1739,2.0,1,,1,,i4018,i4,2014-05-21,19:20:00,173901,1
1025,0.0,1739,3.0,1,,1,,i4018,i4,2014-05-21,19:20:00,173901,1
1026,0.0,1740,1.0,1,,1,,i4018,i4,2014-05-21,20:41:00,174001,1
1027,0.0,1740,2.0,1,,1,,i4018,i4,2014-05-21,20:41:00,174001,1
1028,0.0,1741,1.0,1,,1,,i4018,i4,2014-05-21,21:04:00,174101,1
1029,0.0,1741,2.0,1,,1,,i4018,i4,2014-05-21,21:04:00,174101,1
1030,0.0,1741,3.0,1,,1,,i4018,i4,2014-05-21,21:04:00,174101,1
1031,0.0,1741,4.0,1,,1,,i4018,i4,2014-05-21,21:04:00,174101,1
1032,0.0,1742,1.0,1,,1,,i4015,i4,2014-05-21,20:20:00,174201,1
1033,0.0,1742,2.0,1,,1,,i4015,i4,2014-05-21,20:20:00,174201,1
1034,0.0,1743,1.0,1,,1,,i4015,i4,2014-05-21,20:37:00,174301,1
1035,0.0,1744,1.0,1,,1,,i4015,i4,2014-05-21,00:08:00,174401,1
1036,0.0,1744,2.0,1,,1,,i4015,i4,2014-05-21,00:08:00,174401,1
1037,0.0,1744,3.0,1,,1,,i4015,i4,2014-05-21,00:08:00,174401,1
1038,0.0,1745,1.0,1,,1,,i4015,i4,2014-05-21,00:17:00,174501,1
1039,0.0,1746,1.0,1,,1,,i4015,i4,2014-05-21,00:27:00,174601,1
1040,0.0,1746,2.0,1,,1,,i4015,i4,2014-05-21,00:27:00,174601,1
1041,0.0,1748,1.0,1,,1,,i4015,i4,2014-05-21,01:02:00,174801,1
1042,0.0,1750,1.0,1,,1,,i4004,i4,2014-05-21,20:03:00,175001,1
1043,0.0,1750,2.0,1,,1,,i4004,i4,2014-05-21,20:03:00,175001,1
1044,0.0,1750,3.0,1,,1,,i4004,i4,2014-05-21,20:03:00,175001,1
1045,0.0,1751,1.0,1,,1,,i4003,i4,2014-05-21,19:18:00,175101,1
1046,0.0,1752,1.0,1,,1,,i4014,i4,2014-05-21,19:02:00,175201,1
1047,0.0,1752,2.0,1,,1,,i4014,i4,2014-05-21,19:02:00,175201,1
1048,0.0,1753,1.0,1,,1,,i4014,i4,2014-05-21,19:35:00,175301,1
1049,0.0,1754,1.0,1,,1,,i4016,i4,2014-05-21,19:42:00,175401,1
1050,0.0,1755,1.0,1,,1,,i4016,i4,2014-05-21,20:13:00,175501,1
1051,0.0,1755,2.0,1,,1,,i4016,i4,2014-05-21,20:13:00,175501,1
1052,0.0,1810,1.0,1,,1,,i4001,i4,2014-05-22,17:55:00,181001,1
1053,0.0,1810,2.0,1,,1,,i4001,i4,2014-05-22,17:55:00,181001,1
1054,0.0,1811,1.0,1,,1,,i4001,i4,2014-05-22,19:36:00,181101,1
1055,0.0,1811,2.0,1,,1,,i4001,i4,2014-05-22,19:36:00,181101,1
1056,0.0,1811,3.0,1,,1,,i4001,i4,2014-05-22,19:36:00,181101,1
1057,0.0,1811,4.0,1,,1,,i4001,i4,2014-05-22,19:36:00,181101,1
1058,0.0,1812,1.0,1,,1,,i4002,i4,2014-05-22,18:02:00,181201,1
1059,0.0,1812,2.0,1,,1,,i4002,i4,2014-05-22,18:02:00,181201,1
1060,0.0,1812,3.0,1,,1,,i4002,i4,2014-05-22,18:02:00,181201,1
1061,0.0,1812,4.0,1,,1,,i4002,i4,2014-05-22,18:02:00,181201,1
1062,0.0,1812,5.0,1,,1,,i4002,i4,2014-05-22,18:03:00,181201,1
1063,0.0,1813,1.0,1,,1,,i4002,i4,2014-05-22,19:50:00,181301,1
1064,0.0,1813,2.0,1,,1,,i4002,i4,2014-05-22,19:50:00,181301,1
1065,0.0,1813,3.0,1,,1,,i4002,i4,2014-05-22,19:50:00,181301,1
1066,0.0,1814,1.0,1,,1,,i4006,i4,2014-05-22,18:05:00,181401,1
1067,0.0,1814,2.0,1,,1,,i4006,i4,2014-05-22,18:05:00,181401,1
1068,0.0,1814,3.0,1,,1,,i4006,i4,2014-05-22,18:05:00,181401,1
1069,0.0,1814,4.0,1,,1,,i4006,i4,2014-05-22,18:05:00,181401,1
1070,0.0,1814,5.0,1,,1,,i4006,i4,2014-05-22,18:05:00,181401,1
1071,0.0,1815,1.0,1,,1,,i4006,i4,2014-05-22,19:50:00,181501,1
1072,0.0,1817,1.0,1,,1,,i4008,i4,2014-05-22,20:23:00,181701,1
1073,0.0,1817,2.0,1,,1,,i4008,i4,2014-05-22,20:23:00,181701,1
1074,0.0,1818,1.0,1,,1,,i4010,i4,2014-05-22,17:56:00,181801,1
1075,0.0,1818,2.0,1,,1,,i4010,i4,2014-05-22,17:56:00,181801,1
1076,0.0,1818,3.0,1,,1,,i4010,i4,2014-05-22,17:56:00,181801,1
1077,0.0,1818,4.0,1,,1,,i4010,i4,2014-05-22,17:56:00,181801,1
1078,0.0,1818,5.0,1,,1,,i4010,i4,2014-05-22,17:57:00,181801,1
1079,0.0,1821,1.0,1,,1,,i4023,i4,2014-05-22,18:13:00,182101,1
1080,0.0,1822,1.0,1,,1,,i4023,i4,2014-05-22,19:43:00,182201,1
1081,0.0,1823,1.0,1,,2,,i4023,i4,2014-05-22,20:12:00,182302,1
1082,0.0,1827,1.0,1,,4,Borrowed from friend,i4014,i4,2014-05-22,17:50:00,182704,1
1083,0.0,1828,1.0,1,,1,,i4014,i4,2014-05-22,18:45:00,182801,1
1084,0.0,1829,1.0,1,,1,,i4014,i4,2014-05-22,19:40:00,182901,1
1085,0.0,1829,2.0,1,,1,,i4014,i4,2014-05-22,19:41:00,182901,1
1086,0.0,1830,1.0,1,,1,,i4003,i4,2014-05-22,18:56:00,183001,1
1087,0.0,1830,2.0,1,,1,,i4003,i4,2014-05-22,18:57:00,183001,1
1088,0.0,1830,3.0,1,,1,,i4003,i4,2014-05-22,18:57:00,183001,1
1089,0.0,1830,4.0,1,,2,,i4003,i4,2014-05-22,18:57:00,183002,1
1090,0.0,1831,1.0,1,,1,,i4026,i4,2014-05-22,18:33:00,183101,1
1091,0.0,1832,1.0,1,,1,,i4026,i4,2014-05-22,19:05:00,183201,1
1092,0.0,1833,1.0,1,,1,,i4026,i4,2014-05-22,19:20:00,183301,1
1093,0.0,1834,1.0,1,,1,,i4026,i4,2014-05-22,20:41:00,183401,1
1094,0.0,1836,1.0,1,,1,,i4018,i4,2014-05-22,17:56:00,183601,1
1095,0.0,1836,2.0,1,,1,,i4018,i4,2014-05-22,17:56:00,183601,1
1096,0.0,1836,3.0,1,,1,,i4018,i4,2014-05-22,17:56:00,183601,1
1097,0.0,1836,4.0,1,,1,,i4018,i4,2014-05-22,17:56:00,183601,1
1098,0.0,1836,5.0,1,,2,,i4018,i4,2014-05-22,17:56:00,183602,1
1099,0.0,1837,1.0,1,,1,,i4018,i4,2014-05-22,20:22:00,183701,1
1100,0.0,1837,2.0,1,,1,,i4018,i4,2014-05-22,20:22:00,183701,1
1101,0.0,1837,3.0,1,,1,,i4018,i4,2014-05-22,20:22:00,183701,1
1102,0.0,1837,4.0,1,,1,,i4018,i4,2014-05-22,20:22:00,183701,1
1103,0.0,1837,5.0,1,,1,,i4018,i4,2014-05-22,20:22:00,183701,1
1104,0.0,1837,6.0,1,,1,,i4018,i4,2014-05-22,20:22:00,183701,1
1105,0.0,1841,1.0,1,,1,,I4005,i4,2014-05-22,18:57:00,184101,1
1106,0.0,1842,1.0,1,,1,,I4005,i4,2014-05-22,19:07:00,184201,1
1107,0.0,1843,1.0,1,,1,,I4005,i4,2014-05-22,19:19:00,184301,1
1108,0.0,1845,1.0,1,,1,,I4005,i4,2014-05-22,20:58:00,184501,1
1109,0.0,1845,2.0,1,,1,,I4005,i4,2014-05-22,20:59:00,184501,1
1110,0.0,1846,1.0,1,,1,,i4016,i4,2014-05-22,17:56:00,184601,1
1111,0.0,1846,1.0,1,,1,,i4016,i4,2014-05-22,17:56:00,184601,1
1112,0.0,1847,1.0,1,,1,,i4016,i4,2014-05-22,20:16:00,184701,1
1113,0.0,1847,2.0,1,,2,,i4016,i4,2014-05-22,20:16:00,184702,1
1114,0.0,1849,1.0,1,,1,,i4016,i4,2014-05-22,21:16:00,184901,1
1115,0.0,1852,1.0,1,,1,,i4015,i4,2014-05-22,18:33:00,185201,1
1116,0.0,1853,1.0,1,,1,,i4015,i4,2014-05-22,18:56:00,185301,1
1117,0.0,1853,2.0,1,,1,,i4015,i4,2014-05-22,18:56:00,185301,1
1118,0.0,1854,1.0,1,,1,,i4015,i4,2014-05-22,20:12:00,185401,1
1119,0.0,1855,1.0,1,,1,,i4015,i4,2014-05-22,20:28:00,185501,1
1120,0.0,1855,2.0,1,,3,,i4015,i4,2014-05-22,20:28:00,185503,1
1121,0.0,1856,1.0,1,,1,,i4015,i4,2014-05-22,20:37:00,185601,1
1122,0.0,1856,2.0,1,,1,,i4015,i4,2014-05-22,20:37:00,185601,1
1123,0.0,1756,1.0,1,,1,,i4004,i4,2014-05-24,18:29:00,175601,1
1124,0.0,1756,2.0,1,,1,,i4004,i4,2014-05-24,18:29:00,175601,1
1125,0.0,1756,3.0,1,,1,,i4004,i4,2014-05-24,18:29:00,175601,1
1126,0.0,1757,1.0,1,,1,,i4004,i4,2014-05-24,19:48:00,175701,1
1127,0.0,1759,1.0,1,,1,,i4001,i4,2014-05-24,17:28:00,175901,1
1128,0.0,1759,2.0,1,,1,,i4001,i4,2014-05-24,17:28:00,175901,1
1129,0.0,1759,3.0,1,,1,,i4001,i4,2014-05-24,17:28:00,175901,1
1130,0.0,1760,1.0,1,,1,,i4001,i4,2014-05-24,18:07:00,176001,1
1131,0.0,1760,2.0,1,,1,,i4001,i4,2014-05-24,18:07:00,176001,1
1132,0.0,1761,1.0,1,,1,,i4001,i4,2014-05-24,18:59:00,176101,1
1133,0.0,1761,2.0,1,,1,,i4001,i4,2014-05-24,18:59:00,176101,1
1134,0.0,1761,3.0,1,,1,,i4001,i4,2014-05-24,18:59:00,176101,1
1135,0.0,1762,1.0,1,,1,,i4002,i4,2014-05-24,16:50:00,176201,1
1136,0.0,1762,2.0,1,,1,,i4002,i4,2014-05-24,16:50:00,176201,1
1137,0.0,1762,3.0,1,,1,,i4002,i4,2014-05-24,16:51:00,176201,1
1138,0.0,1763,1.0,1,,1,,i4002,i4,2014-05-24,17:20:00,176301,1
1139,0.0,1763,2.0,1,,1,,i4002,i4,2014-05-24,17:20:00,176301,1
1140,0.0,1763,3.0,1,,1,,i4002,i4,2014-05-24,17:20:00,176301,1
1141,0.0,1764,1.0,1,,1,,i4002,i4,2014-05-24,17:53:00,176401,1
1142,0.0,1764,2.0,1,,1,,i4002,i4,2014-05-24,17:55:00,176401,1
1143,0.0,1764,3.0,1,,1,,i4002,i4,2014-05-24,17:55:00,176401,1
1144,0.0,1765,1.0,1,,1,,i4002,i4,2014-05-24,19:05:00,176501,1
1145,0.0,1765,2.0,1,,1,,i4002,i4,2014-05-24,19:05:00,176501,1
1146,0.0,1766,1.0,1,,1,,i4002,i4,2014-05-24,19:46:00,176601,1
1147,0.0,1766,2.0,1,,1,,i4002,i4,2014-05-24,19:46:00,176601,1
1148,0.0,1766,3.0,1,,1,,i4002,i4,2014-05-24,19:46:00,176601,1
1149,0.0,1766,4.0,1,,1,,i4002,i4,2014-05-24,19:46:00,176601,1
1150,0.0,1767,1.0,1,,1,,i4003,i4,2014-05-24,19:00:00,176701,1
1151,0.0,1767,2.0,1,,1,,i4003,i4,2014-05-24,19:00:00,176701,1
1152,0.0,1768,1.0,1,,1,,i4003,i4,2014-05-24,19:29:00,176801,1
1153,0.0,1768,2.0,1,,1,,i4003,i4,2014-05-24,19:29:00,176801,1
1154,0.0,1769,1.0,1,,1,,i4003,i4,2014-05-24,19:56:00,176901,1
1155,0.0,1769,2.0,1,,1,,i4003,i4,2014-05-24,19:56:00,176901,1
1156,0.0,1770,1.0,1,,1,,i4006,i4,2014-05-24,19:01:00,177001,1
1157,0.0,1770,2.0,1,,1,,i4006,i4,2014-05-24,19:01:00,177001,1
1158,0.0,1771,1.0,1,,1,,i4006,i4,2014-05-24,19:32:00,177101,1
1159,0.0,1772,1.0,1,,1,,i4006,i4,2014-05-24,19:55:00,177201,1
1160,0.0,1772,2.0,1,,1,,i4006,i4,2014-05-24,19:55:00,177201,1
1161,0.0,1773,1.0,1,,1,,i4021,i4,2014-05-24,19:36:00,177301,1
1162,0.0,1773,2.0,1,,1,,i4021,i4,2014-05-24,19:36:00,177301,1
1163,0.0,1775,1.0,1,,1,,i4023,i4,2014-05-24,19:12:00,177501,1
1164,0.0,1775,2.0,1,,1,,i4023,i4,2014-05-24,19:12:00,177501,1
1165,0.0,1777,1.0,1,,1,,i4025,i4,2014-05-24,17:58:00,177701,1
1166,0.0,1777,2.0,1,,1,,i4025,i4,2014-05-24,17:58:00,177701,1
1167,0.0,1779,1.0,1,,1,,i4025,i4,2014-05-24,18:37:00,177901,1
1168,0.0,1779,2.0,1,,1,,i4025,i4,2014-05-24,18:38:00,177901,1
1169,0.0,1780,1.0,1,,1,,i4025,i4,2014-05-24,18:51:00,178001,1
1170,0.0,1780,2.0,1,,1,,i4025,i4,2014-05-24,18:51:00,178001,1
1171,0.0,1781,1.0,1,,1,,i4025,i4,2014-05-24,19:27:00,178101,1
1172,0.0,1782,1.0,1,,1,,i4025,i4,2014-05-24,19:37:00,178201,1
1173,0.0,1782,2.0,1,,1,,i4025,i4,2014-05-24,19:37:00,178201,1
1174,0.0,1783,1.0,1,,1,,i4025,i4,2014-05-24,19:53:00,178301,1
1175,0.0,1784,1.0,1,,1,,i4027,i4,2014-05-24,17:57:00,178401,1
1176,0.0,1784,2.0,1,,1,,i4027,i4,2014-05-24,17:57:00,178401,1
1177,0.0,1785,1.0,1,,1,,i4027,i4,2014-05-24,18:15:00,178501,1
1178,0.0,1786,1.0,1,,2,,i4027,i4,2014-05-24,18:49:00,178602,1
1179,0.0,1787,1.0,1,,1,,i4008,i4,2014-05-24,16:54:00,178701,1
1180,0.0,1787,2.0,1,,1,,i4008,i4,2014-05-24,16:54:00,178701,1
1181,0.0,1788,1.0,1,,1,,i4008,i4,2014-05-24,17:20:00,178801,1
1182,0.0,1788,2.0,1,,1,,i4008,i4,2014-05-24,17:20:00,178801,1
1183,0.0,1789,1.0,1,,1,,i4008,i4,2014-05-24,17:54:00,178901,1
1184,0.0,1789,2.0,1,,1,,i4008,i4,2014-05-24,17:54:00,178901,1
1185,0.0,1789,3.0,1,,1,,i4008,i4,2014-05-24,17:54:00,178901,1
1186,0.0,1790,1.0,1,,1,,i4008,i4,2014-05-24,19:21:00,179001,1
1187,0.0,1790,2.0,1,,1,,i4008,i4,2014-05-24,19:21:00,179001,1
1188,0.0,1790,3.0,1,,1,,i4008,i4,2014-05-24,19:21:00,179001,1
1189,0.0,1791,1.0,1,,1,,i4008,i4,2014-05-24,20:14:00,179101,1
1190,0.0,1791,2.0,1,,1,,i4008,i4,2014-05-24,20:14:00,179101,1
1191,0.0,1791,3.0,1,,1,,i4008,i4,2014-05-24,20:14:00,179101,1
1192,0.0,1792,1.0,1,,1,,i4007,i4,2014-05-24,18:00:00,179201,1
1193,0.0,1794,1.0,1,,1,,i4018,i4,2014-05-24,18:27:00,179401,1
1194,0.0,1794,2.0,1,,1,,i4018,i4,2014-05-24,18:27:00,179401,1
1195,0.0,1794,3.0,1,,1,,i4018,i4,2014-05-24,18:27:00,179401,1
1196,0.0,1794,4.0,1,,1,,i4018,i4,2014-05-24,18:27:00,179401,1
1197,0.0,1795,1.0,1,,1,,i4018,i4,2014-05-24,19:53:00,179501,1
1198,0.0,1795,2.0,1,,1,,i4018,i4,2014-05-24,19:53:00,179501,1
1199,0.0,1795,3.0,1,,1,,i4018,i4,2014-05-24,19:53:00,179501,1
1200,0.0,1796,1.0,1,,1,,i4018,i4,2014-05-24,20:26:00,179601,1
1201,0.0,1796,2.0,1,,1,,i4018,i4,2014-05-24,20:26:00,179601,1
1202,0.0,1796,3.0,1,,1,,i4018,i4,2014-05-24,20:26:00,179601,1
1203,0.0,1796,4.0,1,,1,,i4018,i4,2014-05-24,20:26:00,179601,1
1204,0.0,1796,5.0,1,,1,,i4018,i4,2014-05-24,20:26:00,179601,1
1205,0.0,1797,1.0,1,,1,,I4005,i4,2014-05-24,18:57:00,179701,1
1206,0.0,1797,2.0,1,,1,,I4005,i4,2014-05-24,18:58:00,179701,1
1207,0.0,1797,3.0,1,,1,,I4005,i4,2014-05-24,18:58:00,179701,1
1208,0.0,1798,1.0,1,,1,,I4005,i4,2014-05-24,19:45:00,179801,1
1209,0.0,1798,2.0,1,,1,,I4005,i4,2014-05-24,19:45:00,179801,1
1210,0.0,1799,1.0,1,,1,,I4005,i4,2014-05-24,20:16:00,179901,1
1211,0.0,1799,2.0,1,,1,,I4005,i4,2014-05-24,20:16:00,179901,1
1212,0.0,1800,1.0,1,,1,,I4005,i4,2014-05-24,20:44:00,180001,1
1213,0.0,1800,2.0,1,,1,,I4005,i4,2014-05-24,20:44:00,180001,1
1214,0.0,1800,3.0,4,,1,,I4005,i4,2014-05-24,20:44:00,180001,1
1215,0.0,1801,1.0,1,,1,,i4016,i4,2014-05-24,18:13:00,180101,1
1216,0.0,1801,2.0,1,,1,,i4016,i4,2014-05-24,18:13:00,180101,1
1217,0.0,1802,1.0,1,,1,,i4016,i4,2014-05-24,18:52:00,180201,1
1218,0.0,1802,2.0,1,,1,,i4016,i4,2014-05-24,18:52:00,180201,1
1219,0.0,1802,3.0,1,,1,,i4016,i4,2014-05-24,18:52:00,180201,1
1220,0.0,1804,1.0,1,,1,,i4016,i4,2014-05-24,20:24:00,180401,1
1221,0.0,1804,2.0,1,,1,,i4016,i4,2014-05-24,20:24:00,180401,1
1222,0.0,1804,3.0,1,,1,,i4016,i4,2014-05-24,20:24:00,180401,1
1223,0.0,1804,4.0,1,,2,,i4016,i4,2014-05-24,20:24:00,180402,1
1224,0.0,1805,1.0,1,,1,,i4016,i4,2014-05-24,20:59:00,180501,1
