person_id,is_labourer,household_id,person_num,relationship,relationship_other,nationality,nationality_other,gender,age,occ,occ_other,occ_sector,occ_sector_other,occ_level,occ_level_other,nol,license,auto_availability,interviewer_id,interviewer_company,interview_date,interview_time,wt
101101,0,1011,1.0,2,,3,,2,26.0,7,,-999,,-999,,1,1,2,i4019,i4,2014-04-23,20:09:00,1
101102,0,1011,2.0,1,,3,,1,33.0,1,,4,,1,,1,1,2,i4019,i4,2014-04-23,20:10:00,1
101103,0,1011,3.0,4,,3,,2,1.0,9,Infant,-999,,-999,,2,2,3,i4019,i4,2014-04-23,20:12:00,1
101201,0,1012,1.0,1,,1,,1,52.0,1,,7,OWN BUSINESS ,5,OWN BUSINESS,2,1,1,i4016,i4,2014-05-01,18:02:00,1
101202,0,1012,2.0,2,,1,,2,40.0,1,,5,,1,,2,1,1,i4016,i4,2014-05-01,18:05:00,1
101203,0,1012,3.0,4,,1,,2,23.0,3,,-999,,-999,,2,1,1,i4016,i4,2014-05-01,18:06:00,1
101204,0,1012,4.0,4,,1,,2,21.0,3,,-999,,-999,,2,1,1,i4016,i4,2014-05-01,18:07:00,1
101205,0,1012,5.0,4,,1,,1,18.0,3,,-999,,-999,,2,1,1,i4016,i4,2014-05-01,18:08:00,1
101206,0,1012,6.0,4,,1,,1,27.0,1,,5,,1,,2,1,1,i4016,i4,2014-05-01,18:09:00,1
101301,0,1013,1.0,1,,5,,1,58.0,1,,5,,1,,2,1,1,i4001,i4,2014-05-01,20:04:00,1
101302,0,1013,2.0,2,,5,,2,53.0,7,,-999,,-999,,1,2,3,i4001,i4,2014-05-01,20:05:00,1
101303,0,1013,3.0,4,,5,,1,21.0,8,,-999,,-999,,1,1,1,i4001,i4,2014-05-01,20:06:00,1
101304,0,1013,4.0,4,,5,,1,25.0,1,,7,oil company,1,,2,1,1,i4001,i4,2014-05-01,20:07:00,1
101305,0,1013,5.0,10,wife of Sohaib,5,,2,22.0,8,,-999,,-999,,1,1,2,i4001,i4,2014-05-01,20:09:00,1
101401,0,1014,1.0,1,,4,,1,40.0,1,,5,,1,,1,1,1,i4002,i4,2014-05-01,18:34:00,1
101402,0,1014,2.0,2,,4,,2,40.0,7,,-999,,-999,,1,1,1,i4002,i4,2014-05-01,18:35:00,1
101403,0,1014,3.0,4,,4,,1,16.0,5,,-999,,-999,,1,2,4,i4002,i4,2014-05-01,18:36:00,1
101501,0,1015,1.0,1,,4,,1,40.0,1,,5,,1,,1,1,1,i4002,i4,2014-05-01,18:49:00,1
101601,0,1016,1.0,1,,4,,1,46.0,1,,3,,2,,1,1,1,i4002,i4,2014-05-01,20:06:00,1
101602,0,1016,2.0,2,,4,,2,42.0,1,,3,,2,,1,1,1,i4002,i4,2014-05-01,20:06:00,1
101801,0,1018,1.0,1,,4,,1,42.0,1,,3,,2,,2,1,1,i4003,i4,2014-05-01,18:07:00,1
101802,0,1018,2.0,2,,4,,2,43.0,2,,3,,2,,2,1,1,i4003,i4,2014-05-01,18:08:00,1
101803,0,1018,3.0,4,,4,,2,6.0,5,,-999,,-999,,2,2,3,i4003,i4,2014-05-01,18:08:00,1
101804,0,1018,4.0,4,,4,,1,5.0,9,,-999,,-999,,2,2,3,i4003,i4,2014-05-01,18:08:00,1
102001,0,1020,1.0,1,,4,,1,57.0,1,,5,,2,,2,1,1,i4007,i4,2014-05-01,19:55:00,1
102002,0,1020,2.0,2,,4,,2,58.0,1,,3,,2,,2,1,1,i4007,i4,2014-05-01,19:55:00,1
102101,0,1021,1.0,1,,4,,2,41.0,7,,-999,,-999,,2,1,1,i4010,i4,2014-05-01,20:04:00,1
102102,0,1021,2.0,3,,5,,1,47.0,1,,5,,1,,2,1,2,i4010,i4,2014-05-01,20:04:00,1
102103,0,1021,3.0,4,,4,,1,10.0,5,,-999,,-999,,2,2,3,i4010,i4,2014-05-01,20:05:00,1
102104,0,1021,4.0,4,,4,,2,26.0,3,,-999,,-999,,2,1,2,i4010,i4,2014-05-01,20:05:00,1
102201,0,1022,1.0,1,,2,,1,43.0,1,,5,,2,,2,1,1,i4010,i4,2014-05-01,20:20:00,1
102202,0,1022,2.0,2,,2,,2,37.0,7,,-999,,-999,,2,1,1,i4010,i4,2014-05-01,20:21:00,1
102203,0,1022,3.0,4,,2,,2,26.0,8,,-999,,-999,,2,1,2,i4010,i4,2014-05-01,20:21:00,1
102204,0,1022,4.0,4,,2,,1,21.0,3,,-999,,-999,,2,1,2,i4010,i4,2014-05-01,20:22:00,1
102301,0,1023,1.0,1,,3,,1,41.0,1,,2,,1,,1,1,1,i4021,i4,2014-05-01,12:23:00,1
102302,0,1023,2.0,2,,4,,2,31.0,2,,4,,2,,1,1,1,i4021,i4,2014-05-01,12:24:00,1
102401,0,1024,1.0,1,,6,Egyptian Expat,2,44.0,1,,1,,1,,1,1,1,i4021,i4,2014-05-01,18:55:00,1
102402,0,1024,2.0,3,,6,Egyptian Expat ,1,44.0,1,,1,,1,,1,1,1,i4021,i4,2014-05-01,18:56:00,1
102501,0,1025,1.0,1,,5,,1,35.0,1,,3,,2,,1,1,1,i4021,i4,2014-05-01,19:40:00,1
102701,0,1027,1.0,1,,3,,1,46.0,1,,2,,1,,1,1,1,i4016,i4,2014-05-01,13:28:00,1
102702,0,1027,2.0,2,,3,,2,39.0,7,,-999,,-999,,1,1,1,i4016,i4,2014-05-01,13:28:00,1
102703,0,1027,3.0,4,,3,,2,8.0,5,,-999,,-999,,1,2,3,i4016,i4,2014-05-01,14:16:00,1
102704,0,1027,4.0,4,,3,,1,15.0,5,,-999,,-999,,1,2,3,i4016,i4,2014-05-01,14:16:00,1
102705,0,1027,5.0,4,,3,,2,13.0,5,,-999,,-999,,1,2,3,i4016,i4,2014-05-01,14:17:00,1
102706,0,1027,6.0,4,,3,,2,13.0,5,,-999,,-999,,1,2,3,i4016,i4,2014-05-01,14:17:00,1
102707,0,1027,7.0,4,,3,,2,5.0,9,,-999,,-999,,1,2,4,i4016,i4,2014-05-01,14:18:00,1
102801,0,1028,1.0,1,,5,,1,27.0,1,,5,,2,,1,1,1,i4016,i4,2014-05-01,19:33:00,1
102802,0,1028,2.0,5,,5,,1,60.0,1,,7,Terminal 3,1,,1,1,1,i4016,i4,2014-05-01,19:34:00,1
102803,0,1028,3.0,5,,5,,2,56.0,1,,5,,1,,1,1,1,i4016,i4,2014-05-01,19:36:00,1
102804,0,1028,4.0,6,,5,,2,32.0,1,,4,BBC,1,,1,1,1,i4016,i4,2014-05-01,19:36:00,1
102901,0,1029,1.0,1,,4,,1,45.0,1,,7,-1,1,,2,1,1,i4016,i4,2014-05-01,20:01:00,1
102902,0,1029,2.0,2,,4,,2,42.0,1,,7,-1,1,,1,1,1,i4016,i4,2014-05-01,20:03:00,1
102903,0,1029,3.0,4,,4,,1,9.0,5,,-999,,-999,,1,2,3,i4016,i4,2014-05-01,20:03:00,1
102904,0,1029,4.0,4,,4,,1,7.0,5,,-999,,-999,,2,2,3,i4016,i4,2014-05-01,20:04:00,1
103001,0,1030,1.0,1,,4,,1,49.0,1,,7,Dint Want to Mention,1,,2,1,1,i4016,i4,2014-05-01,20:32:00,1
103002,0,1030,2.0,2,,4,,2,45.0,1,,7,Dint Want To Mention,1,,2,1,1,i4016,i4,2014-05-01,20:34:00,1
103003,0,1030,3.0,4,,4,,1,12.0,5,,-999,,-999,,2,2,3,i4016,i4,2014-05-01,20:35:00,1
103101,0,1031,1.0,1,,5,,1,55.0,1,,4,Emirates,1,,2,1,1,i4016,i4,2014-05-01,20:55:00,1
103102,0,1031,2.0,2,,5,,2,50.0,1,,4,Emirates,1,,2,1,1,i4016,i4,2014-05-01,20:55:00,1
103103,0,1031,3.0,4,,5,,2,24.0,1,,7,Dubai Internet City,2,,1,1,1,i4016,i4,2014-05-01,20:56:00,1
103104,0,1031,4.0,4,,5,,1,20.0,3,,-999,,-999,,1,1,2,i4016,i4,2014-05-01,20:56:00,1
103105,0,1031,5.0,4,,5,,2,16.0,5,,-999,,-999,,1,2,3,i4016,i4,2014-05-01,20:57:00,1
103201,0,1032,1.0,1,,4,,1,40.0,1,,7,Car Market,1,,2,1,1,i4016,i4,2014-05-01,21:13:00,1
103202,0,1032,2.0,2,,4,,2,38.0,7,,-999,,-999,,1,1,1,i4016,i4,2014-05-01,21:13:00,1
103203,0,1032,3.0,4,,4,,2,14.0,5,,-999,,-999,,2,2,3,i4016,i4,2014-05-01,21:16:00,1
103204,0,1032,4.0,4,,4,,2,5.0,9,,-999,,-999,,2,2,3,i4016,i4,2014-05-01,21:16:00,1
103301,0,1033,1.0,1,,4,,2,45.0,7,,-999,,-999,,1,1,1,i4016,i4,2014-05-01,21:29:00,1
103302,0,1033,2.0,3,,3,,1,48.0,1,,7,Dint Mention,1,,2,1,1,i4016,i4,2014-05-01,21:30:00,1
103303,0,1033,3.0,4,,2,,1,21.0,3,,-999,,-999,,1,1,2,i4016,i4,2014-05-01,21:30:00,1
103304,0,1033,4.0,4,,2,,1,18.0,3,,-999,,-999,,1,2,3,i4016,i4,2014-05-01,21:31:00,1
103305,0,1033,5.0,4,,2,,2,5.0,9,,-999,,-999,,2,2,3,i4016,i4,2014-05-01,21:31:00,1
103306,0,1033,6.0,4,,2,,2,3.0,9,,-999,,-999,,2,2,3,i4016,i4,2014-05-01,21:32:00,1
103501,0,1035,1.0,1,,4,,1,36.0,1,,4,,2,,1,1,1,i4015,i4,2014-05-01,19:56:00,1
103502,0,1035,2.0,2,,5,,2,30.0,7,,-999,,-999,,1,1,1,i4015,i4,2014-05-01,19:57:00,1
103801,0,1038,1.0,1,,4,,1,35.0,1,,5,,1,,1,1,1,i4015,i4,2014-05-01,20:46:00,1
103802,0,1038,2.0,2,,4,,2,32.0,1,,7,JOURNALISM,2,,1,1,1,i4015,i4,2014-05-01,20:47:00,1
103803,0,1038,3.0,4,,4,,1,6.0,5,,-999,,-999,,1,2,4,i4015,i4,2014-05-01,20:47:00,1
103804,0,1038,4.0,4,,4,,2,8.0,5,,-999,,-999,,2,2,4,i4015,i4,2014-05-01,20:48:00,1
104001,0,1040,1.0,1,,4,,2,40.0,1,,3,,2,,1,1,1,i4015,i4,2014-05-01,21:13:00,1
104002,0,1040,2.0,3,,4,,1,45.0,1,,5,,1,,1,1,1,i4015,i4,2014-05-01,21:13:00,1
104003,0,1040,3.0,4,,4,,1,1.0,9,,-999,,-999,,-999,2,4,i4015,i4,2014-05-01,21:14:00,1
104004,0,1040,4.0,4,,4,,2,6.0,7,,-999,,-999,,2,2,4,i4015,i4,2014-05-01,21:15:00,1
104101,0,1041,1.0,1,,4,,1,35.0,1,,7,REAL ESTATE,2,,1,1,1,i4015,i4,2014-05-01,21:25:00,1
104102,0,1041,2.0,2,,4,,2,35.0,1,,7,REAL ESTATE,1,,1,1,1,i4015,i4,2014-05-01,21:26:00,1
104103,0,1041,3.0,9,,4,,1,30.0,1,,5,,2,,1,1,1,i4015,i4,2014-05-01,21:26:00,1
104104,0,1041,4.0,9,,4,,1,30.0,1,,5,,2,,1,1,1,i4015,i4,2014-05-01,21:26:00,1
104201,0,1042,1.0,1,,4,,1,52.0,1,,6,,2,,2,1,1,i4014,i4,2014-05-01,18:05:00,1
104202,0,1042,2.0,2,,4,,2,46.0,7,,-999,,-999,,2,1,1,i4014,i4,2014-05-01,18:06:00,1
104203,0,1042,3.0,4,,4,,1,18.0,4,,-999,,-999,,1,2,3,i4014,i4,2014-05-01,18:07:00,1
104204,0,1042,4.0,4,,4,,1,17.0,5,,-999,,-999,,1,2,3,i4014,i4,2014-05-01,18:07:00,1
104205,0,1042,5.0,4,,4,,2,12.0,5,,-999,,-999,,1,2,3,i4014,i4,2014-05-01,18:08:00,1
104301,0,1043,1.0,1,,5,,1,44.0,1,,5,,1,,2,1,1,i4014,i4,2014-05-01,20:08:00,1
104302,0,1043,2.0,2,,5,,2,40.0,7,,-999,,-999,,2,1,1,i4014,i4,2014-05-01,20:08:00,1
104303,0,1043,3.0,4,,5,,2,10.0,5,,-999,,-999,,2,2,3,i4014,i4,2014-05-01,20:09:00,1
104304,0,1043,4.0,4,,5,,2,5.0,9,,-999,,-999,,2,2,3,i4014,i4,2014-05-01,20:09:00,1
104305,0,1043,5.0,4,,5,,1,4.0,9,,-999,,-999,,2,2,3,i4014,i4,2014-05-01,20:10:00,1
104306,0,1043,6.0,8,,5,,1,40.0,1,,4,,4,,2,1,1,i4014,i4,2014-05-01,20:12:00,1
104401,0,1044,1.0,1,,5,,2,35.0,1,,7,Events and Exibitions,2,,2,1,1,i4017,i4,2014-05-01,17:57:00,1
104402,0,1044,2.0,3,,5,,1,43.0,1,,7,Events and Exibitions,2,,2,1,1,i4017,i4,2014-05-01,17:58:00,1
104403,0,1044,3.0,4,,5,,2,4.0,9,,-999,,-999,,2,2,3,i4017,i4,2014-05-01,17:59:00,1
104404,0,1044,4.0,4,,5,,2,3.0,9,,-999,,-999,,2,2,3,i4017,i4,2014-05-01,17:59:00,1
104601,0,1046,1.0,1,,4,,1,35.0,1,,2,,1,,2,1,1,i4009,i4,2014-05-01,13:28:00,1
104602,0,1046,2.0,2,,4,,2,34.0,7,,-999,,-999,,2,1,1,i4009,i4,2014-05-01,13:29:00,1
104701,0,1047,1.0,1,,4,,1,62.0,1,,7,Lawer,1,,2,1,1,i4009,i4,2014-05-01,17:46:00,1
104702,0,1047,2.0,2,,3,,2,56.0,7,,-999,,-999,,2,1,1,i4009,i4,2014-05-01,17:47:00,1
104703,0,1047,3.0,4,,4,,2,13.0,5,,-999,,-999,,2,2,3,i4009,i4,2014-05-01,17:47:00,1
104801,0,1048,1.0,1,,3,,1,32.0,1,,7,Jullary,1,,2,1,1,i4009,i4,2014-05-01,19:00:00,1
104802,0,1048,2.0,2,,4,,2,34.0,7,,-999,,-999,,2,1,1,i4009,i4,2014-05-01,19:01:00,1
104803,0,1048,3.0,4,,4,,1,2.0,9,,-999,,-999,,2,2,3,i4009,i4,2014-05-01,19:02:00,1
104901,0,1049,1.0,1,,4,,1,35.0,1,,4,,1,,1,1,1,i4009,i4,2014-05-01,19:39:00,1
104902,0,1049,2.0,2,,4,,2,35.0,1,,7,Catring,2,,1,1,1,i4009,i4,2014-05-01,19:40:00,1
104903,0,1049,3.0,4,,4,,1,4.0,9,,-999,,-999,,2,2,3,i4009,i4,2014-05-01,19:41:00,1
104904,0,1049,4.0,4,,4,,2,5.0,9,,-999,,-999,,2,2,3,i4009,i4,2014-05-01,19:41:00,1
105101,0,1051,1.0,1,,1,,1,62.0,1,,7,OWN BUSINESS,1,,2,1,1,i4011,i4,2014-05-01,19:23:00,1
105102,0,1051,2.0,4,,4,,1,27.0,1,,5,,1,,2,1,1,i4011,i4,2014-05-01,19:26:00,1
105103,0,1051,3.0,2,,1,,2,50.0,1,,2,,1,,1,1,1,i4011,i4,2014-05-01,19:29:00,1
105104,0,1051,4.0,7,,2,,2,55.0,7,,-999,,-999,,2,2,4,i4011,i4,2014-05-01,19:30:00,1
105201,0,1052,1.0,1,,5,,1,54.0,1,,6,,2,,1,1,1,i4011,i4,2014-05-01,20:00:00,1
105202,0,1052,2.0,2,,5,,2,46.0,1,,2,,2,,1,1,1,i4011,i4,2014-05-01,20:02:00,1
105203,0,1052,3.0,4,,5,,1,23.0,3,,-999,,-999,,1,2,4,i4011,i4,2014-05-01,20:03:00,1
105204,0,1052,4.0,4,,5,,2,17.0,3,,-999,,-999,,1,2,4,i4011,i4,2014-05-01,20:04:00,1
105301,0,1053,1.0,1,,5,,1,56.0,1,,5,,1,,1,1,1,i4011,i4,2014-05-01,20:25:00,1
105302,0,1053,2.0,2,,5,,2,50.0,7,,-999,,-999,,1,1,1,i4011,i4,2014-05-01,20:26:00,1
105303,0,1053,3.0,4,,5,,1,29.0,1,,7,they didnt want to mention,2,,1,1,1,i4011,i4,2014-05-01,20:29:00,1
105401,0,1054,1.0,1,,6,South Africa,1,51.0,1,,5,,1,,1,1,1,i4011,i4,2014-05-01,20:45:00,1
105402,0,1054,2.0,2,,6,South africa,2,54.0,7,,-999,,-999,,2,1,1,i4011,i4,2014-05-01,20:45:00,1
105403,0,1054,3.0,4,,6,South Africa,2,20.0,3,,-999,,-999,,1,1,4,i4011,i4,2014-05-01,20:46:00,1
105404,0,1054,4.0,4,,6,South Africa,1,10.0,5,,-999,,-999,,2,2,3,i4011,i4,2014-05-01,20:47:00,1
105501,0,1055,1.0,1,,6,south africa,1,59.0,1,,5,,1,,1,1,1,i4011,i4,2014-05-01,21:06:00,1
105502,0,1055,2.0,2,,6,south africa,2,56.0,1,,3,,2,,1,1,1,i4011,i4,2014-05-01,21:07:00,1
105601,0,1056,1.0,1,,4,,1,44.0,1,,5,,1,,1,1,1,i4011,i4,2014-05-01,21:19:00,1
105602,0,1056,2.0,2,,4,,2,39.0,7,,-999,,-999,,1,2,4,i4011,i4,2014-05-01,21:20:00,1
105603,0,1056,3.0,4,,4,,2,2.0,9,,-999,,-999,,2,2,4,i4011,i4,2014-05-01,21:21:00,1
105701,0,1057,1.0,1,,1,,1,57.0,1,,5,,1,,2,1,1,i4005,i4,2014-05-01,17:41:00,1
105702,0,1057,2.0,2,,1,,2,51.0,7,,-999,,-999,,2,1,1,i4005,i4,2014-05-01,17:42:00,1
105703,0,1057,3.0,4,,1,,2,19.0,3,,-999,,-999,,2,1,1,i4005,i4,2014-05-01,17:43:00,1
105801,0,1058,1.0,1,,4,,1,36.0,1,,4,,2,,1,1,1,i4005,i4,2014-05-01,18:03:00,1
105802,0,1058,2.0,2,,4,,2,38.0,7,,-999,,-999,,2,1,2,i4005,i4,2014-05-01,18:03:00,1
105803,0,1058,3.0,4,,4,,1,10.0,5,,-999,,-999,,2,2,3,i4005,i4,2014-05-01,18:04:00,1
105804,0,1058,4.0,4,,4,,1,8.0,5,,-999,,-999,,2,2,3,i4005,i4,2014-05-01,18:04:00,1
105805,0,1058,5.0,4,,4,,2,2.0,9,,-999,,-999,,2,2,3,i4005,i4,2014-05-01,18:05:00,1
106101,0,1061,1.0,1,,1,,1,62.0,7,,-999,,-999,,2,1,1,i4018,i4,2014-05-01,19:45:00,1
106102,0,1061,2.0,2,,1,,2,61.0,6,,-999,,-999,,2,1,1,i4018,i4,2014-05-01,19:48:00,1
106103,0,1061,3.0,4,,1,,1,30.0,1,,1,,2,,2,1,1,i4018,i4,2014-05-01,19:50:00,1
106104,0,1061,4.0,7,,1,,2,26.0,1,,1,,2,,2,1,1,i4018,i4,2014-05-01,19:52:00,1
106105,0,1061,5.0,4,,1,,2,26.0,1,,4,,2,,2,1,1,i4018,i4,2014-05-01,19:53:00,1
106106,0,1061,6.0,4,,1,,2,19.0,3,,-999,,-999,,2,1,1,i4018,i4,2014-05-01,19:54:00,1
106107,0,1061,7.0,4,,1,,1,28.0,1,,1,,2,,2,1,1,i4018,i4,2014-05-01,19:55:00,1
106201,0,1062,1.0,1,,5,,1,44.0,1,,5,,2,,1,1,1,i4001,i4,2014-05-03,17:14:00,1
106202,0,1062,2.0,2,,5,,2,38.0,7,,-999,,-999,,1,2,3,i4001,i4,2014-05-03,17:18:00,1
106203,0,1062,3.0,4,,5,,2,12.0,5,,-999,,-999,,1,2,3,i4001,i4,2014-05-03,17:19:00,1
106204,0,1062,4.0,4,,5,,1,3.0,9,,-999,,-999,,1,2,3,i4001,i4,2014-05-03,17:20:00,1
106301,0,1063,1.0,1,,5,,1,26.0,1,,5,,2,,1,2,4,i4001,i4,2014-05-03,18:21:00,1
106302,0,1063,2.0,9,,5,,1,24.0,1,,5,,1,,1,1,1,i4001,i4,2014-05-03,18:23:00,1
106303,0,1063,3.0,9,,5,,1,27.0,1,,5,,2,,1,2,4,i4001,i4,2014-05-03,18:26:00,1
106304,0,1063,4.0,9,,5,,1,23.0,1,,5,,2,,1,2,4,i4001,i4,2014-05-03,18:27:00,1
106305,0,1063,5.0,9,,5,,1,23.0,1,,5,,2,,1,2,4,i4001,i4,2014-05-03,18:27:00,1
106306,0,1063,6.0,9,,5,,1,24.0,1,,5,,2,,1,2,4,i4001,i4,2014-05-03,18:29:00,1
106401,0,1064,1.0,1,,5,,1,37.0,1,,1,,1,,1,1,1,i4001,i4,2014-05-03,19:45:00,1
106402,0,1064,2.0,2,,5,,2,39.0,1,,1,,1,,1,1,1,i4001,i4,2014-05-03,19:46:00,1
106403,0,1064,3.0,4,,5,,2,7.0,5,,-999,,-999,,1,2,3,i4001,i4,2014-05-03,19:47:00,1
106404,0,1064,4.0,4,,5,,2,1.0,9,,-999,,-999,,2,2,3,i4001,i4,2014-05-03,19:49:00,1
106501,0,1065,1.0,1,,4,,1,36.0,1,,5,,2,,1,2,4,i4002,i4,2014-05-03,17:05:00,1
106502,0,1065,2.0,2,,5,,2,35.0,7,,-999,,-999,,1,2,4,i4002,i4,2014-05-03,17:06:00,1
106503,0,1065,3.0,4,,5,,1,7.0,5,,-999,,-999,,1,2,4,i4002,i4,2014-05-03,17:06:00,1
106504,0,1065,4.0,4,,5,,2,8.0,5,,-999,,-999,,1,2,4,i4002,i4,2014-05-03,17:07:00,1
106601,0,1066,1.0,1,,5,,1,40.0,1,,5,,2,,1,1,1,i4002,i4,2014-05-03,17:50:00,1
106602,0,1066,2.0,2,,5,,2,38.0,1,,5,,2,,1,1,1,i4002,i4,2014-05-03,17:51:00,1
106603,0,1066,3.0,4,,5,,2,16.0,5,,-999,,-999,,1,2,4,i4002,i4,2014-05-03,17:51:00,1
106901,0,1069,1.0,1,,5,,1,27.0,1,,5,,2,,1,2,4,i4002,i4,2014-05-03,20:35:00,1
106902,0,1069,2.0,9,,5,,1,26.0,1,,5,,2,,1,2,4,i4002,i4,2014-05-03,20:35:00,1
107001,0,1070,1.0,1,,5,,1,41.0,1,,1,,2,,1,1,2,i4003,i4,2014-05-03,17:10:00,1
107002,0,1070,2.0,2,,5,,2,37.0,7,,-999,,-999,,2,2,3,i4003,i4,2014-05-03,17:10:00,1
107003,0,1070,3.0,4,,5,,2,7.0,5,,-999,,-999,,2,2,3,i4003,i4,2014-05-03,17:11:00,1
107101,0,1071,1.0,1,,5,,1,58.0,1,,1,,2,,2,1,1,i4003,i4,2014-05-03,17:30:00,1
107102,0,1071,2.0,4,,5,,2,34.0,7,,-999,,-999,,1,1,2,i4003,i4,2014-05-03,17:31:00,1
107103,0,1071,3.0,4,,5,,1,1.0,9,Baby,-999,,-999,,2,2,3,i4003,i4,2014-05-03,17:32:00,1
107201,0,1072,1.0,1,,5,,1,22.0,1,,7,Lulu Supermarket,4,,1,2,4,i4003,i4,2014-05-03,18:04:00,1
107202,0,1072,2.0,9,,5,,1,22.0,1,,7,Lulu,4,,1,2,4,i4003,i4,2014-05-03,18:05:00,1
107203,0,1072,3.0,9,,5,,1,45.0,1,,7,Al Lulu ,4,,1,2,4,i4003,i4,2014-05-03,18:06:00,1
107204,0,1072,4.0,9,,5,,1,21.0,1,,7,Lulu Hypermarket,3,,1,2,4,i4003,i4,2014-05-03,18:17:00,1
107205,0,1072,5.0,9,,5,,1,24.0,1,,7,Lulu Hypermarket,3,,1,2,4,i4003,i4,2014-05-03,18:17:00,1
107301,0,1073,1.0,1,,5,,1,45.0,1,,7,Driver,4,,1,1,2,i4003,i4,2014-05-03,19:33:00,1
107302,0,1073,2.0,2,,5,,2,43.0,7,,-999,,-999,,1,2,3,i4003,i4,2014-05-03,19:34:00,1
107401,0,1074,1.0,1,,5,,1,50.0,1,,7,Chemical engineer,2,,1,1,1,i4003,i4,2014-05-03,20:41:00,1
107402,0,1074,2.0,2,,5,,2,50.0,7,,-999,,-999,,1,1,1,i4003,i4,2014-05-03,20:42:00,1
107403,0,1074,3.0,4,,5,,1,19.0,3,,-999,,-999,,1,2,3,i4003,i4,2014-05-03,20:43:00,1
107404,0,1074,4.0,4,,5,,1,16.0,3,,-999,,-999,,1,2,3,i4003,i4,2014-05-03,20:43:00,1
107405,0,1074,5.0,7,,5,,2,80.0,7,,-999,,-999,,2,2,3,i4003,i4,2014-05-03,20:44:00,1
107501,0,1075,1.0,1,,5,,1,48.0,1,,5,,1,,1,2,3,i4006,i4,2014-05-03,17:06:00,1
107601,0,1076,1.0,1,,5,,1,28.0,1,,7,Engineering,2,,1,2,3,i4006,i4,2014-05-03,18:28:00,1
107701,0,1077,1.0,1,,5,,1,32.0,1,,5,,1,,2,1,2,i4006,i4,2014-05-03,18:38:00,1
