person_id,is_labourer,household_id,person_num,relationship,relationship_other,nationality,nationality_other,gender,age,occ,occ_other,occ_sector,occ_sector_other,occ_level,occ_level_other,nol,license,auto_availability,interviewer_id,interviewer_company,interview_date,interview_time,wt
223703,0,2237,3.0,4,,4,,2,14.0,5,,-999,,-999,,2,2,3,i4025,i4,2014-06-07,20:47:00,1
223801,0,2238,1.0,1,,4,,1,43.0,1,,4,,2,,2,1,1,i4001,i4,2014-06-07,16:47:00,1
223802,0,2238,2.0,2,,4,,2,41.0,1,,3,,2,,2,1,1,i4001,i4,2014-06-07,16:48:00,1
223803,0,2238,3.0,5,,4,,2,61.0,6,,-999,,-999,,2,2,3,i4001,i4,2014-06-07,16:49:00,1
223804,0,2238,4.0,4,,4,,1,7.0,5,,-999,,-999,,2,2,3,i4001,i4,2014-06-07,16:49:00,1
223901,0,2239,1.0,1,,2,,1,52.0,9,self employed,-999,,-999,,2,1,1,i4001,i4,2014-06-07,17:41:00,1
223902,0,2239,2.0,4,,2,,1,22.0,3,,-999,,-999,,2,1,1,i4001,i4,2014-06-07,17:43:00,1
223903,0,2239,3.0,4,,2,,1,26.0,9,self employed,-999,,-999,,2,1,1,i4001,i4,2014-06-07,17:44:00,1
223904,0,2239,4.0,2,,2,,2,42.0,7,,-999,,-999,,2,2,3,i4001,i4,2014-06-07,17:45:00,1
223905,0,2239,5.0,10,brother of mahmoud zubaide,2,,1,44.0,9,self employed,-999,,-999,,2,1,2,i4001,i4,2014-06-07,17:47:00,1
224001,0,2240,1.0,1,,5,,1,57.0,1,,4,,1,,1,1,1,i4002,i4,2014-06-07,16:31:00,1
224002,0,2240,2.0,2,,5,,2,54.0,1,,3,,2,,1,1,1,i4002,i4,2014-06-07,16:31:00,1
224003,0,2240,3.0,4,,5,,1,23.0,3,,-999,,-999,,1,1,4,i4002,i4,2014-06-07,16:32:00,1
224004,0,2240,4.0,4,,5,,2,22.0,3,,-999,,-999,,1,1,2,i4002,i4,2014-06-07,16:32:00,1
224005,0,2240,5.0,4,,4,,1,17.0,5,,-999,,-999,,1,2,4,i4002,i4,2014-06-07,16:33:00,1
224101,0,2241,1.0,1,,6,AFRICAN ,1,27.0,1,,4,,2,,1,1,1,i4002,i4,2014-06-07,17:21:00,1
224102,0,2241,2.0,2,,4,,2,27.0,8,,-999,,-999,,1,1,1,i4002,i4,2014-06-07,17:21:00,1
224201,0,2242,1.0,1,,5,,2,27.0,1,,5,,2,,1,2,4,i4004,i4,2014-06-07,18:52:00,1
224202,0,2242,2.0,6,,5,,1,37.0,1,,1,,2,,1,2,3,i4004,i4,2014-06-07,18:53:00,1
224203,0,2242,3.0,7,,5,,1,35.0,1,,1,,2,,1,1,1,i4004,i4,2014-06-07,18:54:00,1
224204,0,2242,4.0,6,,5,,2,30.0,1,,5,,2,,1,2,4,i4004,i4,2014-06-07,18:55:00,1
224301,0,2243,1.0,1,,3,,1,25.0,1,,5,,3,,1,2,4,i4004,i4,2014-06-07,19:21:00,1
224302,0,2243,2.0,9,,3,,1,34.0,1,,5,,3,,1,2,4,i4004,i4,2014-06-07,19:21:00,1
224303,0,2243,3.0,9,,3,,1,25.0,1,,5,,3,,1,2,4,i4004,i4,2014-06-07,19:22:00,1
224304,0,2243,4.0,9,,3,,1,20.0,1,,5,,4,,1,2,4,i4004,i4,2014-06-07,19:23:00,1
224305,0,2243,5.0,9,,3,,1,28.0,1,,5,,4,,1,2,4,i4004,i4,2014-06-07,19:23:00,1
224306,0,2243,6.0,9,,3,,1,22.0,1,,5,,4,,1,2,4,i4004,i4,2014-06-07,19:24:00,1
224307,0,2243,7.0,9,,3,,1,21.0,1,,5,,3,,1,2,4,i4004,i4,2014-06-07,19:26:00,1
224308,0,2243,8.0,9,,3,,1,25.0,1,,5,,3,,1,2,4,i4004,i4,2014-06-07,19:26:00,1
224309,0,2243,9.0,9,,3,,1,21.0,1,,5,,3,,1,2,4,i4004,i4,2014-06-07,19:27:00,1
224310,0,2243,10.0,9,,3,,1,20.0,1,,5,,4,,1,2,4,i4004,i4,2014-06-07,19:28:00,1
224401,0,2244,1.0,1,,5,,1,29.0,1,,5,,1,,1,1,1,i4004,i4,2014-06-07,23:26:00,1
224402,0,2244,2.0,2,,5,,2,24.0,1,,5,,3,,1,2,4,i4004,i4,2014-06-07,23:27:00,1
224403,0,2244,3.0,4,,5,,1,6.0,5,,-999,,-999,,2,2,4,i4004,i4,2014-06-07,23:27:00,1
224501,0,2245,1.0,1,,1,,1,29.0,1,,1,,1,,1,1,1,i4007,i4,2014-06-07,17:20:00,1
224502,0,2245,2.0,5,,1,,2,50.0,7,,-999,,-999,,2,1,1,i4007,i4,2014-06-07,17:21:00,1
224503,0,2245,3.0,6,,1,,2,25.0,1,,1,,2,,2,1,1,i4007,i4,2014-06-07,17:21:00,1
224504,0,2245,4.0,6,,1,,1,10.0,5,,-999,,-999,,2,2,4,i4007,i4,2014-06-07,17:23:00,1
224701,0,2247,1.0,1,,3,,1,27.0,1,,7,private,2,,2,1,1,i4007,i4,2014-06-07,19:29:00,1
224702,0,2247,2.0,5,,3,,1,58.0,1,,6,,1,,2,1,1,i4007,i4,2014-06-07,19:30:00,1
224703,0,2247,3.0,5,,3,,2,53.0,7,,-999,,-999,,2,1,1,i4007,i4,2014-06-07,19:31:00,1
224704,0,2247,4.0,6,,3,,1,22.0,3,,-999,,-999,,2,1,1,i4007,i4,2014-06-07,19:32:00,1
224801,0,2248,1.0,1,,5,,1,41.0,1,,5,,2,,1,1,1,i4010,i4,2014-06-07,16:37:00,1
224802,0,2248,2.0,2,,5,,2,37.0,1,,4,,2,,2,1,1,i4010,i4,2014-06-07,16:38:00,1
224803,0,2248,3.0,4,,5,,1,13.0,5,,-999,,-999,,2,2,3,i4010,i4,2014-06-07,16:38:00,1
224804,0,2248,4.0,4,,5,,1,10.0,5,,-999,,-999,,2,2,3,i4010,i4,2014-06-07,16:39:00,1
224805,0,2248,5.0,4,,5,,2,7.0,5,,-999,,-999,,2,2,3,i4010,i4,2014-06-07,16:39:00,1
224901,0,2249,1.0,1,,4,,1,43.0,1,,2,,2,,2,1,1,i4010,i4,2014-06-07,17:25:00,1
224902,0,2249,2.0,2,,4,,2,36.0,1,,3,,2,,2,1,2,i4010,i4,2014-06-07,17:26:00,1
225101,0,2251,1.0,1,,4,,1,39.0,1,,7,Consulting,1,,2,1,1,i4014,i4,2014-06-07,23:08:00,1
225102,0,2251,2.0,2,,4,,2,37.0,7,,-999,,-999,,2,1,1,i4014,i4,2014-06-07,23:09:00,1
225103,0,2251,3.0,4,,4,,1,8.0,5,,-999,,-999,,2,2,3,i4014,i4,2014-06-07,23:09:00,1
225104,0,2251,4.0,4,,4,,2,6.0,5,,-999,,-999,,2,2,3,i4014,i4,2014-06-07,23:10:00,1
225105,0,2251,5.0,4,,4,,1,4.0,9,,-999,,-999,,2,2,3,i4014,i4,2014-06-07,23:10:00,1
225201,0,2252,1.0,1,,3,,1,56.0,1,,6,,1,,2,1,1,i4014,i4,2014-06-07,23:32:00,1
225202,0,2252,2.0,2,,3,,2,50.0,7,,-999,,-999,,2,2,3,i4014,i4,2014-06-07,23:32:00,1
225203,0,2252,3.0,4,,3,,2,20.0,3,,-999,,-999,,2,1,1,i4014,i4,2014-06-07,23:33:00,1
225204,0,2252,4.0,4,,3,,2,25.0,1,,6,,2,,2,1,1,i4014,i4,2014-06-07,23:33:00,1
225205,0,2252,5.0,4,,3,,2,27.0,1,,6,,2,,2,1,1,i4014,i4,2014-06-07,23:34:00,1
225206,0,2252,6.0,8,,5,,1,45.0,9,Driver,-999,,-999,,1,1,1,i4014,i4,2014-06-07,23:34:00,1
225301,0,2253,1.0,1,,5,,1,48.0,1,,7,Supermarkets,1,,2,1,1,i4014,i4,2014-06-07,00:16:00,1
225302,0,2253,2.0,2,,4,,2,38.0,1,,7,Supermarkets,1,,2,1,1,i4014,i4,2014-06-07,00:16:00,1
225303,0,2253,3.0,5,,5,,2,78.0,7,,-999,,-999,,2,2,3,i4014,i4,2014-06-07,00:17:00,1
225304,0,2253,4.0,5,,5,,1,80.0,1,,7,Supermarkets,1,,2,2,3,i4014,i4,2014-06-07,00:17:00,1
225305,0,2253,5.0,6,,5,,2,44.0,1,,7,Beauty,1,,2,1,1,i4014,i4,2014-06-07,00:18:00,1
225306,0,2253,6.0,4,,5,,1,7.0,5,,-999,,-999,,2,2,3,i4014,i4,2014-06-07,00:19:00,1
225307,0,2253,7.0,8,,5,,1,37.0,9,Driver,-999,,-999,,2,1,1,i4014,i4,2014-06-07,00:19:00,1
225401,0,2254,1.0,1,,5,,2,28.0,1,,5,,1,,1,1,1,i4015,i4,2014-06-07,18:15:00,1
225402,0,2254,2.0,6,,5,,1,26.0,1,,7,RETAIL,1,,1,1,1,i4015,i4,2014-06-07,18:16:00,1
225403,0,2254,3.0,5,,5,,1,58.0,1,,7,RETAIL,1,,1,1,1,i4015,i4,2014-06-07,18:16:00,1
225404,0,2254,4.0,5,,5,,1,53.0,7,,-999,,-999,,2,2,3,i4015,i4,2014-06-07,18:17:00,1
225405,0,2254,5.0,8,,5,,1,45.0,1,,4,,3,,1,1,1,i4015,i4,2014-06-07,18:17:00,1
225501,0,2255,1.0,1,,5,,1,22.0,3,,-999,,-999,,1,1,1,i4015,i4,2014-06-07,12:55:00,1
225502,0,2255,2.0,5,,5,,2,50.0,1,,2,,1,,2,1,1,i4015,i4,2014-06-07,12:57:00,1
225503,0,2255,3.0,3,,5,,1,55.0,1,,7,ARCHITECTURE,1,,1,1,1,i4015,i4,2014-06-07,12:58:00,1
225504,0,2255,4.0,6,,5,,2,26.0,8,,-999,,-999,,1,2,3,i4015,i4,2014-06-07,12:59:00,1
225505,0,2255,5.0,9,,5,,1,40.0,1,,4,,3,,1,1,1,i4015,i4,2014-06-07,13:00:00,1
225601,0,2256,1.0,1,,5,,2,37.0,1,,5,,1,,1,1,1,i4023,i4,2014-06-07,20:55:00,1
225602,0,2256,2.0,3,,5,,1,40.0,1,,5,,1,,1,1,1,i4023,i4,2014-06-07,20:56:00,1
225603,0,2256,3.0,4,,5,,1,10.0,5,,-999,,-999,,2,2,4,i4023,i4,2014-06-07,20:56:00,1
225604,0,2256,4.0,4,,5,,2,13.0,5,,-999,,-999,,2,2,4,i4023,i4,2014-06-07,20:57:00,1
225701,0,2257,1.0,1,,5,,2,45.0,7,,-999,,-999,,2,1,1,i4023,i4,2014-06-07,22:36:00,1
225702,0,2257,2.0,7,,5,,1,36.0,1,,5,,1,,2,1,1,i4023,i4,2014-06-07,22:36:00,1
225703,0,2257,3.0,7,,5,,1,28.0,1,,5,,1,,2,1,1,i4023,i4,2014-06-07,22:37:00,1
225801,0,2258,1.0,1,,5,,1,34.0,1,,5,,3,,2,1,1,i4024,i4,2014-06-07,21:57:00,1
225802,0,2258,2.0,2,,5,,2,32.0,7,,-999,,-999,,1,2,3,i4024,i4,2014-06-07,21:57:00,1
225803,0,2258,3.0,4,,5,,2,6.0,5,,-999,,-999,,1,2,3,i4024,i4,2014-06-07,21:58:00,1
225804,0,2258,4.0,4,,5,,2,3.0,9,,-999,,-999,,1,2,3,i4024,i4,2014-06-07,21:59:00,1
225901,0,2259,1.0,1,,4,,1,52.0,1,,4,,1,,1,1,1,i4026,i4,2014-06-07,18:25:00,1
225902,0,2259,2.0,2,,4,,2,49.0,7,,-999,,-999,,1,1,1,i4026,i4,2014-06-07,18:25:00,1
226001,0,2260,1.0,1,,4,,1,46.0,1,,4,,2,,1,1,1,i4026,i4,2014-06-07,18:37:00,1
226002,0,2260,2.0,2,,4,,2,40.0,7,,-999,,-999,,1,1,1,i4026,i4,2014-06-07,18:38:00,1
226003,0,2260,3.0,4,,4,,2,17.0,3,,-999,,-999,,1,2,3,i4026,i4,2014-06-07,18:38:00,1
226004,0,2260,4.0,4,,4,,2,16.0,3,,-999,,-999,,1,2,3,i4026,i4,2014-06-07,18:39:00,1
226201,0,2262,1.0,1,,4,,1,46.0,1,,5,,1,,1,1,1,i4026,i4,2014-06-07,20:47:00,1
226202,0,2262,2.0,2,,4,,2,42.0,1,,1,,1,,1,1,1,i4026,i4,2014-06-07,20:47:00,1
226203,0,2262,3.0,4,,4,,2,19.0,3,,-999,,-999,,1,1,1,i4026,i4,2014-06-07,20:48:00,1
226301,0,2263,1.0,1,,5,,1,45.0,1,,4,,2,,1,1,1,i4026,i4,2014-06-07,20:33:00,1
226302,0,2263,2.0,2,,5,,2,42.0,7,,-999,,-999,,1,1,1,i4026,i4,2014-06-07,20:34:00,1
226303,0,2263,3.0,4,,5,,2,19.0,3,,-999,,-999,,1,1,1,i4026,i4,2014-06-07,20:34:00,1
226304,0,2263,4.0,4,,5,,2,17.0,3,,-999,,-999,,1,2,3,i4026,i4,2014-06-07,20:34:00,1
226501,0,2265,1.0,1,,1,,1,31.0,1,,1,,1,,1,1,1,i4005,i4,2014-06-07,21:39:00,1
226502,0,2265,2.0,2,,1,,2,29.0,7,,-999,,-999,,2,2,4,i4005,i4,2014-06-07,21:40:00,1
226503,0,2265,3.0,4,,1,,1,6.0,5,,-999,,-999,,2,2,4,i4005,i4,2014-06-07,21:41:00,1
226504,0,2265,4.0,4,,1,,2,5.0,9,,-999,,-999,,2,2,4,i4005,i4,2014-06-07,21:41:00,1
226505,0,2265,5.0,4,,1,,2,5.0,9,,-999,,-999,,2,2,4,i4005,i4,2014-06-07,21:42:00,1
226601,0,2266,1.0,2,,4,,2,40.0,1,,5,,1,,1,1,1,i4005,i4,2014-06-07,09:55:00,1
226602,0,2266,2.0,1,,4,,1,50.0,1,,5,,1,,1,1,1,i4005,i4,2014-06-07,09:57:00,1
226603,0,2266,3.0,4,,4,,2,16.0,5,,-999,,-999,,1,2,4,i4005,i4,2014-06-07,09:57:00,1
226604,0,2266,4.0,4,,4,,2,17.0,5,,-999,,-999,,1,2,4,i4005,i4,2014-06-07,09:58:00,1
226701,0,2267,1.0,1,,1,,1,42.0,1,,5,,1,,1,1,1,i4005,i4,2014-06-07,10:28:00,1
226702,0,2267,2.0,2,,1,,2,39.0,7,,-999,,-999,,1,2,4,i4005,i4,2014-06-07,10:30:00,1
226703,0,2267,3.0,4,,1,,1,16.0,5,,-999,,-999,,1,2,4,i4005,i4,2014-06-07,10:31:00,1
226704,0,2267,4.0,4,,1,,1,16.0,5,,-999,,-999,,1,2,4,i4005,i4,2014-06-07,10:31:00,1
226705,0,2267,5.0,4,,1,,1,3.0,9,,-999,,-999,,2,2,4,i4005,i4,2014-06-07,10:32:00,1
226901,0,2269,1.0,1,,1,,1,42.0,1,,5,,1,,2,1,1,i4008,i4,2014-06-09,16:59:00,1
226902,0,2269,2.0,2,,1,,2,42.0,1,,3,,2,,2,1,1,i4008,i4,2014-06-09,17:00:00,1
226903,0,2269,3.0,4,,1,,2,18.0,3,,-999,,-999,,2,1,1,i4008,i4,2014-06-09,17:00:00,1
226904,0,2269,4.0,4,,1,,1,15.0,5,,-999,,-999,,1,2,3,i4008,i4,2014-06-09,17:01:00,1
226905,0,2269,5.0,4,,1,,2,12.0,5,,-999,,-999,,2,2,3,i4008,i4,2014-06-09,17:01:00,1
227001,0,2270,1.0,1,,1,,1,43.0,1,,1,,1,,2,1,1,i4008,i4,2014-06-09,17:29:00,1
227002,0,2270,2.0,2,,1,,2,43.0,1,,1,,2,,2,1,1,i4008,i4,2014-06-09,17:30:00,1
227003,0,2270,3.0,4,,1,,1,19.0,3,,-999,,-999,,2,1,1,i4008,i4,2014-06-09,17:30:00,1
227004,0,2270,4.0,4,,1,,2,17.0,5,,-999,,-999,,2,2,3,i4008,i4,2014-06-09,17:31:00,1
227005,0,2270,5.0,4,,1,,1,13.0,5,,-999,,-999,,-999,2,3,i4008,i4,2014-06-09,17:32:00,1
227006,0,2270,6.0,4,,1,,2,1.0,9,,-999,,-999,,1,2,3,i4008,i4,2014-06-09,17:33:00,1
227101,0,2271,1.0,1,,5,,1,40.0,1,,5,,2,,2,1,1,i4027,i4,2014-06-09,16:59:00,1
227102,0,2271,2.0,2,,5,,2,38.0,7,,-999,,-999,,2,2,3,i4027,i4,2014-06-09,17:00:00,1
227103,0,2271,3.0,4,,5,,2,19.0,3,,-999,,-999,,2,2,3,i4027,i4,2014-06-09,17:00:00,1
227104,0,2271,4.0,4,,5,,1,20.0,4,,-999,,-999,,2,1,1,i4027,i4,2014-06-09,17:01:00,1
227105,0,2271,5.0,4,,5,,2,22.0,3,,-999,,-999,,2,2,3,i4027,i4,2014-06-09,17:02:00,1
227301,0,2273,1.0,1,,5,,1,25.0,1,,5,,2,,1,1,1,i4027,i4,2014-06-09,19:40:00,1
227302,0,2273,2.0,2,,5,,2,24.0,7,,-999,,-999,,2,2,3,i4027,i4,2014-06-09,19:41:00,1
227303,0,2273,3.0,5,,5,,1,62.0,6,,-999,,-999,,2,2,3,i4027,i4,2014-06-09,19:41:00,1
227304,0,2273,4.0,5,,5,,2,59.0,8,,-999,,-999,,2,2,3,i4027,i4,2014-06-09,19:42:00,1
227401,0,2274,1.0,1,,4,,1,35.0,9,On Work Holidays,-999,,-999,,2,2,4,i4027,i4,2014-06-09,19:55:00,1
227402,0,2274,2.0,2,,4,,2,23.0,7,,-999,,-999,,2,2,4,i4027,i4,2014-06-09,19:56:00,1
227601,0,2276,1.0,1,,4,,1,39.0,1,,5,,1,,2,1,1,i4025,i4,2014-06-09,17:00:00,1
227602,0,2276,2.0,2,,4,,2,37.0,7,,-999,,-999,,2,1,1,i4025,i4,2014-06-09,17:00:00,1
227603,0,2276,3.0,4,,4,,1,6.0,5,,-999,,-999,,2,2,3,i4025,i4,2014-06-09,17:00:00,1
227604,0,2276,4.0,4,,4,,1,3.0,9,,-999,,-999,,2,2,3,i4025,i4,2014-06-09,17:01:00,1
227701,0,2277,1.0,1,,5,,1,51.0,1,,5,,1,,2,1,1,i4025,i4,2014-06-09,18:08:00,1
227702,0,2277,2.0,2,,5,,2,45.0,1,,3,,1,,2,2,3,i4025,i4,2014-06-09,18:09:00,1
227703,0,2277,3.0,4,,5,,1,13.0,5,,-999,,-999,,2,2,3,i4025,i4,2014-06-09,18:09:00,1
227704,0,2277,4.0,4,,5,,1,10.0,5,,-999,,-999,,2,2,3,i4025,i4,2014-06-09,18:09:00,1
227801,0,2278,1.0,1,,3,,1,48.0,1,,5,,1,,2,1,1,i4025,i4,2014-06-09,18:40:00,1
227802,0,2278,2.0,2,,5,,2,35.0,1,,5,,1,,2,1,1,i4025,i4,2014-06-09,18:41:00,1
227803,0,2278,3.0,4,,3,,1,18.0,3,,-999,,-999,,2,2,4,i4025,i4,2014-06-09,18:41:00,1
227804,0,2278,4.0,4,,3,,2,14.0,5,,-999,,-999,,2,2,4,i4025,i4,2014-06-09,18:41:00,1
227901,0,2279,1.0,1,,3,,1,67.0,1,,5,,1,,2,1,1,i4025,i4,2014-06-09,19:00:00,1
227902,0,2279,2.0,2,,3,,2,60.0,1,,5,,1,,2,1,1,i4025,i4,2014-06-09,19:00:00,1
227903,0,2279,3.0,4,,1,,1,17.0,3,,-999,,-999,,2,2,3,i4025,i4,2014-06-09,19:01:00,1
228001,0,2280,1.0,1,,4,,1,49.0,1,,1,,1,,1,1,1,i4025,i4,2014-06-09,20:32:00,1
228002,0,2280,2.0,2,,4,,2,48.0,1,,3,,2,,1,1,1,i4025,i4,2014-06-09,20:32:00,1
228003,0,2280,3.0,4,,4,,2,18.0,3,,-999,,-999,,1,2,3,i4025,i4,2014-06-09,20:32:00,1
228101,0,2281,1.0,1,,5,,1,40.0,1,,5,,1,,2,1,1,i4003,i4,2014-06-09,17:11:00,1
228102,0,2281,2.0,2,,5,,2,39.0,7,,-999,,-999,,2,1,1,i4003,i4,2014-06-09,17:11:00,1
228103,0,2281,3.0,4,,5,,2,16.0,5,,-999,,-999,,2,2,3,i4003,i4,2014-06-09,17:11:00,1
228104,0,2281,4.0,4,,5,,1,8.0,5,,-999,,-999,,2,2,3,i4003,i4,2014-06-09,17:12:00,1
228201,0,2282,1.0,1,,3,,1,36.0,1,,5,Business Managment,1,,1,1,1,i4003,i4,2014-06-09,18:30:00,1
228202,0,2282,2.0,2,,3,,2,34.0,7,,-999,,-999,,2,1,2,i4003,i4,2014-06-09,18:31:00,1
228203,0,2282,3.0,4,,3,,1,12.0,5,,-999,,-999,,2,2,3,i4003,i4,2014-06-09,18:31:00,1
228204,0,2282,4.0,4,,3,,2,9.0,5,,-999,,-999,,2,2,3,i4003,i4,2014-06-09,18:31:00,1
228301,0,2283,1.0,1,,3,,1,57.0,1,,2,,1,,1,1,1,i4003,i4,2014-06-09,20:01:00,1
228302,0,2283,2.0,2,,3,,2,53.0,7,,-999,,-999,,1,2,3,i4003,i4,2014-06-09,20:02:00,1
228303,0,2283,3.0,4,,3,,1,24.0,3,,-999,,-999,,1,1,1,i4003,i4,2014-06-09,20:03:00,1
228401,0,2284,1.0,1,,4,,2,47.0,1,,7,Mech Engineering ,1,,2,1,1,i4003,i4,2014-06-09,20:33:00,1
228402,0,2284,2.0,7,,4,,2,52.0,1,,5,,1,,2,1,1,i4003,i4,2014-06-09,20:33:00,1
228403,0,2284,3.0,7,Aunt,4,,2,49.0,7,,-999,,-999,,2,1,1,i4003,i4,2014-06-09,20:34:00,1
228501,0,2285,1.0,1,,5,,1,56.0,9,self employed,-999,,-999,,2,1,1,i4001,i4,2014-06-09,17:00:00,1
228502,0,2285,2.0,2,,5,,2,55.0,7,,-999,,-999,,2,1,1,i4001,i4,2014-06-09,17:01:00,1
228503,0,2285,3.0,4,,5,,2,19.0,8,,-999,,-999,,2,1,1,i4001,i4,2014-06-09,17:02:00,1
228504,0,2285,4.0,4,,5,,2,18.0,3,,-999,,-999,,2,1,2,i4001,i4,2014-06-09,17:03:00,1
228505,0,2285,5.0,4,,5,,2,22.0,2,,7,events cordinator,1,,1,1,1,i4001,i4,2014-06-09,17:05:00,1
228506,0,2285,6.0,4,,5,,2,24.0,7,,-999,,-999,,2,1,1,i4001,i4,2014-06-09,17:09:00,1
228507,0,2285,7.0,10,husband of duniya bahram,4,,1,26.0,1,,5,,1,,2,1,1,i4001,i4,2014-06-09,17:12:00,1
228601,0,2286,1.0,1,,4,,1,36.0,1,,5,,1,,1,1,1,i4001,i4,2014-06-09,19:48:00,1
228602,0,2286,2.0,2,,4,,2,34.0,7,,-999,,-999,,1,1,1,i4001,i4,2014-06-09,19:48:00,1
228603,0,2286,3.0,4,,4,,2,1.0,9,,-999,,-999,,2,2,3,i4001,i4,2014-06-09,19:49:00,1
228604,0,2286,4.0,4,,4,,1,3.0,9,,-999,,-999,,2,2,3,i4001,i4,2014-06-09,19:49:00,1
228701,0,2287,1.0,1,,4,,1,62.0,1,,5,,2,,1,1,1,i4001,i4,2014-06-09,20:04:00,1
228702,0,2287,2.0,4,,4,,2,27.0,8,,-999,,-999,,1,2,3,i4001,i4,2014-06-09,20:06:00,1
228703,0,2287,3.0,4,,4,,2,24.0,8,,-999,,-999,,1,1,3,i4001,i4,2014-06-09,20:06:00,1
228801,0,2288,1.0,1,,6,tanzania,1,27.0,1,,7,Media,1,,1,1,1,i4001,i4,2014-06-09,22:12:00,1
228802,0,2288,2.0,5,,6,Tanzania,2,46.0,1,,5,,1,,2,1,1,i4001,i4,2014-06-09,22:13:00,1
228803,0,2288,3.0,4,,6,Tanzania,1,24.0,1,,5,,1,,1,1,1,i4001,i4,2014-06-09,22:16:00,1
228804,0,2288,4.0,6,,6,tanzania,1,20.0,3,,-999,,-999,,1,1,1,i4001,i4,2014-06-09,22:18:00,1
228805,0,2288,5.0,7,cousin,6,Tanzania,2,24.0,2,,7,promotor,2,,1,1,2,i4001,i4,2014-06-09,22:23:00,1
228806,0,2288,6.0,7,cousin,6,Tanzania,1,19.0,3,,-999,,-999,,1,1,2,i4001,i4,2014-06-09,22:24:00,1
229001,0,2290,1.0,1,,4,,2,49.0,1,,5,,1,,2,2,4,i4004,i4,2014-06-09,19:21:00,1
229101,0,2291,1.0,1,,5,,1,35.0,1,,5,,1,,2,1,1,i4004,i4,2014-06-09,19:32:00,1
229201,0,2292,1.0,1,,4,,1,40.0,1,,1,,1,,2,1,1,i4004,i4,2014-06-09,19:38:00,1
229202,0,2292,2.0,2,,5,,2,30.0,7,,-999,,-999,,2,1,2,i4004,i4,2014-06-09,19:38:00,1
229203,0,2292,3.0,4,,4,,1,1.0,9,Child,-999,,-999,,2,2,3,i4004,i4,2014-06-09,19:38:00,1
229301,0,2293,1.0,1,,3,,1,36.0,1,,5,,1,,2,1,1,i4004,i4,2014-06-09,19:46:00,1
229302,0,2293,2.0,2,,3,,2,36.0,7,,-999,,-999,,2,1,1,i4004,i4,2014-06-09,19:46:00,1
229303,0,2293,3.0,4,,3,,2,6.0,5,,-999,,-999,,2,2,3,i4004,i4,2014-06-09,19:47:00,1
229401,0,2294,1.0,1,,5,,2,43.0,7,,-999,,-999,,2,2,3,i4007,i4,2014-06-09,17:07:00,1
229402,0,2294,2.0,3,,5,,1,52.0,1,,5,,1,,1,1,1,i4007,i4,2014-06-09,17:08:00,1
229403,0,2294,3.0,4,,5,,1,13.0,5,,-999,,-999,,2,2,4,i4007,i4,2014-06-09,17:08:00,1
229501,0,2295,1.0,1,,5,,1,36.0,1,,7,Private,1,,1,1,1,i4007,i4,2014-06-09,18:07:00,1
229502,0,2295,2.0,2,,5,,2,32.0,7,,-999,,-999,,1,2,4,i4007,i4,2014-06-09,18:08:00,1
229503,0,2295,3.0,4,,5,,1,6.0,5,,-999,,-999,,2,2,4,i4007,i4,2014-06-09,18:08:00,1
229504,0,2295,4.0,4,,5,,1,2.0,9,,-999,,-999,,2,2,4,i4007,i4,2014-06-09,18:09:00,1
229701,0,2297,1.0,1,,4,,2,33.0,1,,3,,2,,2,1,1,i4010,i4,2014-06-09,17:42:00,1
229702,0,2297,2.0,3,,4,,1,38.0,1,,5,,2,,2,1,1,i4010,i4,2014-06-09,17:42:00,1
229703,0,2297,3.0,4,,4,,1,12.0,5,,-999,,-999,,2,2,3,i4010,i4,2014-06-09,17:43:00,1
229801,0,2298,1.0,1,,2,,2,32.0,1,,5,,1,,2,1,1,i4021,i4,2014-06-09,17:00:00,1
229802,0,2298,2.0,3,,2,,1,36.0,1,,5,,1,,2,1,1,i4021,i4,2014-06-09,17:00:00,1
229803,0,2298,3.0,4,,2,,2,7.0,5,,-999,,-999,,2,2,3,i4021,i4,2014-06-09,17:01:00,1
229901,0,2299,1.0,1,,4,,2,22.0,1,,5,,1,,1,2,3,i4021,i4,2014-06-09,18:37:00,1
230001,0,2300,1.0,1,,5,,2,49.0,7,,-999,,-999,,1,2,3,i4021,i4,2014-06-09,18:55:00,1
230002,0,2300,2.0,3,,5,,1,54.0,1,,5,,1,,1,1,1,i4021,i4,2014-06-09,18:55:00,1
230003,0,2300,3.0,4,,5,,2,24.0,1,,5,,2,,1,1,3,i4021,i4,2014-06-09,18:56:00,1
231601,0,2316,1.0,1,,1,,1,55.0,1,,1,,1,,2,1,1,i4008,i4,2014-06-10,20:27:00,1
231602,0,2316,2.0,2,,1,,2,48.0,7,,-999,,-999,,2,1,1,i4008,i4,2014-06-10,20:28:00,1
231603,0,2316,3.0,4,,1,,1,26.0,1,,4,,2,,2,1,1,i4008,i4,2014-06-10,20:28:00,1
231604,0,2316,4.0,4,,1,,1,18.0,3,,-999,,-999,,2,1,2,i4008,i4,2014-06-10,20:29:00,1
231901,0,2319,1.0,1,,4,,1,48.0,1,,5,,1,,2,1,1,i4025,i4,2014-06-10,18:18:00,1
231902,0,2319,2.0,2,,4,,2,37.0,1,,5,,1,,2,1,1,i4025,i4,2014-06-10,18:22:00,1
231903,0,2319,3.0,4,,4,,1,15.0,5,,-999,,-999,,1,2,4,i4025,i4,2014-06-10,18:24:00,1
