trip_hhcompanions_pnum_id,trip_id,trip_hhcompanions_pnum,household_id
3575,5854,6,4956
3576,5854,7,4956
3577,5855,1,4956
3578,5855,3,4956
3579,5855,4,4956
3580,5855,5,4956
3581,5855,6,4956
3582,5855,7,4956
3583,5856,1,4956
3584,5856,3,4956
3585,5856,4,4956
3586,5856,5,4956
3587,5856,6,4956
3588,5856,7,4956
3589,5857,1,4956
3590,5857,3,4956
3591,5857,4,4956
3592,5857,5,4956
3593,5857,6,4956
3594,5857,7,4956
3595,5858,1,4956
3596,5858,2,4956
3597,5858,4,4956
3598,5858,5,4956
3599,5858,6,4956
3600,5858,7,4956
3601,5859,1,4956
3602,5859,2,4956
3603,5859,4,4956
3604,5859,5,4956
3605,5859,6,4956
3606,5859,7,4956
3607,5860,1,4956
3608,5860,2,4956
3609,5860,4,4956
3610,5860,5,4956
3611,5860,6,4956
3612,5860,7,4956
3613,5861,1,4956
3614,5861,2,4956
3615,5861,3,4956
3616,5861,5,4956
3617,5861,6,4956
3618,5861,7,4956
3619,5862,1,4956
3620,5862,2,4956
3621,5862,3,4956
3622,5862,5,4956
3623,5862,6,4956
3624,5862,7,4956
3625,5863,1,4956
3626,5863,2,4956
3627,5863,3,4956
3628,5863,5,4956
3629,5863,6,4956
3630,5863,7,4956
3631,5864,1,4956
3632,5864,2,4956
3633,5864,3,4956
3634,5864,4,4956
3635,5864,6,4956
3636,5864,7,4956
3637,5865,1,4956
3638,5865,2,4956
3639,5865,3,4956
3640,5865,4,4956
3641,5865,6,4956
3642,5865,7,4956
3643,5866,1,4956
3644,5866,2,4956
3645,5866,3,4956
3646,5866,4,4956
3647,5866,6,4956
3648,5866,7,4956
3649,5867,1,4956
3650,5867,2,4956
3651,5867,3,4956
3652,5867,4,4956
3653,5867,5,4956
3654,5867,7,4956
3655,5868,1,4956
3656,5868,2,4956
3657,5868,3,4956
3658,5868,4,4956
3659,5868,5,4956
3660,5868,7,4956
3661,5869,1,4956
3662,5869,2,4956
3663,5869,3,4956
3664,5869,4,4956
3665,5869,5,4956
3666,5869,7,4956
3667,5870,1,4956
3668,5870,2,4956
3669,5870,3,4956
3670,5870,4,4956
3671,5870,5,4956
3672,5870,6,4956
3673,5871,1,4956
3674,5871,2,4956
3675,5871,3,4956
3676,5871,4,4956
3677,5871,5,4956
3678,5871,6,4956
3679,5872,1,4956
3680,5872,2,4956
3681,5872,3,4956
3682,5872,4,4956
3683,5872,5,4956
3684,5872,6,4956
3685,5875,2,5141
3686,5875,3,5141
3687,5876,2,5141
3688,5876,3,5141
3689,5877,1,5141
3690,5877,3,5141
3691,5878,1,5141
3692,5878,3,5141
3693,5881,1,5141
3694,5881,2,5141
3695,5882,1,5141
3696,5882,2,5141
3697,5883,0,8548
3698,5906,0,5145
3699,5907,0,5145
3700,5912,2,5146
3701,5912,3,5146
3702,5913,2,5146
3703,5913,3,5146
3704,5914,1,5146
3705,5914,3,5146
3706,5915,1,5146
3707,5915,3,5146
3708,5918,1,5146
3709,5918,2,5146
3710,5919,1,5146
3711,5919,2,5146
3712,5920,0,5148
3713,5921,0,5148
3714,5928,0,5149
3715,5929,0,5149
3716,5934,0,5150
3717,5935,0,5150
3718,5940,0,5151
3719,5941,0,5151
3720,5942,2,5152
3721,5943,2,5152
3722,5944,1,5152
3723,5945,1,5152
3724,5946,4,5152
3725,5947,4,5152
3726,5948,3,5152
3727,5949,3,5152
3728,5982,3,5273
3729,5984,2,5273
3730,5985,2,5273
3731,5985,3,5273
3732,5986,1,5273
3733,5987,1,5273
3734,5987,3,5273
3735,5988,1,5273
3736,5989,1,5273
3737,5989,2,5273
3738,5992,2,5274
3739,5992,3,5274
3740,5993,2,5274
3741,5993,3,5274
3742,5994,2,5274
3743,5994,3,5274
3744,5995,1,5274
3745,5995,3,5274
3746,5996,1,5274
3747,5996,3,5274
3748,5997,1,5274
3749,5997,3,5274
3750,5998,1,5274
3751,5998,2,5274
3752,5999,1,5274
3753,5999,2,5274
3754,6000,1,5274
3755,6000,2,5274
3756,6001,5,5274
3757,6002,5,5274
3758,6005,4,5274
3759,6006,4,5274
3760,6007,2,5350
3761,6007,3,5350
3762,6007,4,5350
3763,6007,5,5350
3764,6007,6,5350
3765,6007,7,5350
3766,6007,8,5350
3767,6008,2,5350
3768,6009,2,5350
3769,6010,2,5350
3770,6010,3,5350
3771,6010,4,5350
3772,6010,5,5350
3773,6010,6,5350
3774,6010,7,5350
3775,6010,8,5350
3776,6011,1,5350
3777,6011,3,5350
3778,6011,4,5350
3779,6011,5,5350
3780,6011,6,5350
3781,6011,7,5350
3782,6011,8,5350
3783,6012,1,5350
3784,6013,1,5350
3785,6014,1,5350
3786,6014,3,5350
3787,6014,4,5350
3788,6014,5,5350
3789,6014,6,5350
3790,6014,7,5350
3791,6014,8,5350
3792,6015,1,5350
3793,6015,2,5350
3794,6015,4,5350
3795,6015,5,5350
3796,6015,6,5350
3797,6015,7,5350
3798,6015,8,5350
3799,6016,1,5350
3800,6016,2,5350
3801,6016,4,5350
3802,6016,5,5350
3803,6016,6,5350
3804,6016,7,5350
3805,6016,8,5350
3806,6017,1,5350
3807,6017,2,5350
3808,6017,3,5350
3809,6017,5,5350
3810,6017,6,5350
3811,6017,7,5350
3812,6017,8,5350
3813,6018,1,5350
3814,6018,2,5350
3815,6018,3,5350
3816,6018,5,5350
3817,6018,6,5350
3818,6018,7,5350
3819,6018,8,5350
3820,6019,1,5350
3821,6019,2,5350
3822,6019,3,5350
3823,6019,4,5350
3824,6019,6,5350
3825,6019,7,5350
3826,6019,8,5350
3827,6020,1,5350
3828,6020,2,5350
3829,6020,3,5350
3830,6020,4,5350
3831,6020,6,5350
3832,6020,7,5350
3833,6020,8,5350
3834,6021,1,5350
3835,6021,2,5350
3836,6021,3,5350
3837,6021,4,5350
3838,6021,5,5350
3839,6021,7,5350
3840,6021,8,5350
3841,6022,1,5350
3842,6022,2,5350
3843,6022,3,5350
3844,6022,4,5350
3845,6022,5,5350
3846,6022,7,5350
3847,6022,8,5350
3848,6023,1,5350
3849,6023,2,5350
3850,6023,3,5350
3851,6023,4,5350
3852,6023,5,5350
3853,6023,6,5350
3854,6023,8,5350
3855,6024,1,5350
3856,6024,2,5350
3857,6024,3,5350
3858,6024,4,5350
3859,6024,5,5350
3860,6024,6,5350
3861,6024,8,5350
3862,6025,1,5350
3863,6025,2,5350
3864,6025,3,5350
3865,6025,4,5350
3866,6025,5,5350
3867,6025,6,5350
3868,6025,7,5350
3869,6026,1,5350
3870,6026,2,5350
3871,6026,3,5350
3872,6026,4,5350
3873,6026,5,5350
3874,6026,6,5350
3875,6026,7,5350
3876,6031,0,5351
3877,6032,0,5351
3878,6033,0,5351
3879,6040,2,5352
3880,6041,2,5352
3881,6042,2,5352
3882,6043,1,5352
3883,6044,1,5352
3884,6045,1,5352
3885,6098,0,3807
3886,6101,0,3807
3887,6102,0,3807
3888,6124,2,4681
3889,6131,0,4522
3890,6132,0,4522
3891,6133,3,4522
3892,6133,4,4522
3893,6134,3,4522
3894,6134,4,4522
3895,6135,2,4522
3896,6135,4,4522
3897,6136,2,4522
3898,6136,4,4522
3899,6137,2,4522
3900,6137,3,4522
3901,6138,2,4522
3902,6138,3,4522
3903,6147,2,4525
3904,6150,2,4525
3905,6151,1,4525
3906,6152,1,4525
3907,6202,2,3577
3908,6202,3,3577
3909,6206,1,3577
3910,6206,3,3577
3911,6208,1,3577
3912,6208,2,3577
3913,6232,2,3662
3914,6232,3,3662
3915,6232,4,3662
3916,6234,1,3662
3917,6234,3,3662
3918,6285,0,3667
3919,6287,0,3667
3920,6305,4,4802
3921,6305,5,4802
3922,6319,6,4944
3923,6320,6,4944
3924,6321,5,4944
3925,6324,5,4944
3926,6333,4,5013
3927,6333,5,5013
3928,6333,6,5013
3929,6339,4,5013
3930,6339,5,5013
3931,6339,6,5013
3932,6353,2,5009
3933,6354,2,5009
3934,6355,1,5009
3935,6356,1,5009
3936,6593,2,3900
3937,6593,3,3900
3938,6593,4,3900
3939,6594,2,3900
3940,6594,3,3900
3941,6594,4,3900
3942,6597,1,3900
3943,6597,3,3900
3944,6597,4,3900
3945,6599,1,3900
3946,6599,2,3900
3947,6599,4,3900
3948,6600,1,3900
3949,6600,2,3900
3950,6600,4,3900
3951,6603,1,3900
3952,6603,2,3900
3953,6603,3,3900
3954,6604,1,3900
3955,6604,2,3900
3956,6604,3,3900
3957,6611,3,3901
3958,6611,4,3901
3959,6612,3,3901
3960,6612,4,3901
3961,6613,2,3901
3962,6613,4,3901
3963,6614,2,3901
3964,6614,4,3901
3965,6617,2,3901
3966,6617,3,3901
3967,6618,2,3901
3968,6618,3,3901
3969,6619,2,3902
3970,6619,3,3902
3971,6619,4,3902
3972,6620,2,3902
3973,6620,3,3902
3974,6620,4,3902
3975,6623,1,3902
3976,6623,3,3902
3977,6623,4,3902
3978,6624,1,3902
3979,6624,3,3902
3980,6624,4,3902
3981,6625,1,3902
3982,6625,2,3902
3983,6625,4,3902
3984,6626,1,3902
3985,6626,2,3902
3986,6626,4,3902
3987,6627,1,3902
3988,6627,2,3902
3989,6627,3,3902
3990,6628,1,3902
3991,6628,2,3902
3992,6628,3,3902
3993,6637,3,4686
3994,6637,4,4686
3995,6639,3,4686
3996,6639,4,4686
3997,6640,3,4686
3998,6640,4,4686
3999,6645,1,4686
4000,6645,4,4686
4001,6646,1,4686
4002,6646,4,4686
4003,6647,1,4686
4004,6647,3,4686
4005,6648,1,4686
4006,6648,3,4686
4007,6649,3,4687
4008,6650,2,4687
4009,6651,1,4687
4010,6652,1,4687
4011,6655,5,4688
4012,6658,5,4688
4013,6660,3,4688
4014,6660,4,4688
4015,6662,2,4688
4016,6662,4,4688
4017,6664,2,4688
4018,6664,3,4688
4019,6675,3,4356
4020,6675,4,4356
4021,6676,3,4356
4022,6676,4,4356
4023,6679,1,4356
4024,6679,4,4356
4025,6680,1,4356
4026,6680,4,4356
4027,6683,1,4356
4028,6683,3,4356
4029,6684,1,4356
4030,6684,3,4356
4031,6693,2,4358
4032,6693,3,4358
4033,6693,4,4358
4034,6693,5,4358
4035,6693,6,4358
4036,6694,2,4358
4037,6694,3,4358
4038,6694,4,4358
4039,6694,5,4358
4040,6694,6,4358
4041,6695,1,4358
4042,6695,3,4358
4043,6695,4,4358
4044,6695,5,4358
4045,6695,6,4358
4046,6696,1,4358
4047,6696,3,4358
4048,6696,4,4358
4049,6696,5,4358
4050,6696,6,4358
4051,6699,1,4358
4052,6699,2,4358
4053,6699,4,4358
4054,6699,5,4358
4055,6699,6,4358
4056,6700,1,4358
4057,6700,2,4358
4058,6700,4,4358
4059,6700,5,4358
4060,6700,6,4358
4061,6703,1,4358
4062,6703,2,4358
4063,6703,3,4358
4064,6703,5,4358
4065,6703,6,4358
4066,6704,1,4358
4067,6704,2,4358
4068,6704,3,4358
4069,6704,5,4358
4070,6704,6,4358
4071,6707,1,4358
4072,6707,2,4358
4073,6707,3,4358
4074,6707,4,4358
4075,6707,6,4358
4076,6708,1,4358
4077,6708,2,4358
4078,6708,3,4358
4079,6708,4,4358
4080,6708,6,4358
4081,6711,1,4358
4082,6711,2,4358
4083,6711,3,4358
4084,6711,4,4358
4085,6711,5,4358
4086,6712,1,4358
4087,6712,2,4358
4088,6712,3,4358
4089,6712,4,4358
4090,6712,5,4358
4091,6713,2,4501
4092,6713,3,4501
4093,6713,4,4501
4094,6713,5,4501
4095,6713,6,4501
4096,6713,7,4501
4097,6713,8,4501
4098,6714,2,4501
4099,6714,3,4501
4100,6714,4,4501
4101,6714,5,4501
4102,6714,6,4501
4103,6714,7,4501
4104,6714,8,4501
4105,6715,1,4501
4106,6715,3,4501
4107,6715,4,4501
4108,6715,5,4501
4109,6715,6,4501
4110,6715,7,4501
4111,6715,8,4501
4112,6716,1,4501
4113,6716,3,4501
4114,6716,4,4501
4115,6716,5,4501
4116,6716,6,4501
4117,6716,7,4501
4118,6716,8,4501
4119,6717,4,4501
4120,6717,5,4501
4121,6717,6,4501
4122,6717,7,4501
4123,6717,8,4501
4124,6718,4,4501
4125,6718,5,4501
4126,6718,6,4501
4127,6718,7,4501
4128,6718,8,4501
4129,6719,1,4501
4130,6719,2,4501
4131,6719,4,4501
4132,6719,5,4501
4133,6719,6,4501
4134,6719,7,4501
4135,6719,8,4501
4136,6720,1,4501
4137,6720,2,4501
4138,6720,4,4501
4139,6720,5,4501
4140,6720,6,4501
4141,6720,7,4501
4142,6720,8,4501
4143,6721,3,4501
4144,6721,5,4501
4145,6721,6,4501
4146,6721,7,4501
4147,6721,8,4501
4148,6722,1,4501
4149,6722,2,4501
4150,6722,3,4501
4151,6722,5,4501
4152,6722,6,4501
4153,6722,7,4501
4154,6722,8,4501
4155,6723,1,4501
4156,6723,2,4501
4157,6723,3,4501
4158,6723,5,4501
4159,6723,6,4501
4160,6723,7,4501
4161,6723,8,4501
4162,6724,3,4501
4163,6724,4,4501
4164,6724,6,4501
4165,6724,7,4501
4166,6724,8,4501
4167,6725,3,4501
4168,6725,4,4501
4169,6725,6,4501
4170,6725,7,4501
4171,6725,8,4501
4172,6726,1,4501
4173,6726,2,4501
4174,6726,3,4501
4175,6726,4,4501
4176,6726,6,4501
4177,6726,7,4501
4178,6726,8,4501
4179,6727,1,4501
4180,6727,2,4501
4181,6727,3,4501
4182,6727,4,4501
4183,6727,6,4501
4184,6727,7,4501
4185,6727,8,4501
4186,6728,3,4501
4187,6728,4,4501
4188,6728,5,4501
4189,6728,7,4501
4190,6728,8,4501
4191,6729,3,4501
4192,6729,4,4501
4193,6729,5,4501
4194,6729,7,4501
4195,6729,8,4501
4196,6730,1,4501
4197,6730,2,4501
4198,6730,3,4501
4199,6730,4,4501
4200,6730,5,4501
4201,6730,7,4501
4202,6730,8,4501
4203,6731,1,4501
4204,6731,2,4501
4205,6731,3,4501
4206,6731,4,4501
4207,6731,5,4501
4208,6731,7,4501
4209,6731,8,4501
4210,6732,3,4501
4211,6732,4,4501
4212,6732,5,4501
4213,6732,6,4501
4214,6732,8,4501
4215,6733,3,4501
4216,6733,4,4501
4217,6733,5,4501
4218,6733,6,4501
4219,6733,8,4501
4220,6734,1,4501
4221,6734,2,4501
4222,6734,3,4501
4223,6734,4,4501
4224,6734,5,4501
4225,6734,6,4501
4226,6734,8,4501
4227,6735,1,4501
4228,6735,2,4501
4229,6735,3,4501
4230,6735,4,4501
4231,6735,5,4501
4232,6735,6,4501
4233,6735,8,4501
4234,6736,3,4501
4235,6736,4,4501
4236,6736,5,4501
4237,6736,6,4501
4238,6736,7,4501
4239,6737,3,4501
4240,6737,4,4501
4241,6737,5,4501
4242,6737,6,4501
4243,6737,7,4501
4244,6738,1,4501
4245,6738,2,4501
4246,6738,3,4501
4247,6738,4,4501
4248,6738,5,4501
4249,6738,6,4501
4250,6738,7,4501
4251,6739,1,4501
4252,6739,2,4501
4253,6739,3,4501
4254,6739,4,4501
4255,6739,5,4501
4256,6739,6,4501
4257,6739,7,4501
4258,6740,10,4501
4259,6740,11,4501
4260,6740,12,4501
4261,6740,13,4501
4262,6741,10,4501
4263,6741,11,4501
4264,6741,12,4501
4265,6741,13,4501
4266,6742,9,4501
4267,6742,11,4501
4268,6742,12,4501
4269,6742,13,4501
4270,6743,9,4501
4271,6743,11,4501
4272,6743,12,4501
4273,6743,13,4501
4274,6744,9,4501
4275,6744,10,4501
4276,6744,12,4501
4277,6744,13,4501
4278,6745,9,4501
4279,6745,10,4501
4280,6745,12,4501
4281,6745,13,4501
4282,6750,2,4502
4283,6751,2,4502
4284,6752,1,4502
4285,6753,1,4502
4286,6768,2,4542
4287,6769,2,4542
4288,6770,1,4542
4289,6771,1,4542
4290,6783,3,4543
4291,6784,3,4543
4292,6785,3,4543
4293,6786,3,4543
4294,6787,2,4543
4295,6788,2,4543
4296,6789,2,4543
4297,6790,2,4543
4298,6797,9,4544
4299,6798,9,4544
4300,6820,2,3567
4301,6822,1,3567
4302,6835,2,4630
4303,6836,2,4630
4304,6837,2,4630
4305,6838,2,4630
4306,6839,1,4630
4307,6840,1,4630
4308,6841,1,4630
4309,6842,1,4630
4310,6883,2,4761
4311,6883,3,4761
4312,6889,1,4761
4313,6889,3,4761
4314,6890,3,4761
4315,6891,1,4761
4316,6891,2,4761
4317,6892,2,4761
4318,6903,3,4764
4319,6903,4,4764
4320,6908,3,4764
4321,6908,4,4764
4322,6909,1,4764
4323,6909,4,4764
4324,6910,2,4764
4325,6910,4,4764
4326,6923,3,4887
4327,6927,3,4887
4328,6930,2,4887
4329,6931,2,4887
4330,6942,0,4892
4331,6943,0,4892
4332,6944,0,4892
4333,6945,0,4892
4334,6947,0,4892
4335,6949,2,4893
4336,6949,3,4893
4337,6950,2,4893
4338,6950,3,4893
4339,6953,1,4893
4340,6953,3,4893
4341,6954,1,4893
4342,6954,3,4893
4343,6957,1,4893
4344,6957,2,4893
4345,6958,1,4893
4346,6958,2,4893
4347,6984,2,5048
4348,6985,2,5048
4349,6986,1,5048
4350,6987,1,5048
4351,6992,5,5048
4352,6992,6,5048
4353,6993,5,5048
4354,6993,6,5048
4355,6994,4,5048
4356,6994,6,5048
4357,6995,4,5048
4358,6995,6,5048
4359,6996,4,5048
4360,6996,5,5048
4361,6997,4,5048
4362,6997,5,5048
4363,7000,2,5050
4364,7001,2,5050
4365,7004,1,5050
4366,7005,1,5050
4367,7006,4,5050
4368,7006,5,5050
4369,7007,4,5050
4370,7007,5,5050
4371,7008,3,5050
4372,7008,5,5050
4373,7009,3,5050
4374,7009,5,5050
4375,7010,3,5050
4376,7010,4,5050
4377,7011,3,5050
4378,7011,4,5050
4379,7053,3,4458
4380,7053,4,4458
4381,7054,3,4458
4382,7054,4,4458
4383,7055,2,4458
4384,7055,4,4458
4385,7056,0,4458
4386,7058,2,4458
4387,7058,3,4458
4388,7059,2,4458
4389,7062,0,4458
4390,7063,0,4458
4391,7066,2,4459
4392,7066,3,4459
4393,7066,4,4459
4394,7067,2,4459
4395,7067,3,4459
4396,7067,4,4459
4397,7071,1,4459
4398,7071,3,4459
4399,7071,4,4459
4400,7074,2,4460
4401,7074,3,4460
4402,7075,2,4460
4403,7075,3,4460
4404,7076,2,4460
4405,7076,3,4460
4406,7077,1,4460
4407,7077,3,4460
4408,7078,1,4460
4409,7078,3,4460
4410,7079,2,4588
4411,7079,3,4588
4412,7080,2,4588
4413,7080,3,4588
4414,7085,1,4588
4415,7085,3,4588
4416,7086,1,4588
4417,7086,3,4588
4418,7089,2,4589
4419,7089,5,4589
4420,7094,1,4589
4421,7094,5,4589
4422,7106,3,4591
4423,7107,3,4591
4424,7124,2,4595
4425,7124,3,4595
4426,7125,2,4595
4427,7125,3,4595
4428,7126,2,4595
4429,7126,3,4595
4430,7127,2,4595
4431,7127,3,4595
4432,7128,1,4595
4433,7128,3,4595
4434,7129,1,4595
4435,7129,3,4595
4436,7130,1,4595
4437,7130,3,4595
4438,7131,1,4595
4439,7131,3,4595
4440,7142,3,3559
4441,7142,4,3559
4442,7142,5,3559
4443,7146,3,3559
4444,7146,4,3559
4445,7157,3,3560
4446,7157,4,3560
4447,7158,3,3560
4448,7158,4,3560
4449,7159,3,3560
4450,7159,4,3560
4451,7160,3,3560
4452,7160,4,3560
4453,7161,2,3560
4454,7161,4,3560
4455,7162,2,3560
4456,7162,4,3560
4457,7163,2,3560
4458,7163,4,3560
4459,7164,2,3560
4460,7164,4,3560
4461,7165,2,3560
4462,7165,3,3560
4463,7166,2,3560
4464,7166,3,3560
4465,7167,2,3560
4466,7167,3,3560
4467,7168,2,3560
4468,7168,3,3560
4469,7246,2,3750
4470,7246,3,3750
4471,7246,4,3750
4472,7247,2,3750
4473,7247,3,3750
4474,7247,4,3750
4475,7249,0,3750
4476,7251,1,3750
4477,7251,4,3750
4478,7253,1,3750
4479,7253,3,3750
4480,7254,1,3750
4481,7254,3,3750
4482,7270,5,4812
4483,7272,5,4812
4484,7305,4,5018
4485,7305,5,5018
4486,7310,5,5021
4487,7312,5,5021
4488,7328,2,4625
4489,7329,2,4625
4490,7330,1,4625
4491,7331,1,4625
4492,7337,2,4626
4493,7337,3,4626
4494,7345,2,4628
4495,7345,3,4628
4496,7345,4,4628
4497,7345,5,4628
4498,7345,6,4628
4499,7345,7,4628
4500,7345,10,4628
4501,7354,1,4628
4502,7354,2,4628
4503,7354,3,4628
4504,7354,5,4628
4505,7354,6,4628
4506,7354,7,4628
4507,7354,8,4628
4508,7354,10,4628
4509,7358,1,4628
4510,7358,2,4628
4511,7358,3,4628
4512,7358,4,4628
4513,7358,6,4628
4514,7358,7,4628
4515,7358,8,4628
4516,7358,10,4628
4517,7366,1,4628
4518,7366,2,4628
4519,7366,3,4628
4520,7366,4,4628
4521,7366,5,4628
4522,7366,6,4628
4523,7366,8,4628
4524,7366,10,4628
4525,7384,2,5268
4526,7384,3,5268
4527,7385,2,5268
4528,7385,3,5268
4529,7390,1,5268
4530,7390,3,5268
4531,7391,1,5268
4532,7391,3,5268
4533,7392,1,5268
4534,7392,2,5268
4535,7393,1,5268
4536,7393,2,5268
4537,7470,4,8707
4538,7470,6,8707
4539,7471,4,8707
4540,7471,6,8707
4541,7472,0,8707
4542,7473,0,8707
4543,7474,3,8707
4544,7475,0,8707
4545,7476,2,8707
4546,7477,1,8707
4547,7477,6,8707
4548,7478,1,8707
4549,7478,6,8707
4550,7479,0,8707
4551,7480,0,8707
4552,7481,1,8707
4553,7481,4,8707
4554,7482,1,8707
4555,7482,4,8707
4556,7540,4,4061
4557,7540,5,4061
4558,7540,6,4061
4559,7542,3,4061
4560,7542,5,4061
4561,7542,6,4061
4562,7543,3,4061
4563,7543,5,4061
4564,7543,6,4061
4565,7544,3,4061
4566,7544,4,4061
4567,7544,6,4061
4568,7545,3,4061
4569,7545,4,4061
4570,7545,6,4061
4571,7546,3,4061
4572,7546,4,4061
4573,7546,5,4061
4574,7547,3,4061
4575,7547,4,4061
4576,7547,5,4061
4577,7577,4,3816
4578,7578,4,3816
4579,7583,1,3816
4580,7584,1,3816
4581,7609,2,3753
4582,7609,3,3753
4583,7609,4,3753
4584,7610,2,3753
4585,7610,3,3753
4586,7610,4,3753
4587,7613,1,3753
4588,7613,3,3753
4589,7613,4,3753
4590,7614,1,3753
4591,7614,3,3753
4592,7614,4,3753
4593,7617,1,3753
4594,7617,2,3753
4595,7617,4,3753
4596,7618,1,3753
4597,7618,2,3753
4598,7618,4,3753
4599,7621,1,3753
4600,7621,2,3753
4601,7621,3,3753
4602,7622,1,3753
4603,7622,2,3753
4604,7622,3,3753
4605,7687,0,4392
4606,7688,0,4392
4607,7757,9,4587
4608,7758,9,4587
4609,7759,8,4587
4610,7760,8,4587
4611,7961,2,5153
4612,7962,2,5153
4613,7963,2,5153
4614,7964,2,5153
4615,7965,1,5153
4616,7966,1,5153
4617,7967,1,5153
4618,7968,1,5153
4619,7969,6,5153
4620,7970,6,5153
4621,7971,6,5153
4622,7972,6,5153
4623,7973,5,5153
4624,7974,5,5153
4625,7975,5,5153
4626,7976,5,5153
4627,7977,4,5153
4628,7978,4,5153
4629,7979,4,5153
4630,7980,4,5153
4631,7981,3,5153
4632,7982,3,5153
4633,7983,3,5153
4634,7984,3,5153
4635,7985,2,5154
4636,7985,3,5154
4637,7986,2,5154
4638,7986,3,5154
4639,7987,1,5154
4640,7987,3,5154
4641,7988,1,5154
4642,7988,3,5154
4643,7989,1,5154
4644,7989,2,5154
4645,7990,1,5154
4646,7990,2,5154
4647,7999,3,3770
4648,8136,2,3720
4649,8342,2,4116
4650,8342,3,4116
4651,8342,4,4116
4652,8343,2,4116
4653,8343,3,4116
4654,8343,4,4116
4655,8344,1,4116
4656,8344,3,4116
4657,8344,4,4116
4658,8345,1,4116
4659,8345,3,4116
4660,8345,4,4116
4661,8346,1,4116
4662,8346,2,4116
4663,8346,4,4116
4664,8347,1,4116
4665,8347,2,4116
4666,8347,4,4116
4667,8348,1,4116
4668,8348,2,4116
4669,8348,3,4116
4670,8349,1,4116
4671,8349,2,4116
4672,8349,3,4116
4673,8466,2,4692
4674,8466,3,4692
4675,8466,4,4692
4676,8466,5,4692
4677,8466,6,4692
4678,8466,7,4692
4679,8466,8,4692
4680,8466,9,4692
4681,8466,10,4692
4682,8466,11,4692
4683,8466,12,4692
4684,8466,13,4692
4685,8467,2,4692
4686,8467,3,4692
4687,8467,4,4692
4688,8467,5,4692
4689,8467,6,4692
4690,8467,7,4692
4691,8467,8,4692
4692,8467,9,4692
4693,8467,10,4692
4694,8467,11,4692
4695,8467,12,4692
4696,8467,13,4692
4697,8468,1,4692
4698,8468,3,4692
4699,8468,4,4692
4700,8468,5,4692
4701,8468,6,4692
4702,8468,7,4692
4703,8468,8,4692
4704,8468,9,4692
4705,8468,10,4692
4706,8468,11,4692
4707,8468,12,4692
4708,8468,13,4692
4709,8469,1,4692
4710,8469,3,4692
4711,8469,4,4692
4712,8469,5,4692
4713,8469,6,4692
4714,8469,7,4692
4715,8469,8,4692
4716,8469,9,4692
4717,8469,10,4692
4718,8469,11,4692
4719,8469,12,4692
4720,8469,13,4692
4721,8470,1,4692
4722,8470,2,4692
4723,8470,4,4692
4724,8470,5,4692
4725,8470,6,4692
4726,8470,7,4692
4727,8470,8,4692
4728,8470,9,4692
4729,8470,10,4692
4730,8470,11,4692
4731,8470,12,4692
4732,8470,13,4692
4733,8471,1,4692
4734,8471,2,4692
4735,8471,4,4692
4736,8471,5,4692
4737,8471,6,4692
4738,8471,7,4692
4739,8471,8,4692
4740,8471,9,4692
4741,8471,10,4692
4742,8471,11,4692
4743,8471,12,4692
4744,8471,13,4692
4745,8472,1,4692
4746,8472,2,4692
4747,8472,3,4692
4748,8472,5,4692
4749,8472,6,4692
4750,8472,7,4692
4751,8472,8,4692
4752,8472,9,4692
4753,8472,10,4692
4754,8472,11,4692
4755,8472,12,4692
4756,8472,13,4692
4757,8473,1,4692
4758,8473,2,4692
4759,8473,3,4692
4760,8473,5,4692
4761,8473,6,4692
4762,8473,7,4692
4763,8473,8,4692
4764,8473,9,4692
4765,8473,10,4692
4766,8473,11,4692
4767,8473,12,4692
4768,8473,13,4692
4769,8474,1,4692
4770,8474,2,4692
4771,8474,3,4692
4772,8474,4,4692
4773,8474,6,4692
4774,8474,7,4692
4775,8474,8,4692
4776,8474,9,4692
4777,8474,10,4692
4778,8474,11,4692
4779,8474,12,4692
4780,8474,13,4692
4781,8475,1,4692
4782,8475,2,4692
4783,8475,3,4692
4784,8475,4,4692
4785,8475,6,4692
4786,8475,7,4692
4787,8475,8,4692
4788,8475,9,4692
4789,8475,10,4692
4790,8475,11,4692
4791,8475,12,4692
4792,8475,13,4692
4793,8476,1,4692
4794,8476,2,4692
4795,8476,3,4692
4796,8476,4,4692
4797,8476,5,4692
4798,8476,7,4692
4799,8476,8,4692
4800,8476,9,4692
4801,8476,10,4692
4802,8476,11,4692
4803,8476,12,4692
4804,8476,13,4692
4805,8477,1,4692
4806,8477,2,4692
4807,8477,3,4692
4808,8477,4,4692
4809,8477,5,4692
4810,8477,7,4692
4811,8477,8,4692
4812,8477,9,4692
4813,8477,10,4692
4814,8477,11,4692
4815,8477,12,4692
4816,8477,13,4692
4817,8478,1,4692
4818,8478,2,4692
4819,8478,3,4692
4820,8478,4,4692
4821,8478,5,4692
4822,8478,6,4692
4823,8478,8,4692
4824,8478,9,4692
4825,8478,10,4692
4826,8478,11,4692
4827,8478,12,4692
4828,8478,13,4692
4829,8479,1,4692
4830,8479,2,4692
4831,8479,3,4692
4832,8479,4,4692
4833,8479,5,4692
4834,8479,6,4692
4835,8479,8,4692
4836,8479,9,4692
4837,8479,10,4692
4838,8479,11,4692
4839,8479,12,4692
4840,8479,13,4692
4841,8480,1,4692
4842,8480,2,4692
4843,8480,3,4692
