trip_hhcompanions_pnum_id,trip_id,trip_hhcompanions_pnum,household_id
218,744,2,5081
219,744,3,5081
220,823,3,4285
221,824,3,4285
222,825,2,4285
223,825,3,4285
224,825,4,4285
225,825,5,4285
226,826,4,4285
227,826,5,4285
228,827,1,4285
229,827,3,4285
230,827,4,4285
231,827,5,4285
232,828,4,4285
233,828,5,4285
234,829,4,4285
235,830,1,4285
236,831,1,4285
237,831,2,4285
238,831,4,4285
239,831,5,4285
240,832,2,4285
241,832,4,4285
242,832,5,4285
243,833,3,4285
244,833,5,4285
245,834,3,4285
246,835,2,4285
247,835,5,4285
248,836,1,4285
249,836,2,4285
250,836,3,4285
251,836,5,4285
252,837,3,4285
253,837,4,4285
254,839,2,4285
255,840,1,4285
256,840,2,4285
257,840,3,4285
258,840,4,4285
259,849,2,4366
260,850,2,4366
261,853,4,4366
262,853,5,4366
263,855,1,4366
264,858,4,4366
265,858,5,4366
266,860,1,4366
267,863,2,4366
268,863,5,4366
269,864,2,4366
270,864,5,4366
271,865,2,4366
272,865,4,4366
273,866,2,4366
274,866,4,4366
275,869,3,4605
276,869,4,4605
277,871,3,4605
278,871,4,4605
279,875,2,4605
280,875,4,4605
281,876,2,4605
282,876,4,4605
283,877,2,4605
284,877,3,4605
285,878,2,4605
286,878,3,4605
287,889,6,4550
288,892,5,4550
289,893,5,4550
290,894,2,3582
291,895,2,3582
292,896,2,3582
293,897,1,3582
294,898,1,3582
295,899,1,3582
296,913,3,3585
297,914,3,3585
298,915,1,3585
299,916,1,3585
300,917,1,3585
301,918,1,3585
302,921,4,4632
303,924,4,4632
304,927,2,4632
305,928,2,4632
306,934,2,4633
307,935,2,4633
308,936,1,4633
309,937,1,4633
310,938,1,4633
311,939,1,4633
312,949,3,4635
313,949,4,4635
314,952,3,4635
315,952,4,4635
316,953,3,4635
317,953,4,4635
318,954,3,4635
319,954,4,4635
320,955,3,4635
321,955,4,4635
322,956,2,4635
323,956,4,4635
324,957,2,4635
325,957,4,4635
326,958,2,4635
327,958,4,4635
328,959,2,4635
329,959,4,4635
330,960,2,4635
331,960,3,4635
332,961,2,4635
333,961,3,4635
334,962,2,4635
335,962,3,4635
336,963,2,4635
337,963,3,4635
338,970,3,3669
339,970,4,3669
340,975,1,3669
341,975,4,3669
342,977,1,3669
343,977,3,3669
344,987,2,3673
345,987,3,3673
346,988,2,3673
347,988,3,3673
348,989,1,3673
349,989,3,3673
350,990,1,3673
351,990,3,3673
352,991,1,3673
353,991,2,3673
354,992,1,3673
355,992,2,3673
356,1043,3,4785
357,1051,1,4785
358,1052,5,4785
359,1053,5,4785
360,1054,4,4785
361,1072,2,4904
362,1072,3,4904
363,1073,2,4904
364,1073,3,4904
365,1075,3,4904
366,1076,3,4904
367,1077,1,4904
368,1077,3,4904
369,1078,1,4904
370,1078,3,4904
371,1079,2,4904
372,1080,2,4904
373,1082,2,4904
374,1083,1,4904
375,1083,2,4904
376,1087,2,4905
377,1087,3,4905
378,1087,4,4905
379,1087,5,4905
380,1088,2,4905
381,1088,3,4905
382,1088,4,4905
383,1088,5,4905
384,1091,1,4905
385,1091,3,4905
386,1091,4,4905
387,1091,5,4905
388,1092,1,4905
389,1092,3,4905
390,1092,4,4905
391,1092,5,4905
392,1093,1,4905
393,1093,2,4905
394,1093,4,4905
395,1093,5,4905
396,1094,1,4905
397,1094,2,4905
398,1094,4,4905
399,1094,5,4905
400,1095,1,4905
401,1095,2,4905
402,1095,3,4905
403,1095,5,4905
404,1096,1,4905
405,1096,2,4905
406,1096,3,4905
407,1096,5,4905
408,1098,1,4905
409,1098,2,4905
410,1098,3,4905
411,1098,4,4905
412,1099,2,4906
413,1100,2,4906
414,1101,2,4906
415,1101,3,4906
416,1101,4,4906
417,1101,5,4906
418,1102,2,4906
419,1102,3,4906
420,1102,4,4906
421,1102,5,4906
422,1103,1,4906
423,1107,1,4906
424,1107,3,4906
425,1107,4,4906
426,1107,5,4906
427,1108,1,4906
428,1108,3,4906
429,1108,4,4906
430,1108,5,4906
431,1111,1,4906
432,1111,2,4906
433,1111,4,4906
434,1111,5,4906
435,1112,1,4906
436,1112,2,4906
437,1112,4,4906
438,1112,5,4906
439,1115,2,4906
440,1115,3,4906
441,1115,5,4906
442,1116,1,4906
443,1116,2,4906
444,1116,3,4906
445,1116,5,4906
446,1119,1,4906
447,1119,2,4906
448,1119,3,4906
449,1119,4,4906
450,1120,1,4906
451,1120,2,4906
452,1120,3,4906
453,1120,4,4906
454,1121,3,4907
455,1121,4,4907
456,1121,5,4907
457,1124,3,4907
458,1124,4,4907
459,1124,5,4907
460,1126,3,4907
461,1126,4,4907
462,1126,5,4907
463,1127,1,4907
464,1127,4,4907
465,1127,5,4907
466,1128,1,4907
467,1128,4,4907
468,1128,5,4907
469,1129,1,4907
470,1129,3,4907
471,1129,5,4907
472,1130,1,4907
473,1130,3,4907
474,1130,5,4907
475,1131,1,4907
476,1131,3,4907
477,1131,4,4907
478,1132,1,4907
479,1132,3,4907
480,1132,4,4907
481,1135,3,4998
482,1137,3,5059
483,1141,3,5059
484,1147,2,5060
485,1148,2,5060
486,1153,2,5060
487,1154,2,5060
488,1159,2,5061
489,1160,2,5061
490,1164,1,5061
491,1165,1,5061
492,1168,2,5062
493,1169,2,5062
494,1170,1,5062
495,1171,1,5062
496,1174,4,5062
497,1175,4,5062
498,1178,3,5062
499,1179,3,5062
500,1183,0,5064
501,1184,0,5064
502,1185,0,5064
503,1223,4,3684
504,1224,4,3684
505,1229,3,3684
506,1230,3,3684
507,1237,0,3684
508,1351,3,3832
509,1351,4,3832
510,1354,1,3832
511,1354,4,3832
512,1355,1,3832
513,1355,4,3832
514,1356,1,3832
515,1356,3,3832
516,1357,1,3832
517,1357,3,3832
518,1416,0,4658
519,1417,0,4658
520,1418,0,4658
521,1419,0,4658
522,1454,2,4341
523,1454,3,4341
524,1454,4,4341
525,1454,5,4341
526,1455,0,4341
527,1457,0,4341
528,1458,0,4341
529,1459,1,4341
530,1459,3,4341
531,1459,4,4341
532,1459,5,4341
533,1461,1,4341
534,1461,2,4341
535,1461,4,4341
536,1461,5,4341
537,1463,1,4341
538,1463,2,4341
539,1463,3,4341
540,1463,5,4341
541,1465,1,4341
542,1465,2,4341
543,1465,3,4341
544,1465,4,4341
545,1469,3,4342
546,1470,3,4342
547,1471,2,4342
548,1472,2,4342
549,1473,0,4343
550,1474,0,4343
551,1477,0,4343
552,1479,0,4343
553,1480,0,4343
554,1486,0,4437
555,1487,0,4437
556,1488,0,4437
557,1489,2,4437
558,1489,3,4437
559,1489,4,4437
560,1490,2,4437
561,1490,3,4437
562,1490,4,4437
563,1491,0,4437
564,1493,1,4437
565,1493,3,4437
566,1493,4,4437
567,1494,1,4437
568,1494,3,4437
569,1494,4,4437
570,1495,0,4437
571,1496,0,4437
572,1497,1,4437
573,1497,2,4437
574,1497,4,4437
575,1498,1,4437
576,1498,2,4437
577,1498,4,4437
578,1504,1,4437
579,1504,2,4437
580,1504,3,4437
581,1505,1,4437
582,1505,2,4437
583,1505,3,4437
584,1508,2,4440
585,1508,3,4440
586,1508,4,4440
587,1508,5,4440
588,1508,6,4440
589,1508,7,4440
590,1510,1,4440
591,1510,3,4440
592,1510,4,4440
593,1510,5,4440
594,1510,6,4440
595,1510,7,4440
596,1511,1,4440
597,1511,3,4440
598,1511,4,4440
599,1511,5,4440
600,1511,6,4440
601,1511,7,4440
602,1515,1,4440
603,1515,2,4440
604,1515,4,4440
605,1515,5,4440
606,1515,6,4440
607,1515,7,4440
608,1518,1,4440
609,1518,2,4440
610,1518,3,4440
611,1518,5,4440
612,1518,6,4440
613,1518,7,4440
614,1519,1,4440
615,1519,2,4440
616,1519,3,4440
617,1519,5,4440
618,1519,6,4440
619,1519,7,4440
620,1522,1,4440
621,1522,2,4440
622,1522,3,4440
623,1522,4,4440
624,1522,6,4440
625,1522,7,4440
626,1523,1,4440
627,1523,2,4440
628,1523,3,4440
629,1523,4,4440
630,1523,6,4440
631,1523,7,4440
632,1526,1,4440
633,1526,2,4440
634,1526,3,4440
635,1526,4,4440
636,1526,5,4440
637,1526,7,4440
638,1527,1,4440
639,1527,2,4440
640,1527,3,4440
641,1527,4,4440
642,1527,5,4440
643,1527,7,4440
644,1537,2,4442
645,1537,3,4442
646,1537,4,4442
647,1537,5,4442
648,1538,2,4442
649,1538,3,4442
650,1538,4,4442
651,1538,5,4442
652,1539,1,4442
653,1539,3,4442
654,1539,4,4442
655,1539,5,4442
656,1540,1,4442
657,1540,3,4442
658,1540,4,4442
659,1540,5,4442
660,1543,1,4442
661,1543,2,4442
662,1543,4,4442
663,1543,5,4442
664,1544,1,4442
665,1544,2,4442
666,1544,4,4442
667,1544,5,4442
668,1547,1,4442
669,1547,2,4442
670,1547,3,4442
671,1547,5,4442
672,1548,1,4442
673,1548,2,4442
674,1548,3,4442
675,1548,5,4442
676,1569,2,4532
677,1569,3,4532
678,1569,4,4532
679,1570,2,4532
680,1570,3,4532
681,1570,4,4532
682,1574,1,4532
683,1576,1,4532
684,1576,3,4532
685,1576,4,4532
686,1577,1,4532
687,1577,3,4532
688,1577,4,4532
689,1580,1,4532
690,1580,2,4532
691,1580,4,4532
692,1581,1,4532
693,1581,2,4532
694,1581,4,4532
695,1582,0,3536
696,1583,0,3536
697,1584,0,3536
698,1585,0,3536
699,1586,0,3537
700,1587,0,3537
701,1588,0,3539
702,1589,0,3539
703,1590,2,3539
704,1590,3,3539
705,1591,2,3539
706,1591,3,3539
707,1592,1,3539
708,1592,3,3539
709,1593,1,3539
710,1593,3,3539
711,1600,0,3541
712,1601,0,3541
713,1604,0,4619
714,1605,0,4619
715,1606,0,4619
716,1607,0,4619
717,1608,0,4619
718,1609,0,4619
719,1618,0,3634
720,1619,0,3634
721,1638,0,3639
722,1639,0,3639
723,1643,0,3641
724,1644,0,3641
725,1720,0,4857
726,1721,0,4857
727,1742,0,4861
728,1743,0,4861
729,1746,3,4979
730,1746,4,4979
731,1746,6,4979
732,1746,7,4979
733,1747,3,4979
734,1747,5,4979
735,1747,6,4979
736,1747,7,4979
737,1748,2,4979
738,1748,5,4979
739,1748,6,4979
740,1748,7,4979
741,1749,2,4979
742,1749,5,4979
743,1749,6,4979
744,1749,7,4979
745,1750,0,4979
746,1751,0,4979
747,1752,2,4979
748,1752,3,4979
749,1752,6,4979
750,1752,7,4979
751,1753,2,4979
752,1753,3,4979
753,1753,6,4979
754,1753,7,4979
755,1754,2,4979
756,1754,3,4979
757,1754,5,4979
758,1754,7,4979
759,1755,2,4979
760,1755,3,4979
761,1755,5,4979
762,1755,7,4979
763,1756,2,4979
764,1756,3,4979
765,1756,5,4979
766,1756,6,4979
767,1757,2,4979
768,1757,3,4979
769,1757,5,4979
770,1757,6,4979
771,1758,0,2075
772,1759,2,2075
773,1759,3,2075
774,1760,2,2075
775,1761,0,2075
776,1762,0,2075
777,1763,2,2075
778,1764,0,2075
779,1766,1,2075
780,1766,3,2075
781,1767,1,2075
782,1768,1,2075
783,1769,2,2077
784,1770,2,2077
785,1773,1,2077
786,1774,1,2077
787,1775,0,2078
788,1776,0,2078
789,1777,2,2078
790,1777,3,2078
791,1778,2,2078
792,1778,3,2078
793,1779,1,2078
794,1779,3,2078
795,1780,1,2078
796,1780,3,2078
797,1783,1,2078
798,1783,2,2078
799,1784,1,2078
800,1784,2,2078
801,1785,4,2367
802,1785,5,2367
803,1786,0,2367
804,1787,0,2367
805,1788,4,2367
806,1788,5,2367
807,1791,2,2367
808,1791,5,2367
809,1792,2,2367
810,1792,5,2367
811,1793,2,2367
812,1793,4,2367
813,1794,2,2367
814,1794,4,2367
815,1813,0,5489
816,1814,0,5489
817,1815,0,5489
818,1816,0,5489
819,1817,0,5489
820,1818,0,5489
821,1819,0,5365
822,1827,7,5365
823,1827,10,5365
824,1828,7,5365
825,1828,10,5365
826,1830,0,5365
827,1835,4,5365
828,1835,10,5365
829,1836,4,5365
830,1836,10,5365
831,1841,0,5365
832,1842,0,5365
833,1843,4,5365
834,1843,7,5365
835,1844,4,5365
836,1844,7,5365
837,1845,2,5366
838,1846,2,5366
839,1847,2,5366
840,1847,3,5366
841,1847,4,5366
842,1847,5,5366
843,1848,2,5366
844,1848,3,5366
845,1848,4,5366
846,1848,5,5366
847,1849,1,5366
848,1850,1,5366
849,1851,1,5366
850,1851,3,5366
851,1851,4,5366
852,1851,5,5366
853,1852,1,5366
854,1852,3,5366
855,1852,4,5366
856,1852,5,5366
857,1853,1,5366
858,1853,2,5366
859,1853,4,5366
860,1853,5,5366
861,1854,1,5366
862,1854,2,5366
863,1854,4,5366
864,1854,5,5366
865,1857,1,5366
866,1857,2,5366
867,1857,3,5366
868,1857,5,5366
869,1858,1,5366
870,1858,2,5366
871,1858,3,5366
872,1858,5,5366
873,1861,1,5366
874,1861,2,5366
875,1861,3,5366
876,1861,4,5366
877,1862,1,5366
878,1862,2,5366
879,1862,3,5366
880,1862,4,5366
881,1863,0,5367
882,1864,0,5367
883,1865,0,5367
884,1866,0,5367
885,1867,0,5367
886,1868,0,5367
887,1869,0,5367
888,1870,0,5367
889,1871,0,5367
890,1872,0,5367
891,2026,6,3694
892,2033,6,4798
893,2033,7,4798
894,2048,1,4798
895,2048,7,4798
896,2226,3,4336
897,2234,2,4338
898,2234,3,4338
899,2235,1,4338
900,2236,1,4338
901,2236,3,4338
902,2332,3,3661
903,2332,4,3661
904,2332,5,3661
905,2332,6,3661
906,2335,3,3661
907,2335,4,3661
908,2335,5,3661
909,2335,6,3661
910,2346,1,4752
911,2346,3,4752
912,2346,4,4752
913,2346,5,4752
914,2346,6,4752
915,2346,7,4752
916,2348,1,4752
917,2348,2,4752
918,2348,4,4752
919,2348,5,4752
920,2348,6,4752
921,2348,7,4752
922,2350,1,4752
923,2350,3,4752
924,2350,5,4752
925,2350,6,4752
926,2350,7,4752
927,2351,1,4752
928,2351,2,4752
929,2351,3,4752
930,2351,5,4752
931,2351,6,4752
932,2351,7,4752
933,2352,1,4752
934,2352,2,4752
935,2352,3,4752
936,2352,4,4752
937,2352,6,4752
938,2352,7,4752
939,2353,1,4752
940,2353,2,4752
941,2353,3,4752
942,2353,4,4752
943,2353,6,4752
944,2353,7,4752
945,2355,1,4752
946,2355,2,4752
947,2355,3,4752
948,2355,4,4752
949,2355,5,4752
950,2355,7,4752
951,2356,1,4752
952,2356,2,4752
953,2356,3,4752
954,2356,4,4752
955,2356,5,4752
956,2356,6,4752
957,2357,1,4752
958,2357,2,4752
959,2357,3,4752
960,2357,4,4752
961,2357,5,4752
962,2357,6,4752
963,2360,3,4753
964,2360,4,4753
965,2361,3,4753
966,2361,4,4753
967,2362,2,4753
968,2362,4,4753
969,2363,2,4753
970,2363,4,4753
971,2364,2,4753
972,2364,3,4753
973,2365,2,4753
974,2365,3,4753
975,2407,2,4866
976,2407,5,4866
977,2408,2,4866
978,2410,5,4866
979,2411,5,4866
980,2412,1,4866
981,2412,5,4866
982,2413,1,4866
983,2420,1,4866
984,2420,2,4866
985,2421,1,4866
986,2439,6,5036
987,2440,5,5036
988,2449,6,5036
989,2451,5,5036
990,2452,5,5036
991,2453,4,5036
992,2454,4,5036
993,2455,4,5036
994,2456,1,5036
995,2457,1,5036
996,2460,2,5037
997,2461,2,5037
998,2462,14,5037
999,2464,14,5037
1000,2465,14,5037
1001,2466,14,5037
1002,2467,1,5037
1003,2474,8,5037
1004,2474,9,5037
1005,2474,10,5037
1006,2474,13,5037
1007,2475,9,5037
1008,2475,10,5037
1009,2475,13,5037
1010,2476,10,5037
1011,2476,13,5037
1012,2477,13,5037
1013,2478,13,5037
1014,2480,10,5037
1015,2481,9,5037
1016,2481,10,5037
1017,2482,8,5037
1018,2482,9,5037
1019,2482,10,5037
1020,2483,7,5037
1021,2483,9,5037
1022,2483,10,5037
1023,2483,13,5037
1024,2484,7,5037
1025,2484,9,5037
1026,2484,10,5037
1027,2485,7,5037
1028,2485,10,5037
1029,2485,13,5037
1030,2486,7,5037
1031,2486,8,5037
1032,2486,10,5037
1033,2487,7,5037
1034,2487,14,5037
1035,2488,7,5037
1036,2488,8,5037
1037,2488,9,5037
1038,2504,2,5179
1039,2504,3,5179
1040,2504,4,5179
1041,2504,5,5179
1042,2505,2,5179
1043,2505,3,5179
1044,2505,4,5179
1045,2505,5,5179
1046,2506,2,5179
1047,2506,3,5179
1048,2506,4,5179
1049,2506,5,5179
1050,2507,1,5179
1051,2507,3,5179
1052,2507,4,5179
1053,2507,5,5179
1054,2508,1,5179
1055,2508,3,5179
1056,2508,4,5179
1057,2508,5,5179
1058,2509,1,5179
1059,2509,3,5179
1060,2509,4,5179
1061,2509,5,5179
1062,2510,1,5179
1063,2510,2,5179
1064,2510,4,5179
1065,2510,5,5179
1066,2511,1,5179
1067,2511,2,5179
1068,2511,4,5179
1069,2511,5,5179
1070,2512,1,5179
1071,2512,2,5179
1072,2512,4,5179
1073,2512,5,5179
1074,2513,1,5179
1075,2513,2,5179
1076,2513,3,5179
1077,2513,5,5179
1078,2514,1,5179
1079,2514,2,5179
1080,2514,3,5179
1081,2514,5,5179
1082,2515,1,5179
1083,2515,2,5179
1084,2515,3,5179
1085,2515,5,5179
1086,2516,1,5179
1087,2516,2,5179
1088,2516,3,5179
1089,2516,4,5179
1090,2517,1,5179
1091,2517,2,5179
1092,2517,3,5179
1093,2517,4,5179
1094,2518,1,5179
1095,2518,2,5179
1096,2518,3,5179
1097,2518,4,5179
1098,2519,2,5180
1099,2519,3,5180
1100,2519,4,5180
1101,2519,5,5180
1102,2520,4,5180
1103,2520,5,5180
1104,2521,4,5180
1105,2521,5,5180
1106,2522,1,5180
1107,2522,3,5180
1108,2522,4,5180
1109,2522,5,5180
1110,2523,3,5180
1111,2524,1,5180
1112,2524,2,5180
1113,2524,4,5180
1114,2524,5,5180
1115,2525,2,5180
1116,2526,1,5180
1117,2526,2,5180
1118,2526,3,5180
1119,2526,5,5180
1120,2527,1,5180
1121,2527,5,5180
1122,2528,1,5180
1123,2528,5,5180
1124,2529,1,5180
1125,2529,2,5180
1126,2529,3,5180
1127,2529,4,5180
1128,2530,1,5180
1129,2530,4,5180
1130,2551,3,5188
1131,2551,4,5188
1132,2556,3,5188
1133,2556,4,5188
1134,2557,1,5188
1135,2557,4,5188
1136,2558,2,5188
1137,2558,4,5188
1138,2559,1,5188
1139,2559,3,5188
1140,2560,2,5188
1141,2560,3,5188
1142,2566,0,5189
1143,2567,0,5189
1144,2569,3,5189
1145,2570,2,5189
1146,2571,2,5189
1147,2578,2,5241
1148,2578,3,5241
1149,2581,2,5241
1150,2581,3,5241
1151,2582,2,5241
1152,2582,3,5241
1153,2583,1,5241
1154,2583,3,5241
1155,2584,1,5241
1156,2584,3,5241
1157,2585,1,5241
1158,2585,3,5241
1159,2594,5,5242
1160,2594,6,5242
1161,2594,7,5242
1162,2594,8,5242
1163,2595,4,5242
1164,2595,6,5242
1165,2595,7,5242
1166,2595,8,5242
1167,2596,4,5242
1168,2596,6,5242
1169,2596,7,5242
1170,2596,8,5242
1171,2597,4,5242
1172,2597,5,5242
1173,2597,7,5242
1174,2597,8,5242
1175,2599,4,5242
1176,2599,5,5242
1177,2599,6,5242
1178,2599,8,5242
1179,2600,4,5242
1180,2600,5,5242
1181,2600,6,5242
1182,2600,8,5242
1183,2601,4,5242
1184,2601,5,5242
1185,2601,6,5242
1186,2601,7,5242
1187,2602,4,5242
1188,2602,5,5242
1189,2602,6,5242
1190,2602,7,5242
1191,2641,0,5282
1192,2664,4,5283
1193,2670,4,5283
1194,2671,1,5283
1195,2672,3,5283
1196,2678,0,5371
1197,2693,2,5373
1198,2694,1,5373
1199,2695,1,5373
1200,2875,2,3579
1201,2877,1,3579
1202,2889,0,3581
1203,2899,0,3581
1204,2900,0,3581
1205,3360,1,4418
1206,3372,4,4421
1207,3373,4,4421
1208,3376,3,4421
1209,3377,3,4421
1210,3446,3,4613
1211,3446,4,4613
1212,3457,2,4614
1213,3457,3,4614
1214,3458,2,4614
1215,3458,3,4614
1216,3459,1,4614
1217,3459,3,4614
1218,3460,1,4614
1219,3460,3,4614
1220,3463,6,4617
1221,3466,6,4617
1222,3474,2,4617
1223,3475,2,4617
1224,3479,1,4233
1225,3480,1,4233
1226,3497,3,3644
1227,3497,4,3644
1228,3501,3,3644
1229,3501,4,3644
1230,3502,2,3644
1231,3502,4,3644
1232,3503,2,3644
1233,3503,4,3644
1234,3504,2,3644
1235,3504,3,3644
1236,3505,2,3644
1237,3505,3,3644
1238,3641,1,4128
1239,3641,3,4128
1240,3641,4,4128
1241,3641,5,4128
1242,3641,6,4128
1243,3645,1,4128
1244,3645,2,4128
1245,3645,3,4128
1246,3645,5,4128
1247,3645,6,4128
1248,3647,1,4128
1249,3647,2,4128
1250,3647,3,4128
1251,3647,4,4128
1252,3647,6,4128
1253,3649,1,4128
1254,3649,2,4128
1255,3649,3,4128
1256,3649,4,4128
1257,3649,5,4128
1258,3650,3,4216
1259,3651,3,4216
1260,3654,1,4216
1261,3655,1,4216
1262,3673,0,4217
1263,3674,0,4217
1264,3675,0,4217
1265,3680,0,4217
1266,3684,0,4217
1267,3687,3,4218
1268,3688,3,4218
1269,3689,2,4218
1270,3690,2,4218
1271,3701,0,3828
1272,3702,0,3828
1273,3703,0,3828
1274,3704,0,3828
1275,3707,0,3828
1276,3708,0,3828
1277,3709,0,3828
1278,3710,0,3828
1279,3711,2,4001
1280,3711,3,4001
1281,3711,4,4001
1282,3711,5,4001
1283,3712,2,4001
1284,3712,3,4001
1285,3712,4,4001
1286,3712,5,4001
1287,3713,1,4001
1288,3713,3,4001
1289,3713,4,4001
1290,3713,5,4001
1291,3714,1,4001
1292,3714,3,4001
1293,3714,4,4001
1294,3714,5,4001
1295,3715,1,4001
1296,3715,2,4001
1297,3715,4,4001
1298,3715,5,4001
1299,3716,1,4001
1300,3716,2,4001
1301,3716,4,4001
1302,3716,5,4001
1303,3717,1,4001
1304,3717,2,4001
1305,3717,3,4001
1306,3717,5,4001
1307,3718,1,4001
1308,3718,2,4001
1309,3718,3,4001
1310,3718,5,4001
1311,3719,1,4001
1312,3719,2,4001
1313,3719,3,4001
1314,3719,4,4001
1315,3720,1,4001
1316,3720,2,4001
1317,3720,3,4001
1318,3720,4,4001
1319,3721,2,4002
1320,3721,3,4002
1321,3721,4,4002
1322,3721,5,4002
1323,3721,6,4002
1324,3721,7,4002
1325,3721,8,4002
1326,3721,9,4002
1327,3721,10,4002
1328,3721,11,4002
1329,3721,12,4002
1330,3721,13,4002
1331,3721,14,4002
1332,3721,15,4002
1333,3722,2,4002
1334,3722,3,4002
1335,3722,4,4002
1336,3722,5,4002
1337,3722,6,4002
1338,3722,7,4002
1339,3722,8,4002
1340,3722,9,4002
1341,3722,10,4002
1342,3722,11,4002
1343,3722,12,4002
1344,3722,13,4002
1345,3722,14,4002
1346,3722,15,4002
1347,3723,1,4002
1348,3723,3,4002
1349,3723,4,4002
1350,3723,5,4002
1351,3723,6,4002
1352,3723,7,4002
1353,3723,8,4002
1354,3723,9,4002
1355,3723,10,4002
1356,3723,11,4002
1357,3723,12,4002
1358,3723,13,4002
1359,3723,14,4002
1360,3723,15,4002
1361,3724,1,4002
1362,3724,3,4002
1363,3724,4,4002
1364,3724,5,4002
1365,3724,6,4002
1366,3724,7,4002
1367,3724,8,4002
1368,3724,9,4002
1369,3724,10,4002
1370,3724,11,4002
1371,3724,12,4002
1372,3724,13,4002
1373,3724,14,4002
1374,3724,15,4002
1375,3725,1,4002
1376,3725,2,4002
1377,3725,4,4002
1378,3725,5,4002
1379,3725,6,4002
1380,3725,7,4002
1381,3725,8,4002
1382,3725,9,4002
1383,3725,10,4002
1384,3725,11,4002
1385,3725,12,4002
1386,3725,13,4002
1387,3725,14,4002
